osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,lanes
928632859,True,D 6155,Rue Pierre Mendès France,tertiary,20,False,22.355,"LINESTRING (1.1696353 49.2131001, 1.169678 49.212901)",,,
29099071,True,,Rue des Tanneurs,residential,30,False,59.051,"LINESTRING (1.1704412 49.2131521, 1.1700143 49.2131479, 1.1696353 49.2131001)",,,
29107111,True,,Rue du Quai,tertiary,30,False,59.611999999999995,"LINESTRING (1.1704412 49.2131521, 1.170416 49.2132532, 1.1704232 49.2133317, 1.170447 49.2134646, 1.1705274 49.2136795)",,,
29106691,True,,Rue Tatin,residential,30,False,61.869,"LINESTRING (1.169678 49.212901, 1.1688958 49.2126808)",,,
29230571,True,D 6155,Rue du Maréchal Foch,tertiary,20,False,71.132,"LINESTRING (1.169678 49.212901, 1.1697281 49.2128157, 1.1698079 49.2126801, 1.1700667 49.2124425, 1.1701637 49.2123508)",,,
"[108693570, 903405615]",False,D 6155,Rue du Maréchal Foch,tertiary,"['20', '30']",True,69.339,"LINESTRING (1.1704934 49.2117663, 1.1703643 49.2120359, 1.1702952 49.2121461, 1.1702693 49.2121874, 1.1702126 49.2122778, 1.1701962 49.2123023, 1.1701637 49.2123508)",,,
"[183173384, 101586868, 101586864]",True,,Rue de l'Île,residential,30,False,73.65599999999999,"LINESTRING (1.1704934 49.2117663, 1.1706261 49.2117832, 1.1709108 49.2118196, 1.1710982 49.2118406, 1.1712864 49.2120701)",yes,,
29107111,True,,Rue du Quai,tertiary,30,False,22.956,"LINESTRING (1.1705086 49.2129504, 1.1704412 49.2131521)",,,
29099547,True,,Rue du Marché aux Oeufs,residential,20,False,60.958999999999996,"LINESTRING (1.1695086 49.2120971, 1.1695867 49.2120251, 1.1696412 49.2119749, 1.1697155 49.2118831, 1.1697706 49.2117982, 1.1698079 49.2117075, 1.1698266 49.211643, 1.1697891 49.2116079)",,,
903405614,True,,Rue aux Huiliers,living_street,20,False,20.264,"LINESTRING (1.1687604 49.2118001, 1.1685286 49.2119015)",,,
604022735,True,,Rue du Matrey,living_street,20,False,63.894000000000005,"LINESTRING (1.1687604 49.2118001, 1.1688866 49.2118301, 1.1691588 49.2119623, 1.169415 49.212061, 1.1695086 49.2120971)",,,
903405611,True,,Rue aux Huiliers,residential,30,False,47.166,"LINESTRING (1.1692909 49.2115561, 1.1692525 49.211575, 1.1689644 49.2117162, 1.1687604 49.2118001)",,,
29099550,True,,Place de la Halle Aux Drapiers,residential,30,False,36.644999999999996,"LINESTRING (1.1697891 49.2116079, 1.1696399 49.2115916, 1.1694506 49.2115724, 1.1692909 49.2115561)",,,
393475749,True,,Rue du Mûrier,residential,30,False,63.523,"LINESTRING (1.1686959 49.2132138, 1.1695417 49.213359)",,,
"[454318497, 29099551]",True,,Rue des Déportés,residential,30,False,61.089,"LINESTRING (1.1686959 49.2132138, 1.1688281 49.2128136, 1.1688958 49.2126808)",,,
29106691,True,,Rue Tatin,residential,30,False,71.699,"LINESTRING (1.1688958 49.2126808, 1.1679752 49.2124482)",,,
29099552,True,,Rue du Sornier,residential,50,False,78.702,"LINESTRING (1.1688958 49.2126808, 1.1689664 49.2126136, 1.1694212 49.2121803, 1.1695086 49.2120971)",,,
29106679,True,,Rue du 8 Mai 1945,residential,30,False,88.619,"LINESTRING (1.1685286 49.2119015, 1.168443 49.2118888, 1.1677275 49.2117828, 1.1676173 49.2117406, 1.1673838 49.211651)",,,
