osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,ref,bridge,access
939338689,Avenue de la Libération,secondary,50,False,False,11.656,"LINESTRING (5.4728808 43.4580431, 5.4727761 43.4579709)",,,,,
27638158,,unclassified,,True,False,14.667,"LINESTRING (5.4728808 43.4580431, 5.4728041 43.4580504, 5.4727054 43.458075)",,,,,
939338666,Avenue de Nice,secondary,50,False,True,43.137,"LINESTRING (5.4728808 43.4580431, 5.4732951 43.4582395, 5.4733283 43.4582552)",,,,,
27634359,Avenue Maurel Agricol,unclassified,,True,False,6.369,"LINESTRING (5.4735868 43.4523042, 5.4735118 43.452322)",,,,,
417070646,,unclassified,,True,False,51.189,"LINESTRING (5.4735868 43.4523042, 5.4740162 43.4521476, 5.4741413 43.4520829)",,,,,
4878245,,unclassified,,True,False,5.808,"LINESTRING (5.4718684 43.4524681, 5.4719223 43.4525027)",roundabout,,,,
4878205,Avenue de Toulon,unclassified,,False,False,79.282,"LINESTRING (5.4718684 43.4524681, 5.4720322 43.4522797, 5.4721411 43.4521325, 5.4723203 43.4518903, 5.472355 43.4518492)",,,,,
509137260,,unclassified,,True,False,31.014000000000003,"LINESTRING (5.4715681 43.452584, 5.4716884 43.4524729, 5.471749 43.4524557, 5.4718104 43.4524508, 5.4718684 43.4524681)",roundabout,,,,
4878245,,unclassified,,True,False,11.703,"LINESTRING (5.4716083 43.4527337, 5.4715674 43.4526967, 5.4715456 43.4526411)",roundabout,,,,
4878247,Avenue de Toulon,unclassified,,True,False,74.551,"LINESTRING (5.4716083 43.4527337, 5.4715513 43.4528219, 5.471241 43.4533488)",,,,,
4878245,,unclassified,,True,False,30.855000000000004,"LINESTRING (5.4719096 43.4526212, 5.4717928 43.4527281, 5.4717257 43.452749, 5.4716675 43.4527495, 5.4716083 43.4527337)",roundabout,,,,
4878245,,unclassified,,True,False,13.649000000000001,"LINESTRING (5.4719223 43.4525027, 5.4719378 43.4525527, 5.4719096 43.4526212)",roundabout,,,,
201703159,Rue des Militaires,unclassified,,False,True,107.105,"LINESTRING (5.4719223 43.4525027, 5.4723863 43.4524629, 5.4724426 43.4524453, 5.4724689 43.4524111, 5.4725544 43.4518743)",,,,,
4878247,Avenue de Toulon,unclassified,,True,False,183.653,"LINESTRING (5.471241 43.4533488, 5.4713309 43.4534105, 5.4713618 43.4534959, 5.4713194 43.4537184, 5.4712131 43.4542212, 5.4712169 43.4543052, 5.4713031 43.454773, 5.4713309 43.4549561)",,,,,
27701840,Avenue Jean Macé,unclassified,,True,False,144.42,"LINESTRING (5.471241 43.4533488, 5.4710853 43.4533777, 5.4704241 43.4535031, 5.4697016 43.4536307, 5.4695051 43.453663)",,,,,
27634334,Rue Borely,secondary,50,True,False,34.524,"LINESTRING (5.4713309 43.4549561, 5.4717446 43.4548773)",,1,,,
683647651,Cours de la République,secondary,30,True,False,10.644,"LINESTRING (5.4706024 43.4551151, 5.4706141 43.4550856, 5.4706339 43.4550572, 5.4706627 43.4550314)",,,,,
27701824,Rue Font du Roy,unclassified,,False,True,38.338,"LINESTRING (5.4695995 43.4540823, 5.4694064 43.4543973)",,,,,
