osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge
123189734,1,Rond-Point du Mont Mou,primary,30,roundabout,True,False,20.747999999999998,"LINESTRING (166.3710832 -22.1308381, 166.3710879 -22.130864, 166.3710958 -22.130879, 166.3711265 -22.1309055, 166.3711646 -22.1309143, 166.3712049 -22.1309046, 166.3712312 -22.1308874)",,
211068143,,Rue James Paddon,primary,50,,False,True,200.929,"LINESTRING (166.3710832 -22.1308381, 166.3704532 -22.1307021, 166.369179 -22.1304461)",RT1,
42807555,,Rue James Paddon,primary,50,,False,True,73.405,"LINESTRING (166.3676162 -22.1301242, 166.3670464 -22.1299933, 166.3669245 -22.1299653)",RT1,
"[211068141, 211068142]",,Rue James Paddon,primary,50,,False,False,82.511,"LINESTRING (166.3676162 -22.1301242, 166.3678345 -22.1301777, 166.3683912 -22.1303119)",RT1,
885343879,,Rue des Frères Debien,residential,50,,False,True,59.94500000000001,"LINESTRING (166.3676162 -22.1301242, 166.3676793 -22.1297463, 166.3676777 -22.1295896)",,
71676167,,Rue Louis Pauty,residential,50,,False,True,295.86,"LINESTRING (166.3669735 -22.1269684, 166.3670819 -22.1269048, 166.3671674 -22.1268654, 166.3686286 -22.1267627, 166.3687298 -22.1268123, 166.3687506 -22.1269161, 166.3687657 -22.1270668, 166.3688389 -22.1277966)",,
589132424,,Rue des Frères Debien,residential,50,,False,False,123.024,"LINESTRING (166.3669735 -22.1269684, 166.367257 -22.1273288, 166.3673349 -22.1274372, 166.3673718 -22.1274886, 166.3673922 -22.1275245, 166.3676071 -22.1279033)",,
589132424,,Rue des Frères Debien,residential,50,,False,False,48.141,"LINESTRING (166.3676413 -22.1284931, 166.3676625 -22.1289256)",,
589132424,,Rue des Frères Debien,residential,50,,False,True,65.677,"LINESTRING (166.3676413 -22.1284931, 166.3676071 -22.1279033)",,
71676170,,Rue Désiré Rigot,residential,50,,False,True,129.50300000000001,"LINESTRING (166.3676413 -22.1284931, 166.3687655 -22.1284082, 166.3688926 -22.1284303)",,
"[211068141, 211068142]",,Rue James Paddon,primary,50,,False,True,82.511,"LINESTRING (166.3683912 -22.1303119, 166.3678345 -22.1301777, 166.3676162 -22.1301242)",RT1,
"[73767364, 211068156]",,,residential,50,,False,True,94.732,"LINESTRING (166.3683912 -22.1303119, 166.3683233 -22.1303924, 166.3680249 -22.1308074, 166.3679112 -22.1310354)",,
885343877,,Rue James Paddon,primary,50,,False,False,82.576,"LINESTRING (166.3683912 -22.1303119, 166.3687155 -22.1303824, 166.369179 -22.1304461)",RT1,
