osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width,tunnel,bridge,access,junction
23072465,True,Avenue Menelotte,residential,30,False,81.904,"LINESTRING (2.259086 48.9263733, 2.2590914 48.9258002, 2.2591102 48.9256372)",,,,,,,
78269893,False,Rue Eugène Turpin,residential,30,False,129.966,"LINESTRING (2.259086 48.9263733, 2.2597004 48.9263281, 2.2599325 48.9270753)",,,,,,,
"[898179888, 326537485]",True,Place de la Gare,"['living_street', 'residential']","['20', '30']",False,8.924,"LINESTRING (2.259599 48.9237879, 2.259624 48.9237439, 2.2596417 48.9237127)",,,,,,,
27914718,True,Rue Saint-Denis,residential,30,False,65.01100000000001,"LINESTRING (2.2526003 48.924022, 2.2524502 48.9240376, 2.2519733 48.924087, 2.2517196 48.9241043)",,,,,,,
113062694,True,Rue de Verdun,secondary,,False,97.539,"LINESTRING (2.2526003 48.924022, 2.2525289 48.9239661, 2.2525162 48.9239282, 2.2523425 48.9233724, 2.2523384 48.9233595, 2.2523349 48.9233481, 2.2524037 48.9231809)",1,D 13,,,,,
1118417153,True,Boulevard de Valmy,secondary,30,False,29.932000000000002,"LINESTRING (2.2526003 48.924022, 2.2526614 48.924074, 2.2526829 48.9241735, 2.2526623 48.9242756)",2,D 13,,,,,
27914172,False,Rue de la Fraternité,residential,30,False,107.134,"LINESTRING (2.252986 48.9260858, 2.2531217 48.9260728, 2.2531632 48.9260682, 2.2543437 48.9259526, 2.2544363 48.9259435)",,,7,,,,
331462824,False,Boulevard de Valmy,secondary,30,False,148.61599999999999,"LINESTRING (2.252986 48.9260858, 2.2529618 48.9260242, 2.2529498 48.9259939, 2.2529437 48.9259565, 2.2527395 48.9248445, 2.2527239 48.9247612)",2,D 13,,,,,
856257000,False,Boulevard de Valmy,secondary,30,True,114.654,"LINESTRING (2.252986 48.9260858, 2.2530021 48.9261266, 2.2530371 48.9262153, 2.2530508 48.9262426, 2.2530651 48.9262719, 2.2534526 48.9270701)",,D 13,,,,,
176854438,False,Avenue Henri Barbusse,secondary,30,True,31.419,"LINESTRING (2.2526281 48.9220538, 2.2526259 48.9220969, 2.2526244 48.9221261, 2.2526137 48.9223362)",,D 106,,,,,
330901281,False,Avenue Henri Barbusse,secondary,30,False,91.28,"LINESTRING (2.2526281 48.9220538, 2.2526288 48.9220247, 2.2526293 48.9220025, 2.2526303 48.9219626, 2.2526307 48.9219447, 2.2526475 48.921233)",2,D 106,,,,,
13859146,False,Rue Gabriel Péri,secondary,30,True,138.379,"LINESTRING (2.2478937 48.9225599, 2.2480094 48.9225897, 2.2480235 48.9225929, 2.248046 48.922598, 2.2489873 48.9227979, 2.2495709 48.9228888, 2.2496124 48.9228975, 2.2497076 48.9229138)",4,D 986,,,,,
27914367,False,Rue du Président Salvador Allende,residential,30,False,21.252000000000002,"LINESTRING (2.2478937 48.9225599, 2.2478215 48.9226584, 2.2477688 48.9227325)",,,,,,,
112573896,True,Avenue Henri Barbusse,secondary,30,False,21.688,"LINESTRING (2.2526646 48.9206706, 2.252647 48.9204759)",,D 106,,,,,
4039589,True,Rue des Monts Clairs,residential,30,False,20.033,"LINESTRING (2.2526646 48.9206706, 2.2527022 48.920602, 2.2527266 48.9205784, 2.2527831 48.920509)",,,,,,,
1118417157,False,Avenue Henri Barbusse,secondary,30,True,21.399,"LINESTRING (2.2525456 48.9228753, 2.2524676 48.9230608)",,D 106,,,,,
331439410,True,Avenue Henri Barbusse,secondary,30,False,61.846999999999994,"LINESTRING (2.2525456 48.9228753, 2.2524844 48.9227923, 2.2524909 48.9227734, 2.2524949 48.9227623, 2.2526137 48.9223362)",,D 106,,,,,
"[817120560, 43542390]",True,"['Place du Général Leclerc', 'Rue du Bournard']",secondary,30,False,69.569,"LINESTRING (2.2525456 48.9228753, 2.252769 48.922914, 2.2527836 48.9229173, 2.2530292 48.9229726, 2.2531004 48.9229886, 2.2534512 48.9230676)",,D 986,,,,,
166063838,False,Rue Julien Galle,residential,30,True,28.277,"LINESTRING (2.2583706 48.9233413, 2.2584195 48.9232068, 2.2584599 48.9231549, 2.2585355 48.9231255)",,,5,,,,
"[708425981, 708425979, 326537492, 331263325]",False,Rue du Bournard,secondary,30,True,106.173,"LINESTRING (2.2583706 48.9233413, 2.2585201 48.9233103, 2.2586523 48.9233073, 2.2587427 48.9233144, 2.2588245 48.9233266, 2.2589737 48.9233489, 2.2590957 48.9233793, 2.259384 48.9234595, 2.2594759 48.9234926, 2.2595561 48.923523, 2.2596572 48.92357, 2.259688 48.9235843, 2.2597155 48.9235971)",2,D 986,,yes,,,
"[331499369, 628772442, 1214601491]",False,Rue du Bournard,secondary,30,False,284.76800000000003,"LINESTRING (2.2583706 48.9233413, 2.2582403 48.9233666, 2.2579158 48.9234216, 2.2575862 48.9234736, 2.2574215 48.9234865, 2.2572563 48.9234736, 2.2572432 48.9234726, 2.2571361 48.9234435, 2.2569441 48.9233465, 2.2568871 48.9233151, 2.2567435 48.9232361, 2.2566263 48.9231718, 2.2564726 48.9230904, 2.2563327 48.9230242, 2.2561286 48.9229688, 2.2558365 48.9229007, 2.2557223 48.922891, 2.2555842 48.9228997, 2.2554098 48.9229205, 2.254964 48.9229688, 2.2547822 48.9229953)",,D 986,,,,,
10577134,False,Place de la Gare,residential,30,False,13.939,"LINESTRING (2.2597155 48.9235971, 2.2596417 48.9237127)",,,,,,,
"[331456163, 10577156]",False,Rue Victor Hugo,residential,30,False,29.232,"LINESTRING (2.2597155 48.9235971, 2.259766 48.9235287, 2.2598563 48.9234084, 2.2598918 48.9233611)",,,,,,,
"[331263325, 708425979, 326537492, 708425981]",False,Rue du Bournard,secondary,30,False,106.173,"LINESTRING (2.2597155 48.9235971, 2.259688 48.9235843, 2.2596572 48.92357, 2.2595561 48.923523, 2.2594759 48.9234926, 2.259384 48.9234595, 2.2590957 48.9233793, 2.2589737 48.9233489, 2.2588245 48.9233266, 2.2587427 48.9233144, 2.2586523 48.9233073, 2.2585201 48.9233103, 2.2583706 48.9233413)",2,D 986,,yes,,,
"[331263313, 331263316]",False,Avenue de l'Agent Sarre,secondary,30,True,49.621,"LINESTRING (2.2597155 48.9235971, 2.2597866 48.9236313, 2.2598692 48.9236851, 2.2599267 48.9237317, 2.2600444 48.9238115, 2.2601269 48.9238437, 2.2602399 48.9238668)",,D 986,,,,,
1214601490,False,Rue du Bournard,secondary,30,True,19.137,"LINESTRING (2.2537798 48.9231416, 2.2540356 48.9231046)",,D 986,,,,,
68498376,True,Rue Casimir Vincent,residential,30,False,89.372,"LINESTRING (2.2537798 48.9231416, 2.2537779 48.9232203, 2.2537986 48.9239452)",,,,,,,
"[817120561, 118706294]",True,Rue du Bournard,secondary,30,False,101.448,"LINESTRING (2.2537798 48.9231416, 2.2535818 48.9231878, 2.253065 48.923191, 2.2527066 48.923183, 2.2526928 48.9231827, 2.2526586 48.9231821, 2.2526379 48.9231818, 2.2524037 48.9231809)",,D 986,,,,,
"[24579633, 1248177244, 310294753]",True,Boulevard Edgar Quinet,tertiary,30,False,60.57899999999999,"LINESTRING (2.2505918 48.9231232, 2.2504382 48.9231232, 2.2503023 48.9231232, 2.2501118 48.9231232, 2.2499782 48.923135, 2.2497805 48.9231894)",,D 106,,,,,
331263311,True,Rue Gabriel Péri,secondary,30,False,56.361999999999995,"LINESTRING (2.2505918 48.9231232, 2.2504444 48.9230676, 2.2500334 48.9230134, 2.2499777 48.9230073, 2.24987 48.9229646)",,D 986,,,,,
"[326537481, 331263330]",True,Avenue de l'Agent Sarre,residential,30,False,47.738,"LINESTRING (2.2602399 48.9238668, 2.2601264 48.9238634, 2.2597336 48.9238072, 2.259599 48.9237879)",,,,,,,
"[331263313, 331263316]",False,Avenue de l'Agent Sarre,secondary,30,False,49.621,"LINESTRING (2.2602399 48.9238668, 2.2601269 48.9238437, 2.2600444 48.9238115, 2.2599267 48.9237317, 2.2598692 48.9236851, 2.2597866 48.9236313, 2.2597155 48.9235971)",,D 986,,,,,
1008520662,False,Rue Victor Hugo,residential,30,True,65.892,"LINESTRING (2.2602877 48.9228289, 2.2602323 48.9228918, 2.2598918 48.9233611)",,,,,,,
26624831,False,Avenue Courteline,residential,30,True,107.553,"LINESTRING (2.2600104 48.9246534, 2.2603666 48.9255919)",,,,,,,
1144592765,True,Rue des Champarons,residential,30,False,54.75,"LINESTRING (2.2600104 48.9246534, 2.2599435 48.9246291, 2.2594515 48.9244329, 2.2593717 48.9243962)",,,,,,,
"[52956120, 898179887]",True,Avenue Menelotte,"['residential', 'living_street']","['20', '30']",False,69.65,"LINESTRING (2.2593717 48.9243962, 2.2593892 48.9243495, 2.2595198 48.9239998, 2.2595516 48.9239147, 2.2595594 48.9238939, 2.259599 48.9237879)",,,,,,,
26624830,False,Petite Rue des Champarons,residential,30,False,57.783,"LINESTRING (2.2611482 48.9255139, 2.2606799 48.9255531, 2.2603666 48.9255919)",,,,,,,
1144592766,False,Petite Rue des Champarons,residential,30,True,30.987,"LINESTRING (2.2597976 48.9256649, 2.2602156 48.9256177)",,,,,,,
26624831,False,Avenue Courteline,residential,30,False,107.553,"LINESTRING (2.2603666 48.9255919, 2.2600104 48.9246534)",,,,,,,
