osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction
141328401,Rue de Villers,residential,False,False,35.53,"LINESTRING (6.0933839 49.249747, 6.0933735 49.2498031, 6.0933787 49.2499304, 6.0933718 49.250066)",,,
141328401,Rue de Villers,residential,False,True,13.007,"LINESTRING (6.0933839 49.249747, 6.0934257 49.2496962, 6.0934856 49.2496516)",,,
"[564755897, 141328406]",Place Anatole France,residential,True,False,42.232,"LINESTRING (6.0933839 49.249747, 6.0932257 49.249709, 6.093096 49.2496508, 6.0930594 49.2496035, 6.0930988 49.2494924)",2,,
1123377777,Rue de la Paix,residential,False,True,6.441,"LINESTRING (6.0940314 49.2524622, 6.0940009 49.2524078)",,,
564823875,Rue Raymond Mondon,residential,True,False,70.169,"LINESTRING (6.0940314 49.2524622, 6.094168 49.2525452, 6.0942399 49.2526261, 6.0942889 49.2526968, 6.0943946 49.2528494, 6.0944482 49.2530164)",,,
564823879,Grand'Rue,residential,True,False,27.488999999999997,"LINESTRING (6.0940314 49.2524622, 6.0938531 49.252503, 6.0936671 49.2525277)",,,
170014915,Rue du Maréchal Foch,tertiary,False,False,35.198,"LINESTRING (6.0951881 49.2536753, 6.0953239 49.2536049, 6.0953842 49.2535867, 6.0956198 49.2535426)",,,
243383014,Rue Raymond Mondon,tertiary,False,False,58.769000000000005,"LINESTRING (6.0951881 49.2536753, 6.0952788 49.2538244, 6.0952969 49.2539228, 6.095322 49.2541913)",2,,
1123377778,Rue Raymond Mondon,residential,False,True,79.515,"LINESTRING (6.0951881 49.2536753, 6.0946441 49.2532432, 6.0945215 49.2531095)",,,
193845399,Rue de Metz,tertiary,False,True,83.425,"LINESTRING (6.0996516 49.2548119, 6.0989985 49.2554293)",,,
193845399,Rue de Metz,tertiary,False,False,34.668,"LINESTRING (6.0996516 49.2548119, 6.0998388 49.2546318, 6.099922 49.2545549)",,,
170014904,Rue du 8 Mai 1945,tertiary,False,False,82.12599999999999,"LINESTRING (6.0965 49.2550463, 6.0965002 49.2549857, 6.0968109 49.2545138, 6.0968509 49.2544531, 6.0968765 49.254397, 6.0968938 49.2543589)",,,
193845400,Passage de la Marne,tertiary,False,True,163.404,"LINESTRING (6.0965 49.2550463, 6.0965508 49.2551087, 6.0966285 49.2551395, 6.0968765 49.2551985, 6.0976378 49.2553798, 6.098582 49.2555461)",,,
141329074,Rue du Maréchal Lyautey,residential,False,False,35.446,"LINESTRING (6.0968938 49.2543589, 6.0969517 49.2542326, 6.0970338 49.2540535)",,,
170014904,Rue du 8 Mai 1945,tertiary,False,True,82.126,"LINESTRING (6.0968938 49.2543589, 6.0968765 49.254397, 6.0968509 49.2544531, 6.0968109 49.2545138, 6.0965002 49.2549857, 6.0965 49.2550463)",,,
170014915,Rue du Maréchal Foch,tertiary,False,True,130.60699999999997,"LINESTRING (6.0968938 49.2543589, 6.0967353 49.2543069, 6.096712 49.2542953, 6.0965417 49.2542101, 6.096356 49.2540889, 6.0960149 49.2538336, 6.0957817 49.2536456, 6.0956198 49.2535426)",,,
195092930,Rue du Maréchal Foch,tertiary,True,False,209.28000000000003,"LINESTRING (6.0968938 49.2543589, 6.0974063 49.2544938, 6.098233 49.2546943, 6.0984446 49.254726, 6.0988312 49.2547712, 6.0994311 49.2547533, 6.0995481 49.2547787, 6.0996516 49.2548119)",1,,
243383014,Rue Raymond Mondon,tertiary,False,False,73.486,"LINESTRING (6.095322 49.2541913, 6.0953436 49.2543084, 6.095381 49.2544178, 6.095421 49.2544971, 6.095435 49.2545248, 6.0955392 49.2547028, 6.0955909 49.2548259)",2,,
243383014,Rue Raymond Mondon,tertiary,False,True,58.769,"LINESTRING (6.095322 49.2541913, 6.0952969 49.2539228, 6.0952788 49.2538244, 6.0951881 49.2536753)",2,,
243383028,,residential,False,True,141.421,"LINESTRING (6.095322 49.2541913, 6.0952604 49.2541964, 6.0951103 49.2542089, 6.0948222 49.254233, 6.0947395 49.25424, 6.094649 49.2542347, 6.0946209 49.2542295, 6.0945867 49.2542232, 6.0940957 49.2539745, 6.0940086 49.2538844, 6.0938437 49.2536316)",,,
243383016,Rue de Metz,secondary,False,False,14.352,"LINESTRING (6.099922 49.2545549, 6.1000335 49.2544483)",,,
14033194,Rue Poincaré,secondary,False,False,23.076999999999998,"LINESTRING (6.099922 49.2545549, 6.1000884 49.2546108, 6.1002183 49.2546209)",2,D 47,
193845399,Rue de Metz,tertiary,False,True,34.668,"LINESTRING (6.099922 49.2545549, 6.0998388 49.2546318, 6.0996516 49.2548119)",,,
332987878,Rue Claude Debussy,residential,False,True,12.537,"LINESTRING (6.0975611 49.2492016, 6.0977188 49.2492476)",,,
141328412,Rue Maurice Ravel,residential,False,True,163.245,"LINESTRING (6.0975611 49.2492016, 6.098252 49.2483166, 6.0986103 49.2479034)",,,
332987878,Rue Claude Debussy,residential,False,False,145.483,"LINESTRING (6.0975611 49.2492016, 6.0973782 49.2491605, 6.0965366 49.2490027, 6.096308 49.2489931, 6.0961843 49.2490178, 6.0960836 49.249064, 6.0958284 49.2493089)",,,
243383023,Rue Claude Debussy,residential,False,True,66.5,"LINESTRING (6.0956938 49.2494079, 6.0950236 49.2491358, 6.0949628 49.2491038, 6.0949295 49.2490805)",,,
332987878,Rue Claude Debussy,residential,False,True,14.757000000000001,"LINESTRING (6.0956938 49.2494079, 6.0957685 49.2493459, 6.0958284 49.2493089)",,,
332987880,Rue Jules Massenet,residential,False,False,120.47200000000001,"LINESTRING (6.0956938 49.2494079, 6.0952554 49.2499278, 6.0952858 49.249972, 6.095876 49.2501877)",,,
504848220,Avenue Hector Berlioz,residential,False,True,78.858,"LINESTRING (6.0988461 49.2495829, 6.0981964 49.2501513)",,,
332987878,Rue Claude Debussy,residential,False,False,89.947,"LINESTRING (6.0988461 49.2495829, 6.0986326 49.2495105, 6.0977188 49.2492476)",,,
504848220,Avenue Hector Berlioz,residential,False,False,145.744,"LINESTRING (6.0988461 49.2495829, 6.0998885 49.2486677, 6.1000962 49.2485647)",,,
108675105,Rue Anatole France,residential,False,False,81.499,"LINESTRING (6.0930988 49.2494924, 6.0931338 49.2494363, 6.0934932 49.2490625, 6.0937116 49.2488807)",,,
564755898,Place Anatole France,residential,True,False,33.378,"LINESTRING (6.0930988 49.2494924, 6.0932126 49.2495238, 6.0934265 49.2496188, 6.0934856 49.2496516)",2,,
180162763,Rue Victor Hugo,residential,False,True,58.102,"LINESTRING (6.0907725 49.2471676, 6.091379 49.2475086)",,,
1169661446,Rue du Petit Moulin,residential,False,False,84.69999999999999,"LINESTRING (6.0907725 49.2471676, 6.0901993 49.2476749, 6.0900756 49.2477785)",,,
108675105,Rue Anatole France,residential,False,True,91.225,"LINESTRING (6.0954605 49.2471857, 6.0951519 49.24756, 6.0949131 49.2479233)",,,
141328409,Rue du Pain Bénit,residential,False,True,100.362,"LINESTRING (6.0954605 49.2471857, 6.0955416 49.2472403, 6.0956287 49.2473566, 6.095764 49.247683, 6.0958852 49.2480331)",,,
180162766,Rue des Alouettes,residential,False,True,77.929,"LINESTRING (6.0893896 49.2472415, 6.0895411 49.2473467, 6.089582 49.2473751, 6.0898065 49.247531, 6.0898484 49.2475695, 6.0899882 49.2476982, 6.0900756 49.2477785)",,,
180162766,Rue des Alouettes,residential,False,False,77.929,"LINESTRING (6.0900756 49.2477785, 6.0899882 49.2476982, 6.0898484 49.2475695, 6.0898065 49.247531, 6.089582 49.2473751, 6.0895411 49.2473467, 6.0893896 49.2472415)",,,
232457826,Rue des Tilleuls,residential,False,True,119.98499999999999,"LINESTRING (6.0900756 49.2477785, 6.0907193 49.2481305, 6.0908182 49.2482168, 6.0910516 49.2484969, 6.0911394 49.248584)",,,
1169661446,Rue du Petit Moulin,residential,False,False,130.638,"LINESTRING (6.0900756 49.2477785, 6.0899631 49.2478643, 6.089368 49.2483183, 6.0889853 49.2485619, 6.0888543 49.2486395)",,,
1169661446,Rue du Petit Moulin,residential,False,True,84.69999999999999,"LINESTRING (6.0900756 49.2477785, 6.0901993 49.2476749, 6.0907725 49.2471676)",,,
141328404,Rue Ambroise Thomas,residential,False,False,46.806000000000004,"LINESTRING (6.0992499 49.2479322, 6.0987489 49.2479284, 6.0986103 49.2479034)",,,
332987877,Rue Ambroise Thomas,residential,False,False,93.981,"LINESTRING (6.0992499 49.2479322, 6.0993812 49.2479839, 6.1000962 49.2485647)",,,
141328404,Rue Ambroise Thomas,residential,False,True,46.806000000000004,"LINESTRING (6.0986103 49.2479034, 6.0987489 49.2479284, 6.0992499 49.2479322)",,,
141328412,Rue Maurice Ravel,residential,False,False,163.245,"LINESTRING (6.0986103 49.2479034, 6.098252 49.2483166, 6.0975611 49.2492016)",,,
