osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,name,width
5416941,primary,50,roundabout,True,False,11.001999999999999,"LINESTRING (-1.1772639 47.3637097, -1.1772867 47.363729, -1.177318 47.3637418, -1.1773538 47.3637464, -1.1773899 47.3637424)",,,,
"[890570465, 5416947, 558799212]",primary,50,,False,True,235.13400000000001,"LINESTRING (-1.1772639 47.3637097, -1.1771663 47.3637203, -1.1770687 47.3637382, -1.176948 47.3637604, -1.1768628 47.3637958, -1.1767475 47.363888, -1.1764493 47.364133, -1.1762409 47.3643121, -1.1757225 47.3647404, -1.1752418 47.3651375, -1.1751526 47.3652082)",2,D 723A,Quai de la Marine,
5416941,primary,50,roundabout,True,False,14.774000000000001,"LINESTRING (-1.1773899 47.3637424, -1.1774309 47.3637243, -1.1774552 47.3636954, -1.1774572 47.3636622, -1.1774364 47.3636321)",,,,
32212945,residential,50,,False,False,35.216,"LINESTRING (-1.1773899 47.3637424, -1.1774114 47.3637789, -1.1774587 47.3638522, -1.1775757 47.364033)",2,,Place de la Résistance,
600324088,primary,50,roundabout,True,False,8.978,"LINESTRING (-1.1774364 47.3636321, -1.1774062 47.3636146, -1.1773685 47.3636062, -1.1773288 47.3636079)",,,,
"[890570466, 44418958]","['living_street', 'tertiary']","['20', '50']",,False,False,48.456,"LINESTRING (-1.1774364 47.3636321, -1.1774767 47.36359, -1.1775268 47.3635617, -1.1776043 47.3635262, -1.1778481 47.3634673, -1.1779376 47.3634481, -1.1779909 47.363433)",2,,Place du Millénaire,
600324086,primary,50,roundabout,True,False,14.079,"LINESTRING (-1.1773288 47.3636079, -1.1772874 47.3636226, -1.1772597 47.3636481, -1.1772513 47.3636792, -1.1772639 47.3637097)",,,,
32213317,residential,,,False,False,102.111,"LINESTRING (-1.1772525 47.3691847, -1.1771394 47.3689964, -1.1770076 47.3687769, -1.1768405 47.3684987, -1.1767881 47.3683735, -1.1767881 47.3683259)",,,Rue Andrée et Marcel Braud,
527080497,residential,,,False,True,113.47999999999999,"LINESTRING (-1.1772525 47.3691847, -1.1777473 47.3690347, -1.1777902 47.3690217, -1.1779776 47.3689649, -1.178179 47.3689039, -1.1785711 47.3687861, -1.1786288 47.3687692)",,,Avenue de la Libération,
32213317,residential,,,False,True,102.111,"LINESTRING (-1.1767881 47.3683259, -1.1767881 47.3683735, -1.1768405 47.3684987, -1.1770076 47.3687769, -1.1771394 47.3689964, -1.1772525 47.3691847)",,,Rue Andrée et Marcel Braud,
32213322,tertiary,,,False,False,9.203,"LINESTRING (-1.1767881 47.3683259, -1.1767304 47.3683206, -1.1766697 47.3683069)",2,,Boulevard Léon Séché,
565044716,tertiary,,,False,True,135.368,"LINESTRING (-1.1767881 47.3683259, -1.1770265 47.3683285, -1.1773207 47.3683169, -1.177359 47.3683154, -1.1774135 47.3683137, -1.1784965 47.3682803, -1.1785336 47.3682791, -1.1785837 47.3682776)",2,,Boulevard Léon Séché,
32213323,residential,,,False,False,172.833,"LINESTRING (-1.1785837 47.3682776, -1.1785627 47.3681756, -1.1785515 47.3681212, -1.1785024 47.3678828, -1.1784874 47.3677549, -1.1784768 47.3676639, -1.1784766 47.3674571, -1.178484 47.3673033, -1.1785743 47.3667748, -1.1785817 47.3667317)",,,Rue Georges Clemenceau,
125105310,tertiary,,,False,False,26.535,"LINESTRING (-1.1785837 47.3682776, -1.178616 47.3683853, -1.1786241 47.3684123, -1.1786563 47.3685111)",2,,Rue Georges Clemenceau,
565044716,tertiary,,,False,False,135.368,"LINESTRING (-1.1785837 47.3682776, -1.1785336 47.3682791, -1.1784965 47.3682803, -1.1774135 47.3683137, -1.177359 47.3683154, -1.1773207 47.3683169, -1.1770265 47.3683285, -1.1767881 47.3683259)",2,,Boulevard Léon Séché,
656691705,tertiary,,,False,True,186.214,"LINESTRING (-1.1785837 47.3682776, -1.178662 47.3682739, -1.1786804 47.368273, -1.1791708 47.3682498, -1.1793035 47.3682412, -1.1794532 47.368232, -1.1797412 47.3682176, -1.1804691 47.3681811, -1.180626 47.3681747, -1.1807879 47.3681658, -1.1810456 47.3681331)",2,,Boulevard Joseph Vincent,
334869430,residential,,,True,False,20.689,"LINESTRING (-1.1785833 47.3667001, -1.1785979 47.3665143)",,,Rue Georges Clemenceau,
943313953,residential,,,False,True,48.967,"LINESTRING (-1.1785833 47.3667001, -1.1784929 47.3666842, -1.1783294 47.3666776, -1.1780189 47.3666646, -1.177937 47.366665)",,,Rue Barème,
125105322,residential,,,True,False,68.929,"LINESTRING (-1.1785998 47.3659905, -1.1786939 47.3659188, -1.1787102 47.3659004, -1.178722 47.3658747, -1.178769 47.3657019, -1.1788048 47.365403)",,,Rue Aristide Briand,
304664519,residential,,,True,False,63.533,"LINESTRING (-1.1785998 47.3659905, -1.1785505 47.3658858, -1.1783141 47.365453)",,,Rue d'Anjou,
125105319,residential,,,False,False,76.96900000000001,"LINESTRING (-1.1757579 47.3664006, -1.1756962 47.3661807, -1.175691 47.3661548, -1.1756616 47.366008, -1.1756334 47.3658673, -1.1756109 47.3657554, -1.1755734 47.3657256)",,,Place Saint-Pierre,
125105320,living_street,20,,False,False,52.519,"LINESTRING (-1.1757579 47.3664006, -1.1757517 47.3663426, -1.1757751 47.3663007, -1.1758169 47.3662512, -1.1759022 47.3661937, -1.1759497 47.3661677, -1.1759922 47.3661289, -1.176135 47.3660261)",,,Place Saint-Pierre,
304664451,residential,,,False,True,36.176,"LINESTRING (-1.1757579 47.3664006, -1.1757907 47.3664656, -1.1758837 47.3666467, -1.1759152 47.366708)",,,Avenue Robert Schuman,
1077127900,residential,,,True,False,59.06,"LINESTRING (-1.1757579 47.3664006, -1.1759203 47.3664578, -1.176423 47.3666066, -1.1764463 47.3666385)",,,Rue Barème,
125105317,living_street,20,,True,False,57.126000000000005,"LINESTRING (-1.1780459 47.3648932, -1.1779935 47.3649591, -1.1779807 47.3649717, -1.1779009 47.3650372, -1.1777769 47.365175, -1.177711 47.3652889, -1.1776514 47.3653262)",,,Petite Rue des Douves,
125105346,residential,50,,True,False,97.19500000000001,"LINESTRING (-1.1780459 47.3648932, -1.1780995 47.3647424, -1.1780979 47.36473, -1.1780704 47.364509, -1.1780441 47.364299, -1.1780422 47.3642836, -1.1780091 47.36415, -1.1779852 47.3640532, -1.1779791 47.3640286)",,,Rue des Douves,
125105363,living_street,20,,False,True,102.80799999999999,"LINESTRING (-1.1780459 47.3648932, -1.1779677 47.3648361, -1.1778564 47.3646299, -1.1777784 47.3644574, -1.1777317 47.3643542, -1.1776445 47.3642039, -1.1775941 47.364089, -1.1775862 47.3640711, -1.1775757 47.364033)",,,Rue du Pont,
125105314,tertiary,50,roundabout,True,False,12.751999999999999,"LINESTRING (-1.1827809 47.363528, -1.1827886 47.3635659, -1.1828139 47.3636, -1.1828542 47.3636268)",,,,6
334686379,tertiary,50,,False,True,131.03799999999998,"LINESTRING (-1.1827809 47.363528, -1.1826637 47.3635276, -1.1825118 47.3635265, -1.1820298 47.3634902, -1.1810994 47.3634036, -1.1810535 47.3633982)",2,,Boulevard Joubert,
32212945,residential,50,,False,True,35.216,"LINESTRING (-1.1775757 47.364033, -1.1774587 47.3638522, -1.1774114 47.3637789, -1.1773899 47.3637424)",2,,Place de la Résistance,
44418959,residential,50,,False,False,30.445,"LINESTRING (-1.1775757 47.364033, -1.1777056 47.3640395, -1.1779791 47.3640286)",,,Rue du Château,
125105363,living_street,20,,False,False,102.80799999999999,"LINESTRING (-1.1775757 47.364033, -1.1775862 47.3640711, -1.1775941 47.364089, -1.1776445 47.3642039, -1.1777317 47.3643542, -1.1777784 47.3644574, -1.1778564 47.3646299, -1.1779677 47.3648361, -1.1780459 47.3648932)",,,Rue du Pont,
"[456382043, 456382044, 119140391]",unclassified,,,False,True,175.03,"LINESTRING (-1.1869879 47.3620124, -1.186973 47.3621468, -1.1870857 47.3624312, -1.1871183 47.3625246, -1.1871461 47.3626043, -1.1872062 47.3627763, -1.1872731 47.3630252, -1.1873026 47.3631161, -1.1873346 47.3631812, -1.187366 47.3632251, -1.1874136 47.3632748, -1.1874642 47.3633134, -1.1875175 47.3633464, -1.1875594 47.3633682, -1.1876162 47.3633913, -1.1877032 47.3634544)",,,Impasse de l'Île Mouchet,
"[456382043, 456382044, 119140391]",unclassified,,,False,False,175.02999999999997,"LINESTRING (-1.1877032 47.3634544, -1.1876162 47.3633913, -1.1875594 47.3633682, -1.1875175 47.3633464, -1.1874642 47.3633134, -1.1874136 47.3632748, -1.187366 47.3632251, -1.1873346 47.3631812, -1.1873026 47.3631161, -1.1872731 47.3630252, -1.1872062 47.3627763, -1.1871461 47.3626043, -1.1871183 47.3625246, -1.1870857 47.3624312, -1.186973 47.3621468, -1.1869879 47.3620124)",,,Impasse de l'Île Mouchet,
"[488260013, 488260014]",unclassified,,,False,False,30.919999999999998,"LINESTRING (-1.1877032 47.3634544, -1.1876228 47.3636193, -1.1875846 47.3636737, -1.1875679 47.3637164)",2,C 10,,
1024350625,tertiary,,roundabout,True,False,6.243,"LINESTRING (-1.1872795 47.3640747, -1.1872328 47.3640914, -1.1872104 47.364105)",,,Rond-Point de la Davrays,
285976851,tertiary,,,True,False,50.169000000000004,"LINESTRING (-1.1875379 47.3641333, -1.187544 47.3640817, -1.1875702 47.364029, -1.1876518 47.3638599, -1.1876608 47.3638155, -1.187641 47.3637673, -1.1876063 47.3637411, -1.1875679 47.3637164)",,,,
1024350623,tertiary,,roundabout,True,False,22.152,"LINESTRING (-1.1875379 47.3641333, -1.1875 47.3641028, -1.1874513 47.3640804, -1.1873956 47.3640678, -1.1873368 47.3640658, -1.1872795 47.3640747)",,,Rond-Point de la Davrays,
334686379,tertiary,50,,False,False,60.57,"LINESTRING (-1.1802556 47.3633302, -1.1810535 47.3633982)",2,,Boulevard Joubert,
125105339,residential,,,False,True,43.064,"LINESTRING (-1.1802556 47.3633302, -1.180229 47.3636891, -1.1802343 47.3637168)",,,Rue Traversière,
"[334686379, 488260011]","['living_street', 'tertiary']","['20', '50']",,False,True,139.346,"LINESTRING (-1.1802556 47.3633302, -1.1791462 47.363229, -1.1790322 47.3632237, -1.178938 47.3632228, -1.1789048 47.3632262, -1.1787262 47.3632404, -1.1784405 47.3633198)",2,,Boulevard Joubert,
334686379,tertiary,50,,False,True,60.57,"LINESTRING (-1.1810535 47.3633982, -1.1802556 47.3633302)",2,,Boulevard Joubert,
125105327,residential,,,True,False,45.662,"LINESTRING (-1.1810535 47.3633982, -1.1809994 47.3637745, -1.1809964 47.363807)",,,Rue Joachim du Bellay,
334686379,tertiary,50,,False,False,131.038,"LINESTRING (-1.1810535 47.3633982, -1.1810994 47.3634036, -1.1820298 47.3634902, -1.1825118 47.3635265, -1.1826637 47.3635276, -1.1827809 47.363528)",2,,Boulevard Joubert,
125105353,residential,,,False,True,58.315,"LINESTRING (-1.1786524 47.3635489, -1.1794185 47.3636248)",,,Rue des Tonneliers,
125105359,residential,,,False,False,32.355,"LINESTRING (-1.1786524 47.3635489, -1.1785974 47.3635408, -1.1785484 47.3635212, -1.1784572 47.3633564, -1.1784405 47.3633198)",,,Rue du Griffon,
125105359,residential,,,False,True,55.239999999999995,"LINESTRING (-1.1786524 47.3635489, -1.1786661 47.3635745, -1.178695 47.3636194, -1.1788375 47.3638845, -1.1788571 47.3639415, -1.1788676 47.3640211)",,,Rue du Griffon,
51326854,tertiary,50,,False,False,116.639,"LINESTRING (-1.1831249 47.3635352, -1.1832041 47.3635346, -1.1844559 47.3635248, -1.1846734 47.3635221)",2,,Boulevard de Kirkham,
1024351102,tertiary,50,roundabout,True,False,40.605000000000004,"LINESTRING (-1.1831249 47.3635352, -1.1831171 47.3634964, -1.1830908 47.3634615, -1.1830488 47.3634346, -1.1829961 47.3634185, -1.1829385 47.3634152, -1.1828825 47.363425, -1.1828418 47.3634423, -1.1828098 47.3634666, -1.182789 47.3634959, -1.1827809 47.363528)",,,,6
125105353,residential,,,False,False,58.315,"LINESTRING (-1.1794185 47.3636248, -1.1786524 47.3635489)",,,Rue des Tonneliers,
125105353,residential,,,False,True,62.29,"LINESTRING (-1.1794185 47.3636248, -1.1802343 47.3637168)",,,Rue des Tonneliers,
125105342,residential,,,False,True,45.296,"LINESTRING (-1.1794185 47.3636248, -1.1794195 47.36367, -1.1794468 47.3639207, -1.1794523 47.3639717, -1.1794492 47.3640313)",,,Rue de Cronstadt,
125105314,tertiary,50,roundabout,True,False,27.733,"LINESTRING (-1.1828542 47.3636268, -1.1829014 47.3636425, -1.1829534 47.3636479, -1.1830054 47.3636423, -1.1830524 47.3636264, -1.1830902 47.3636016, -1.1831151 47.3635702, -1.1831249 47.3635352)",,,,6
125105344,residential,,,False,False,47.117000000000004,"LINESTRING (-1.1828542 47.3636268, -1.1827885 47.363662, -1.1827444 47.3636983, -1.1827207 47.3637332, -1.182697 47.363768, -1.1826855 47.3637921, -1.1826594 47.363847, -1.1826199 47.364005)",,,Rue de la Promenade,
125105353,residential,,,False,False,62.29,"LINESTRING (-1.1802343 47.3637168, -1.1794185 47.3636248)",,,Rue des Tonneliers,
125105339,residential,,,False,False,43.064,"LINESTRING (-1.1802343 47.3637168, -1.180229 47.3636891, -1.1802556 47.3633302)",,,Rue Traversière,
125105339,residential,,,False,True,36.578,"LINESTRING (-1.1802343 47.3637168, -1.180243 47.3637642, -1.1802468 47.3638813, -1.1802445 47.3639514, -1.1802335 47.3640205, -1.1802275 47.3640446)",,,Rue Traversière,
129541509,tertiary,,,True,False,18.119,"LINESTRING (-1.1875679 47.3637164, -1.187471 47.3637378, -1.1874107 47.3637796, -1.1873973 47.3638139)",,,,
334683782,tertiary,50,,True,False,23.484,"LINESTRING (-1.1875679 47.3637164, -1.1873485 47.3637069, -1.1872586 47.3636938)",,,Boulevard de Kirkham,
"[488260013, 488260014]",unclassified,,,False,True,30.919999999999998,"LINESTRING (-1.1875679 47.3637164, -1.1875846 47.3636737, -1.1876228 47.3636193, -1.1877032 47.3634544)",2,C 10,,
