osmid,oneway,name,highway,reversed,length,maxspeed,geometry,bridge,width,ref,lanes
10577172,False,Rue d'Estienne d'Orves,tertiary,True,72.216,,"LINESTRING (2.271743 48.915799, 2.2718052 48.9158681, 2.2719349 48.9159759, 2.272154 48.9161521, 2.2722779 48.9162516, 2.2723499 48.9163106)",,,D 11 b,
"[621935242, 1214601500]",True,Rue d'Estienne d'Orves,tertiary,False,25.858999999999998,30,"LINESTRING (2.2709952 48.9152164, 2.2708168 48.9150808, 2.2707796 48.9150608, 2.2707478 48.9150549)",,,D 11 b,
"[10577248, 1006852701]",True,Rue Mertens,residential,False,63.053999999999995,,"LINESTRING (2.2709952 48.9152164, 2.2710525 48.9151879, 2.2716829 48.9148739)",,,,
"[27795421, 141140222, 141140223]",True,Rue d'Estienne d'Orves,tertiary,False,33.166,,"LINESTRING (2.2707478 48.9150549, 2.2707415 48.9150513, 2.270588 48.9149566, 2.2704609 48.9148768, 2.2704365 48.9148615, 2.2704177 48.9148502)",yes,,,"['1', '2']"
10577327,False,Rue du Général Leclerc,residential,True,72.351,,"LINESTRING (2.2704177 48.9148502, 2.2703665 48.9148678, 2.2703163 48.9149002, 2.2700522 48.9150767, 2.2697952 48.91526, 2.2697175 48.9153074)",,,,
10577361,True,Rue du Général Leclerc,tertiary,False,65.625,,"LINESTRING (2.2704177 48.9148502, 2.2705132 48.9147694, 2.2709248 48.9144577, 2.2710016 48.914402)",,,D 13,
10577172,False,Rue d'Estienne d'Orves,tertiary,False,72.216,,"LINESTRING (2.2723499 48.9163106, 2.2722779 48.9162516, 2.272154 48.9161521, 2.2719349 48.9159759, 2.2718052 48.9158681, 2.271743 48.915799)",,,D 11 b,
10577172,False,Rue d'Estienne d'Orves,tertiary,True,83.283,,"LINESTRING (2.2723499 48.9163106, 2.2724469 48.91638, 2.2726475 48.916531, 2.2729407 48.916852, 2.2730295 48.9169066)",,,D 11 b,
40709304,True,Rue des Bourguignons,secondary,False,8.226,30,"LINESTRING (2.2736309 48.9138547, 2.2737041 48.9139109)",,,D 11,
331455758,True,Rue du Général Leclerc,residential,False,8.792,,"LINESTRING (2.2656028 48.9170504, 2.2655119 48.9171022)",,,,
10577324,True,Rue Géraldy,residential,False,157.671,,"LINESTRING (2.2656028 48.9170504, 2.2653058 48.9166311, 2.2651804 48.9164338, 2.2650829 48.9162794, 2.2648358 48.9158351, 2.2648329 48.9157869, 2.2648439 48.9157342)",,,,
10577327,False,Rue du Général Leclerc,residential,False,72.351,,"LINESTRING (2.2697175 48.9153074, 2.2697952 48.91526, 2.2700522 48.9150767, 2.2703163 48.9149002, 2.2703665 48.9148678, 2.2704177 48.9148502)",,,,
"[1006852697, 10577327]",False,Rue du Général Leclerc,residential,True,53.358999999999995,,"LINESTRING (2.2697175 48.9153074, 2.2695781 48.9153851, 2.2691548 48.9155723, 2.2691239 48.9155859)",,,,
27463926,True,Rue Carnot,residential,False,128.32399999999998,,"LINESTRING (2.2697175 48.9153074, 2.2696752 48.9152669, 2.2688223 48.9143147)",,,,
10577335,True,Place de la République,residential,False,10.787,,"LINESTRING (2.2680903 48.9144983, 2.2681302 48.9145917)",,,,
331455751,False,Rue Charles Duflos,residential,False,4.56,,"LINESTRING (2.2680903 48.9144983, 2.268149 48.9144844)",,,,
26928516,True,Rue du Général Leclerc,residential,False,35.289,,"LINESTRING (2.2691239 48.9155859, 2.2687267 48.9157664)",,,,
"[1006852697, 10577327]",False,Rue du Général Leclerc,residential,False,53.358999999999995,,"LINESTRING (2.2691239 48.9155859, 2.2691548 48.9155723, 2.2695781 48.9153851, 2.2697175 48.9153074)",,,,
10577339,True,Place de la République,residential,False,73.24000000000001,,"LINESTRING (2.2687267 48.9157664, 2.2686883 48.9157311, 2.2681793 48.9152147)",,,,
"[1095225472, 1095225471]",True,Rue du Général Leclerc,residential,False,202.734,,"LINESTRING (2.2687267 48.9157664, 2.2682605 48.9159857, 2.2681493 48.9160217, 2.2680166 48.9160838, 2.2677764 48.9161955, 2.2666598 48.9166206, 2.2663765 48.9167312)",,,,
823062109,False,Rue des Bourguignons,secondary,True,9.436,50,"LINESTRING (2.2727691 48.9131564, 2.2726831 48.9130931)",,,D 11,2
141141629,False,Rue des Bourguignons,secondary,False,18.477,,"LINESTRING (2.2727691 48.9131564, 2.2728639 48.9132171, 2.272948 48.9132738)",yes,,D 11,
26624068,False,Rue Jean Brunet,residential,False,74.93299999999999,,"LINESTRING (2.2667893 48.9186728, 2.2666677 48.9184983, 2.26636 48.9180608)",,,,
331456166,True,Rue Victor Hugo,residential,False,29.957,,"LINESTRING (2.2737913 48.9166476, 2.2741551 48.9165234)",,,,
40709304,True,Rue des Bourguignons,secondary,False,70.473,30,"LINESTRING (2.2737041 48.9139109, 2.273758 48.9139579, 2.27429 48.9144143)",,,D 11,
380429646,True,Rue Charles Chefson,residential,False,14.192,50,"LINESTRING (2.2740576 48.9188329, 2.273951 48.9188859, 2.2739027 48.9189099)",,,,
"[26604990, 380429646]",True,Rue Charles Chefson,residential,False,62.762,"['50', '30']","LINESTRING (2.2739027 48.9189099, 2.2736677 48.9189984, 2.2734424 48.9190827, 2.2731575 48.9191906)",,,,
26604995,True,Rue de l'Amiral Courbet,residential,False,222.912,,"LINESTRING (2.2731575 48.9191906, 2.2731223 48.9191566, 2.27144 48.9175338)",,,,
26605032,True,Rue Manoury,residential,False,227.982,,"LINESTRING (2.2721992 48.917186, 2.2740576 48.9188329)",,,,
380429648,True,Rue Victor Hugo,residential,False,46.914,30,"LINESTRING (2.2721992 48.917186, 2.2727712 48.9169944)",,,,
28786865,True,Avenue de Verdun,residential,False,91.277,,"LINESTRING (2.26636 48.9180608, 2.2672036 48.9174554)",,,,
26624068,False,Rue Jean Brunet,residential,True,74.93299999999999,,"LINESTRING (2.26636 48.9180608, 2.2666677 48.9184983, 2.2667893 48.9186728)",,,,
"[98477610, 707834627, 27795262]",False,"['Rue Leconte', 'Rue Jean Brunet']",residential,False,42.940000000000005,,"LINESTRING (2.26636 48.9180608, 2.2663365 48.9180313, 2.2661492 48.9177982, 2.2660739 48.9177239)",yes,,,
42045563,True,Rue Parchappe,residential,False,112.93900000000001,30,"LINESTRING (2.2660739 48.9177239, 2.264719 48.9179993, 2.264666 48.9180101, 2.2645973 48.918024)",,,,
98477610,False,Rue Leconte,residential,False,80.40799999999999,,"LINESTRING (2.2660739 48.9177239, 2.2655568 48.9171519, 2.2655119 48.9171022)",,,,
"[98477610, 707834627, 27795262]",False,"['Rue Leconte', 'Rue Jean Brunet']",residential,True,42.940000000000005,,"LINESTRING (2.2660739 48.9177239, 2.2661492 48.9177982, 2.2663365 48.9180313, 2.26636 48.9180608)",yes,,,
27463823,False,Villa Aubert,residential,True,82.606,,"LINESTRING (2.2733922 48.9136493, 2.2742762 48.9131863)",,,,
40709304,True,Rue des Bourguignons,secondary,False,28.745,30,"LINESTRING (2.2733922 48.9136493, 2.2736071 48.9138368, 2.2736309 48.9138547)",,,D 11,
27463823,False,Villa Aubert,residential,False,82.606,,"LINESTRING (2.2742762 48.9131863, 2.2733922 48.9136493)",,,,
26927352,True,Avenue des Pavillons,residential,False,119.963,,"LINESTRING (2.2707812 48.9178548, 2.2702109 48.9174649, 2.2696548 48.91707)",,,,
380429648,True,Rue Victor Hugo,residential,False,59.929,30,"LINESTRING (2.2707812 48.9178548, 2.2709052 48.9177944, 2.27144 48.9175338)",,,,
621935241,True,Rue Raspail,residential,False,174.08299999999997,,"LINESTRING (2.2696548 48.91707, 2.2694105 48.9172203, 2.2692093 48.9173419, 2.268929 48.9174952, 2.2678489 48.9180905)",,,,
26927368,True,Rue Eugène Besancon,residential,False,84.915,,"LINESTRING (2.2678489 48.9180905, 2.2672036 48.9174554)",,,,
621935241,True,Rue Raspail,residential,False,100.931,,"LINESTRING (2.2678489 48.9180905, 2.2667893 48.9186728)",,,,
28786865,True,Avenue de Verdun,residential,False,340.75,,"LINESTRING (2.2672036 48.9174554, 2.2688243 48.9163533, 2.2704631 48.915264)",,,,
26928500,False,Rue du Maréchal Joffre,residential,True,32.526,30,"LINESTRING (2.2623776 48.9188197, 2.2625034 48.9186451, 2.2625268 48.9185959, 2.2625407 48.918549)",,,,
910297118,False,Rue du Maréchal Joffre,residential,False,21.218,30,"LINESTRING (2.2623776 48.9188197, 2.2622857 48.9189538, 2.2622584 48.9189937)",,,,
26928500,False,Rue du Maréchal Joffre,residential,False,32.526,30,"LINESTRING (2.2625407 48.918549, 2.2625268 48.9185959, 2.2625034 48.9186451, 2.2623776 48.9188197)",,,,
26928508,False,,residential,False,77.779,30,"LINESTRING (2.2625407 48.918549, 2.2625279 48.9184966, 2.2623407 48.917862)",,,,2
331455758,True,Rue du Général Leclerc,residential,False,80.407,,"LINESTRING (2.2645973 48.918024, 2.2635719 48.9182864)",,,,
102657180,False,Rue Henry Litolff,residential,False,207.881,,"LINESTRING (2.2617724 48.9162424, 2.26177 48.9161975, 2.2616601 48.9144323, 2.2616548 48.9143745)",,,,
102657180,False,Rue Henry Litolff,residential,True,119.50200000000001,,"LINESTRING (2.2617724 48.9162424, 2.2617749 48.9162939, 2.261793 48.9165719, 2.2617956 48.916611, 2.2619051 48.9169572, 2.261929 48.9170311, 2.2620275 48.9172461, 2.2620527 48.9172955)",,,,
27463947,True,Rue Charles Duflos,residential,False,34.027,,"LINESTRING (2.2637287 48.9159056, 2.26345 48.9159502, 2.2632796 48.9159858)",,,,
1214601505,True,Rue Charles Duflos,residential,False,81.352,,"LINESTRING (2.2648439 48.9157342, 2.2650057 48.915701, 2.265654 48.9153848, 2.2657636 48.9153314)",,,,
"[1214601506, 27463947]",True,Rue Charles Duflos,residential,False,83.719,,"LINESTRING (2.2648439 48.9157342, 2.2646875 48.915752, 2.2644657 48.915791, 2.2637287 48.9159056)",,,,
27113934,True,Rue Paul Déroulède,residential,False,151.239,,"LINESTRING (2.2723184 48.9127357, 2.2715387 48.9128843, 2.2710961 48.9129672, 2.2708374 48.9129938, 2.2703142 48.9130693)",,,,
823062109,False,Rue des Bourguignons,secondary,False,47.877,50,"LINESTRING (2.2723184 48.9127357, 2.272402 48.9128232, 2.2725992 48.9130167, 2.2726621 48.9130776, 2.2726831 48.9130931)",,,D 11,2
"[1131597936, 823062108, 823062109]",False,Rue des Bourguignons,secondary,True,110.42999999999999,50,"LINESTRING (2.2723184 48.9127357, 2.2723172 48.9127234, 2.2723085 48.9126359, 2.2722601 48.9121496, 2.2722709 48.9120513, 2.2722575 48.9118227, 2.2722464 48.9117446)",yes,,D 11,2
331455754,False,Rue Paul Déroulède,residential,True,52.715,,"LINESTRING (2.2670982 48.9135859, 2.2676603 48.9134714, 2.2677872 48.9134455)",,,,
331455757,False,Rue Paul Déroulède,residential,False,122.3,30,"LINESTRING (2.2670982 48.9135859, 2.2656567 48.913827, 2.2656011 48.9138351, 2.2654759 48.913856)",,,,
"[1214601501, 27463927]",True,Rue Félix Braquet,residential,False,118.517,,"LINESTRING (2.2677872 48.9134455, 2.2678132 48.9135163, 2.2679653 48.9139307, 2.2680049 48.9140513, 2.2681282 48.9144263, 2.268149 48.9144844)",,,,
331455754,False,Rue Paul Déroulède,residential,False,52.715,,"LINESTRING (2.2677872 48.9134455, 2.2676603 48.9134714, 2.2670982 48.9135859)",,,,
27463923,False,Avenue Albert,residential,False,144.788,,"LINESTRING (2.2703142 48.9130693, 2.2712641 48.914212)",,,,
27113934,True,Rue Paul Déroulède,residential,False,141.4,,"LINESTRING (2.2703142 48.9130693, 2.2696954 48.9131573, 2.2688564 48.9132767, 2.2684241 48.9133414)",,,,
163923471,True,Rue Paul Bert,residential,False,92.73,30,"LINESTRING (2.2727225 48.9112376, 2.272745 48.9111321, 2.2728016 48.9108886, 2.2730098 48.9106385, 2.2731738 48.9104748)",,,,
167835376,False,Rue Paul Bert,residential,False,75.0,30,"LINESTRING (2.2727225 48.9112376, 2.2727182 48.9112934, 2.2727222 48.911512, 2.2727168 48.9115393, 2.2726947 48.9115578, 2.2726645 48.9115728, 2.2723202 48.9117131, 2.2722464 48.9117446)",,,,
27114876,True,Rue Jean Jaurès,residential,False,12.991,30,"LINESTRING (2.2655543 48.9119544, 2.2653827 48.9119849)",,,,
79759587,False,Villa Logerais,residential,False,147.789,,"LINESTRING (2.2655543 48.9119544, 2.2652935 48.9106364)",,,,
27114876,True,Rue Jean Jaurès,residential,False,88.951,30,"LINESTRING (2.2667311 48.9117504, 2.2660741 48.9118582, 2.2660009 48.9118717, 2.2655543 48.9119544)",,,,
40705966,False,Villa Saint-Thibault,residential,True,90.58699999999999,,"LINESTRING (2.2667311 48.9117504, 2.2667379 48.9118219, 2.2668079 48.9125635)",,,,
27114876,True,Rue Jean Jaurès,residential,False,58.769,30,"LINESTRING (2.26752 48.9116526, 2.2674369 48.9116534, 2.2667311 48.9117504)",,,,
27114892,True,Villa du Bois,residential,False,148.21699999999998,,"LINESTRING (2.26752 48.9116526, 2.2675271 48.9117284, 2.2676407 48.9129354, 2.2676586 48.9129569, 2.2676886 48.9129691)",,,,
27114876,True,Rue Jean Jaurès,residential,False,98.72500000000001,30,"LINESTRING (2.2688283 48.9114627, 2.2687253 48.9114531, 2.2685627 48.9114636, 2.2680262 48.9115434, 2.267822 48.9115785, 2.2676607 48.9116185, 2.26752 48.9116526)",,,,
27114876,True,Rue Jean Jaurès,residential,False,185.28,30,"LINESTRING (2.2712901 48.9111039, 2.2711995 48.9111146, 2.2704816 48.9111996, 2.2697235 48.9112906, 2.269543 48.9113182, 2.2689318 48.9114101, 2.2688283 48.9114627)",,,,
40620976,False,Rue Foch,residential,True,45.916000000000004,,"LINESTRING (2.2712901 48.9111039, 2.2712932 48.9111573, 2.2713067 48.9113921, 2.271311 48.9115166)",,,,
27114876,True,Rue Jean Jaurès,residential,False,66.775,30,"LINESTRING (2.2721872 48.9109899, 2.2721283 48.9109974, 2.2712901 48.9111039)",,,,
40709303,False,Rue des Bourguignons,secondary,False,84.038,50,"LINESTRING (2.2721872 48.9109899, 2.2722399 48.9116093, 2.2722441 48.9116515, 2.2722464 48.9117446)",,,D 11,2
27114879,True,Avenue du Vaudreuil,residential,False,139.547,,"LINESTRING (2.2689462 48.9127125, 2.2689436 48.9126759, 2.2688743 48.911591, 2.2688593 48.9115205, 2.2688283 48.9114627)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,190.19,30,"LINESTRING (2.2689462 48.9127125, 2.2690382 48.9126992, 2.2701975 48.9123818, 2.2713375 48.9120409)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,96.847,30,"LINESTRING (2.2676886 48.9129691, 2.2677337 48.9129697, 2.2678166 48.9129653, 2.2679085 48.9129596, 2.2681848 48.9128915, 2.2687681 48.9127659, 2.2689462 48.9127125)",,,,
27464042,False,Villa Catherine,residential,True,108.345,,"LINESTRING (2.2637078 48.9121851, 2.2638823 48.9131527)",,,,
331455756,True,Rue Jean Jaurès,residential,False,81.264,30,"LINESTRING (2.2637078 48.9121851, 2.2626169 48.9123268)",,,,
331455756,True,Rue Jean Jaurès,residential,False,29.663,30,"LINESTRING (2.2626169 48.9123268, 2.2622181 48.9123765)",,,,
1109037241,True,Rue Jean Jaurès,residential,False,44.474000000000004,30,"LINESTRING (2.2622181 48.9123765, 2.2618788 48.9124197, 2.2617338 48.9124421, 2.2616249 48.9124643)",,,,
621933980,True,Rue Mertens,residential,False,92.066,,"LINESTRING (2.2726351 48.9143619, 2.2736309 48.9138547)",,,,
27463753,True,Impasse Doussineau,residential,False,27.791,,"LINESTRING (2.2726351 48.9143619, 2.2724496 48.9141958, 2.2724396 48.9141788, 2.2724352 48.9141533)",,,,
79759575,False,Impasse Doussineau,residential,False,90.497,,"LINESTRING (2.2724352 48.9141533, 2.2724416 48.9141293, 2.2724614 48.9141123, 2.2733749 48.9136332)",,,,
707834626,False,Rue Raspail,residential,True,25.94,,"LINESTRING (2.2723643 48.9154315, 2.2726425 48.9152866)",,,,
707834625,True,Rue Raspail,residential,False,61.175,,"LINESTRING (2.2723643 48.9154315, 2.2722709 48.915502, 2.271743 48.915799)",,,,
27463825,True,Rue Félix Faure,residential,False,79.521,,"LINESTRING (2.2716829 48.9148739, 2.2723233 48.9153979, 2.2723643 48.9154315)",,,,
621933977,False,Rue Mertens,residential,True,25.277,,"LINESTRING (2.2716829 48.9148739, 2.271801 48.91481, 2.2719493 48.9147289)",,,,
621933977,False,Rue Mertens,residential,False,25.277,,"LINESTRING (2.2719493 48.9147289, 2.271801 48.91481, 2.2716829 48.9148739)",,,,
621933980,True,Rue Mertens,residential,False,64.629,,"LINESTRING (2.2719493 48.9147289, 2.2726073 48.9143763, 2.2726351 48.9143619)",,,,
707834626,False,Rue Raspail,residential,False,25.94,,"LINESTRING (2.2726425 48.9152866, 2.2723643 48.9154315)",,,,
27463831,True,Place de la Résistance,residential,False,80.073,,"LINESTRING (2.2726425 48.9152866, 2.2725992 48.9152518, 2.2719493 48.9147289)",,,,
10577361,True,Rue du Général Leclerc,tertiary,False,28.537,,"LINESTRING (2.2710016 48.914402, 2.2710285 48.9143825, 2.2712641 48.914212)",,,D 13,
27463919,False,Villa des Aubépines,residential,False,94.988,,"LINESTRING (2.2710016 48.914402, 2.2707924 48.9143095, 2.270609 48.9143127, 2.2704981 48.9142962, 2.2704025 48.9142587, 2.2702791 48.9141561, 2.2701008 48.9140359, 2.2700561 48.9139803, 2.2700451 48.9139222)",,,,
27463923,False,Avenue Albert,residential,True,144.788,,"LINESTRING (2.2712641 48.914212, 2.2703142 48.9130693)",,,,
10577361,True,Rue du Général Leclerc,tertiary,False,153.66500000000002,,"LINESTRING (2.2712641 48.914212, 2.272091 48.913608, 2.2722502 48.9134917, 2.2722715 48.9134762, 2.2724068 48.9133937, 2.272465 48.9133575, 2.2726235 48.9132266, 2.2726753 48.9131888)",,,D 13,
331455760,True,Rue Charles Duflos,residential,False,52.992999999999995,,"LINESTRING (2.2688223 48.9143147, 2.2684633 48.9143808, 2.2682318 48.9144644, 2.268149 48.9144844)",,,,
707834624,True,Rue Carnot,residential,False,112.07,,"LINESTRING (2.2688223 48.9143147, 2.2684414 48.9133838, 2.2684241 48.9133414)",,,,
27113934,True,Rue Paul Déroulède,residential,False,47.992999999999995,,"LINESTRING (2.2684241 48.9133414, 2.2680888 48.9133893, 2.2679623 48.91341, 2.2677872 48.9134455)",,,,
40620976,False,Rue Foch,residential,False,58.332,,"LINESTRING (2.2713375 48.9120409, 2.2713352 48.9119954, 2.271311 48.9115166)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,74.174,30,"LINESTRING (2.2713375 48.9120409, 2.2721774 48.9117728, 2.2722464 48.9117446)",,,,
"[627760416, 40633681, 627760418]",False,Rue Heynen,residential,False,50.616,,"LINESTRING (2.2654199 48.9134023, 2.2654273 48.9134622, 2.2654464 48.9136363, 2.2654697 48.913806, 2.2654759 48.913856)",yes,,,
40633681,False,Rue Heynen,residential,True,155.44899999999998,,"LINESTRING (2.2654199 48.9134023, 2.2654085 48.9133113, 2.265382 48.913005, 2.2653532 48.9127008, 2.2652605 48.9121407, 2.2652214 48.9120837, 2.2651914 48.9120174)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,51.605,30,"LINESTRING (2.2654199 48.9134023, 2.2655192 48.9133872, 2.2661079 48.9132977)",,,,
27463948,False,Avenue Villebois Mareuil,residential,False,66.229,,"LINESTRING (2.2663765 48.9167312, 2.2668753 48.9172285)",,,,
1095225472,True,Rue du Général Leclerc,residential,False,66.754,,"LINESTRING (2.2663765 48.9167312, 2.2656796 48.9170187, 2.2656028 48.9170504)",,,,
27463948,False,Avenue Villebois Mareuil,residential,True,66.229,,"LINESTRING (2.2668753 48.9172285, 2.2663765 48.9167312)",,,,
27463964,True,Avenue Robert,residential,False,190.795,,"LINESTRING (2.2633039 48.9142126, 2.2637287 48.9159056)",,,,
331455742,True,Rue Paul Déroulède,residential,False,32.091,30,"LINESTRING (2.2633039 48.9142126, 2.2628704 48.9142587)",,,,
79759580,False,Résidence Cloarec,residential,True,81.946,,"LINESTRING (2.2633473 48.9136519, 2.2632074 48.9129207)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,111.36500000000001,30,"LINESTRING (2.2633473 48.9136519, 2.2646723 48.9135025, 2.2648484 48.9134794)",,,,
27464001,True,Avenue Raspail,residential,False,152.478,15,"LINESTRING (2.2624814 48.9137368, 2.2622181 48.9123765)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,29.375,30,"LINESTRING (2.2624814 48.9137368, 2.2628793 48.9136993)",,,,
28103940,False,Rue Henry Litolff,residential,False,65.697,30,"LINESTRING (2.261537 48.9137933, 2.2615268 48.9137418, 2.2614272 48.9132069)",,,,
"[4039486, 28103940, 27794598]",False,Rue Henry Litolff,residential,True,65.212,30,"LINESTRING (2.261537 48.9137933, 2.261546 48.9138535, 2.2615623 48.9139505, 2.2615758 48.9140311, 2.261644 48.9143218, 2.2616548 48.9143745)",yes,,,
1126940823,True,Avenue du Révérend Père Corentin Cloarec,residential,False,69.3,30,"LINESTRING (2.261537 48.9137933, 2.261611 48.9137898, 2.2624814 48.9137368)",,,,
27464004,True,Avenue des Châtaigniers,residential,False,153.815,,"LINESTRING (2.2628793 48.9136993, 2.2626169 48.9123268)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,34.604,30,"LINESTRING (2.2628793 48.9136993, 2.2633473 48.9136519)",,,,
27464042,False,Villa Catherine,residential,False,108.345,,"LINESTRING (2.2638823 48.9131527, 2.2637078 48.9121851)",,,,
621925374,True,Rue Pierre Joigneaux,tertiary,False,53.608000000000004,30,"LINESTRING (2.260827 48.9105428, 2.2609675 48.9105258, 2.2615523 48.9104712)",,,,
"[118942872, 1126930006]",False,Rue Henry Litolff,residential,True,182.60500000000002,30,"LINESTRING (2.260827 48.9105428, 2.2608422 48.910602, 2.2608457 48.9106191, 2.2610543 48.9112711, 2.2610774 48.9113696, 2.2611569 48.9116511, 2.2612305 48.9121439, 2.2612312 48.9121614)",,9.8,,
10577412,True,Avenue Gambetta,residential,False,255.517,,"LINESTRING (2.2623407 48.917862, 2.2624132 48.9178658, 2.2624664 48.9178564, 2.2627112 48.9177823, 2.2638184 48.917508, 2.2652423 48.9171277, 2.2656028 48.9170504)",,,,
26928508,False,,residential,False,66.437,30,"LINESTRING (2.2623407 48.917862, 2.262321 48.9178089, 2.2620527 48.9172955)",,,,2
26928508,False,,residential,True,77.779,30,"LINESTRING (2.2623407 48.917862, 2.2625279 48.9184966, 2.2625407 48.918549)",,,,2
79749695,False,Avenue Centrale,residential,True,174.506,30,"LINESTRING (2.2623407 48.917862, 2.262276 48.9178578, 2.2621849 48.9178628, 2.2620314 48.9178848, 2.2616258 48.9179605, 2.2619674 48.9190233)",,,,
40705967,False,Villa des Lauriers,residential,True,20.649,,"LINESTRING (2.2661079 48.9132977, 2.2660987 48.9131121)",,,,
128400581,True,Avenue du Révérend Père Corentin Cloarec,residential,False,121.999,30,"LINESTRING (2.2661079 48.9132977, 2.2675868 48.9130256, 2.2676207 48.9130106, 2.2676504 48.9129942, 2.2676886 48.9129691)",,,,
40705966,False,Villa Saint-Thibault,residential,False,90.58699999999999,,"LINESTRING (2.2668079 48.9125635, 2.2667379 48.9118219, 2.2667311 48.9117504)",,,,
40705967,False,Villa des Lauriers,residential,False,20.649,,"LINESTRING (2.2660987 48.9131121, 2.2661079 48.9132977)",,,,
141141629,False,Rue des Bourguignons,secondary,True,18.477,,"LINESTRING (2.272948 48.9132738, 2.2728639 48.9132171, 2.2727691 48.9131564)",yes,,D 11,
"[40709304, 1214601498]",True,Rue des Bourguignons,secondary,False,50.699000000000005,30,"LINESTRING (2.272948 48.9132738, 2.2730417 48.9133506, 2.2730787 48.913382, 2.2730825 48.9133852, 2.2733749 48.9136332)",,,D 11,
