osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,access,junction
392196081,False,Rue de l'Église,residential,True,89.863,,"LINESTRING (-61.490915 16.3789274, -61.4917314 16.3791264)",,,,
1055191545,False,Rue du Cimetière,residential,True,67.383,,"LINESTRING (-61.490915 16.3789274, -61.4909998 16.3783269)",,,,
431983979,True,Rue de l'Église,residential,False,65.059,50,"LINESTRING (-61.490915 16.3789274, -61.4904474 16.3787539, -61.4903462 16.3787164)",,,,
41275317,False,Rue de la Darse,tertiary,True,36.76,,"LINESTRING (-61.4889333 16.3776895, -61.488945 16.3776714, -61.4889671 16.3776371, -61.4889954 16.3776013, -61.4890704 16.3775139, -61.4891575 16.3774411)",,,,
44322396,True,Rue Hégésippe Légitimus,primary,False,58.003,50,"LINESTRING (-61.4889333 16.3776895, -61.488888 16.3776616, -61.4884448 16.3774614)",2,N 6,,
41275336,False,Rue Octave Cirany,residential,True,79.122,,"LINESTRING (-61.4884448 16.3774614, -61.4884604 16.3774281, -61.4887491 16.3768125)",,,,
44322396,True,Rue Hégésippe Légitimus,primary,False,60.777,50,"LINESTRING (-61.4884448 16.3774614, -61.4881249 16.3773323, -61.4879182 16.3772529)",2,N 6,,
431983976,False,Rue Octave Cirany,residential,False,79.935,,"LINESTRING (-61.4884448 16.3774614, -61.4884268 16.3775007, -61.488144 16.3781198)",,,,
436264560,False,Rue Paul Lacavé,residential,True,57.044,,"LINESTRING (-61.4906096 16.3794671, -61.4903502 16.3799157)",,,,
41275333,True,Rue Jean Jaurès,residential,False,78.741,50,"LINESTRING (-61.4906096 16.3794671, -61.4906379 16.3794794, -61.4906586 16.3794859, -61.4906845 16.3794887, -61.4907015 16.3794869, -61.4907193 16.3794836, -61.4907363 16.3794766, -61.4907536 16.379462, -61.4907678 16.379445, -61.490785 16.3794068, -61.4909057 16.3789618, -61.490915 16.3789274)",,,,
41275333,True,Rue Jean Jaurès,residential,False,60.492999999999995,50,"LINESTRING (-61.49011 16.3792098, -61.4901854 16.3792486, -61.4903878 16.3793528, -61.4903975 16.3793579, -61.4905346 16.3794285, -61.4906096 16.3794671)",,,,
41275321,False,Rue des Rosiers,residential,False,56.980000000000004,,"LINESTRING (-61.4897119 16.3789415, -61.4896835 16.3789767, -61.4893867 16.379348)",,,,
41275333,True,Rue Jean Jaurès,residential,False,51.902,50,"LINESTRING (-61.4897119 16.3789415, -61.4898856 16.3790593, -61.49011 16.3792098)",,,,
41275333,True,Rue Jean Jaurès,residential,False,69.305,50,"LINESTRING (-61.4885882 16.3782054, -61.4891328 16.3785452)",,,,
"[1071352523, 44327860]",True,,primary,False,68.16300000000001,"['50', '30']","LINESTRING (-61.4885882 16.3782054, -61.4888514 16.3778119, -61.488887 16.3777588, -61.4889333 16.3776895)",,N 6,,
927150275,False,Boulevard de Gaschet,primary,True,108.174,50,"LINESTRING (-61.4885882 16.3782054, -61.4884498 16.3784123, -61.4880405 16.3790241)",2,N 6,,
41275333,True,Rue Jean Jaurès,residential,False,75.886,50,"LINESTRING (-61.4891328 16.3785452, -61.4897119 16.3789415)",,,,
431991297,False,Rue Euvremont Gène,residential,True,59.605,,"LINESTRING (-61.4891328 16.3785452, -61.4891092 16.378574, -61.4887871 16.3789663)",,,,
431991297,False,Rue Euvremont Gène,residential,False,51.201,,"LINESTRING (-61.4884901 16.379328, -61.4887871 16.3789663)",,,,
436264559,False,Rue Euvremont Gène,residential,True,58.673,,"LINESTRING (-61.4884901 16.379328, -61.4880405 16.3790241)",,,,
392178154,False,Rue Achille René Boisneuf,residential,True,76.91,,"LINESTRING (-61.4884901 16.379328, -61.4885092 16.3793585, -61.4885108 16.3793912, -61.4885082 16.3794269, -61.4885029 16.3794771, -61.4884935 16.3795228, -61.488482 16.379553, -61.4884658 16.3795907, -61.4882626 16.37996)",,,,
436264559,False,Rue Euvremont Gène,residential,False,58.673,,"LINESTRING (-61.4880405 16.3790241, -61.4884901 16.379328)",,,,
927150275,False,Boulevard de Gaschet,primary,True,79.54,50,"LINESTRING (-61.4880405 16.3790241, -61.4876378 16.3796261)",2,N 6,,
1009090002,False,Rue Euvremont Gène,residential,True,32.149,,"LINESTRING (-61.4880405 16.3790241, -61.4877753 16.3788868)",,,,
927150275,False,Boulevard de Gaschet,primary,False,108.174,50,"LINESTRING (-61.4880405 16.3790241, -61.4884498 16.3784123, -61.4885882 16.3782054)",2,N 6,,
41275324,False,Rue Paul Lacavé,residential,False,120.624,,"LINESTRING (-61.4893867 16.379348, -61.4903502 16.3799157)",,,,
41275324,False,Rue Paul Lacavé,residential,True,76.767,,"LINESTRING (-61.4893867 16.379348, -61.4887871 16.3789663)",,,,
41275321,False,Rue des Rosiers,residential,True,56.980000000000004,,"LINESTRING (-61.4893867 16.379348, -61.4896835 16.3789767, -61.4897119 16.3789415)",,,,
41275324,False,Rue Paul Lacavé,residential,True,120.624,,"LINESTRING (-61.4903502 16.3799157, -61.4893867 16.379348)",,,,
436264560,False,Rue Paul Lacavé,residential,False,57.044,,"LINESTRING (-61.4903502 16.3799157, -61.4906096 16.3794671)",,,,
44329831,False,Rue Paul Lavavé,residential,False,47.272999999999996,,"LINESTRING (-61.4903502 16.3799157, -61.4906761 16.3800629, -61.4907511 16.3800968)",,,,
41275324,False,Rue Paul Lacavé,residential,False,76.767,,"LINESTRING (-61.4887871 16.3789663, -61.4893867 16.379348)",,,,
431991297,False,Rue Euvremont Gène,residential,True,51.201,,"LINESTRING (-61.4887871 16.3789663, -61.4884901 16.379328)",,,,
431991297,False,Rue Euvremont Gène,residential,False,59.605,,"LINESTRING (-61.4887871 16.3789663, -61.4891092 16.378574, -61.4891328 16.3785452)",,,,
41275326,True,,residential,False,60.373999999999995,,"LINESTRING (-61.4903462 16.3787164, -61.4903197 16.3787724, -61.4903078 16.3787973, -61.49011 16.3792098)",,,,
431983979,True,Rue de l'Église,residential,False,190.08099999999996,50,"LINESTRING (-61.4903462 16.3787164, -61.4902069 16.378644, -61.4901582 16.3786094, -61.4901231 16.3785802, -61.4900927 16.3785536, -61.4898691 16.3783385, -61.4898099 16.3782873, -61.4893616 16.3779341, -61.4892673 16.3778727, -61.4889679 16.3777085, -61.4889333 16.3776895)",,,,
431983976,False,Rue Octave Cirany,residential,True,79.935,,"LINESTRING (-61.488144 16.3781198, -61.4884268 16.3775007, -61.4884448 16.3774614)",,,,
906699790,True,Rue Victor Schoelcher,primary,False,48.339000000000006,50,"LINESTRING (-61.488144 16.3781198, -61.4884744 16.3781848, -61.4885522 16.3782001, -61.4885882 16.3782054)",2,N 6,,
44322395,False,Rue Louis Delgrès,residential,True,77.474,,"LINESTRING (-61.4868879 16.3772352, -61.4868832 16.3772004, -61.4867941 16.3765443)",,,,
913140892,True,Rue Hégésippe Légitimus,primary,False,122.56199999999998,50,"LINESTRING (-61.4868879 16.3772352, -61.4867949 16.3772619, -61.4862992 16.3774009, -61.4857835 16.3775387)",2,N 6,,
1072395342,False,Rue Louis Delgrès,residential,False,21.214,5,"LINESTRING (-61.4868879 16.3772352, -61.4868825 16.3772766, -61.4868631 16.3774245)",,,no,
41275335,True,Rue Victor Schoelcher,primary,False,43.441,50,"LINESTRING (-61.485238 16.3776526, -61.4856412 16.3777072)",2,N 6,,
792579269,False,Rue Victor Schoelcher,primary,True,180.076,50,"LINESTRING (-61.485238 16.3776526, -61.4851812 16.3776461, -61.4851318 16.3776384, -61.4850524 16.3776204, -61.4849402 16.377588, -61.4846773 16.3774819, -61.483671 16.3770635)",2,N 6,,
