osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge,access
115720763,True,Rue de l'Asile,residential,30,False,53.107,"LINESTRING (-0.9323565 48.2960559, -0.9323966 48.2959949, -0.9325973 48.2956894, -0.9326427 48.2956179)",,,,,
116646673,False,Rue du Général Duvivier,primary,50,False,184.34700000000004,"LINESTRING (-0.9323565 48.2960559, -0.9327768 48.2962027, -0.9331663 48.2963012, -0.9335537 48.296381, -0.9340399 48.2965294, -0.9345368 48.2967035, -0.934624 48.296734)",2,N 12,,,
116646673,False,Rue du Général Duvivier,primary,50,True,55.480000000000004,"LINESTRING (-0.9323565 48.2960559, -0.9322086 48.2959955, -0.9320616 48.2959373, -0.9319168 48.2958663, -0.9317827 48.2957457)",2,N 12,,,
4770413,False,Avenue Carnot,tertiary,50,False,125.37700000000001,"LINESTRING (-0.9366356 48.2969399, -0.9366397 48.2969937, -0.9366528 48.2972371, -0.93666 48.2973712, -0.9366758 48.2976009, -0.9367046 48.2980665)",2,D 31,,,
114381131,True,Rue Nationale,tertiary,50,False,37.603,"LINESTRING (-0.9366356 48.2969399, -0.9365891 48.2968476, -0.9364665 48.296621)",,D 514,,,
116645813,False,Place Renault Morlière,primary,50,False,192.26300000000003,"LINESTRING (-0.9366356 48.2969399, -0.93671 48.2969431, -0.9369749 48.2969634, -0.9371042 48.2969684, -0.9372868 48.2969745, -0.937633 48.2969909, -0.9379417 48.2970056, -0.9379792 48.2970074, -0.938384 48.2970254, -0.9389242 48.2970272, -0.9389485 48.2970268, -0.9392295 48.2970216)",,N 12,,,
592383024,False,Place Thiers,primary,50,True,55.418000000000006,"LINESTRING (-0.9366356 48.2969399, -0.9365025 48.2969289, -0.9364586 48.2969268, -0.9364138 48.2969218, -0.9358902 48.2968914)",2,N 12,,,
26323423,False,Route de Laval,secondary,50,False,164.103,"LINESTRING (-0.9294497 48.2937853, -0.9294361 48.2939045, -0.9294138 48.2940246, -0.9293572 48.2942646, -0.9293425 48.2943303, -0.929242 48.2947611, -0.929187 48.2950281, -0.9291638 48.295248)",2,D 131,,,
26323423,False,Route de Laval,secondary,50,True,142.467,"LINESTRING (-0.9294497 48.2937853, -0.9294368 48.2936504, -0.9294178 48.293536, -0.9293645 48.2934138, -0.9292985 48.2933042, -0.9291682 48.2931579, -0.9289811 48.2930011, -0.9286383 48.2927826, -0.928525 48.2927176)",2,D 131,,,
117808888,False,Résidence du Stade,residential,,False,159.539,"LINESTRING (-0.9294497 48.2937853, -0.9295064 48.2937854, -0.9298135 48.2937815, -0.9299194 48.2937746, -0.9304074 48.2936337, -0.9304769 48.2936435, -0.9306095 48.2937787, -0.9306838 48.2937899, -0.9313787 48.293578)",,,,,
