osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel,access,width
38237521,False,2,D 53,Avenue des Arcades,secondary,50,True,11.321,"LINESTRING (5.9422134 44.1952733, 5.9422284 44.1952917, 5.9422698 44.1953303, 5.9423095 44.1953445)",,,,,
466048151,False,,D 53,Avenue des Arcades,secondary,50,False,8.844000000000001,"LINESTRING (5.9422134 44.1952733, 5.9421851 44.195234, 5.9421652 44.1952017)",,,,,
181621568,False,,,Rue du Rocher,residential,,False,93.059,"LINESTRING (5.9469522 44.199117, 5.9469696 44.1991481, 5.9469676 44.1991704, 5.9469388 44.1992022, 5.9468564 44.1992479, 5.9467893 44.1992902, 5.9467256 44.1993388, 5.9466505 44.1994037, 5.9465848 44.1994762, 5.9465593 44.1995532, 5.9465218 44.1998397)",,,,,
323486364,False,2,D 4,,secondary,50,True,86.429,"LINESTRING (5.9469522 44.199117, 5.9470431 44.1990579, 5.947283 44.198864, 5.9476989 44.198554)",,,,,
"[661468739, 409976076]",False,2,D 4,,secondary,50,False,87.155,"LINESTRING (5.9469522 44.199117, 5.9466799 44.199223, 5.9465144 44.1992801, 5.9464177 44.1993197, 5.94635 44.1993653, 5.9462985 44.19941, 5.9462643 44.1994624, 5.9462267 44.1995335, 5.9462023 44.1995824, 5.9461743 44.1996167)",,,,,
369229785,True,1,D 951,Route de La Motte-du-Caire,secondary,50,False,22.81,"LINESTRING (5.9428151 44.2007389, 5.9428679 44.2007737, 5.9429108 44.2008006, 5.9429759 44.2008204, 5.9430602 44.200835)",,,,,
490118062,True,1,,Rond-Point Melchior-Donnet,primary,50,False,11.364,"LINESTRING (5.9428151 44.2007389, 5.9428036 44.200772, 5.9427817 44.2008022, 5.9427507 44.200828)",roundabout,,,,
25704692,True,1,D 951,Route de La Motte-du-Caire,secondary,50,False,24.814999999999998,"LINESTRING (5.9430602 44.200835, 5.9429725 44.2008429, 5.9428156 44.2008348, 5.9427507 44.200828)",,,,,
"[31519186, 702870795]",False,2,D 951,Route de La Motte-du-Caire,secondary,50,False,255.685,"LINESTRING (5.9430602 44.200835, 5.9431106 44.2008335, 5.9431744 44.2008276, 5.9432515 44.2008098, 5.9433695 44.2007766, 5.9436206 44.2006926, 5.943993 44.2005495, 5.9441211 44.2005109, 5.9441743 44.2004949, 5.9442533 44.2004699, 5.9443237 44.2004396, 5.9443693 44.2004089, 5.9444048 44.2003757, 5.9444417 44.2003295, 5.9444859 44.2002534, 5.9445517 44.2001204, 5.9446153 44.2000038, 5.9446844 44.1999007, 5.94473 44.1998305, 5.9447904 44.1997604, 5.9449064 44.1996507, 5.9449748 44.1996008, 5.9450673 44.1995426, 5.9451706 44.199496, 5.9452551 44.1994671, 5.9453397 44.1994479, 5.9453785 44.1994456)",,,,,
"[27003937, 421011131, 37379119]",False,2,D 4085,"['Cours Melchior-Donnet', 'Avenue Paul Arène']",primary,50,False,241.56999999999996,"LINESTRING (5.9448468 44.1990003, 5.9447786 44.1989219, 5.9447043 44.1988311, 5.9437042 44.197558, 5.9435821 44.1974156, 5.9435529 44.1973714, 5.9435178 44.1973113, 5.9435097 44.1972566, 5.9435327 44.1971945, 5.9436043 44.1970936)",,,yes,,
"[82004544, 1253777715, 421011131]",False,2,D 4085,Cours Melchior-Donnet,primary,50,True,250.97099999999998,"LINESTRING (5.9448468 44.1990003, 5.9449035 44.1990773, 5.9449332 44.1991523, 5.9449473 44.1992046, 5.9449513 44.1992493, 5.9449486 44.1993017, 5.9449352 44.1993474, 5.9449124 44.199395, 5.9448648 44.1994517, 5.9447998 44.1995128, 5.9447126 44.1995777, 5.9445564 44.199706, 5.9443803 44.1998421, 5.9442958 44.1999008, 5.9440327 44.2000872, 5.9439368 44.2001526, 5.9437906 44.2002589, 5.9437423 44.2002896, 5.9435599 44.2003854, 5.9434587 44.2004214, 5.9433889 44.2004449, 5.9432924 44.2004666, 5.9431968 44.2004821, 5.9430503 44.2004973, 5.9429582 44.2005142)",,,,,
27003937,False,2,D 4085,Avenue Paul Arène,primary,50,False,35.675,"LINESTRING (5.9436043 44.1970936, 5.9436808 44.196984, 5.9437238 44.1969224, 5.9437415 44.1968825, 5.9437459 44.1968336, 5.9437381 44.1967955)",,,,,
"[27003937, 421011131, 37379119]",False,2,D 4085,"['Avenue Paul Arène', 'Cours Melchior-Donnet']",primary,50,True,241.57,"LINESTRING (5.9436043 44.1970936, 5.9435327 44.1971945, 5.9435097 44.1972566, 5.9435178 44.1973113, 5.9435529 44.1973714, 5.9435821 44.1974156, 5.9437042 44.197558, 5.9447043 44.1988311, 5.9447786 44.1989219, 5.9448468 44.1990003)",,,yes,,
37972846,True,,,Rue Droite,residential,,False,105.86700000000002,"LINESTRING (5.9436043 44.1970936, 5.9439272 44.1972105, 5.9443151 44.1973531, 5.9446595 44.1974817, 5.9447054 44.1975095, 5.9447549 44.1975563)",,,,,
"[1219058392, 1133472545, 38037529]",False,,,"['Rue de la Poterie', 'Rue de la Coste']",residential,,"[False, True]",84.58,"LINESTRING (5.942625 44.1974316, 5.9425195 44.1973898, 5.9424406 44.197344, 5.9424003 44.1972712, 5.9423436 44.1971474, 5.9423283 44.1970797, 5.9422945 44.19693, 5.9421872 44.1967755)",,,,destination,
"[38147046, 1219058391, 38037529, 253444795, 381762909]",False,,,Rue de la Coste,residential,,True,173.903,"LINESTRING (5.9439861 44.1976145, 5.9438396 44.1975118, 5.9437152 44.1974418, 5.9434635 44.1973578, 5.9433572 44.1973184, 5.9433154 44.1973036, 5.9429568 44.1971474, 5.9429026 44.1971256, 5.9428008 44.1970847, 5.9426576 44.1970119, 5.9425417 44.1969538, 5.9424221 44.1968938, 5.9422577 44.1967669, 5.9421872 44.1967755)",,yes,,,
"[38147046, 1219058391, 38037529, 253444795, 381762909]",False,,,Rue de la Coste,residential,,False,173.90300000000002,"LINESTRING (5.9421872 44.1967755, 5.9422577 44.1967669, 5.9424221 44.1968938, 5.9425417 44.1969538, 5.9426576 44.1970119, 5.9428008 44.1970847, 5.9429026 44.1971256, 5.9429568 44.1971474, 5.9433154 44.1973036, 5.9433572 44.1973184, 5.9434635 44.1973578, 5.9437152 44.1974418, 5.9438396 44.1975118, 5.9439861 44.1976145)",,yes,,,
"[1219058392, 38037529, 1133472545]",False,,,"['Rue de la Poterie', 'Rue de la Coste']",residential,,"[False, True]",84.58,"LINESTRING (5.9421872 44.1967755, 5.9422945 44.19693, 5.9423283 44.1970797, 5.9423436 44.1971474, 5.9424003 44.1972712, 5.9424406 44.197344, 5.9425195 44.1973898, 5.942625 44.1974316)",,,,destination,
253444804,False,,,,residential,,True,55.092,"LINESTRING (5.9421872 44.1967755, 5.942127 44.1967437, 5.9420547 44.1967318, 5.9419612 44.196703, 5.941928 44.1966664, 5.9419138 44.196528, 5.941905 44.1964399, 5.9418767 44.1963998)",,,,,
38037540,False,,,Montée de la Citadelle,unclassified,50,False,19.361,"LINESTRING (5.9420673 44.1962919, 5.9418767 44.1963998)",,,,,
38037539,False,,,Rue de Provence,unclassified,,True,24.736,"LINESTRING (5.9420673 44.1962919, 5.9421017 44.1963586, 5.9421712 44.1963937, 5.9422907 44.1964225)",,,,,
319230969,False,2,,Rue de Provence,unclassified,,False,49.080999999999996,"LINESTRING (5.9420673 44.1962919, 5.9420502 44.196243, 5.9419919 44.1960766, 5.9419641 44.1958581)",,,,,
1133472546,False,,,Montée de la Citadelle,unclassified,50,True,13.105,"LINESTRING (5.9417358 44.1964605, 5.9418767 44.1963998)",,,,,
"[253444794, 997566199, 187263306, 721614223]",False,2,,Montée de la Citadelle,unclassified,50,False,350.344,"LINESTRING (5.9417358 44.1964605, 5.941714 44.1965279, 5.9417115 44.1968422, 5.9417248 44.1972447, 5.9416971 44.1973816, 5.9416693 44.1974506, 5.9416218 44.1976013, 5.9415154 44.1980956, 5.9413813 44.198385, 5.941329 44.198459, 5.9412673 44.1984927, 5.941211 44.1985109, 5.9411439 44.1985157, 5.9410736 44.1985118, 5.9409776 44.1984955, 5.9409133 44.1984917, 5.9408408 44.1984946, 5.9407631 44.1985215, 5.9407161 44.1985561, 5.9406812 44.1985994, 5.9405994 44.1988032, 5.9405766 44.1988446, 5.9405713 44.1989013, 5.9405783 44.1989383, 5.9405954 44.1989984, 5.9406196 44.1990361, 5.9405941 44.1990623, 5.9405706 44.1990994, 5.940519 44.1991436)",,,,,
253578029,False,,,Rue Raoul Bouchet,residential,,True,99.45200000000001,"LINESTRING (5.9417358 44.1964605, 5.9416502 44.1964341, 5.9414861 44.1964121, 5.9412891 44.1964107, 5.9410936 44.1963974, 5.940888 44.1963634, 5.9407655 44.1963585, 5.9406923 44.1963558, 5.9406509 44.1963398, 5.9406236 44.1963293, 5.9405854 44.1962873, 5.9405699 44.1962616)",,,,,
318086766,True,1,D 4085,Avenue Paul Arène,primary,50,False,24.533,"LINESTRING (5.9427762 44.1956048, 5.9427834 44.1955206, 5.9427982 44.1954514, 5.9428064 44.1953854)",,,,,
"[814825056, 814825057]",False,2,D 4085,Avenue Paul Arène,primary,50,True,174.911,"LINESTRING (5.9427762 44.1956048, 5.9426783 44.1958589, 5.9426668 44.1959077, 5.9426544 44.1959718, 5.9426544 44.1960251, 5.9426694 44.1960967, 5.942688 44.1961544, 5.9427279 44.1962234, 5.9427641 44.1962584, 5.9428198 44.1963092, 5.9429074 44.1963624, 5.9430038 44.1964087, 5.9432085 44.1965016, 5.9436035 44.1966808, 5.9436716 44.1967182, 5.9437142 44.1967567, 5.9437381 44.1967955)",,,,,
"[38037561, 51795966, 38037543]",False,,,Rue du Rieu,residential,,False,70.867,"LINESTRING (5.9422234 44.1958171, 5.9424295 44.1958229, 5.9425867 44.1958485, 5.9428668 44.1958912, 5.942988 44.1959202, 5.9430898 44.1959446)",,,yes,,
"[38147032, 38147049, 51795966]",False,,,Rue du Rieu,residential,,True,167.13800000000003,"LINESTRING (5.9450256 44.1961355, 5.9448067 44.1961424, 5.9447491 44.19616, 5.9446716 44.1961829, 5.9443778 44.1963008, 5.9442126 44.1962352, 5.9441704 44.1962254, 5.9440858 44.1962102, 5.9439539 44.1961757, 5.9439032 44.1961481, 5.9438196 44.1961027, 5.9436201 44.1960606, 5.943476 44.1960459, 5.9433121 44.1959995, 5.9432711 44.1959879, 5.9430898 44.1959446)",,,yes,,
38147067,True,,,Rue Porte-Sauve,residential,,False,101.95599999999999,"LINESTRING (5.9450256 44.1961355, 5.9450383 44.1959817, 5.9450357 44.1958017, 5.9449901 44.1956392, 5.9449816 44.1956036, 5.9449681 44.1955449, 5.944935 44.1954228, 5.944923 44.1952259)",,,,,
"[38037544, 38037558]",False,,,"['Traversée Sainte-Claire', 'Rue de la Pousterle']",residential,,"[False, True]",173.38299999999998,"LINESTRING (5.9430898 44.1959446, 5.9430431 44.196066, 5.9430373 44.1961177, 5.9430229 44.1961795, 5.9430078 44.1962595, 5.9429958 44.1963024, 5.9430228 44.1963351, 5.9431609 44.1963843, 5.9433008 44.1964024, 5.9435807 44.1964419, 5.9435493 44.1965137, 5.9436365 44.1965496, 5.9437456 44.196582, 5.9438888 44.1966316, 5.9440628 44.1966932, 5.9442875 44.196749, 5.9443291 44.1967682, 5.9443458 44.1968149)",,,,,2
"[38147032, 38147049, 51795966]",False,,,Rue du Rieu,residential,,False,167.13799999999998,"LINESTRING (5.9430898 44.1959446, 5.9432711 44.1959879, 5.9433121 44.1959995, 5.943476 44.1960459, 5.9436201 44.1960606, 5.9438196 44.1961027, 5.9439032 44.1961481, 5.9439539 44.1961757, 5.9440858 44.1962102, 5.9441704 44.1962254, 5.9442126 44.1962352, 5.9443778 44.1963008, 5.9446716 44.1961829, 5.9447491 44.19616, 5.9448067 44.1961424, 5.9450256 44.1961355)",,,yes,,
"[38037561, 51795966, 38037543]",False,,,Rue du Rieu,residential,,True,70.867,"LINESTRING (5.9430898 44.1959446, 5.942988 44.1959202, 5.9428668 44.1958912, 5.9425867 44.1958485, 5.9424295 44.1958229, 5.9422234 44.1958171)",,,yes,,
38037551,False,,,,residential,,False,30.894,"LINESTRING (5.9433024 44.1955014, 5.943403 44.1955194, 5.9436806 44.1955618)",,,,,
"[38037550, 323486382]",False,,,"['Rue Deleuze', 'Place Général de Gaulle']",residential,,False,90.107,"LINESTRING (5.9433024 44.1955014, 5.943287 44.1955726, 5.9432615 44.1956471, 5.9432119 44.1957769, 5.9434919 44.1958605, 5.9435598 44.195879, 5.9437214 44.1958868, 5.943781 44.1958874, 5.9438737 44.1958884, 5.9439181 44.1958928)",,,,,
323486382,False,,,Place Général de Gaulle,residential,,True,16.502,"LINESTRING (5.9433024 44.1955014, 5.9432951 44.1954447, 5.9432914 44.195409, 5.9432904 44.1953995, 5.9432682 44.1953562)",,,,,
"[38147043, 503887509, 38037550]",False,,,"['Rue Deleuze', ""Place de l'Horloge"", ""Rue de l'Horloge""]",residential,,False,144.709,"LINESTRING (5.9439181 44.1958928, 5.9439728 44.1958982, 5.9441002 44.1959328, 5.944237 44.1959736, 5.9443258 44.1960352, 5.9443778 44.1960863, 5.94444 44.1961475, 5.9445702 44.1963012, 5.9446884 44.1964037, 5.944722 44.1964413, 5.9447432 44.1965694, 5.9447234 44.1967063, 5.9447212 44.1967215, 5.9446878 44.1967612, 5.9445789 44.1968829)",,,,,
"[323486382, 38037550]",False,,,"['Rue Deleuze', 'Place Général de Gaulle']",residential,,True,90.107,"LINESTRING (5.9439181 44.1958928, 5.9438737 44.1958884, 5.943781 44.1958874, 5.9437214 44.1958868, 5.9435598 44.195879, 5.9434919 44.1958605, 5.9432119 44.1957769, 5.9432615 44.1956471, 5.943287 44.1955726, 5.9433024 44.1955014)",,,,,
38037551,False,,,,residential,,True,50.608000000000004,"LINESTRING (5.9439181 44.1958928, 5.9439282 44.1958426, 5.9439468 44.1957596, 5.9439354 44.1956755, 5.9439059 44.1956168, 5.9438451 44.1955869, 5.9436806 44.1955618)",,,,,
38147048,True,,,Rue Mercerie,residential,,False,20.063,"LINESTRING (5.9445789 44.1968829, 5.9444726 44.1968523, 5.9443458 44.1968149)",,,,,
"[38147043, 503887509, 38037550]",False,,,"['Rue Deleuze', ""Place de l'Horloge"", ""Rue de l'Horloge""]",residential,,True,144.70899999999997,"LINESTRING (5.9445789 44.1968829, 5.9446878 44.1967612, 5.9447212 44.1967215, 5.9447234 44.1967063, 5.9447432 44.1965694, 5.944722 44.1964413, 5.9446884 44.1964037, 5.9445702 44.1963012, 5.94444 44.1961475, 5.9443778 44.1960863, 5.9443258 44.1960352, 5.944237 44.1959736, 5.9441002 44.1959328, 5.9439728 44.1958982, 5.9439181 44.1958928)",,,,,
"[409976084, 37972847]",True,,,Rue Saunerie,residential,,False,167.38099999999997,"LINESTRING (5.9447549 44.1975563, 5.9448185 44.1976418, 5.9448977 44.1978118, 5.94498 44.1982563, 5.9449849 44.1983686, 5.9449939 44.1985772, 5.9449775 44.1987802, 5.9449669 44.1989114, 5.9449332 44.1989479, 5.944899 44.1989705, 5.9448468 44.1990003)",,,,,
38147048,True,,,Rue Mercerie,residential,,False,86.78899999999999,"LINESTRING (5.9447549 44.1975563, 5.9447868 44.1972564, 5.9448057 44.1970704, 5.9448183 44.1970111, 5.9447895 44.1969437, 5.9446892 44.1969147, 5.9445789 44.1968829)",,,,,
"[38037544, 38037558]",False,,,"['Traversée Sainte-Claire', 'Rue de la Pousterle']",residential,,"[False, True]",173.38300000000004,"LINESTRING (5.9443458 44.1968149, 5.9443291 44.1967682, 5.9442875 44.196749, 5.9440628 44.1966932, 5.9438888 44.1966316, 5.9437456 44.196582, 5.9436365 44.1965496, 5.9435493 44.1965137, 5.9435807 44.1964419, 5.9433008 44.1964024, 5.9431609 44.1963843, 5.9430228 44.1963351, 5.9429958 44.1963024, 5.9430078 44.1962595, 5.9430229 44.1961795, 5.9430373 44.1961177, 5.9430431 44.196066, 5.9430898 44.1959446)",,,,,2
38147040,False,,,Rue du Docteur Raoul Robert,residential,,True,51.498,"LINESTRING (5.9443458 44.1968149, 5.9442925 44.1968447, 5.9441986 44.1968514, 5.9440206 44.1968302, 5.943853 44.1967802, 5.9438248 44.1967759, 5.9437866 44.1967769, 5.9437381 44.1967955)",,,,,
38147052,False,,,Rue de la Mission,residential,,False,124.475,"LINESTRING (5.9444595 44.1958788, 5.9444606 44.1958439, 5.944592 44.1956054, 5.9446054 44.1955767, 5.9447651 44.195282, 5.9447892 44.195219, 5.9448207 44.1951363, 5.9448315 44.1950478, 5.9448228 44.1949056, 5.9448427 44.1948072)",,,,,
38147060,False,,,,residential,,False,48.238,"LINESTRING (5.9438033 44.195137, 5.9436806 44.1955618)",,,,,
38147060,False,,,,residential,,True,48.238,"LINESTRING (5.9436806 44.1955618, 5.9438033 44.195137)",,,,,
38037551,False,,,,residential,,False,50.608000000000004,"LINESTRING (5.9436806 44.1955618, 5.9438451 44.1955869, 5.9439059 44.1956168, 5.9439354 44.1956755, 5.9439468 44.1957596, 5.9439282 44.1958426, 5.9439181 44.1958928)",,,,,
38037551,False,,,,residential,,True,30.894,"LINESTRING (5.9436806 44.1955618, 5.943403 44.1955194, 5.9433024 44.1955014)",,,,,
51795967,False,,,Allées de Verdun (Cours du Collège),residential,,False,37.755,"LINESTRING (5.9432682 44.1953562, 5.9433742 44.1951851, 5.9433782 44.1951293, 5.9434097 44.195087, 5.9434734 44.1950707)",,,,,
323486382,False,,,Place Général de Gaulle,residential,,False,16.502,"LINESTRING (5.9432682 44.1953562, 5.9432904 44.1953995, 5.9432914 44.195409, 5.9432951 44.1954447, 5.9433024 44.1955014)",,,,,
"[1120311549, 1120311550]",False,,,,residential,,True,21.269000000000002,"LINESTRING (5.9432682 44.1953562, 5.9432327 44.1953726, 5.9431791 44.1953784, 5.9430883 44.1953757, 5.9430101 44.1953656)",,,,,
38147063,True,,,Allées de Verdun (Cours du Collège),residential,,False,83.816,"LINESTRING (5.9434734 44.1950707, 5.9443438 44.194962, 5.9445087 44.1949396)",,,,,
51795967,False,,,Allées de Verdun (Cours du Collège),residential,,True,37.755,"LINESTRING (5.9434734 44.1950707, 5.9434097 44.195087, 5.9433782 44.1951293, 5.9433742 44.1951851, 5.9432682 44.1953562)",,,,,
38147064,False,,,Allées de Verdun (Cours du Collège),residential,,False,31.218000000000004,"LINESTRING (5.9445087 44.1949396, 5.9446268 44.194912, 5.9447394 44.1948812, 5.9447958 44.1948486, 5.9448427 44.1948072)",,,,,
38147066,False,,,Rue Porte-Sauve,residential,,False,46.995,"LINESTRING (5.9448427 44.1948072, 5.944923 44.1952259)",,,,,
38147052,False,,,Rue de la Mission,residential,,True,124.475,"LINESTRING (5.9448427 44.1948072, 5.9448228 44.1949056, 5.9448315 44.1950478, 5.9448207 44.1951363, 5.9447892 44.195219, 5.9447651 44.195282, 5.9446054 44.1955767, 5.944592 44.1956054, 5.9444606 44.1958439, 5.9444595 44.1958788)",,,,,
38147064,False,,,Allées de Verdun (Cours du Collège),residential,,True,31.218000000000004,"LINESTRING (5.9448427 44.1948072, 5.9447958 44.1948486, 5.9447394 44.1948812, 5.9446268 44.194912, 5.9445087 44.1949396)",,,,,
38237516,False,,,Rue Sainte-Ursule,residential,,False,85.228,"LINESTRING (5.9448427 44.1948072, 5.944843 44.194343, 5.9448553 44.1942596, 5.9448873 44.1940424)",,,,,
38147066,False,,,Rue Porte-Sauve,residential,,True,46.995,"LINESTRING (5.944923 44.1952259, 5.9448427 44.1948072)",,,,,
"[320388433, 224161589, 721614231]",False,1,,Rue des Capucins,residential,,False,171.259,"LINESTRING (5.944923 44.1952259, 5.9449996 44.1952351, 5.9450774 44.1952284, 5.9451377 44.1952062, 5.9451619 44.1951428, 5.945186 44.1950736, 5.9452296 44.1950461, 5.9453362 44.1950437, 5.9453925 44.1950601, 5.9454355 44.1951053, 5.9454824 44.1951486, 5.9455568 44.1951692, 5.9458311 44.1951995, 5.945925 44.1952207, 5.9460542 44.1952991, 5.9460993 44.1953514, 5.9461305 44.1954264, 5.946119 44.1955261, 5.9460953 44.1956061, 5.9460583 44.1958061)",,,,,
38147084,False,,,Traverse Font-Chaude,residential,,False,45.48699999999999,"LINESTRING (5.94549 44.1983383, 5.9454516 44.1983585, 5.9454277 44.1984238, 5.9453449 44.1986191, 5.9453227 44.198624, 5.9453007 44.1986128, 5.9452893 44.198546)",,,,,
"[38147077, 38147078, 323486367]",True,,,"['Rue Font-Chaude', 'Rue Chapuzie']",residential,,False,88.42200000000001,"LINESTRING (5.94549 44.1983383, 5.9455243 44.1980793, 5.9455009 44.198022, 5.9454616 44.1979242, 5.9453152 44.1977455, 5.9452802 44.1976581, 5.9452652 44.1975835)",,,yes,,
"[38147080, 668932042]",False,,,Rue Chapuzie,residential,,False,17.371,"LINESTRING (5.9452652 44.1975835, 5.9452665 44.1975335, 5.9452725 44.1974874, 5.945295 44.1974297)",,,,,
"[38237513, 38147067, 38147079]",True,,,"['Rue Porte-Sauve', 'Rue Chapuzie']",residential,,False,118.77100000000003,"LINESTRING (5.945295 44.1974297, 5.9453911 44.197317, 5.9454373 44.1972612, 5.9454821 44.1971484, 5.9454838 44.197125, 5.945495 44.1969368, 5.9454756 44.1967919, 5.9454674 44.1967361, 5.9454385 44.1964861, 5.9454167 44.1964364, 5.9453874 44.1964054)",,,,,
"[38147080, 668932042]",False,,,Rue Chapuzie,residential,,True,17.371,"LINESTRING (5.945295 44.1974297, 5.9452725 44.1974874, 5.9452665 44.1975335, 5.9452652 44.1975835)",,,,,
38147076,False,,,Rue Font-Chaude,residential,,True,97.946,"LINESTRING (5.9454401 44.1985758, 5.9453657 44.198747, 5.945351 44.1988974, 5.945375 44.1990126, 5.9453979 44.1991614, 5.9453899 44.1993152, 5.9453822 44.1994154, 5.9453785 44.1994456)",,,,,
323486367,True,,,Rue Font-Chaude,residential,,False,26.768,"LINESTRING (5.9454401 44.1985758, 5.9454571 44.1985062, 5.9454851 44.1984105, 5.94549 44.1983383)",,,,,
38147067,True,,,Rue Porte-Sauve,residential,,False,41.828,"LINESTRING (5.9453874 44.1964054, 5.9453202 44.1963744, 5.9452795 44.1963414, 5.9450256 44.1961355)",,,,,
"[721614232, 304774403, 1219058389]",False,,,Rue Basse du Rempart,"['residential', 'unclassified']",30,"[False, True]",91.64,"LINESTRING (5.9453874 44.1964054, 5.9454142 44.196395, 5.9456047 44.1963346, 5.9456945 44.1963081, 5.9457886 44.1961076, 5.9459752 44.1958311, 5.9460583 44.1958061)",,,,,
38237516,False,,,Rue Sainte-Ursule,residential,,True,85.22800000000001,"LINESTRING (5.9448873 44.1940424, 5.9448553 44.1942596, 5.944843 44.194343, 5.9448427 44.1948072)",,,,,
384664181,False,,,Rue des Cordeliers,residential,,False,79.509,"LINESTRING (5.9448873 44.1940424, 5.9441468 44.1939398, 5.9439446 44.193893, 5.9439155 44.1938862)",,,,,
721614229,False,,,Avenue du Gand,residential,,True,62.356,"LINESTRING (5.9448873 44.1940424, 5.9450035 44.1938268, 5.9450546 44.1935774, 5.94508 44.193502)",,,,,
"[721614227, 721614228]",False,,,Chemin de la Machine Fixe,residential,,False,118.91900000000001,"LINESTRING (5.94508 44.193502, 5.9451116 44.1935154, 5.9451297 44.1935423, 5.945123 44.1936019, 5.9451344 44.1936409, 5.945196 44.1936607, 5.9453104 44.1936788, 5.9456655 44.193735, 5.946373 44.1938516)",,,,,
