osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,junction
517907590,False,2,D 308,Rue de la Beufferie,tertiary,50,yes,False,10.879,"LINESTRING (-0.0759388 47.6945259, -0.0758919 47.6946185)",,
"[169048472, 169048476, 118166815]",False,2,D 308,Rue de la Beufferie,tertiary,50,yes,True,145.924,"LINESTRING (-0.0759388 47.6945259, -0.0759809 47.6943379, -0.0759799 47.6942182, -0.0759757 47.6941658, -0.0759562 47.6939241, -0.0758688 47.6937104, -0.0758266 47.6936116, -0.0757442 47.6934324, -0.0756725 47.6932425)",yes,
36937354,False,2,D 308,Rue de la Boierie,tertiary,50,yes,True,22.792,"LINESTRING (-0.075767 47.6926114, -0.075816 47.6924091)",,
36937354,False,2,D 308,Rue de la Boierie,tertiary,50,yes,False,70.899,"LINESTRING (-0.075767 47.6926114, -0.0757449 47.6926988, -0.0756573 47.6930448, -0.0756725 47.6932425)",,
36937355,False,2,,Rue Pasteur,residential,50,,False,288.43199999999996,"LINESTRING (-0.075767 47.6926114, -0.075711 47.6926078, -0.0756438 47.6926034, -0.0740454 47.6924993, -0.0720379 47.6923814, -0.071976 47.692377, -0.0719295 47.6923744)",,
36937354,False,2,D 308,Rue de la Boierie,tertiary,50,yes,True,70.899,"LINESTRING (-0.0756725 47.6932425, -0.0756573 47.6930448, -0.0757449 47.6926988, -0.075767 47.6926114)",,
36937356,False,2,,Allée de la Providence,residential,50,,True,106.316,"LINESTRING (-0.0756725 47.6932425, -0.0757398 47.6932328, -0.0758486 47.6932429, -0.0764979 47.6933602, -0.0768405 47.6934556, -0.0769403 47.6934911, -0.0770162 47.6935182)",,
"[169048472, 169048476, 118166815]",False,2,D 308,Rue de la Beufferie,tertiary,50,yes,False,145.924,"LINESTRING (-0.0756725 47.6932425, -0.0757442 47.6934324, -0.0758266 47.6936116, -0.0758688 47.6937104, -0.0759562 47.6939241, -0.0759757 47.6941658, -0.0759799 47.6942182, -0.0759809 47.6943379, -0.0759388 47.6945259)",yes,
37420066,False,2,,Rue Gallieni,residential,30,,False,42.753,"LINESTRING (-0.0749632 47.697709, -0.074956 47.6977962, -0.0749317 47.6980929)",,
60611522,False,2,D 323,Promenade du Maréchal Foch,primary,50,yes,True,113.044,"LINESTRING (-0.0749632 47.697709, -0.0751106 47.6977123, -0.0754575 47.69772, -0.0763929 47.6977546, -0.0764719 47.6977575)",,
60611525,False,3,D 323,Boulevard de Montréal,primary,50,yes,False,102.175,"LINESTRING (-0.0749632 47.697709, -0.074787 47.697706, -0.0746338 47.6977033, -0.0737702 47.6976904, -0.0737002 47.6976885, -0.0735984 47.6976858)",,
284032173,False,2,D 308,Rue Gallieni,tertiary,50,yes,True,128.375,"LINESTRING (-0.0749632 47.697709, -0.07497 47.6976036, -0.0749736 47.6975476, -0.0750151 47.6969011, -0.0750245 47.6967551, -0.0750241 47.6966917, -0.0750233 47.6965554)",,
36937355,False,2,,Rue Pasteur,residential,50,,True,288.43199999999996,"LINESTRING (-0.0719295 47.6923744, -0.071976 47.692377, -0.0720379 47.6923814, -0.0740454 47.6924993, -0.0756438 47.6926034, -0.075711 47.6926078, -0.075767 47.6926114)",,
36937679,False,2,D 12,Boulevard de la République,secondary,50,yes,False,114.12,"LINESTRING (-0.0719295 47.6923744, -0.0718964 47.6924777, -0.0715979 47.6933015, -0.0715723 47.6933721)",,
36937356,False,2,,Allée de la Providence,residential,50,,False,106.31599999999999,"LINESTRING (-0.0770162 47.6935182, -0.0769403 47.6934911, -0.0768405 47.6934556, -0.0764979 47.6933602, -0.0758486 47.6932429, -0.0757398 47.6932328, -0.0756725 47.6932425)",,
36937356,False,2,,Allée de la Providence,residential,50,,True,200.8,"LINESTRING (-0.0770162 47.6935182, -0.0773935 47.6936205, -0.0774631 47.6936257, -0.0780327 47.6935526, -0.0796291 47.6933439)",,
36937354,False,2,D 308,Rue de la Boierie,tertiary,50,yes,False,22.792,"LINESTRING (-0.075816 47.6924091, -0.075767 47.6926114)",,
118169720,False,2,,Rue Sainte-Colombe,residential,50,,True,162.708,"LINESTRING (-0.069485 47.6929683, -0.0696242 47.6929942, -0.0698107 47.6930498, -0.0715161 47.693362, -0.0715723 47.6933721)",,
36937356,False,2,,Allée de la Providence,residential,50,,False,200.79999999999998,"LINESTRING (-0.0796291 47.6933439, -0.0780327 47.6935526, -0.0774631 47.6936257, -0.0773935 47.6936205, -0.0770162 47.6935182)",,
36938146,False,2,,Allée du Camping,residential,30,,False,335.95199999999994,"LINESTRING (-0.0796291 47.6933439, -0.0797061 47.6937236, -0.0798665 47.6944048, -0.0798962 47.6946166, -0.0798479 47.6947406, -0.079779 47.6948434, -0.0796387 47.6949758, -0.0796116 47.6950014, -0.0795407 47.6950019, -0.0779246 47.6950137, -0.0777242 47.6950385, -0.0776828 47.6950398)",,
517907590,False,2,D 308,Rue de la Beufferie,tertiary,50,yes,True,10.879,"LINESTRING (-0.0758919 47.6946185, -0.0759388 47.6945259)",,
36938147,False,2,,Rue du Bourdigal,residential,50,,False,56.418,"LINESTRING (-0.0758919 47.6946185, -0.0762671 47.6947072, -0.0763854 47.6947637, -0.0765116 47.6948776)",,
"[150358466, 150358452, 517907590]",False,2,D 308,Rue de la Beufferie,tertiary,50,yes,False,231.48100000000002,"LINESTRING (-0.0758919 47.6946185, -0.0758254 47.6947241, -0.0753745 47.6952941, -0.0749695 47.6958941, -0.0750233 47.6965554)",yes,
36938147,False,2,,Rue du Bourdigal,residential,50,,False,75.386,"LINESTRING (-0.0765116 47.6948776, -0.0768172 47.6949508, -0.0774863 47.6950427)",,
36938147,False,2,,Rue du Bourdigal,residential,50,,True,56.418000000000006,"LINESTRING (-0.0765116 47.6948776, -0.0763854 47.6947637, -0.0762671 47.6947072, -0.0758919 47.6946185)",,
36938148,False,2,,Ruelle de Poil de Reux,residential,50,,False,47.572,"LINESTRING (-0.0765116 47.6948776, -0.0763498 47.6952462, -0.0762898 47.6952623)",,
36938148,False,2,,Ruelle de Poil de Reux,residential,50,,True,47.572,"LINESTRING (-0.0762898 47.6952623, -0.0763498 47.6952462, -0.0765116 47.6948776)",,
60611525,False,3,D 323,Boulevard de Montréal,primary,50,yes,True,102.175,"LINESTRING (-0.0735984 47.6976858, -0.0737002 47.6976885, -0.0737702 47.6976904, -0.0746338 47.6977033, -0.074787 47.697706, -0.0749632 47.697709)",,
118164312,False,2,,Rue Fernand Guillot,residential,50,,False,92.80799999999999,"LINESTRING (-0.0735984 47.6976858, -0.0736129 47.6976293, -0.0737114 47.6972472, -0.0737516 47.6971702, -0.0737562 47.69715, -0.0737951 47.6970868, -0.073748 47.6969834, -0.0736468 47.6968959)",,
118164313,True,,,Rue Grollier,residential,30,,False,65.36099999999999,"LINESTRING (-0.0735984 47.6976858, -0.073567 47.6977532, -0.0735454 47.6977995, -0.0734702 47.6982654)",,
"[875465088, 398905096, 982045733]",False,"['2', '3']",D 323,Boulevard de Montréal,primary,50,yes,False,211.755,"LINESTRING (-0.0735984 47.6976858, -0.0734438 47.6976819, -0.0729259 47.697668, -0.0725591 47.697657, -0.0724192 47.6976507, -0.0720058 47.6976365, -0.0718953 47.6976326, -0.0715048 47.6976079, -0.0713003 47.6975935, -0.0707769 47.6975541)",,
118164312,False,2,,Rue Fernand Guillot,residential,50,,True,92.808,"LINESTRING (-0.0736468 47.6968959, -0.073748 47.6969834, -0.0737951 47.6970868, -0.0737562 47.69715, -0.0737516 47.6971702, -0.0737114 47.6972472, -0.0736129 47.6976293, -0.0735984 47.6976858)",,
118164313,True,,,Rue Grollier,residential,30,,False,51.684,"LINESTRING (-0.0734702 47.6982654, -0.0734395 47.6983607, -0.0733921 47.6987266)",,
298805333,True,1,,Grande Rue,residential,30,,False,55.117999999999995,"LINESTRING (-0.0732668 47.6995392, -0.072598 47.6995193, -0.0725326 47.6995293)",,
36938149,True,,,Rue de la Halle au Blé,residential,30,,False,38.637,"LINESTRING (-0.073178 47.7004439, -0.0731877 47.7001497, -0.0731944 47.7000967)",,
516123411,True,1,,Rue du Collège,residential,30,,False,45.335,"LINESTRING (-0.073178 47.7004439, -0.0732366 47.7004546, -0.0734882 47.7004395, -0.0737788 47.7004172)",,
37420066,False,2,,Rue Gallieni,residential,30,,True,18.72,"LINESTRING (-0.0749179 47.698261, -0.0749317 47.6980929)",,
37420164,True,1,,Rue Pape-Carpantier,residential,30,,False,108.383,"LINESTRING (-0.0749179 47.698261, -0.0748415 47.6982613, -0.074544 47.6982726, -0.0734702 47.6982654)",,
538735033,False,2,,Rue Gallieni,residential,30,,False,84.10900000000001,"LINESTRING (-0.0749179 47.698261, -0.0749154 47.6983173, -0.0749234 47.6988316, -0.0749302 47.6990173)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,False,45.634,"LINESTRING (-0.0749179 47.698261, -0.0749582 47.6982747, -0.0750203 47.6982727, -0.0755211 47.6982454)",,
37420061,True,1,,Rue Fouquet de la Varenne,residential,30,,False,32.648,"LINESTRING (-0.076458 47.6982049, -0.0764682 47.6979548, -0.07647 47.6979114)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,False,89.16400000000002,"LINESTRING (-0.076458 47.6982049, -0.0764998 47.6982065, -0.07726 47.6982365, -0.0775655 47.6982545, -0.0776114 47.6982558, -0.0776468 47.6982568)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,True,70.265,"LINESTRING (-0.076458 47.6982049, -0.0761908 47.698213, -0.0755211 47.6982454)",,
"[924432760, 124262780]",False,2,,Rue du Docteur Lhoste,residential,30,,False,116.293,"LINESTRING (-0.0776468 47.6982568, -0.0776875 47.6989324, -0.0776909 47.698952, -0.0777176 47.6993015)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,True,89.164,"LINESTRING (-0.0776468 47.6982568, -0.0776114 47.6982558, -0.0775655 47.6982545, -0.07726 47.6982365, -0.0764998 47.6982065, -0.076458 47.6982049)",,
876174322,False,2,,Rue du Docteur Lhoste,residential,30,,True,30.62,"LINESTRING (-0.0776468 47.6982568, -0.0776365 47.6982121, -0.0776312 47.6980217, -0.0776306 47.697982)",,
876174323,False,1,,Rue Pape-Carpantier,residential,30,,False,125.533,"LINESTRING (-0.0776468 47.6982568, -0.0777052 47.6982561, -0.0777492 47.6982554, -0.0778379 47.6982575, -0.0779667 47.6982598, -0.0781264 47.6982626, -0.0793235 47.698286)",,
164699070,False,2,,Rue des Fossés,residential,30,,False,47.083000000000006,"LINESTRING (-0.0793235 47.698286, -0.0793859 47.697911, -0.0793992 47.6978658)",,
876174323,False,1,,Rue Pape-Carpantier,residential,30,,True,125.53299999999999,"LINESTRING (-0.0793235 47.698286, -0.0781264 47.6982626, -0.0779667 47.6982598, -0.0778379 47.6982575, -0.0777492 47.6982554, -0.0777052 47.6982561, -0.0776468 47.6982568)",,
60611522,False,2,D 323,Promenade du Maréchal Foch,primary,50,yes,False,132.017,"LINESTRING (-0.0793992 47.6978658, -0.0792476 47.6978602, -0.0791673 47.6978572, -0.0790759 47.6978538, -0.0776379 47.6978)",,
150698840,False,2,D 323,Boulevard Latouche,primary,50,yes,True,93.807,"LINESTRING (-0.0793992 47.6978658, -0.0800313 47.6978902, -0.0806506 47.6979141)",,
164699070,False,2,,Rue des Fossés,residential,30,,True,47.083000000000006,"LINESTRING (-0.0793992 47.6978658, -0.0793859 47.697911, -0.0793235 47.698286)",,
1251946817,False,2,,Rue Saint-Jacques,residential,50,,True,7.032,"LINESTRING (-0.079036 47.6995385, -0.0789455 47.6995215)",,
37420085,True,2,,Rue des Fossés,residential,30,,False,141.05,"LINESTRING (-0.079036 47.6995385, -0.0791735 47.6991066, -0.0793235 47.698286)",,
37420030,False,2,,Rue de la Tour d'Auvergne,unclassified,50,,False,76.81700000000001,"LINESTRING (-0.0685465 47.6990689, -0.0690448 47.6991887, -0.0694156 47.6992384, -0.0695326 47.6992539)",,
37420102,False,2,,Rue Brasseur,unclassified,50,,False,116.673,"LINESTRING (-0.0685465 47.6990689, -0.0685186 47.6991177, -0.0684929 47.6991607, -0.0682461 47.7000363, -0.0682677 47.7000939)",,
37420030,False,2,,Rue de la Tour d'Auvergne,unclassified,50,,True,76.81700000000001,"LINESTRING (-0.0695326 47.6992539, -0.0694156 47.6992384, -0.0690448 47.6991887, -0.0685465 47.6990689)",,
60611529,False,2,D 12,Boulevard Jean Moulin,secondary,50,yes,True,110.776,"LINESTRING (-0.0695326 47.6992539, -0.0695014 47.6993358, -0.0694062 47.6997942, -0.0693894 47.6999373, -0.069357 47.7002418)",,
"[164699066, 60611539, 164699068]",False,2,D 12,Boulevard de la République,secondary,50,yes,False,157.646,"LINESTRING (-0.0695326 47.6992539, -0.069547 47.6991961, -0.0697647 47.69856, -0.0698193 47.6984067, -0.0698581 47.6983195, -0.0699831 47.6980033, -0.0700217 47.6978754)",yes,
"[60821761, 1006777603, 924432758]",False,,,Grande Rue,residential,30,,False,183.216,"LINESTRING (-0.0695326 47.6992539, -0.0696623 47.6992745, -0.0698957 47.6992997, -0.0714578 47.6994919, -0.0717227 47.6995081, -0.071947 47.6995157)",,
37420084,True,1,,Rue Vernevelle,residential,30,,False,62.957,"LINESTRING (-0.071947 47.6995157, -0.0719528 47.6995634, -0.0719149 47.6998241, -0.0718701 47.7000253, -0.0718513 47.7000767)",,
924432758,False,,,Grande Rue,residential,30,,False,43.935,"LINESTRING (-0.071947 47.6995157, -0.0722464 47.6995162, -0.0724777 47.699521, -0.0725326 47.6995293)",,
"[60821761, 1006777603, 924432758]",False,,,Grande Rue,residential,30,,True,183.216,"LINESTRING (-0.071947 47.6995157, -0.0717227 47.6995081, -0.0714578 47.6994919, -0.0698957 47.6992997, -0.0696623 47.6992745, -0.0695326 47.6992539)",,
198218301,False,2,,Rue Henri IV,residential,30,,False,17.1,"LINESTRING (-0.0750798 47.6994096, -0.0751275 47.69956)",,
"[342119178, 1006776989]",True,1,,Grande Rue,residential,30,yes,False,136.86500000000004,"LINESTRING (-0.0750798 47.6994096, -0.0747561 47.6994538, -0.0745357 47.6994802, -0.0743206 47.6995056, -0.0741045 47.6995236, -0.0737763 47.6995314, -0.0735284 47.6995385, -0.0733837 47.6995437, -0.0732962 47.6995412, -0.0732668 47.6995392)",,
284032176,False,2,,Rue Henri IV,residential,30,,False,19.787,"LINESTRING (-0.0749302 47.6990173, -0.0750139 47.6991861)",,
37420122,True,,,Rue Fontevrault,residential,30,,False,139.98399999999998,"LINESTRING (-0.0749302 47.6990173, -0.0748805 47.69902, -0.0745863 47.6990207, -0.074345 47.6989976, -0.0742821 47.6987368, -0.0740857 47.6987333, -0.0733921 47.6987266)",,
538735033,False,2,,Rue Gallieni,residential,30,,True,84.10900000000001,"LINESTRING (-0.0749302 47.6990173, -0.0749234 47.6988316, -0.0749154 47.6983173, -0.0749179 47.698261)",,
118162257,True,1,,Rue du Collège,residential,30,,False,120.94300000000001,"LINESTRING (-0.0752494 47.7002289, -0.0759183 47.7002264, -0.0768647 47.7001999)",,
346558109,False,2,,Rue Henri IV,residential,30,,True,74.94800000000001,"LINESTRING (-0.0752494 47.7002289, -0.0752393 47.7001391, -0.0751332 47.6995896, -0.0751275 47.69956)",,
118160960,True,1,,Rue du Collège,residential,30,,False,112.611,"LINESTRING (-0.0737788 47.7004172, -0.073861 47.7004008, -0.0742607 47.700321, -0.0744046 47.7003033, -0.0749405 47.7002297, -0.0752494 47.7002289)",,
37420067,False,2,,Rue Belleborde,unclassified,50,,False,83.213,"LINESTRING (-0.0682677 47.7000939, -0.0683135 47.7001008, -0.068863 47.7001773, -0.0691983 47.7002264, -0.0693071 47.7002405, -0.069357 47.7002418)",,
37420102,False,2,,Rue Brasseur,unclassified,50,,True,116.673,"LINESTRING (-0.0682677 47.7000939, -0.0682461 47.7000363, -0.0684929 47.6991607, -0.0685186 47.6991177, -0.0685465 47.6990689)",,
118164284,False,2,,Rue Brasseur,unclassified,50,,False,130.159,"LINESTRING (-0.0682677 47.7000939, -0.0682703 47.7001391, -0.0682408 47.7003485, -0.0682247 47.7006572, -0.0682391 47.7012632)",,
37420152,False,2,,Rue Ravenel,unclassified,50,,True,92.32900000000001,"LINESTRING (-0.0682391 47.7012632, -0.0684288 47.7012592, -0.06865 47.7012572, -0.0693541 47.7013137, -0.0693996 47.7013174, -0.0694277 47.7013211, -0.0694669 47.7013215)",,
118164284,False,2,,Rue Brasseur,unclassified,50,,True,130.159,"LINESTRING (-0.0682391 47.7012632, -0.0682247 47.7006572, -0.0682408 47.7003485, -0.0682703 47.7001391, -0.0682677 47.7000939)",,
37420041,False,2,,Rue de la Dauversière,residential,30,,False,33.328,"LINESTRING (-0.0715909 47.7005706, -0.0720169 47.7004832)",,
"[37420041, 924432759]",False,2,,Rue de la Dauversière,residential,"['30', '50']",,True,137.545,"LINESTRING (-0.0715909 47.7005706, -0.0706541 47.7009324, -0.0702859 47.7011055, -0.0701326 47.7011978, -0.0701092 47.7012119, -0.0700882 47.7012311, -0.0700557 47.7012419)",,
37420142,True,,,Rue Bertrand Toutain,residential,30,,False,63.177,"LINESTRING (-0.0725326 47.6995293, -0.0725565 47.6995789, -0.0725503 47.7000949)",,
924432758,False,,,Grande Rue,residential,30,,True,43.935,"LINESTRING (-0.0725326 47.6995293, -0.0724777 47.699521, -0.0722464 47.6995162, -0.071947 47.6995157)",,
37420060,True,2,,Rue du Mouton,residential,30,,False,14.965,"LINESTRING (-0.0725503 47.7000949, -0.072365 47.7001455)",,
284032163,True,2,,Place du 8 Mai 1945,residential,30,,False,38.659,"LINESTRING (-0.0725503 47.7000949, -0.0725074 47.7001687, -0.0725128 47.7004371)",,
284032192,True,2,,Rue du 11 Novembre,residential,30,,False,82.327,"LINESTRING (-0.0725128 47.7004371, -0.0725705 47.7004866, -0.0725178 47.7010875, -0.0725142 47.701129, -0.0725112 47.7011629)",,
516123411,True,1,,Rue du Collège,residential,30,,False,49.787,"LINESTRING (-0.0725128 47.7004371, -0.0729189 47.7004398, -0.073178 47.7004439)",,
908806799,False,2,,Boulevard d'Alger,tertiary,50,,True,36.933,"LINESTRING (-0.0725112 47.7011629, -0.0725823 47.7011614, -0.0730045 47.7011526)",,
37420041,False,2,,Rue de la Dauversière,residential,30,,True,33.328,"LINESTRING (-0.0720169 47.7004832, -0.0715909 47.7005706)",,
118160957,True,1,,Rue de la Dauversière,residential,30,,False,37.497,"LINESTRING (-0.0720169 47.7004832, -0.0724089 47.7004409, -0.0724608 47.700439, -0.0725128 47.7004371)",,
36938149,True,,,Rue de la Halle au Blé,residential,30,,False,62.228,"LINESTRING (-0.0731944 47.7000967, -0.0731965 47.7000806, -0.073265 47.6995491, -0.0732668 47.6995392)",,
37420060,True,2,,Rue du Mouton,residential,30,,False,48.202,"LINESTRING (-0.0731944 47.7000967, -0.0729211 47.7000959, -0.0725503 47.7000949)",,
118164313,True,,,Rue Grollier,residential,30,,False,90.852,"LINESTRING (-0.0733921 47.6987266, -0.0733818 47.698806, -0.0733454 47.6990874, -0.0732668 47.6995392)",,
37420024,False,,,Place Marie Pape-Carpantier,residential,30,,False,25.43,"LINESTRING (-0.0755211 47.6982454, -0.075527 47.6982789, -0.0755509 47.6984732)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,False,70.265,"LINESTRING (-0.0755211 47.6982454, -0.0761908 47.698213, -0.076458 47.6982049)",,
538735039,False,1,,Rue Pape-Carpantier,residential,30,,True,45.63399999999999,"LINESTRING (-0.0755211 47.6982454, -0.0750203 47.6982727, -0.0749582 47.6982747, -0.0749179 47.698261)",,
37420024,False,,,Place Marie Pape-Carpantier,residential,30,,True,25.43,"LINESTRING (-0.0755509 47.6984732, -0.075527 47.6982789, -0.0755211 47.6982454)",,
60611522,False,2,D 323,Promenade du Maréchal Foch,primary,50,yes,False,113.04400000000001,"LINESTRING (-0.0764719 47.6977575, -0.0763929 47.6977546, -0.0754575 47.69772, -0.0751106 47.6977123, -0.0749632 47.697709)",,
60611522,False,2,D 323,Promenade du Maréchal Foch,primary,50,yes,True,87.391,"LINESTRING (-0.0764719 47.6977575, -0.0768826 47.6977727, -0.0774009 47.6977919, -0.0776379 47.6978)",,
924432763,False,1,,Rue Fouquet de la Varenne,residential,50,,False,17.113999999999997,"LINESTRING (-0.0764719 47.6977575, -0.0764711 47.6977974, -0.076471 47.6978338, -0.07647 47.6979114)",,
198218300,True,1,,Rue Fouquet de la Varenne,residential,30,,False,107.155,"LINESTRING (-0.076409 47.699168, -0.0764447 47.6984667, -0.076456 47.6982446, -0.076458 47.6982049)",,
"[532315424, 172547704, 172547703]",True,2,,Rue des Lavallois,residential,30,,False,86.078,"LINESTRING (-0.0777496 47.6997557, -0.077884 47.6997925, -0.0782439 47.6998758, -0.0785816 47.6999994, -0.0786652 47.7000261, -0.0787924 47.7000765)",,
37420021,True,1,,Rue des Lavallois,residential,30,,False,49.819,"LINESTRING (-0.0774056 47.7001359, -0.0777026 47.6997892, -0.0777304 47.6997787, -0.0777496 47.6997557)",,
118162257,True,1,,Rue du Collège,residential,30,,False,97.251,"LINESTRING (-0.0774056 47.7001359, -0.0785168 47.7003094, -0.0786332 47.7003203, -0.0786741 47.7003241)",,
118162257,True,1,,Rue du Collège,residential,30,,False,41.099,"LINESTRING (-0.0768647 47.7001999, -0.0774056 47.7001359)",,
37420057,True,1,,Rue de la Cure,residential,30,,False,81.255,"LINESTRING (-0.0768647 47.7001999, -0.0768402 47.7000433, -0.0767673 47.6998706, -0.0766489 47.699485)",,
1006748280,True,2,,Rue Carnot,residential,30,,False,14.112,"LINESTRING (-0.0766489 47.699485, -0.0768361 47.6994697)",,
37420071,False,2,,Rue Saint-Pierre,residential,50,,False,198.221,"LINESTRING (-0.0806506 47.6979141, -0.0806654 47.6979539, -0.0810264 47.6989013, -0.0812885 47.6996442)",,
150698840,False,2,D 323,Boulevard Latouche,primary,50,yes,False,93.807,"LINESTRING (-0.0806506 47.6979141, -0.0800313 47.6978902, -0.0793992 47.6978658)",,
37420071,False,2,,Rue Saint-Pierre,residential,50,,True,198.221,"LINESTRING (-0.0812885 47.6996442, -0.0810264 47.6989013, -0.0806654 47.6979539, -0.0806506 47.6979141)",,
1251946818,True,2,,Rue Saint-Jacques,residential,30,,False,75.56700000000001,"LINESTRING (-0.0812885 47.6996442, -0.0805784 47.6997538, -0.0804943 47.6997614, -0.0802984 47.6997706)",,
"[150358466, 150358452, 517907590]",False,2,D 308,Rue de la Beufferie,tertiary,50,yes,True,231.481,"LINESTRING (-0.0750233 47.6965554, -0.0749695 47.6958941, -0.0753745 47.6952941, -0.0758254 47.6947241, -0.0758919 47.6946185)",yes,
164699071,False,,,Place de l'Hôtel de Ville,residential,,,True,69.553,"LINESTRING (-0.0750233 47.6965554, -0.074831 47.6964673, -0.0747661 47.6964488, -0.0741643 47.6963322)",,
284032173,False,2,D 308,Rue Gallieni,tertiary,50,yes,False,128.375,"LINESTRING (-0.0750233 47.6965554, -0.0750241 47.6966917, -0.0750245 47.6967551, -0.0750151 47.6969011, -0.0749736 47.6975476, -0.07497 47.6976036, -0.0749632 47.697709)",,
356071628,False,2,D 12,Place Thiers,secondary,50,yes,False,41.815000000000005,"LINESTRING (-0.0700557 47.7012419, -0.0699324 47.701212, -0.0696272 47.701134, -0.0695265 47.701141)",,
"[37420041, 924432759]",False,2,,Rue de la Dauversière,residential,"['50', '30']",,False,137.54500000000002,"LINESTRING (-0.0700557 47.7012419, -0.0700882 47.7012311, -0.0701092 47.7012119, -0.0701326 47.7011978, -0.0702859 47.7011055, -0.0706541 47.7009324, -0.0715909 47.7005706)",,
172546729,False,2,,Rue du Parc,residential,30,,False,38.003,"LINESTRING (-0.0786741 47.7003241, -0.0785043 47.7006462)",,
172546729,False,2,,Rue du Parc,residential,30,,True,28.927999999999997,"LINESTRING (-0.0786741 47.7003241, -0.0787112 47.7002549, -0.0787831 47.7000995, -0.0787924 47.7000765)",,
1251946817,False,2,,Rue Saint-Jacques,residential,50,,False,7.032,"LINESTRING (-0.0789455 47.6995215, -0.079036 47.6995385)",,
263390597,True,1,,Rue Carnot,residential,30,,False,85.994,"LINESTRING (-0.0789455 47.6995215, -0.0783449 47.6993906, -0.0778285 47.6993652)",,
37420033,True,2,,Rue du Parc,residential,30,,False,62.77700000000001,"LINESTRING (-0.0787924 47.7000765, -0.0788273 47.6999714, -0.0789264 47.6995942, -0.0789338 47.6995659, -0.0789387 47.6995477, -0.0789455 47.6995215)",,
172546729,False,2,,Rue du Parc,residential,30,,False,28.927999999999997,"LINESTRING (-0.0787924 47.7000765, -0.0787831 47.7000995, -0.0787112 47.7002549, -0.0786741 47.7003241)",,
875226562,True,1,,Rue de la Magdeleine,residential,30,,False,111.55,"LINESTRING (-0.0787924 47.7000765, -0.0788514 47.7000957, -0.0795334 47.7003178, -0.0801041 47.7005507)",,
172546729,False,2,,Rue du Parc,residential,30,,True,38.003,"LINESTRING (-0.0785043 47.7006462, -0.0786741 47.7003241)",,
908806799,False,2,,Boulevard d'Alger,tertiary,50,,False,36.933,"LINESTRING (-0.0730045 47.7011526, -0.0725823 47.7011614, -0.0725112 47.7011629)",,
