osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,junction
107906561,True,D 1084,Rue Louis Dumont,primary,False,24.413,"LINESTRING (5.8281369 46.1098964, 5.8281954 46.1100185, 5.828204 46.1100433, 5.8282102 46.1100689, 5.8282128 46.1100854, 5.8282145 46.1101082)",,,,
1145442391,True,,Place Gambetta,primary,False,15.862000000000002,"LINESTRING (5.8281369 46.1098964, 5.8281271 46.1099136, 5.8281142 46.1099281, 5.8281016 46.1099383, 5.8280849 46.1099484, 5.828061 46.1099584, 5.8280319 46.1099654, 5.8280066 46.1099679, 5.8279779 46.1099669)",1,50,,
1079499799,True,D 1084,,primary,False,30.802,"LINESTRING (5.8278872 46.1098074, 5.8279712 46.1096946, 5.8280998 46.1095739)",,50,,
1145442393,True,,Place Gambetta,primary,False,18.096999999999998,"LINESTRING (5.8278872 46.1098074, 5.827909 46.109792, 5.8279306 46.1097819, 5.8279529 46.109775, 5.8279862 46.1097701, 5.8280133 46.1097701, 5.8280527 46.1097768, 5.8280789 46.1097863, 5.8280961 46.1097957)",1,50,,
"[501744214, 1079499803, 1139140830]",False,D 1084,Rue Louis Dumont,primary,False,82.36,"LINESTRING (5.8282145 46.1101082, 5.828224 46.1101309, 5.8282772 46.1102585, 5.8282957 46.1103027, 5.8283254 46.1103741, 5.8283348 46.1104005, 5.8283412 46.1104251, 5.8283452 46.1104484, 5.8283474 46.1104745, 5.8283473 46.1104982, 5.8283453 46.1105214, 5.8283418 46.1105424, 5.8283379 46.110566, 5.8283297 46.1105939, 5.8283194 46.1106238, 5.8283069 46.1106554, 5.8282959 46.1106801, 5.8282808 46.1107104, 5.8282649 46.1107392, 5.8282504 46.1107631, 5.8282299 46.1107942, 5.8282109 46.1108205)",,,,
1079499804,True,D 1084,Rue Louis Dumont,primary,False,24.121000000000002,"LINESTRING (5.8282145 46.1101082, 5.8281689 46.1100749, 5.8281406 46.1100564, 5.8281154 46.110041, 5.8280409 46.1100003, 5.8279779 46.1099669)",,,,
76733336,False,,Rue Joseph Bara,residential,True,39.245000000000005,"LINESTRING (5.8245603 46.1069146, 5.824579 46.1068909, 5.8245926 46.1068718, 5.8247336 46.1066497, 5.8247696 46.106593)",,,,
"[108567704, 701675382]",True,,Rue de la République,primary,False,120.704,"LINESTRING (5.8245603 46.1069146, 5.8246365 46.1069387, 5.8251992 46.1071176, 5.8253568 46.1071659, 5.8258982 46.1073341, 5.8259862 46.1073629)",1,,,
19800041,False,D 1508,Avenue de la Gare,primary,True,88.404,"LINESTRING (5.8264423 46.1101167, 5.8264869 46.1101305, 5.8265527 46.1101426, 5.8265704 46.1101446, 5.8265866 46.1101459, 5.8266076 46.110147, 5.8266308 46.1101472, 5.8266487 46.1101468, 5.8266774 46.1101448, 5.8267027 46.1101419, 5.8268639 46.1101178, 5.8273242 46.110049, 5.8275619 46.1100134)",2,,,
714952759,True,D 16d,Avenue de la Gare,residential,False,21.89,"LINESTRING (5.8264423 46.1101167, 5.826283 46.1101756, 5.8262384 46.1101888, 5.8261856 46.1101993)",,,,
1137192765,True,D 1508,Rue Lafayette,primary,False,12.149000000000001,"LINESTRING (5.8264423 46.1101167, 5.8264025 46.1101035, 5.8263705 46.1100888, 5.82635 46.1100684, 5.8263356 46.1100431)",,,,
100603097,False,,Place Charles de Gaulle,residential,False,11.058,"LINESTRING (5.824397 46.1098387, 5.8242976 46.109767)",,,,
27496572,False,D 16d,Avenue de la Gare,residential,True,148.58599999999998,"LINESTRING (5.824397 46.1098387, 5.8245198 46.1099194, 5.8247299 46.1100097, 5.824851 46.1100519, 5.8249891 46.1100921, 5.8250921 46.1101181, 5.8252208 46.1101471, 5.8253432 46.1101718, 5.8254628 46.1101944, 5.8256272 46.110215, 5.8257496 46.1102233, 5.8258789 46.1102253, 5.8260502 46.110219, 5.8261435 46.1102072, 5.8261856 46.1101993)",,,,
27496591,True,,Rue Joseph Bertola,residential,False,107.73100000000001,"LINESTRING (5.8249792 46.1089602, 5.8249234 46.1090509, 5.8248215 46.1092111, 5.8247516 46.1092751, 5.8244332 46.1097811, 5.824397 46.1098387)",1,,,
107907129,True,,Rue Joseph Bertola,residential,False,57.065,"LINESTRING (5.8259862 46.1073629, 5.8259463 46.1074526, 5.8258495 46.1075994, 5.8258335 46.1076235, 5.8256864 46.1078312)",1,30,,
701675382,True,,Rue de la République,primary,False,93.071,"LINESTRING (5.8259862 46.1073629, 5.8261378 46.1074081, 5.8265796 46.1075474, 5.827002 46.1076856, 5.8270844 46.1077104)",,,,
1165489555,True,,Place Gambetta,primary,False,1.655,"LINESTRING (5.8279779 46.1099669, 5.827957 46.1099635)",1,50,,
33912436,False,D 16b,Rue Jules Ferry,tertiary,False,182.475,"LINESTRING (5.8290196 46.1115878, 5.8290039 46.1115017, 5.8290569 46.1113938, 5.8292065 46.1110757, 5.8293393 46.1106867, 5.8294535 46.1103157, 5.8295635 46.1100817, 5.8295988 46.1100566, 5.8296389 46.1100207)",,50,,
77010153,False,D 16f,Rue Hoche,tertiary,True,366.945,"LINESTRING (5.8290196 46.1115878, 5.8291149 46.1115429, 5.8291912 46.1115009, 5.8292933 46.1114393, 5.8295963 46.1111911, 5.8299422 46.1109006, 5.8302071 46.1106632, 5.8303733 46.110498, 5.8306045 46.1102385, 5.8307981 46.1100395, 5.8311469 46.1098479, 5.831333 46.1097272, 5.8316394 46.1094801, 5.831716 46.1094211, 5.8319855 46.1092982, 5.8322388 46.1092106)",,50,,
108567533,False,D 1206,Rue Joseph Marion,primary,False,9.09,"LINESTRING (5.8303557 46.1082989, 5.830471 46.1082818)",,50,,
"[27646344, 27646412, 27646391]",False,D 1206,"['Place Victor Bérard', 'Rue Joseph Marion']",primary,True,70.225,"LINESTRING (5.8303557 46.1082989, 5.8302483 46.1083128, 5.8302293 46.1083154, 5.8299113 46.1083582, 5.8298082 46.108372, 5.8296632 46.1083911, 5.8295689 46.108403, 5.8294603 46.1084148)",,50,yes,
33912436,False,D 16b,Rue Jules Ferry,tertiary,True,216.402,"LINESTRING (5.8303557 46.1082989, 5.8303286 46.1083901, 5.830311 46.1084544, 5.8303094 46.1085113, 5.8303386 46.1086458, 5.8303638 46.1088746, 5.8303526 46.1089471, 5.8303257 46.1090123, 5.8301987 46.1091577, 5.8301148 46.1092236, 5.8297229 46.1094583, 5.8296536 46.1095035, 5.8296073 46.1095535, 5.8295705 46.1095987, 5.8295545 46.1096362, 5.829554 46.1096859, 5.8295701 46.1097375, 5.829638 46.1099371, 5.8296389 46.1100207)",,50,,
204647427,True,,Rue Viala,residential,False,144.75799999999998,"LINESTRING (5.8273727 46.1060185, 5.8272747 46.1059875, 5.8270944 46.1059304, 5.827012 46.1059049, 5.8269296 46.1058793, 5.8267058 46.1062369, 5.8264218 46.1066631, 5.8263602 46.1067593)",,,,
204647427,True,,Rue Viala,residential,False,17.97,"LINESTRING (5.8263602 46.1067593, 5.826323 46.1068174, 5.8262656 46.106907)",,,,
76733336,False,,Rue Joseph Bara,residential,False,39.245,"LINESTRING (5.8247696 46.106593, 5.8247336 46.1066497, 5.8245926 46.1068718, 5.824579 46.1068909, 5.8245603 46.1069146)",,,,
76733336,False,,Rue Joseph Bara,residential,True,34.028999999999996,"LINESTRING (5.8247696 46.106593, 5.8249075 46.1063777, 5.8249487 46.1063133)",,,,
204647427,True,,Rue Viala,residential,False,17.788,"LINESTRING (5.8262656 46.106907, 5.8261736 46.1070537)",,,,
49677088,False,,Rue Francis,residential,True,94.043,"LINESTRING (5.8262656 46.106907, 5.8263063 46.1069197, 5.8263624 46.1069371, 5.8267921 46.1070706, 5.8273798 46.1072513)",,,,
49677085,True,,Rue Alphonse Baudin,residential,False,120.229,"LINESTRING (5.8261736 46.1070537, 5.8261167 46.1070232, 5.8259973 46.1069841, 5.825568 46.1068476, 5.8252916 46.1067595, 5.8251216 46.1067241, 5.8249454 46.1066677, 5.8248494 46.1066177, 5.8247696 46.106593)",,,,
76733320,False,,Rue Alphonse Baudin,residential,True,46.255,"LINESTRING (5.8261736 46.1070537, 5.8261883 46.1070618, 5.8267181 46.1072275)",,,,
204647427,True,,Rue Viala,residential,False,37.351,"LINESTRING (5.8261736 46.1070537, 5.8261483 46.1070982, 5.8260066 46.1073129, 5.8259862 46.1073629)",,,,
43945062,False,,Rue Docteur Jean Malet,residential,True,16.291,"LINESTRING (5.8273798 46.1072513, 5.8274716 46.1072666, 5.8275769 46.1073018)",,,,
49677088,False,,Rue Francis,residential,False,94.043,"LINESTRING (5.8273798 46.1072513, 5.8267921 46.1070706, 5.8263624 46.1069371, 5.8263063 46.1069197, 5.8262656 46.106907)",,,,
43945062,False,,Rue Docteur Jean Malet,residential,False,16.291,"LINESTRING (5.8275769 46.1073018, 5.8274716 46.1072666, 5.8273798 46.1072513)",,,,
43945062,False,,Rue Docteur Jean Malet,residential,True,101.51,"LINESTRING (5.8275769 46.1073018, 5.8276189 46.1073151, 5.827661 46.1073284, 5.8280061 46.1074466, 5.8280627 46.107463, 5.8282776 46.1075252, 5.8283538 46.1075288, 5.8284124 46.1075063, 5.8284987 46.1074564, 5.8286718 46.1073247, 5.8286935 46.107308)",,,,
"[49677084, 269741470]",False,,"['Rue Poncelet', 'Place Henri Dunant']",residential,True,169.53400000000002,"LINESTRING (5.8275769 46.1073018, 5.827785 46.1069811, 5.827888 46.1068599, 5.8279965 46.106715, 5.8282256 46.1067812, 5.828261 46.1067914, 5.8282686 46.1068226, 5.8282819 46.1068775, 5.8283479 46.1071847, 5.8283745 46.107208, 5.8285486 46.1072648, 5.8285907 46.107276, 5.8286935 46.107308)",,,,
76733326,True,,Rue Jean Jaurès,residential,False,74.436,"LINESTRING (5.8247985 46.1075682, 5.8248661 46.1075893, 5.8256363 46.1078159, 5.8256864 46.1078312)",1,,,
76733322,True,,Rue Poncelet,residential,False,55.905,"LINESTRING (5.8270844 46.1077104, 5.8271084 46.1076755, 5.8273184 46.1073405, 5.8273798 46.1072513)",,,,
701675382,True,,Rue de la République,primary,False,183.476,"LINESTRING (5.8270844 46.1077104, 5.8274077 46.1078182, 5.8277698 46.1079373, 5.8279698 46.1080008, 5.8283152 46.1081102, 5.8284176 46.1081428, 5.8290367 46.1083402, 5.8290817 46.1083549, 5.8291027 46.1083613, 5.829242 46.1084067)",,,,
107907129,True,,Rue Joseph Bertola,residential,False,37.639,"LINESTRING (5.8256864 46.1078312, 5.8256576 46.1078769, 5.8255419 46.1080742, 5.8255002 46.1081441)",1,30,,
76733319,True,,Rue Parmentier,residential,False,94.712,"LINESTRING (5.826679 46.1094239, 5.8267783 46.1094823, 5.8271375 46.1097091, 5.8272336 46.1097985, 5.8274678 46.1099459, 5.8275121 46.1099777, 5.8275619 46.1100134)",,50,,
76733323,True,,Rue Zéphirin Jeantet,residential,False,91.601,"LINESTRING (5.826679 46.1094239, 5.8267293 46.1093569, 5.8268636 46.1091375, 5.8271106 46.1087516, 5.8271619 46.1086714)",,,,
714952762,True,,Rue Zéphirin Jeantet,residential,False,58.092999999999996,"LINESTRING (5.826679 46.1094239, 5.8266115 46.1095191, 5.8264104 46.1098401, 5.8263853 46.1098697, 5.8263521 46.109892)",,,,
1121031216,False,D 1084,Rue Paul Painlevé,primary,False,6.894,"LINESTRING (5.8281476 46.1095215, 5.8280998 46.1095739)",2,50,,
23097478,False,D 1084,Rue Paul Painlevé,primary,True,145.12400000000002,"LINESTRING (5.8281476 46.1095215, 5.8282111 46.1094574, 5.8283126 46.1093553, 5.8286681 46.1089977, 5.8290385 46.1086243, 5.8290544 46.1086065, 5.8291036 46.1085653, 5.829165 46.1085222, 5.8292109 46.1084944, 5.829251 46.1084676)",2,50,,
225773822,False,,Rue Lamartine,residential,True,121.31,"LINESTRING (5.8281476 46.1095215, 5.8280864 46.1094612, 5.8280296 46.1094076, 5.8274555 46.1089205, 5.8272156 46.1087169, 5.8271619 46.1086714)",,,,
"[76733337, 76733329]",False,,"['Rue des Papetiers', 'Rue de Savoie']",residential,False,178.25300000000001,"LINESTRING (5.8247836 46.1052692, 5.8255052 46.1054886, 5.8256933 46.1055458, 5.8254728 46.1058812, 5.8251766 46.1063317, 5.8251463 46.1063778)",,,,
76733332,False,,Ruelle des Arts,residential,False,31.510000000000005,"LINESTRING (5.8274113 46.1084474, 5.8273904 46.10846, 5.8272078 46.108629, 5.8272045 46.108632, 5.8271619 46.1086714)",,,,
76733325,True,,Rue Lamartine,residential,False,75.645,"LINESTRING (5.8255002 46.1081441, 5.8254431 46.1081257, 5.8249139 46.1079674, 5.8246468 46.1078831, 5.8246027 46.1078692)",1,50,,
107907129,True,,Rue Joseph Bertola,residential,False,48.188,"LINESTRING (5.8255002 46.1081441, 5.8254626 46.1082068, 5.8253596 46.1083677, 5.8253 46.1084607, 5.8252527 46.108542)",1,30,,
8516910,True,D 1508,Rue Lafayette,primary,False,144.606,"LINESTRING (5.8262647 46.1099036, 5.8262417 46.1098974, 5.8262131 46.1098859, 5.8255829 46.1094121, 5.8255185 46.1093636, 5.8250719 46.1090293, 5.8249792 46.1089602)",,,,
76733319,True,,Rue Parmentier,residential,False,147.332,"LINESTRING (5.8252527 46.108542, 5.8253119 46.1085782, 5.8253669 46.1086125, 5.8256779 46.1088061, 5.8259842 46.1089956, 5.8262599 46.1091661, 5.8265576 46.1093473, 5.8266351 46.1093962, 5.826679 46.1094239)",,50,,
107907129,True,,Rue Joseph Bertola,residential,False,51.059,"LINESTRING (5.8252527 46.108542, 5.8252326 46.1085731, 5.8250351 46.1088768, 5.8249792 46.1089602)",1,30,,
76733320,False,,Rue Alphonse Baudin,residential,False,46.255,"LINESTRING (5.8267181 46.1072275, 5.8261883 46.1070618, 5.8261736 46.1070537)",,,,
76733332,False,,Ruelle des Arts,residential,True,31.509999999999998,"LINESTRING (5.8271619 46.1086714, 5.8272045 46.108632, 5.8272078 46.108629, 5.8273904 46.10846, 5.8274113 46.1084474)",,,,
