osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
643052636,D 31e,Rue Charles de Gaulle,tertiary,False,False,22.172,"LINESTRING (2.3783455 48.610589, 2.3784642 48.6107723)",,,
90829942,,Rue Montaubert,residential,False,False,121.731,"LINESTRING (2.3783455 48.610589, 2.3784971 48.6105368, 2.3785775 48.6105031, 2.3786178 48.6104658, 2.3788267 48.6101013, 2.3788511 48.6100588, 2.3790857 48.6096495)",,,
643052636,D 31e,Rue Charles de Gaulle,tertiary,False,True,68.944,"LINESTRING (2.3783455 48.610589, 2.3782157 48.6104283, 2.3779037 48.6100421)",,,
90829951,,Impasse des Alouettes,residential,False,False,89.394,"LINESTRING (2.3784642 48.6107723, 2.3796182 48.610519)",,,
643052636,D 31e,Rue Charles de Gaulle,tertiary,False,False,16.254,"LINESTRING (2.3784642 48.6107723, 2.378549 48.6109073)",,,
643052636,D 31e,Rue Charles de Gaulle,tertiary,False,True,22.172,"LINESTRING (2.3784642 48.6107723, 2.3783455 48.610589)",,,
88478858,D 31e,Rue Charles de Gaulle,tertiary,False,False,35.507000000000005,"LINESTRING (2.3802346 48.6135777, 2.3802951 48.6135841, 2.3803651 48.6135772, 2.380579 48.613544, 2.3807022 48.6135141)",30,,
88478857,,Rue Charles de Gaulle,tertiary,True,False,24.021,"LINESTRING (2.3807022 48.6135141, 2.3807703 48.6136118, 2.3808207 48.613715)",30,2,
88478858,D 31e,Rue Charles de Gaulle,tertiary,False,True,35.507,"LINESTRING (2.3807022 48.6135141, 2.380579 48.613544, 2.3803651 48.6135772, 2.3802951 48.6135841, 2.3802346 48.6135777)",30,,
643052638,,Rue Pasteur,tertiary,False,False,242.74599999999995,"LINESTRING (2.3807022 48.6135141, 2.3808008 48.61347, 2.3809768 48.6133816, 2.3811596 48.6132722, 2.3814146 48.6131195, 2.3816068 48.6130235, 2.3818306 48.6129324, 2.3820216 48.6128554, 2.3821737 48.6127933, 2.3821876 48.6127876, 2.3823205 48.6127483, 2.3827908 48.6126094, 2.3828951 48.6125702, 2.3830001 48.6125178, 2.3830889 48.6124462, 2.3831668 48.6123618, 2.3832873 48.6122193)",,,
