osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,tunnel,junction,access,bridge
20220076,True,2,D 910,Grande Rue,primary,50,False,9.785,"LINESTRING (2.2193285 48.8266198, 2.2192049 48.8265863)",,,,,
165763283,True,,,,unclassified,,False,26.737000000000002,"LINESTRING (2.2193285 48.8266198, 2.2193201 48.8266653, 2.2193144 48.8266839, 2.2192027 48.8268434)",,,,,
545306451,True,,D 910,,primary,50,False,4.645,"LINESTRING (2.2158804 48.8254423, 2.2158364 48.8254122)",,,,,
670193811,True,1,,Rue Brancas,residential,30,False,150.033,"LINESTRING (2.2158804 48.8254423, 2.2159039 48.8254905, 2.2158576 48.8256065, 2.2158464 48.8256909, 2.2158802 48.8257513, 2.2159509 48.8258105, 2.2167165 48.8260476, 2.2170641 48.826177, 2.2172156 48.8262671)",5.28,,,,
"[21550442, 229716221]",False,2,D 407,Rue de Ville d'Avray,secondary,50,False,170.87099999999998,"LINESTRING (2.2079665 48.824303, 2.2078305 48.8244069, 2.2077215 48.824502, 2.2073868 48.8247813, 2.2072259 48.8249275, 2.2070928 48.8251078, 2.2070189 48.8253368, 2.206985 48.8254615, 2.2069342 48.8255423, 2.206861 48.8256246)",,,,,
21550444,True,1,D 407,Rue de Ville d'Avray,secondary,50,False,84.96600000000001,"LINESTRING (2.2079665 48.824303, 2.20822 48.8241252, 2.2085727 48.8238722, 2.2086042 48.8238496, 2.2086339 48.8238283, 2.2087009 48.8237907, 2.2087727 48.8237549)",,,,,
"[90396385, 30014796, 20364029]",False,2,,Rue des Bruyères,tertiary,30,True,41.739,"LINESTRING (2.2189943 48.820854, 2.2188182 48.8210299, 2.2187287 48.8211068, 2.2186761 48.8211651)",,yes,,,
229716221,False,,D 407,Rue de Ville d'Avray,secondary,50,False,16.329,"LINESTRING (2.206861 48.8256246, 2.2066885 48.8257177)",,,,,
"[21550442, 229716221]",False,2,D 407,Rue de Ville d'Avray,secondary,50,True,170.871,"LINESTRING (2.206861 48.8256246, 2.2069342 48.8255423, 2.206985 48.8254615, 2.2070189 48.8253368, 2.2070928 48.8251078, 2.2072259 48.8249275, 2.2073868 48.8247813, 2.2077215 48.824502, 2.2078305 48.8244069, 2.2079665 48.824303)",,,,,
1112016437,False,,,,residential,,True,18.445,"LINESTRING (2.206861 48.8256246, 2.2069015 48.8256416, 2.206928 48.8256924, 2.2069581 48.8257193, 2.2070267 48.8257328)",,,,,
10859545,True,2,D 910,Grande Rue,primary,50,False,74.41,"LINESTRING (2.2123835 48.8241514, 2.2126697 48.8242665, 2.2127631 48.8243041, 2.2132652 48.8244839)",,,,,
545304383,True,2,,Avenue de l'Europe,primary,50,False,11.221,"LINESTRING (2.2123835 48.8241514, 2.2123756 48.8241761, 2.2123583 48.8241986, 2.2123328 48.8242174, 2.2123008 48.8242313)",,,circular,,
442654675,True,2,D 910,Avenue de l'Europe,primary,50,False,275.18,"LINESTRING (2.2098486 48.8232358, 2.2097886 48.8232136, 2.209652 48.8231568, 2.2087441 48.8227707, 2.2086576 48.8227319, 2.2086304 48.8227197, 2.2085873 48.8227012, 2.2081227 48.8225044, 2.2076713 48.8223334, 2.2073992 48.8222518, 2.2067567 48.8221218, 2.2067265 48.8221157, 2.2066816 48.8221066, 2.2065497 48.822086)",,,,,
1204703743,True,1,D 910,,primary,,False,6.7219999999999995,"LINESTRING (2.2065497 48.822086, 2.2065113 48.8221026, 2.2064667 48.8221097)",,,,,
545303739,True,1,D 910,,primary,,False,10.154,"LINESTRING (2.2064667 48.8221097, 2.2064207 48.8221066, 2.206379 48.8220935, 2.2063464 48.8220719)",,,,,
1204703742,True,1,D 910,,primary,,False,4.143,"LINESTRING (2.2063833 48.8219461, 2.2064361 48.8219327)",,,,,
20220100,True,2,D 910,Avenue de l'Europe,primary,50,False,74.571,"LINESTRING (2.2065852 48.8219912, 2.2067246 48.8220254, 2.2074087 48.8221784, 2.2075452 48.8222149)",,,,,
545303740,True,1,,Grande Rue,primary,50,False,11.443999999999999,"LINESTRING (2.2065852 48.8219912, 2.2065919 48.8220109, 2.2065889 48.8220421, 2.2065742 48.8220659, 2.2065497 48.822086)",,,,,
545306449,True,,D 910,,primary,50,False,5.204,"LINESTRING (2.2159637 48.8253156, 2.216016 48.8253473)",,,,,
21365607,False,2,,Avenue Camille Sée,residential,,False,111.83500000000001,"LINESTRING (2.2159637 48.8253156, 2.2159857 48.8252632, 2.2159957 48.8252398, 2.2160066 48.8252144, 2.2160914 48.8250163, 2.2162887 48.8245557, 2.2163778 48.8243475)",,,,,
545303742,True,1,,Grande Rue,primary,50,False,15.785,"LINESTRING (2.2063464 48.8220719, 2.2063249 48.8220394, 2.2063244 48.8220039, 2.206345 48.8219711, 2.2063833 48.8219461)",,,,,
545304386,True,2,,Avenue de l'Europe,primary,,False,10.981,"LINESTRING (2.2123008 48.8242313, 2.2122527 48.8242404, 2.2122028 48.8242383, 2.2121568 48.8242255)",,,circular,,
442654674,False,1,D 407,Grande Rue,secondary,50,False,66.63,"LINESTRING (2.2119834 48.8243549, 2.2118614 48.8243556, 2.2115651 48.8243378, 2.2113667 48.82432, 2.2110859 48.8242713)",,,,,
442654674,False,1,D 407,Grande Rue,secondary,50,True,19.540999999999997,"LINESTRING (2.2119834 48.8243549, 2.2119976 48.8243506, 2.212026 48.824342, 2.2120486 48.8243219, 2.2121568 48.8242255)",,,,,
1112016438,False,,,,living_street,,False,82.388,"LINESTRING (2.2119834 48.8243549, 2.2120811 48.8243976, 2.2130389 48.8246047)",,,,,
10427192,True,2,,Avenue de l'Europe,primary,50,False,12.091,"LINESTRING (2.2120897 48.8241565, 2.2120901 48.8241336, 2.212102 48.8241046, 2.2121268 48.8240793, 2.2121579 48.8240638)",,,circular,,
442654675,True,2,D 910,Avenue de l'Europe,primary,50,False,122.74499999999999,"LINESTRING (2.2120897 48.8241565, 2.2119512 48.824077, 2.2118696 48.8240293, 2.2115767 48.8239178, 2.2114046 48.8238516, 2.2112302 48.8237846, 2.2111596 48.8237579, 2.2106894 48.8235543)",,,,,
10857957,True,1,D 910,,primary,,False,13.658000000000001,"LINESTRING (2.2064361 48.8219327, 2.206506 48.8219376, 2.2065545 48.8219587, 2.2065852 48.8219912)",,,,,
20329319,True,2,,Place Gabriel Péri,residential,30,False,64.738,"LINESTRING (2.2064361 48.8219327, 2.2064215 48.8218651, 2.2064025 48.8218536, 2.2063343 48.8218383, 2.2058888 48.8217382, 2.2058432 48.8217005, 2.2058413 48.8216529, 2.2058912 48.821624)",,,,,
20329319,True,2,,Place Gabriel Péri,residential,30,False,78.81,"LINESTRING (2.2058912 48.821624, 2.2059834 48.8216135, 2.2064226 48.82176, 2.206599 48.8217398, 2.2067478 48.8215596)",,,,,
20329860,True,1,,Rue des Bois,unclassified,30,False,131.757,"LINESTRING (2.2067478 48.8215596, 2.206833 48.8215827, 2.2074552 48.8217474, 2.2075337 48.8217568, 2.2076026 48.8217532, 2.2076563 48.8217418, 2.2076957 48.8217183, 2.2077065 48.821672, 2.2077094 48.821641, 2.2074861 48.821232)",,,,,
20329795,False,2,,Rue des Bois,residential,30,False,92.366,"LINESTRING (2.206304 48.8202499, 2.2063004 48.8203043, 2.2063369 48.8203742, 2.2065158 48.8204786, 2.2072232 48.8207614)",,,,,
20329795,False,2,,Rue des Bois,residential,30,True,92.36599999999999,"LINESTRING (2.2072232 48.8207614, 2.2065158 48.8204786, 2.2063369 48.8203742, 2.2063004 48.8203043, 2.206304 48.8202499)",,,,,
21363481,True,1,,Rue des Pommerets,unclassified,30,False,115.084,"LINESTRING (2.2072232 48.8207614, 2.2080569 48.821109, 2.2086022 48.8212487)",,,,,
229716231,False,,,Rue des Fontaines,residential,30,True,12.537,"LINESTRING (2.2123906 48.8206646, 2.2123486 48.8207739)",,,,,
33746980,False,,,Rue Henri Duveyrier,residential,,False,96.946,"LINESTRING (2.2123906 48.8206646, 2.2124552 48.8206818, 2.2127614 48.8207632, 2.2128969 48.8208063, 2.2130228 48.8208555, 2.2131098 48.8208816, 2.2131785 48.8208957, 2.2133129 48.8209114, 2.2136325 48.8209436)",,,,destination,
229716231,False,,,Rue des Fontaines,residential,30,False,12.537,"LINESTRING (2.2123486 48.8207739, 2.2123906 48.8206646)",,,,,
229716231,False,,,Rue des Fontaines,residential,30,True,63.775,"LINESTRING (2.2123486 48.8207739, 2.2123304 48.820818, 2.2122412 48.8210348, 2.2122109 48.8211047, 2.2121914 48.821178, 2.2121787 48.8212811, 2.2121723 48.8213336)",,,,,
90396368,False,2,,Rue des Bruyères,tertiary,30,False,25.868000000000002,"LINESTRING (2.218832 48.8214111, 2.2187773 48.821377, 2.2187073 48.8213155, 2.2186822 48.8212774, 2.2186683 48.8212134)",,,,,yes
90396385,False,2,,Rue des Bruyères,tertiary,30,True,5.401,"LINESTRING (2.2186761 48.8211651, 2.2186683 48.8212134)",,,,,
"[90396385, 30014796, 20364029]",False,2,,Rue des Bruyères,tertiary,30,False,41.739,"LINESTRING (2.2186761 48.8211651, 2.2187287 48.8211068, 2.2188182 48.8210299, 2.2189943 48.820854)",,yes,,,
90396385,False,2,,Rue des Bruyères,tertiary,30,False,5.401,"LINESTRING (2.2186683 48.8212134, 2.2186761 48.8211651)",,,,,
90396368,False,2,,Rue des Bruyères,tertiary,30,True,25.868000000000002,"LINESTRING (2.2186683 48.8212134, 2.2186822 48.8212774, 2.2187073 48.8213155, 2.2187773 48.821377, 2.218832 48.8214111)",,,,,yes
21363321,False,2,,Rue Léon Cladel,residential,30,True,119.165,"LINESTRING (2.2105168 48.8224282, 2.2106024 48.8224407, 2.2109089 48.8224679, 2.2111602 48.8224744, 2.2113944 48.8224466, 2.211646 48.8224054, 2.2119745 48.8224028, 2.212128 48.8224027)",,,,,
21366453,True,1,,Rue Léon Cladel,unclassified,30,False,194.04000000000002,"LINESTRING (2.2105168 48.8224282, 2.2098205 48.8223035, 2.2093827 48.8222074, 2.2089364 48.8220888, 2.2085845 48.8219531, 2.2083273 48.8218262, 2.208135 48.8217141)",,,,,
20329860,True,1,,Rue des Bois,unclassified,30,False,55.756,"LINESTRING (2.2074861 48.821232, 2.2072232 48.8207614)",,,,,
20360898,False,,,Rue des Fontaines,residential,30,True,15.113,"LINESTRING (2.212128 48.8224027, 2.2121164 48.8225384)",,,,,
21363321,False,2,,Rue Léon Cladel,residential,30,False,119.165,"LINESTRING (2.212128 48.8224027, 2.2119745 48.8224028, 2.211646 48.8224054, 2.2113944 48.8224466, 2.2111602 48.8224744, 2.2109089 48.8224679, 2.2106024 48.8224407, 2.2105168 48.8224282)",,,,,
"[229716230, 229716231]",False,,,Rue des Fontaines,residential,30,False,119.328,"LINESTRING (2.212128 48.8224027, 2.2121787 48.8222291, 2.2121502 48.8219669, 2.2121677 48.8213977, 2.2121682 48.8213829, 2.2121723 48.8213336)",,,,,
21363634,True,1,,Rue Erard,unclassified,30,False,62.050000000000004,"LINESTRING (2.208135 48.8217141, 2.2082165 48.8216416, 2.2086022 48.8212487)",,,,,
21366453,True,1,,Rue Léon Cladel,unclassified,30,False,71.73599999999999,"LINESTRING (2.208135 48.8217141, 2.2079749 48.821608, 2.207808 48.8214977, 2.2074861 48.821232)",,,,,
21363481,True,1,,Rue des Pommerets,unclassified,30,False,232.88899999999998,"LINESTRING (2.2086022 48.8212487, 2.2092371 48.8213963, 2.2100539 48.8215958, 2.2104977 48.8217051, 2.2105686 48.8217564, 2.2106477 48.8218404, 2.21066 48.8219524, 2.2105168 48.8224282)",,,,,
20360898,False,,,Rue des Fontaines,residential,30,False,15.113,"LINESTRING (2.2121164 48.8225384, 2.212128 48.8224027)",,,,,
21363953,False,1,,Rue Pierre Midrin,residential,30,False,79.74699999999999,"LINESTRING (2.2121164 48.8225384, 2.2120533 48.8225623, 2.2116569 48.82271, 2.2113143 48.8228678, 2.2112595 48.8229547)",,,,,
21366625,True,,,Rue des Binelles,residential,30,False,383.91099999999994,"LINESTRING (2.2121164 48.8225384, 2.2121982 48.822555, 2.2128985 48.8227207, 2.213498 48.822857, 2.2135369 48.8228658, 2.2139723 48.8229091, 2.2145173 48.8229599, 2.2151267 48.8229981, 2.2155783 48.822997, 2.2159848 48.8229786, 2.2165127 48.8229326, 2.2168104 48.8228949, 2.2170779 48.8228387, 2.2172324 48.8228102)",,,,,
670200765,True,1,,Rue Pierre Midrin,residential,30,False,8.637,"LINESTRING (2.2099186 48.8231735, 2.2099024 48.8231844, 2.2098486 48.8232358)",,,,,
681754568,True,2,D 910,Avenue de l'Europe,primary,50,False,191.52800000000002,"LINESTRING (2.2099186 48.8231735, 2.2111531 48.8236633, 2.211216 48.8236897, 2.2114634 48.8237938, 2.2118645 48.8239532, 2.2118756 48.8239576, 2.2119223 48.8239736, 2.2121579 48.8240638)",,,,,
168225786,False,1,,Rue Victor Hugo,residential,30,False,52.158,"LINESTRING (2.2137305 48.8240956, 2.2135529 48.8241399, 2.2135289 48.8241656, 2.213457 48.8242426, 2.2133552 48.8243656, 2.2133011 48.824441)",,,,,
21368209,False,,,Avenue Léon Journault,residential,30,True,153.58999999999997,"LINESTRING (2.2181178 48.8241591, 2.218019 48.8242905, 2.2178439 48.8244399, 2.2177625 48.8245168, 2.2176864 48.824553, 2.2176094 48.8245613, 2.2174841 48.8245483, 2.2163778 48.8243475)",,,,,
21370713,True,1,,Rue Brongniart,residential,20,False,108.554,"LINESTRING (2.2181178 48.8241591, 2.2182539 48.8240527, 2.2186964 48.8238794, 2.219137 48.8237311, 2.2193728 48.8236562)",,,,,
263539473,True,,D 910,,primary,50,False,3.358,"LINESTRING (2.2159182 48.8253118, 2.2159637 48.8253156)",,,,,
21365434,True,1,,,primary_link,,False,14.747,"LINESTRING (2.2158364 48.8254122, 2.2158275 48.825396, 2.2158312 48.8253576, 2.2158477 48.8253373, 2.2158749 48.8253218, 2.2159182 48.8253118)",,,,,
545306447,True,2,D 910,Grande Rue,primary,50,False,290.48199999999997,"LINESTRING (2.2158364 48.8254122, 2.2157102 48.8253789, 2.2154081 48.8252666, 2.2146135 48.825026, 2.214535 48.8250022, 2.2143482 48.8249456, 2.2135269 48.8246824, 2.2127372 48.8244043, 2.2124736 48.8243, 2.2124313 48.8242833, 2.2123008 48.8242313)",,,,,
21365481,True,1,,,primary_link,,False,14.744,"LINESTRING (2.216016 48.8253473, 2.2160286 48.8253745, 2.2160246 48.8254033, 2.2159988 48.8254259, 2.2159808 48.825439, 2.2159387 48.8254485)",,,,,
545306453,True,2,D 910,Grande Rue,primary,50,False,149.91400000000002,"LINESTRING (2.216016 48.8253473, 2.2161552 48.8253895, 2.2164718 48.8254996, 2.2170926 48.8257026, 2.2178065 48.8259359, 2.217848 48.8259495)",,,,,
263539480,True,,D 910,,primary,50,False,4.323,"LINESTRING (2.2159387 48.8254485, 2.2158804 48.8254423)",,,,,
10859545,True,2,D 910,Grande Rue,primary,50,False,215.088,"LINESTRING (2.2132652 48.8244839, 2.2140351 48.8247556, 2.2144167 48.8248773, 2.2144591 48.8248903, 2.2145074 48.8249042, 2.2154807 48.8251927, 2.2157339 48.825257, 2.2157523 48.8252617, 2.2157989 48.8252749, 2.2159182 48.8253118)",,,,,
168225787,True,,,Avenue Léon Journault,residential,,False,5.446,"LINESTRING (2.2133011 48.824441, 2.2132652 48.8244839)",,,,,
168225786,False,1,,Rue Victor Hugo,residential,30,True,52.158,"LINESTRING (2.2133011 48.824441, 2.2133552 48.8243656, 2.213457 48.8242426, 2.2135289 48.8241656, 2.2135529 48.8241399, 2.2137305 48.8240956)",,,,,
"[442905913, 21367226, 442905916]",False,1,,Rue des Combattants en Afrique du Nord,unclassified,30,False,53.497,"LINESTRING (2.2124335 48.8236945, 2.2121471 48.8235676, 2.2121012 48.8235504, 2.2118809 48.8234823, 2.2117981 48.8234602)",,building_passage,,,
