osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,access
5043550,True,3,Boulevard Aristide Briand,primary,50,False,7.356,"LINESTRING (5.4510309 43.5322923, 5.4509431 43.5323103)",,,
30033005,True,1,Cours de la Trinité,residential,50,False,295.68699999999995,"LINESTRING (5.4510309 43.5322923, 5.4510712 43.5323686, 5.4510881 43.5324006, 5.4517244 43.5326317, 5.4531845 43.5331346, 5.4534774 43.5332355, 5.4535908 43.5326773, 5.4536045 43.5326222)",,,
35486608,True,1,Place Bellegarde,secondary,,False,14.492,"LINESTRING (5.4512066 43.5320887, 5.4513699 43.5321432)",,,
468790799,True,3,Place Bellegarde,primary,50,False,26.899,"LINESTRING (5.4512066 43.5320887, 5.4510944 43.5322432, 5.4510309 43.5322923)",,,
759883495,True,3,Boulevard Aristide Briand,primary,50,False,77.43299999999999,"LINESTRING (5.4472535 43.5328201, 5.4471198 43.53282, 5.4464813 43.5326963, 5.4464193 43.5326843, 5.446321 43.5326652)",,,
4878217,True,3,Cours Saint-Louis,primary,50,False,12.806,"LINESTRING (5.4534534 43.529512, 5.4533597 43.529605)",,,
759883495,True,3,Boulevard Aristide Briand,primary,50,False,3.398,"LINESTRING (5.446321 43.5326652, 5.4462826 43.5326526)",,,
687779624,True,3,Boulevard Aristide Briand,primary,50,False,11.278,"LINESTRING (5.447874 43.5327403, 5.4477365 43.532759)",,,
5079040,True,,Rue Pierre et Marie Curie,living_street,,False,51.306000000000004,"LINESTRING (5.447874 43.5327403, 5.4478319 43.5326681, 5.4480538 43.5323205)",,,
7989834,False,,Rue de Lacépède,residential,,False,10.409,"LINESTRING (5.4521695 43.5270947, 5.4522679 43.5271553)",,,
"[7989785, 7989729]",False,,Rue Thiers,living_street,,False,145.96699999999998,"LINESTRING (5.4521695 43.5270947, 5.4521285 43.5271722, 5.4521238 43.5271811, 5.4519613 43.527488, 5.4519248 43.5275652, 5.4516894 43.5279792, 5.4516372 43.5280522, 5.4515712 43.5281278, 5.4514162 43.5282814)",,,
28425836,True,,Traverse Notre-Dame,residential,30,False,121.291,"LINESTRING (5.4467274 43.5338096, 5.4468257 43.5337834, 5.4468539 43.5337612, 5.4472535 43.5328201)",,,
595100765,False,,Rue du Bon Pasteur,residential,30,True,40.105,"LINESTRING (5.4452244 43.5308865, 5.4447563 43.5307644)",,,
"[387226353, 7989715]",False,,Rue des Étuves,residential,30,False,98.128,"LINESTRING (5.4452244 43.5308865, 5.4451272 43.5311971, 5.4450922 43.5312656, 5.4450282 43.5313906, 5.4450134 43.5314196, 5.4448567 43.5317259)",,,
595100765,False,,Rue du Bon Pasteur,residential,30,False,40.105,"LINESTRING (5.4447563 43.5307644, 5.4452244 43.5308865)",,,
"[682897554, 27390567]",True,,"['Rue de la Treille', 'Rue du Bon Pasteur']",residential,30,False,88.10900000000001,"LINESTRING (5.4447563 43.5307644, 5.4443878 43.5306736, 5.4444232 43.5305842, 5.4445004 43.5303891, 5.4444864 43.5301751)",,,
869071289,True,,Rue Jacques de la Roque,residential,,False,17.957,"LINESTRING (5.4464407 43.5325313, 5.4464075 43.5325908, 5.446321 43.5326652)",,,
7989717,True,,Rue des Menudières,residential,30,False,137.237,"LINESTRING (5.4480538 43.5323205, 5.4478475 43.5323968, 5.447342 43.5325526, 5.4467539 43.5326045, 5.4464407 43.5325313)",,,
"[25791317, 25791256, 470033116, 470033117, 623438527]",True,,"['Rue de Lucas de Montigny', 'Rue de Matheron', 'Rue Pierre et Marie Curie']",living_street,,False,399.59799999999996,"LINESTRING (5.4480538 43.5323205, 5.4480702 43.5322987, 5.448269 43.5320348, 5.4486006 43.5315946, 5.4486464 43.5315338, 5.4489377 43.5311422, 5.4490749 43.5309547, 5.4492271 43.5307356, 5.44939 43.5305104, 5.4498319 43.5298999, 5.4500314 43.5298099, 5.4505584 43.5296027, 5.4508225 43.5295139, 5.4508654 43.5294979)","['1.5', '2.5']",,
"[7989713, 7989747]",True,,"['Rue des Étuves', 'Rue des Guerriers']",residential,30,False,107.56099999999999,"LINESTRING (5.4448567 43.5317259, 5.4451686 43.5318002, 5.4459024 43.5319445, 5.4459454 43.5319959, 5.445954 43.5321137)",,,
