osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,width,tunnel
1228478586,N 106,Avenue Carnot,secondary,30,roundabout,True,False,8.239,"LINESTRING (4.0796906 44.1212915, 4.079654 44.1212615, 4.0796554 44.1212273)",,,
51102148,,Rue Deparcieux,living_street,20,,False,True,87.898,"LINESTRING (4.0815448 44.1212518, 4.0815686 44.1220421)",,,
51113318,,,living_street,20,,True,False,51.175,"LINESTRING (4.0815448 44.1212518, 4.0814769 44.1213085, 4.0813834 44.1213369, 4.0809649 44.1214232)",,,
198272553,N 106,Avenue Carnot,secondary,30,,False,False,176.914,"LINESTRING (4.0815448 44.1212518, 4.0816102 44.1212469, 4.0818125 44.1212317, 4.081971 44.1212253, 4.0821943 44.121241, 4.0825222 44.1212789, 4.0827689 44.1212925, 4.0830515 44.1212821, 4.0831462 44.1212758, 4.083253 44.1212642, 4.0834503 44.1212615, 4.08363 44.1212743, 4.0837485 44.1212899)",,,
198272556,N 106,Avenue Carnot,secondary,30,,True,False,101.72900000000001,"LINESTRING (4.0815448 44.1212518, 4.0813858 44.1212771, 4.0812192 44.1212826, 4.0808089 44.1212831, 4.0804965 44.1212756, 4.0803895 44.121273, 4.0803318 44.1212757, 4.0802749 44.1212783)",,,
772077927,N 106,Avenue Carnot,secondary,50,,False,True,41.526,"LINESTRING (4.0900495 44.1214204, 4.0895297 44.1214354)",2,,
1199355890,N 106,Avenue Carnot,secondary,50,,False,False,4.848,"LINESTRING (4.0900495 44.1214204, 4.09011 44.1214166)",2,,
36945216,,Avenue de Madrid,residential,30,,False,False,73.708,"LINESTRING (4.0900495 44.1214204, 4.0900467 44.1215109, 4.0900287 44.1220831)",,,
1124792014,,Boulevard Talabot,secondary,50,,False,True,14.531,"LINESTRING (4.0909681 44.1257603, 4.0910819 44.1256583)",,,
51113046,,Boulevard Talabot,secondary,50,,False,False,58.567,"LINESTRING (4.0909681 44.1257603, 4.0909079 44.1258289, 4.0905771 44.126206)",,,
1121006792,,,unclassified,,,True,False,43.524,"LINESTRING (4.0909681 44.1257603, 4.0911352 44.1255084, 4.0911649 44.1254635, 4.0911901 44.1254256, 4.0912044 44.1254076)",,,
36138808,,Rue du Repos,unclassified,30,,False,True,37.65,"LINESTRING (4.0904945 44.1261449, 4.0906025 44.1258153)",,,
51112063,,Rue de Saint-Exupéry,unclassified,30,,False,False,53.908,"LINESTRING (4.0904945 44.1261449, 4.0898331 44.1260467)",,,
51112063,,Rue de Saint-Exupéry,unclassified,30,,False,True,9.467,"LINESTRING (4.0904945 44.1261449, 4.0905771 44.126206)",,,
51113046,,Boulevard Talabot,secondary,50,,False,True,33.707,"LINESTRING (4.0903487 44.1264604, 4.0904227 44.1263922, 4.0905771 44.126206)",,,
61896152,,Boulevard Talabot,unclassified,,,True,False,43.077,"LINESTRING (4.0903487 44.1264604, 4.0902439 44.1266869, 4.0902354 44.1267078, 4.0902291 44.1267348, 4.0902224 44.1267636, 4.0902052 44.1268329)",,,
813855205,,Boulevard Talabot,secondary,50,,False,False,35.625,"LINESTRING (4.0903487 44.1264604, 4.0901952 44.1265415, 4.0901204 44.1265719, 4.0900938 44.1265852, 4.0899685 44.1266256)",,,
813855205,,Boulevard Talabot,secondary,50,,False,False,85.41799999999999,"LINESTRING (4.0899685 44.1266256, 4.0897568 44.1266663, 4.0889347 44.1268242)",,,
813855205,,Boulevard Talabot,secondary,50,,False,True,35.625,"LINESTRING (4.0899685 44.1266256, 4.0900938 44.1265852, 4.0901204 44.1265719, 4.0901952 44.1265415, 4.0903487 44.1264604)",,,
1228613055,,,secondary,30,roundabout,True,False,17.081,"LINESTRING (4.0847417 44.1211681, 4.0847842 44.1211715, 4.0848229 44.1211847, 4.0848535 44.1212061, 4.0848728 44.1212335, 4.0848744 44.1212419, 4.0848786 44.121264)",,,
36138837,,Rue Benoît Malon,residential,30,,True,False,77.50500000000001,"LINESTRING (4.0843996 44.1233239, 4.0844735 44.1233459, 4.084994 44.1235005, 4.0852618 44.1235069, 4.0853215 44.1235083)",,,
36926132,,Boulevard Gambetta,tertiary,30,,False,False,29.586000000000002,"LINESTRING (4.0843996 44.1233239, 4.0843687 44.1233751, 4.0842521 44.123568)",,,
36926132,,Boulevard Gambetta,tertiary,30,,False,True,61.608999999999995,"LINESTRING (4.0843996 44.1233239, 4.0844202 44.1232882, 4.0846076 44.1229638, 4.0846255 44.1229167, 4.084668 44.1228054)",,,
51102596,,Rue Veigalier,residential,30,,True,False,103.23700000000001,"LINESTRING (4.0843996 44.1233239, 4.0843227 44.1233012, 4.0832708 44.1230026, 4.0831973 44.1229817)",,,
36926132,,Boulevard Gambetta,tertiary,30,,False,True,29.586000000000002,"LINESTRING (4.0842521 44.123568, 4.0843687 44.1233751, 4.0843996 44.1233239)",,,
1228481563,,Boulevard Gambetta,tertiary,30,,False,False,56.650999999999996,"LINESTRING (4.0842521 44.123568, 4.0842032 44.123656, 4.0839891 44.1240412)",,,
198572082,,Avenue du Général de Gaulle,secondary,30,,False,False,180.326,"LINESTRING (4.0821899 44.1270764, 4.0821588 44.127066, 4.0820609 44.1270331, 4.0816654 44.1269005, 4.081504 44.1268433, 4.0806589 44.126544, 4.0801585 44.1263668)",,,
1228482403,,,secondary,30,roundabout,True,False,12.596,"LINESTRING (4.0821899 44.1270764, 4.0822273 44.1270499, 4.082277 44.1270375, 4.0823293 44.1270418)",,,
51101738,,Place Gabriel Péri,living_street,20,,True,False,33.594,"LINESTRING (4.0802498 44.1212916, 4.0802496 44.121315, 4.0802507 44.1214666, 4.0802511 44.1215369, 4.0802493 44.1215937)",,,
587514163,N 106,Avenue Carnot,secondary,30,roundabout,True,False,45.708,"LINESTRING (4.0802498 44.1212916, 4.0801843 44.1212934, 4.0801231 44.1212769, 4.0800353 44.121263, 4.0799195 44.1212605, 4.0798079 44.1212736, 4.0797486 44.1212924, 4.0796906 44.1212915)",,,
36138812,,Rue Romain Rolland,residential,30,,False,False,33.549,"LINESTRING (4.0889236 44.1259279, 4.0889349 44.1256263)",,,
36138812,,Rue Romain Rolland,residential,30,,False,True,18.287,"LINESTRING (4.0889236 44.1259279, 4.0889175 44.1260923)",,,
51112063,,Rue de Saint-Exupéry,unclassified,30,,False,True,73.786,"LINESTRING (4.0889236 44.1259279, 4.0898331 44.1260467)",,,
36138836,,Avenue Stalingrad,tertiary,30,,False,True,64.781,"LINESTRING (4.0890057 44.1249427, 4.0898082 44.1250297)",,,
36138812,,Rue Romain Rolland,residential,30,,False,True,76.22300000000001,"LINESTRING (4.0890057 44.1249427, 4.0890022 44.1249766, 4.0890001 44.124997, 4.0889349 44.1256263)",,,
36138836,,Avenue Stalingrad,tertiary,30,,False,False,63.202,"LINESTRING (4.0890057 44.1249427, 4.0886494 44.1249455, 4.0882139 44.1249448)",,,
36945212,,Rue Maurice Bourdet,residential,30,,True,False,131.464,"LINESTRING (4.0890057 44.1249427, 4.0890203 44.1248989, 4.0893522 44.1238984, 4.0893911 44.1238416, 4.0894026 44.1238241, 4.0894182 44.1238005)",,,
