osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,tunnel,bridge
4485638,Rue des Pinsons,residential,False,False,70.3,"LINESTRING (1.4768042 43.5500499, 1.4768726 43.5498934, 1.4770772 43.5495434, 1.4771169 43.5494603)",,,,,
"[626260561, 4485637]",Rue du Bac,residential,False,True,409.83200000000005,"LINESTRING (1.4772736 43.5491897, 1.4772174 43.5491779, 1.477177 43.5491692, 1.4769223 43.5491276, 1.4764401 43.5490285, 1.4762 43.5489416, 1.475971 43.5488055, 1.4757406 43.5486557, 1.4756176 43.5485784, 1.4755988 43.5485666, 1.475473 43.5484877, 1.4748734 43.5480443, 1.4745456 43.5477819, 1.4741695 43.5473774, 1.4741361 43.5473367, 1.4738175 43.5469171, 1.4737595 43.5468637, 1.4737241 43.546831, 1.4736527 43.5467814)",30,,,,
"[677217041, 4485638]",Rue des Pinsons,residential,False,True,32.643,"LINESTRING (1.4772736 43.5491897, 1.4772454 43.5492402, 1.4771739 43.549354, 1.4771169 43.5494603)",,,,,
"[677235178, 153192053]",Allée Georges Pompidou,residential,False,True,145.202,"LINESTRING (1.4772736 43.5491897, 1.4773178 43.5491206, 1.4774696 43.5488909, 1.4775801 43.5487312, 1.477682 43.5485632, 1.4777821 43.5483992, 1.4779134 43.5481694, 1.4779921 43.5480416, 1.4779864 43.547997)",,2,,,
677235181,Rue du Bac,residential,False,False,121.03999999999999,"LINESTRING (1.4772736 43.5491897, 1.4773532 43.54921, 1.4776591 43.5492946, 1.4779676 43.5494147, 1.4783281 43.549557, 1.4786173 43.5496713)",,,,,
"[105877080, 32940347]","['Place Marnac', ""Avenue d'Occitanie""]",residential,False,True,163.517,"LINESTRING (1.4787337 43.5474781, 1.478718 43.5474275, 1.4787324 43.547363, 1.4786796 43.5472608, 1.4786387 43.5471643, 1.4784847 43.5468008, 1.4784331 43.5466789, 1.4783363 43.5464626, 1.4782999 43.5463939, 1.4782824 43.5463422, 1.4782945 43.5462722, 1.4783092 43.546211, 1.4783254 43.5461437, 1.4783467 43.5460649)",,,,,
153953829,Pont de Zuera,residential,False,False,44.293,"LINESTRING (1.4787337 43.5474781, 1.4788408 43.5475067, 1.4788982 43.5475339, 1.4789306 43.5475493, 1.4790253 43.5475875, 1.4792228 43.5476573)",,,,,
1039537526,Place Marnac,residential,True,False,83.40700000000001,"LINESTRING (1.4787337 43.5474781, 1.4783947 43.5477135, 1.4783867 43.547719, 1.4781638 43.5478738, 1.4779864 43.547997)",,,,,
4485627,Rue Baudelaire,residential,False,False,50.776,"LINESTRING (1.4699025 43.5483059, 1.4699388 43.5483269, 1.4699719 43.5483265, 1.470511 43.5482458)",,,,,
4485627,Rue Baudelaire,residential,False,True,337.20900000000006,"LINESTRING (1.4699025 43.5483059, 1.4698913 43.5482845, 1.4699028 43.5481938, 1.470269 43.547508, 1.4702804 43.5474619, 1.4702743 43.5474181, 1.4702576 43.547386, 1.4702267 43.5473647, 1.4701798 43.5473506, 1.4701194 43.5473525, 1.4700524 43.5473715, 1.4692269 43.5478317, 1.4691612 43.5478531, 1.4691035 43.5478531, 1.4690579 43.5478424, 1.4690231 43.5478171, 1.4690083 43.5477812, 1.4690204 43.5477199, 1.4692967 43.5469841, 1.469302 43.5469418, 1.4692886 43.5469073, 1.4692578 43.5468806)",,,,,
4485625,Rue Jacques Cartier,residential,True,False,87.892,"LINESTRING (1.470511 43.5482458, 1.4705318 43.5483245, 1.4705244 43.5483916, 1.4700581 43.5489386)",,,,,
4485627,Rue Baudelaire,residential,False,False,20.023,"LINESTRING (1.470511 43.5482458, 1.4706411 43.5482264, 1.4707511 43.5482006)",,,,,
4485627,Rue Baudelaire,residential,False,True,50.776,"LINESTRING (1.470511 43.5482458, 1.4699719 43.5483265, 1.4699388 43.5483269, 1.4699025 43.5483059)",,,,,
4485625,Rue Jacques Cartier,residential,True,False,131.022,"LINESTRING (1.4700581 43.5489386, 1.4693609 43.5496775, 1.4692879 43.5497024, 1.4692157 43.5496947, 1.4690226 43.5495951)",,,,,
32986306,Impasse Lamartine,residential,False,False,47.772999999999996,"LINESTRING (1.4700581 43.5489386, 1.4703596 43.5490781, 1.4704895 43.5489361)",,,,,
149947896,Rue Verlaine,residential,False,False,37.335,"LINESTRING (1.4690226 43.5495951, 1.4687334 43.5498574)",,,,,
