osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,bridge
34570938,2,D 918,Allée Edmond Rostand,secondary,False,False,49.585,"LINESTRING (-1.3997721 43.3604787, -1.3996456 43.360407, -1.3992883 43.3602046)",,,
869019729,1,,,secondary,True,False,14.617,"LINESTRING (-1.3997721 43.3604787, -1.3997578 43.3605099, -1.3997591 43.3605427, -1.3997756 43.3605733, -1.3998056 43.3605979)",roundabout,,
183653548,,D 410,Avenue Jean Rumeau,tertiary,False,True,52.319,"LINESTRING (-1.398321 43.3611893, -1.3977429 43.3614008)",,,
169013757,,,Avenue Bordart,residential,False,False,43.522999999999996,"LINESTRING (-1.398321 43.3611893, -1.3982924 43.361162, -1.3981326 43.3610478, -1.3979421 43.3609117)",,,
172649148,2,D 410,Avenue de la Mairie,tertiary,False,False,112.31099999999999,"LINESTRING (-1.398321 43.3611893, -1.3984713 43.3611374, -1.3985414 43.3611132, -1.3987211 43.3610511, -1.3988652 43.3610014, -1.3989207 43.3609829, -1.3991874 43.3608874, -1.3992914 43.3608502, -1.399486 43.3607805, -1.3995689 43.3607459)",,,
166155583,2,D 410,Allée Edmond Rostand,secondary,False,True,220.34099999999998,"LINESTRING (-1.403917 43.3623379, -1.4037714 43.362293, -1.4035776 43.3622135, -1.4034816 43.3621742, -1.4034367 43.3621558, -1.4028442 43.361903, -1.4025083 43.3617567, -1.4024329 43.3617277, -1.4016595 43.3613768, -1.4015691 43.3613343)",,,
169013119,,,Allée des Marronniers,residential,False,False,228.98199999999994,"LINESTRING (-1.403917 43.3623379, -1.4039386 43.3622953, -1.4042073 43.3618829, -1.4043494 43.3616367, -1.4044622 43.3614412, -1.4047989 43.3608866, -1.4048328 43.3608308, -1.4049188 43.3606892, -1.4049306 43.3605548, -1.4049353 43.3605014, -1.4049413 43.3604332)",,,
329871076,,,Avenue de l'Église,living_street,False,True,57.497,"LINESTRING (-1.403917 43.3623379, -1.4038526 43.362412, -1.4035535 43.3627823)",,20,
57393724,,,Rue Xerri Karrika,living_street,True,False,110.75800000000001,"LINESTRING (-1.3999168 43.3614883, -1.3999193 43.3615587, -1.3997864 43.3617124, -1.399722 43.3619776, -1.3996437 43.362083, -1.3994394 43.3622087, -1.3992928 43.3623286)",,20,
"[329871121, 113621693]",,,Rue Chiquito de Cambo,living_street,True,False,156.022,"LINESTRING (-1.3999168 43.3614883, -1.3996344 43.3616994, -1.3994512 43.3617602, -1.3991435 43.3618489, -1.3988491 43.3619487, -1.3986114 43.3619863, -1.398187 43.36199)",,20,
822849279,,,Rue du Trinquet,living_street,True,False,86.71600000000001,"LINESTRING (-1.3999168 43.3614883, -1.4001993 43.3617125, -1.400388 43.3618828, -1.4005618 43.3620396, -1.4006099 43.362083)",,20,
57393726,,,Rue des Tilleuls,living_street,False,True,114.049,"LINESTRING (-1.4006099 43.362083, -1.4007158 43.3619898, -1.401145 43.3617052, -1.4015015 43.3613996, -1.4015691 43.3613343)",,20,
872359938,,,Rue des Terrasses,living_street,True,False,67.14500000000001,"LINESTRING (-1.4006099 43.362083, -1.4006985 43.3621561, -1.4007054 43.3621618, -1.4008808 43.3623067, -1.4011855 43.3624782, -1.4012134 43.3624939)",,20,
183653548,,D 410,Avenue Jean Rumeau,tertiary,False,False,52.319,"LINESTRING (-1.3977429 43.3614008, -1.398321 43.3611893)",,,
169128046,,,Rue Bota,living_street,False,False,68.056,"LINESTRING (-1.3977429 43.3614008, -1.3977663 43.3614375, -1.3980975 43.3619559)",,,
183653548,,D 410,Avenue Jean Rumeau,tertiary,False,True,115.245,"LINESTRING (-1.3977429 43.3614008, -1.3969257 43.3616383, -1.3964192 43.3617855)",,,
23540935,,,Rue du Professeur Grancher,residential,False,True,212.912,"LINESTRING (-1.3936954 43.3614698, -1.3936319 43.3613824, -1.3935616 43.3613034, -1.3934971 43.3612119, -1.3934926 43.3610864, -1.3935513 43.3609376, -1.3937048 43.3607577, -1.3943091 43.3603265, -1.3945362 43.3601045, -1.3946991 43.3599019)",,,
57395338,,D 410,Avenue Jean Rumeau,tertiary,False,False,37.900999999999996,"LINESTRING (-1.3936954 43.3614698, -1.3938013 43.3614502, -1.3938674 43.361438, -1.3939693 43.3614404, -1.3941586 43.3614449)",,,
"[56693241, 1201551719]",2,D 410,Côte de la Gare,tertiary,False,False,184.421,"LINESTRING (-1.3936954 43.3614698, -1.3936658 43.3615461, -1.393591 43.3616912, -1.3935396 43.3617907, -1.3935851 43.3619093, -1.3937574 43.36202, -1.3941859 43.3621736, -1.3944005 43.362287, -1.3945832 43.362421, -1.3947628 43.3625123, -1.3949438 43.3625586)",,,
45252712,,D 410,Avenue de la Gare,tertiary,False,True,69.415,"LINESTRING (-1.3974926 43.3642551, -1.397666 43.3639115, -1.3977058 43.3637881, -1.3977259 43.3636574)",,,
1201661401,,,Rue du Docteur Constant Colbert,residential,False,True,79.565,"LINESTRING (-1.3965121 43.3565068, -1.3958844 43.3570579)",,,
"[822849283, 1201663943]",,,Avenue Juanchuto,residential,False,True,224.698,"LINESTRING (-1.3965121 43.3565068, -1.3974286 43.3569443, -1.3974551 43.356957, -1.3976909 43.3570695, -1.3982629 43.3572193, -1.3989238 43.357346, -1.398977 43.3573561, -1.3989989 43.3573603)",,,
1201660362,2,D 10,Avenue Anne de Neubourg,tertiary,False,False,86.226,"LINESTRING (-1.3955541 43.357362, -1.3962289 43.3579625)",,,
23540935,,,Rue du Professeur Grancher,residential,False,False,296.95000000000005,"LINESTRING (-1.3955541 43.357362, -1.3955049 43.357475, -1.3954341 43.3576673, -1.3953706 43.3578398, -1.3953028 43.3580241, -1.3951756 43.3582627, -1.3951486 43.3583013, -1.3949643 43.3585642, -1.3949488 43.3588232, -1.3950189 43.3593699, -1.3948464 43.3596831, -1.3946991 43.3599019)",,,
1201661296,,,Rue du Docteur Constant Colbert,residential,False,False,43.087,"LINESTRING (-1.3955541 43.357362, -1.3957256 43.3572041, -1.3958844 43.3570579)",,,
169012262,,,,residential,False,True,136.63,"LINESTRING (-1.4053266 43.3577759, -1.4052189 43.3577646, -1.4044468 43.3574181, -1.4038734 43.3571608)",,,
169124270,,,Rue de la Bergerie,residential,False,True,7.515,"LINESTRING (-1.4038612 43.3572278, -1.4038734 43.3571608)",,,
58560311,,,Avenue Juanchuto,residential,False,False,179.86,"LINESTRING (-1.4038612 43.3572278, -1.4038021 43.3572357, -1.4029605 43.3573457, -1.4016713 43.3575126)",,,
822849285,,,Rue de la Bergerie,residential,False,False,58.087,"LINESTRING (-1.4038612 43.3572278, -1.4038447 43.3573009, -1.4038184 43.3577488)",,,
"[41283482, 1201734823]",2,D 918,Avenue d'Espagne,secondary,False,False,53.517,"LINESTRING (-1.4020924 43.3599089, -1.402018 43.359931, -1.4015649 43.3600767, -1.4014856 43.3601012)",,,
41283482,2,D 918,Avenue d'Espagne,secondary,False,True,147.63000000000002,"LINESTRING (-1.4020924 43.3599089, -1.4029211 43.3596411, -1.4035212 43.3594472, -1.4036084 43.359419, -1.4037599 43.3593678)",,,
169013120,,,Avenue des Basques,residential,True,False,268.901,"LINESTRING (-1.4020924 43.3599089, -1.4020478 43.3598129, -1.4020196 43.359521, -1.4019456 43.3590806, -1.4018734 43.3586837, -1.4018222 43.3584071, -1.4018027 43.3582911, -1.4016848 43.3575917, -1.4016773 43.357547, -1.4016713 43.3575126)",,,
58560311,,,Avenue Juanchuto,residential,False,False,63.865,"LINESTRING (-1.4016713 43.3575126, -1.401285 43.3575597, -1.4011905 43.3575712, -1.4008883 43.3575799)",,,
58560311,,,Avenue Juanchuto,residential,False,True,179.86,"LINESTRING (-1.4016713 43.3575126, -1.4029605 43.3573457, -1.4038021 43.3572357, -1.4038612 43.3572278)",,,
