osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,lanes
8427449,Avenue de Verdun,residential,50,False,True,91.074,"LINESTRING (0.4911603 44.8561376, 0.4913539 44.8560907, 0.4914197 44.8560747, 0.4922289 44.8558273)",,,
28403928,Avenue du Président Wilson,secondary,,False,True,128.902,"LINESTRING (0.4911603 44.8561376, 0.4910568 44.8560296, 0.4910187 44.8559898, 0.4904936 44.8554514, 0.4902327 44.8551829)",D 709,,
118951922,Avenue du 108e Régiment d'Infanterie,residential,50,False,False,81.794,"LINESTRING (0.4911603 44.8561376, 0.4908945 44.8562177, 0.490803 44.8562453, 0.4903076 44.8564032, 0.4902096 44.8564323)",,,
325363417,Avenue du Président Wilson,secondary,,False,True,107.749,"LINESTRING (0.4911603 44.8561376, 0.4912555 44.8562382, 0.4912884 44.856273, 0.4915491 44.8565432, 0.4915762 44.8565689, 0.4918327 44.8568273, 0.4919295 44.8569384)",D 709,,
28672805,Rue Bargironnette,residential,30,False,True,97.128,"LINESTRING (0.4878869 44.8569212, 0.4878784 44.8569421, 0.4878493 44.8570132, 0.4878289 44.8570342, 0.4877528 44.8570688, 0.4874664 44.8571375, 0.4869348 44.8572649, 0.4868332 44.8572892)",,,
308447539,Cours Alsace-Lorraine,residential,50,False,False,37.534,"LINESTRING (0.4878869 44.8569212, 0.4877868 44.856861, 0.48754 44.8566902)",,,
"[325363416, 941875593, 941875592]",Avenue du Régiment d'Infanterie,residential,30,False,True,193.069,"LINESTRING (0.4878869 44.8569212, 0.4882056 44.8569045, 0.4885941 44.8568841, 0.4888683 44.8568354, 0.4892236 44.8567428, 0.4893373 44.8567061, 0.4899207 44.8565178, 0.4902096 44.8564323)",,,
8427467,Rue de la Résistance,living_street,20,True,False,48.949,"LINESTRING (0.4863026 44.8529038, 0.4856945 44.8529929)",D 709,,
8427454,Place du Palais,secondary,30,True,False,14.315999999999999,"LINESTRING (0.4863026 44.8529038, 0.4863018 44.8528663, 0.4863147 44.8528348, 0.4863392 44.852807, 0.486364 44.8527883)",,roundabout,
8427454,Place du Palais,secondary,30,True,False,19.508,"LINESTRING (0.4866356 44.8528856, 0.4866274 44.8529202, 0.4866053 44.8529516, 0.4865712 44.852977, 0.4865281 44.8529943, 0.4864798 44.853002)",,roundabout,
8427454,Place du Palais,secondary,30,True,False,12.251999999999999,"LINESTRING (0.486471 44.8527644, 0.486522 44.8527707, 0.4865679 44.8527878, 0.4866042 44.852814)",,roundabout,
8427445,,secondary,30,True,False,19.235,"LINESTRING (0.4866042 44.852814, 0.4867506 44.8528223, 0.4868474 44.8528281)",,,
8427454,Place du Palais,secondary,30,True,False,8.447,"LINESTRING (0.4866042 44.852814, 0.4866281 44.852848, 0.4866356 44.8528856)",,roundabout,
8427454,Place du Palais,secondary,30,True,False,8.952,"LINESTRING (0.486364 44.8527883, 0.4864199 44.8527693, 0.486471 44.8527644)",,roundabout,
155900968,Rue Neuve d'Argenson,secondary,30,True,False,32.942,"LINESTRING (0.486364 44.8527883, 0.4863512 44.8527079, 0.4863181 44.8526622, 0.4862362 44.8525946, 0.4861437 44.8525585)",D 709,,
