osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,lanes,access
27931006,True,Place Jaffré,residential,30,False,67.94,"LINESTRING (-3.4877352 47.7899513, -3.4877683 47.7900448, -3.4878486 47.7901929, -3.4879523 47.7903059, -3.4881723 47.7904749)",,,,
"[676040977, 676040978, 329755018]",True,"['Place Jaffré', 'Rue du Puits']",secondary,30,False,55.04,"LINESTRING (-3.4877352 47.7899513, -3.487863 47.7899663, -3.4879229 47.7899733, -3.4879518 47.7899761, -3.4880298 47.7899836, -3.488043 47.7899849, -3.4883099 47.7900106, -3.4883793 47.7900173, -3.4884389 47.790023, -3.4884638 47.790024)",,,,
23941012,True,Place de Polignac,secondary,30,False,16.865,"LINESTRING (-3.4879137 47.7893775, -3.4877823 47.7893718, -3.4876919 47.7893893)",,,,
176357556,True,Rue Abbé Yves Coeffic,living_street,,False,35.077,"LINESTRING (-3.4879137 47.7893775, -3.4879288 47.7893109, -3.4879374 47.7892726, -3.4879921 47.7890665)",,,,
23941012,True,Place de Polignac,secondary,30,False,16.095,"LINESTRING (-3.4876919 47.7893893, -3.4876369 47.7894915, -3.4876292 47.7895272)",,,,
176357558,False,Rue Capitaine Quillien,tertiary,,False,42.052,"LINESTRING (-3.4876919 47.7893893, -3.487434 47.7893142, -3.4871557 47.7892844)",,,,
23941012,True,Place de Polignac,secondary,30,False,28.477,"LINESTRING (-3.4876292 47.7895272, -3.4876179 47.7897202, -3.4876142 47.7897831)",,,,
47939900,True,Rue des Prêtres,residential,,False,78.479,"LINESTRING (-3.4876292 47.7895272, -3.4872513 47.7895394, -3.4869064 47.7895699, -3.4865876 47.7896098)",,,,
23941012,True,Place de Polignac,secondary,30,False,63.849000000000004,"LINESTRING (-3.4887576 47.7894681, -3.4885426 47.7894475, -3.4884181 47.7894337, -3.4881891 47.7894082, -3.4879137 47.7893775)",,,,
217549702,False,Rue Joseph Léna,secondary,30,False,70.082,"LINESTRING (-3.4887576 47.7894681, -3.4887905 47.7893837, -3.4890546 47.7889485, -3.4890961 47.788881)",D 162,,,
23941014,True,Rue de l'Océan,secondary,,False,14.178,"LINESTRING (-3.492071 47.7864586, -3.4920765 47.7864269, -3.4920701 47.7863954, -3.4920522 47.7863658, -3.492024 47.7863402)",,roundabout,,
47939916,False,Clos des Pommiers,residential,,False,107.125,"LINESTRING (-3.492071 47.7864586, -3.4921268 47.7864646, -3.4921811 47.7864674, -3.4923941 47.7864715, -3.4924827 47.7864739, -3.4925552 47.7864717, -3.4926854 47.7864605, -3.4928682 47.7864323, -3.493181 47.786374, -3.493475 47.7863192)",,,,
29379619,False,Rue du 19e Dragons,residential,,True,35.629,"LINESTRING (-3.491822 47.7863088, -3.4917903 47.7862672, -3.4916609 47.7860077)",,,,
590840075,True,Rue de l'Océan,secondary,,False,21.236,"LINESTRING (-3.491822 47.7863088, -3.4917856 47.7863208, -3.4917539 47.7863378, -3.491723 47.7863649, -3.4917038 47.7863965, -3.4916979 47.7864304, -3.4917056 47.7864641)",,roundabout,,
27888957,False,Rue de Carrigaline,secondary,,False,136.777,"LINESTRING (-3.4917056 47.7864641, -3.4916136 47.7864855, -3.4913913 47.7865185, -3.491202 47.7865374, -3.4907042 47.7865708, -3.4903244 47.7866106, -3.4900875 47.7866581, -3.48993 47.78672)",,,,
590840074,True,Rue de l'Océan,secondary,,False,12.314,"LINESTRING (-3.4917056 47.7864641, -3.4917286 47.7864976, -3.4917649 47.7865253, -3.4918116 47.7865448)",,roundabout,,
23941014,True,Rue de l'Océan,secondary,,False,24.528,"LINESTRING (-3.4918116 47.7865448, -3.4918644 47.7865545, -3.4919191 47.7865536, -3.4919711 47.7865422, -3.4920161 47.7865213, -3.4920504 47.7864927, -3.492071 47.7864586)",,roundabout,,
590840075,True,Rue de l'Océan,secondary,,False,16.336,"LINESTRING (-3.492024 47.7863402, -3.4919809 47.7863176, -3.49193 47.7863043, -3.4918755 47.7863012, -3.491822 47.7863088)",,roundabout,,
719675879,False,Rue de l'Océan,secondary,,False,168.869,"LINESTRING (-3.492024 47.7863402, -3.492082 47.7863025, -3.4923287 47.7861486, -3.4925052 47.7860594, -3.4931341 47.7857405, -3.4932075 47.7857033, -3.493823 47.7854246)",,,,
177148693,False,Rue de Saint-Maurice,secondary,30,False,8.795,"LINESTRING (-3.4896654 47.7910012, -3.4896092 47.7909317)",D 162,,,
177148693,False,Rue de Saint-Maurice,secondary,30,True,146.86899999999997,"LINESTRING (-3.4896654 47.7910012, -3.4900252 47.7913458, -3.4903842 47.7916845, -3.4907667 47.7920466, -3.4907973 47.792081)",D 162,,,
330357776,True,Avenue de Brauweiler,residential,,False,28.069000000000003,"LINESTRING (-3.4896654 47.7910012, -3.4897526 47.7909714, -3.4899797 47.7908638)",,,,
177148693,False,Rue de Saint-Maurice,secondary,30,False,146.869,"LINESTRING (-3.4907973 47.792081, -3.4907667 47.7920466, -3.4903842 47.7916845, -3.4900252 47.7913458, -3.4896654 47.7910012)",D 162,,,
702304277,True,Rue de Saint-Maurice,secondary,30,False,23.156,"LINESTRING (-3.4907973 47.792081, -3.490885 47.7921866, -3.4909617 47.7922571)",D 162,,,
330049426,False,Résidence des Mésanges,residential,,False,11.119,"LINESTRING (-3.4926149 47.790929, -3.4927222 47.7908597)",,,,
330357775,False,Avenue de Brauweiler,residential,,False,144.993,"LINESTRING (-3.4926149 47.790929, -3.4924775 47.7908531, -3.4920543 47.7907667, -3.4909256 47.7905484, -3.4907796 47.7905441)",,,,
"[418741228, 330357775]",False,Avenue de Brauweiler,"['residential', 'living_street']",,True,73.613,"LINESTRING (-3.4926149 47.790929, -3.4927002 47.7911027, -3.4927153 47.7914368, -3.4927253 47.7915815)",,,,
48421752,False,Rue des Colombes,residential,,True,11.316,"LINESTRING (-3.4907796 47.7905441, -3.4907136 47.7904525)",,,,
330357775,False,Avenue de Brauweiler,residential,,False,69.724,"LINESTRING (-3.4907796 47.7905441, -3.4906154 47.7905885, -3.4899797 47.7908638)",,,,
330357775,False,Avenue de Brauweiler,residential,,True,144.993,"LINESTRING (-3.4907796 47.7905441, -3.4909256 47.7905484, -3.4920543 47.7907667, -3.4924775 47.7908531, -3.4926149 47.790929)",,,,
29186265,False,Rue Général de Gaulle,tertiary,30,False,60.471,"LINESTRING (-3.486135 47.7875744, -3.4868825 47.7873658)",,,,
731167671,False,Rue Germaine Tillion,residential,,True,30.026,"LINESTRING (-3.486135 47.7875744, -3.4859986 47.7873204)",,,,
29186264,False,Allée de Kerprat,residential,,False,58.107,"LINESTRING (-3.486135 47.7875744, -3.4861819 47.7876456, -3.4863951 47.7880666)",,,,
769760131,False,Rue de Kerbastic,tertiary,,False,33.217,"LINESTRING (-3.4915704 47.7935473, -3.4914884 47.7932537)",,,,
26990547,False,Rue de Kerbastic,tertiary,,True,31.514,"LINESTRING (-3.4915704 47.7935473, -3.4916438 47.7937066, -3.4917112 47.7938141)",,,,
769760133,False,Lotissement du Parc Aux Geais,residential,,True,113.88,"LINESTRING (-3.4915704 47.7935473, -3.4918493 47.7935321, -3.4921192 47.793531, -3.4930936 47.7935485)",,,,
