osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,width
55214090,A-3,улица Астафьева,primary,False,True,71.815,"LINESTRING (81.916661 50.6313835, 81.9166731 50.6320293)",,
55214090,A-3,улица Астафьева,primary,False,False,258.616,"LINESTRING (81.916661 50.6313835, 81.9166073 50.6305577, 81.9165321 50.6294006, 81.9165294 50.6290594)",,
431917901,,улица Старшего Лейтенанта Креппа,living_street,False,False,100.34800000000001,"LINESTRING (81.916661 50.6313835, 81.9167523 50.6313864, 81.918082 50.631428)",,
431917901,,улица Старшего Лейтенанта Креппа,living_street,False,True,176.87400000000002,"LINESTRING (81.916661 50.6313835, 81.9165271 50.631381, 81.9142397 50.6313375, 81.9141544 50.6313359)",,
461678993,А-3,улица имени Анатолия Иванова,residential,True,False,285.66400000000004,"LINESTRING (81.9192046 50.6250183, 81.9191922 50.6250719, 81.9189222 50.6263358, 81.9188857 50.6265003, 81.9188202 50.6267955, 81.9187046 50.6273162, 81.9186993 50.6273399, 81.918657 50.6275305, 81.9186498 50.6275631)",,
"[971307604, 443334686]",А-3,Вокзальная улица,primary,False,True,94.586,"LINESTRING (81.9192046 50.6250183, 81.9190289 50.6249966, 81.9188385 50.6249651, 81.918579 50.6249222, 81.9184274 50.6248897, 81.918212 50.6248324, 81.9181078 50.6247922, 81.9179554 50.6247298)",,
"[1092663001, 456006134]",,Вокзальная улица,primary,False,False,64.884,"LINESTRING (81.9192046 50.6250183, 81.919338 50.6250346, 81.9196172 50.6250594, 81.9197878 50.6250745, 81.9201144 50.6251035)",,
456006134,,Вокзальная улица,primary,False,False,41.59,"LINESTRING (81.9201144 50.6251035, 81.920699 50.625055)",,
446328342,,Якутская улица,living_street,False,False,222.65500000000003,"LINESTRING (81.9201144 50.6251035, 81.920129 50.6251491, 81.9203939 50.6259771, 81.9204208 50.6260613, 81.9206624 50.6268165, 81.9207013 50.6269561, 81.9206863 50.6270684)",,
"[1092663001, 456006134]",,Вокзальная улица,primary,False,True,64.884,"LINESTRING (81.9201144 50.6251035, 81.9197878 50.6250745, 81.9196172 50.6250594, 81.919338 50.6250346, 81.9192046 50.6250183)",,
443334686,А-3,Вокзальная улица,primary,False,False,29.515,"LINESTRING (81.9176024 50.6245873, 81.9179554 50.6247298)",,
383258869,,Бауыржан Момышұлы көшесі,living_street,False,False,64.11999999999999,"LINESTRING (81.9106669 50.6277308, 81.9106289 50.6277344, 81.9097698 50.6278239)",1,
453558227,,Бауыржан Момышұлы көшесі,residential,True,False,87.024,"LINESTRING (81.9106669 50.6277308, 81.910667 50.6276474, 81.9113341 50.627628, 81.9116628 50.6276213, 81.9117683 50.6276188)",,
459191187,,улица имени Александра Капорина,residential,False,True,12.465,"LINESTRING (81.9117681 50.6277309, 81.9117683 50.6276188)",,13
