osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,access
335984795,Calle san Carlos,residential,False,True,5.193,,,,"LINESTRING (-64.6830999 10.1328754, -64.6830589 10.1328519)",,
172680887,Avenida Fuerzas Armadas,tertiary,True,False,194.49399999999994,2,T-9,40,"LINESTRING (-64.6830999 10.1328754, -64.6831146 10.1328596, -64.6831468 10.1328226, -64.6831924 10.1327645, -64.6832389 10.1326949, -64.6832836 10.132614, -64.6833346 10.1325031, -64.6834526 10.1322629, -64.6835518 10.1320648, -64.6835947 10.1319592, -64.6836215 10.1318879, -64.6836457 10.1318219, -64.6836591 10.1317348, -64.6836671 10.1316608, -64.6836698 10.1315922, -64.6836698 10.131513, -64.6836591 10.131447, -64.6836323 10.1313334, -64.683607 10.1312712)",,
335984795,Calle san Carlos,residential,False,False,34.908,,,,"LINESTRING (-64.6830999 10.1328754, -64.68322 10.1329024, -64.6834152 10.1329163)",,
914093398,Avenida Fuerzas Armadas,tertiary,True,False,85.725,2,T-9,40,"LINESTRING (-64.6817989 10.1360068, -64.6818446 10.1360953, -64.68198 10.1363237, -64.6822214 10.1366544)",,
180304911,Calle Juncal,residential,True,False,6.321,,,,"LINESTRING (-64.6816782 10.1345688, -64.6816206 10.1345728)",,
172680887,Avenida Fuerzas Armadas,tertiary,True,False,95.936,2,T-9,40,"LINESTRING (-64.6816782 10.1345688, -64.6817145 10.1344517, -64.6817547 10.1343725, -64.6817923 10.1342907, -64.6818406 10.1342194, -64.6819264 10.134119, -64.6821168 10.1339052, -64.6821592 10.133861)",,
514868946,Calle Bolívar,residential,True,False,80.163,1,,,"LINESTRING (-64.6817273 10.1352954, -64.6824451 10.1351524)",,
172680887,Avenida Fuerzas Armadas,tertiary,True,False,81.55799999999998,2,T-9,40,"LINESTRING (-64.6817273 10.1352954, -64.6816863 10.1350405, -64.6816649 10.1349137, -64.6816582 10.1348504, -64.6816555 10.1347712, -64.6816582 10.134721, -64.6816609 10.1346709, -64.6816689 10.1346233, -64.6816782 10.1345688)",,
514868941,Calle Carabobo,residential,True,False,6.009,,,,"LINESTRING (-64.6822214 10.1366544, -64.6822739 10.1366386)",,
783128396,Avenida Cajigal,secondary,True,False,101.905,,R-49,,"LINESTRING (-64.6807629 10.1357103, -64.6805878 10.1348102)",,
