osmid,highway,oneway,reversed,length,ref,geometry,name,bridge
156575705,residential,False,True,45.009,,"LINESTRING (-68.041243 10.4643907, -68.0410396 10.4647426)",,
556760957,secondary,False,False,19.452,R-5,"LINESTRING (-68.041243 10.4643907, -68.0414012 10.4644707)",,
556760957,secondary,False,True,76.771,R-5,"LINESTRING (-68.041243 10.4643907, -68.0406221 10.4640684)",,
157118158,residential,False,True,37.944,,"LINESTRING (-68.0418037 10.4652752, -68.0418379 10.4652586, -68.041943 10.465169, -68.0420939 10.4650925)",,
556760957,secondary,False,False,308.97499999999997,R-5,"LINESTRING (-68.0418037 10.4652752, -68.0417027 10.4654234, -68.0413672 10.4657268, -68.0408388 10.4661475, -68.0405585 10.4663651, -68.0402742 10.4666012, -68.0401508 10.4667331, -68.0400653 10.4668734, -68.0399821 10.4670369, -68.0399037 10.467265)",,
556760957,secondary,False,True,61.46600000000001,R-5,"LINESTRING (-68.0418037 10.4652752, -68.0418226 10.4652184, -68.04184 10.4650826, -68.0417991 10.4649098, -68.0417159 10.4647509)",,
157118148,residential,False,True,56.160000000000004,,"LINESTRING (-68.0417159 10.4647509, -68.0418686 10.4648953, -68.0419665 10.4649751, -68.0420939 10.4650925)",,
556760957,secondary,False,False,61.465999999999994,R-5,"LINESTRING (-68.0417159 10.4647509, -68.0417991 10.4649098, -68.04184 10.4650826, -68.0418226 10.4652184, -68.0418037 10.4652752)",,
556760957,secondary,False,True,46.634,R-5,"LINESTRING (-68.0417159 10.4647509, -68.0415864 10.4646087, -68.0414012 10.4644707)",,
984926637,primary_link,False,True,62.204,T-3;R-5,"LINESTRING (-68.0399037 10.467265, -68.0397489 10.4678033)",Distribuidor La Cruz,
556760957,secondary,False,True,308.975,R-5,"LINESTRING (-68.0399037 10.467265, -68.0399821 10.4670369, -68.0400653 10.4668734, -68.0401508 10.4667331, -68.0402742 10.4666012, -68.0405585 10.4663651, -68.0408388 10.4661475, -68.0413672 10.4657268, -68.0417027 10.4654234, -68.0418037 10.4652752)",,
984926639,secondary,False,True,61.135999999999996,R-5,"LINESTRING (-68.0399037 10.467265, -68.0397517 10.4673925, -68.0394217 10.4675323)",Distribuidor La cruz,
156574207,residential,False,False,50.92,,"LINESTRING (-68.0400741 10.463744, -68.0398196 10.4641275)",,
556760957,secondary,False,False,69.941,R-5,"LINESTRING (-68.0400741 10.463744, -68.0406221 10.4640684)",,
156575719,residential,False,False,28.187,,"LINESTRING (-68.0398444 10.4653005, -68.0399868 10.4655118)",,
156575719,residential,False,True,85.739,,"LINESTRING (-68.0398444 10.4653005, -68.0394163 10.4646545)",,
156575742,residential,False,False,14.951,,"LINESTRING (-68.0398444 10.4653005, -68.0399177 10.465187)",,
156575719,residential,False,False,45.796,,"LINESTRING (-68.0397228 10.4659547, -68.0393732 10.4661815)",,
156575723,living_street,False,True,64.517,,"LINESTRING (-68.0397228 10.4659547, -68.039403 10.4654671)",,
156575719,residential,False,True,68.016,,"LINESTRING (-68.0397228 10.4659547, -68.0399743 10.4657916, -68.0400282 10.4657367, -68.040048 10.4656591, -68.0399868 10.4655118)",,
156575719,residential,False,True,45.796,,"LINESTRING (-68.0393732 10.4661815, -68.0397228 10.4659547)",,
156575719,residential,False,True,28.187,,"LINESTRING (-68.0399868 10.4655118, -68.0398444 10.4653005)",,
156575704,residential,False,True,51.441,,"LINESTRING (-68.0399868 10.4655118, -68.0402023 10.4656227, -68.0403676 10.465776)",,
156575719,residential,False,False,68.01599999999999,,"LINESTRING (-68.0399868 10.4655118, -68.040048 10.4656591, -68.0400282 10.4657367, -68.0399743 10.4657916, -68.0397228 10.4659547)",,
156575742,residential,False,True,35.922,,"LINESTRING (-68.0406221 10.4640684, -68.0404539 10.4643459)",,
556760957,secondary,False,False,76.771,R-5,"LINESTRING (-68.0406221 10.4640684, -68.041243 10.4643907)",,
556760957,secondary,False,True,69.941,R-5,"LINESTRING (-68.0406221 10.4640684, -68.0400741 10.463744)",,
156575719,residential,False,False,85.739,,"LINESTRING (-68.0394163 10.4646545, -68.0398444 10.4653005)",,
156574207,residential,False,True,73.60300000000001,,"LINESTRING (-68.0394163 10.4646545, -68.0395937 10.464468, -68.0398196 10.4641275)",,
156575713,residential,False,True,78.059,,"LINESTRING (-68.0402647 10.4646496, -68.0408654 10.4650289)",,
156575742,residential,False,False,26.339,,"LINESTRING (-68.0402647 10.4646496, -68.0403905 10.4644476)",,
156575742,residential,False,True,35.801,,"LINESTRING (-68.0402647 10.4646496, -68.0400892 10.4649214)",,
156575705,residential,False,False,19.455,,"LINESTRING (-68.0408654 10.4650289, -68.0409633 10.4648828)",,
156575705,residential,False,True,34.321,,"LINESTRING (-68.0408654 10.4650289, -68.0406985 10.4652903)",,
156575713,residential,False,False,78.059,,"LINESTRING (-68.0408654 10.4650289, -68.0402647 10.4646496)",,
156575705,residential,False,False,45.009,,"LINESTRING (-68.0410396 10.4647426, -68.041243 10.4643907)",,
156575705,residential,False,True,17.682,,"LINESTRING (-68.0410396 10.4647426, -68.0409633 10.4648828)",,
156575710,living_street,False,False,77.765,,"LINESTRING (-68.0410396 10.4647426, -68.0404539 10.4643459)",,
156575723,living_street,False,False,64.517,,"LINESTRING (-68.039403 10.4654671, -68.0397228 10.4659547)",,
156575710,living_street,False,True,77.765,,"LINESTRING (-68.0404539 10.4643459, -68.0410396 10.4647426)",,
156575742,residential,False,False,35.922,,"LINESTRING (-68.0404539 10.4643459, -68.0406221 10.4640684)",,
156575742,residential,False,True,13.264,,"LINESTRING (-68.0404539 10.4643459, -68.0403905 10.4644476)",,
156575705,residential,False,False,17.057,,"LINESTRING (-68.0403676 10.465776, -68.0404531 10.4656477)",,
156575704,residential,False,False,51.441,,"LINESTRING (-68.0403676 10.465776, -68.0402023 10.4656227, -68.0399868 10.4655118)",,
