osmid,highway,oneway,reversed,length,name,lanes,geometry
100567839,residential,False,False,62.208,,,"LINESTRING (-67.586096 10.2400927, -67.5861794 10.2406461)"
100567839,residential,False,True,71.504,,,"LINESTRING (-67.586096 10.2400927, -67.5859655 10.2394626)"
100567855,residential,False,False,84.306,Avenida 3,,"LINESTRING (-67.586096 10.2400927, -67.5853318 10.2399963)"
100567855,residential,False,True,61.425,Avenida 3,,"LINESTRING (-67.586096 10.2400927, -67.5866568 10.2401171)"
100567855,residential,False,True,62.802,Avenida 3,,"LINESTRING (-67.5845958 10.2398913, -67.5851638 10.2399723)"
474079058,residential,False,True,78.571,Calle Atamaica,,"LINESTRING (-67.5845958 10.2398913, -67.5847062 10.2391931)"
100567839,residential,False,False,81.609,,,"LINESTRING (-67.5861794 10.2406461, -67.586263 10.2413754)"
100567839,residential,False,True,62.208,,,"LINESTRING (-67.5861794 10.2406461, -67.586096 10.2400927)"
124581214,residential,False,False,63.538,Calle Peru,,"LINESTRING (-67.5861794 10.2406461, -67.5856009 10.2405969)"
100567839,residential,False,False,71.504,,,"LINESTRING (-67.5859655 10.2394626, -67.586096 10.2400927)"
100567839,residential,False,True,108.942,,,"LINESTRING (-67.5859655 10.2394626, -67.5858099 10.2384949)"
474079057,residential,False,False,59.787,4ta Avenida,,"LINESTRING (-67.5859655 10.2394626, -67.5854361 10.2393296)"
474079057,residential,False,True,75.783,4ta Avenida,,"LINESTRING (-67.5859655 10.2394626, -67.5866401 10.2396168)"
100567847,residential,False,False,58.7,Avenida 2,,"LINESTRING (-67.5854185 10.2415826, -67.5848914 10.2414845)"
100567847,residential,False,True,86.856,Avenida 2,,"LINESTRING (-67.5854185 10.2415826, -67.5862039 10.2416957)"
124581231,residential,False,False,41.276,,,"LINESTRING (-67.5854185 10.2415826, -67.5854771 10.2412159)"
100567839,residential,False,False,108.942,,,"LINESTRING (-67.5858099 10.2384949, -67.5859655 10.2394626)"
124581217,residential,False,False,38.619,,,"LINESTRING (-67.5858099 10.2384949, -67.5854682 10.238408)"
124581217,residential,False,True,73.368,,,"LINESTRING (-67.5858099 10.2384949, -67.5864566 10.2386691)"
889984063,tertiary,True,False,74.166,Avenida Fuerzas Aéreas,2,"LINESTRING (-67.5863625 10.2367152, -67.5862704 10.237376)"
100567831,residential,False,False,140.428,Calle Iriarte,,"LINESTRING (-67.5863625 10.2367152, -67.5860479 10.2366423, -67.58513 10.2363652)"
100567953,residential,False,False,106.653,Calle Atamaica,,"LINESTRING (-67.5849 10.2382531, -67.5847062 10.2391931)"
124581217,residential,False,True,64.517,,,"LINESTRING (-67.5849 10.2382531, -67.5854682 10.238408)"
100567839,residential,False,False,36.198,,,"LINESTRING (-67.586263 10.2413754, -67.5862039 10.2416957)"
100567839,residential,False,True,81.609,,,"LINESTRING (-67.586263 10.2413754, -67.5861794 10.2406461)"
274475373,residential,False,False,65.309,,,"LINESTRING (-67.586263 10.2413754, -67.5868542 10.241456)"
274475373,residential,False,True,87.806,,,"LINESTRING (-67.586263 10.2413754, -67.5854771 10.2412159)"
100567860,residential,False,False,133.437,,,"LINESTRING (-67.5864743 10.2359374, -67.5852644 10.2357876)"
