osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,ref,junction
398399889,residential,40,False,False,66.407,"LINESTRING (-66.6111372 10.4634644, -66.6111001 10.4628683)",,,,
149924475,residential,,False,True,178.28300000000002,"LINESTRING (-66.6111372 10.4634644, -66.6110977 10.4636922, -66.6110482 10.4638506, -66.6110037 10.4639365, -66.6109506 10.4640269, -66.6108608 10.4641217, -66.6107082 10.4642687, -66.6106354 10.4643391, -66.6105842 10.4643915, -66.6105418 10.4644506, -66.610465 10.4645794, -66.6103314 10.4648169)",,,,
952506451,residential,,False,False,35.245,"LINESTRING (-66.6111372 10.4634644, -66.6111741 10.4634102, -66.6112318 10.4633484, -66.61131 10.4633147, -66.6113953 10.4633149)",,,,
149924475,residential,,False,False,178.283,"LINESTRING (-66.6103314 10.4648169, -66.610465 10.4645794, -66.6105418 10.4644506, -66.6105842 10.4643915, -66.6106354 10.4643391, -66.6107082 10.4642687, -66.6108608 10.4641217, -66.6109506 10.4640269, -66.6110037 10.4639365, -66.6110482 10.4638506, -66.6110977 10.4636922, -66.6111372 10.4634644)",,,,
149924475,residential,,False,True,169.444,"LINESTRING (-66.6103314 10.4648169, -66.6102315 10.465031, -66.6099857 10.4655182, -66.6099649 10.4655505, -66.6099264 10.4655978, -66.6099156 10.4656094, -66.6096957 10.4657512, -66.6093799 10.4659547)",,,,
149929806,residential,,False,True,308.74100000000004,"LINESTRING (-66.6103314 10.4648169, -66.6100511 10.464681, -66.6099907 10.4646573, -66.6098928 10.4646467, -66.6098017 10.4646586, -66.6097051 10.4646916, -66.6095151 10.4648343, -66.6093926 10.4649369, -66.6092625 10.4650147, -66.6091391 10.4650595, -66.6089836 10.4651004, -66.6088012 10.465111, -66.608655 10.4651123, -66.6085249 10.4650938, -66.6084123 10.4650569, -66.6083103 10.4649962, -66.6082358 10.4649294, -66.6079536 10.4645123)",,,,
748840825,residential,,False,False,43.252,"LINESTRING (-66.6122586 10.4674945, -66.6121624 10.4678718)",2,Avenida Ruíz Pineda,,
766087882,residential,,False,True,48.316,"LINESTRING (-66.6122586 10.4674945, -66.6118307 10.4673861)",,C.1,,
766087880,residential,,False,True,48.494,"LINESTRING (-66.6122586 10.4674945, -66.6118877 10.4673882, -66.6118598 10.4673853, -66.6118307 10.4673861)",,,,
149924475,residential,,False,False,66.01,"LINESTRING (-66.6079142 10.4673315, -66.6082856 10.4668635)",,,,
748840825,residential,,False,False,30.759,"LINESTRING (-66.6121624 10.4678718, -66.6120896 10.468139)",2,Avenida Ruíz Pineda,,
748840825,residential,,False,True,43.252,"LINESTRING (-66.6121624 10.4678718, -66.6122586 10.4674945)",2,Avenida Ruíz Pineda,,
748840825,residential,,False,True,30.759,"LINESTRING (-66.6120896 10.468139, -66.6121624 10.4678718)",2,Avenida Ruíz Pineda,,
748840825,residential,,False,False,133.221,"LINESTRING (-66.6120896 10.468139, -66.6119038 10.4689008, -66.6118878 10.468989, -66.6118562 10.4693126)",2,Avenida Ruíz Pineda,,
"[766087881, 766087882]",residential,,False,False,117.34899999999999,"LINESTRING (-66.6120896 10.468139, -66.6117719 10.4680317, -66.6116609 10.4678849, -66.6116571 10.4678633, -66.6116591 10.4678343, -66.6117023 10.467674, -66.6117851 10.4674176, -66.6117952 10.4674061, -66.6118091 10.4673936, -66.6118307 10.4673861)",,C.1,,
149924460,tertiary,40,True,False,42.81400000000001,"LINESTRING (-66.6063271 10.469346, -66.6062971 10.4693924, -66.6062797 10.4694447, -66.6062762 10.4694996, -66.6062866 10.4695536, -66.6063105 10.4696034, -66.6063462 10.4696457, -66.6063915 10.469678)",2,Redoma de Trapichito,R-19,roundabout
149924460,tertiary,40,True,False,21.108,"LINESTRING (-66.6066676 10.4693434, -66.6066191 10.4693018, -66.6065605 10.4692756, -66.6064968 10.4692669)",2,Redoma de Trapichito,R-19,roundabout
149924460,tertiary,40,True,False,23.232,"LINESTRING (-66.6067132 10.46954, -66.6067193 10.4694578, -66.6067019 10.4693969, -66.6066676 10.4693434)",2,Redoma de Trapichito,R-19,roundabout
1234526265,residential,40,True,False,161.188,"LINESTRING (-66.6067132 10.46954, -66.6067645 10.4694918, -66.6068478 10.4694628, -66.6072918 10.4693737, -66.6077249 10.469283, -66.6078849 10.4692443, -66.608139 10.4692438)",4,Avenida Principal de Trapichito,,
149924460,tertiary,40,True,False,22.784,"LINESTRING (-66.6063915 10.469678, -66.6064398 10.4696972, -66.6064913 10.4697048, -66.6065432 10.4697004, -66.6065927 10.4696844)",2,Redoma de Trapichito,R-19,roundabout
321729983,tertiary,,True,False,58.64,"LINESTRING (-66.6063915 10.469678, -66.6064516 10.4697953, -66.6064703 10.4698744, -66.6064722 10.4701892)",4,5.° Avenida,R-19,
149929806,residential,,False,False,308.741,"LINESTRING (-66.6079536 10.4645123, -66.6082358 10.4649294, -66.6083103 10.4649962, -66.6084123 10.4650569, -66.6085249 10.4650938, -66.608655 10.4651123, -66.6088012 10.465111, -66.6089836 10.4651004, -66.6091391 10.4650595, -66.6092625 10.4650147, -66.6093926 10.4649369, -66.6095151 10.4648343, -66.6097051 10.4646916, -66.6098017 10.4646586, -66.6098928 10.4646467, -66.6099907 10.4646573, -66.6100511 10.464681, -66.6103314 10.4648169)",,,,
562060884,tertiary,50,False,False,578.4069999999999,"LINESTRING (-66.6079536 10.4645123, -66.6077578 10.4646942, -66.6066703 10.4656369, -66.6061929 10.4660508, -66.6061136 10.4660974, -66.6059902 10.4661423, -66.6058481 10.4661765, -66.6055891 10.4662127, -66.6053438 10.4662504, -66.6052046 10.4662811, -66.6050032 10.4663506, -66.6047326 10.4664843, -66.6045901 10.4665484, -66.604456 10.4665801, -66.6039337 10.4666476, -66.6038069 10.466683, -66.6035797 10.4668018, -66.6034289 10.4669065)",4,Av. Principal Aconcagua - Oropeza Castillo,R-19,
220547699,residential,40,True,False,7.758,"LINESTRING (-66.6095918 10.469219, -66.6095209 10.4692163)",4,Avenida Principal de Trapichito,,
1234526264,residential,,False,True,8.195,"LINESTRING (-66.6095918 10.469219, -66.6095879 10.4692926)",,,,
311177212,residential,30,False,False,79.562,"LINESTRING (-66.6052763 10.4694915, -66.6052775 10.4695577, -66.6052834 10.4698771, -66.6052895 10.4702069)",,,,
"[311177212, 311177213]",residential,30,False,True,306.019,"LINESTRING (-66.6052763 10.4694915, -66.605244 10.4686937, -66.6052226 10.4686093, -66.6051877 10.4685222, -66.6051287 10.4684695, -66.6047773 10.4681688, -66.6046835 10.4680897, -66.6045976 10.468058, -66.6044126 10.4680949, -66.6044126 10.4680976, -66.6042624 10.468182, -66.6041175 10.4682954, -66.6039298 10.4684457, -66.6037474 10.4686145)",,,,
847459649,living_street,,False,False,81.822,"LINESTRING (-66.6052763 10.4694915, -66.6057032 10.4694907, -66.6057475 10.4694906, -66.6057703 10.4694827, -66.6057864 10.4694695, -66.605785 10.4692414)",,,,
311177212,residential,30,False,True,79.56199999999998,"LINESTRING (-66.6052895 10.4702069, -66.6052834 10.4698771, -66.6052775 10.4695577, -66.6052763 10.4694915)",,,,
847461646,residential,30,False,False,117.767,"LINESTRING (-66.6052895 10.4702069, -66.6046996 10.4702159, -66.6045715 10.4702178, -66.6044854 10.4702191, -66.6042126 10.4702232)",,,,
847461646,residential,30,False,True,129.33599999999998,"LINESTRING (-66.6052895 10.4702069, -66.6055122 10.4702036, -66.6055795 10.4702025, -66.6058348 10.4701987, -66.606121 10.4701944, -66.6063008 10.4701916, -66.6064722 10.4701892)",,,,
847461646,residential,30,False,False,129.336,"LINESTRING (-66.6064722 10.4701892, -66.6063008 10.4701916, -66.606121 10.4701944, -66.6058348 10.4701987, -66.6055795 10.4702025, -66.6055122 10.4702036, -66.6052895 10.4702069)",,,,
311177210,residential,30,False,False,77.472,"LINESTRING (-66.6042126 10.4702232, -66.6041851 10.469527)",,,,
847461646,residential,30,False,False,43.196,"LINESTRING (-66.6042126 10.4702232, -66.6038176 10.4702292)",,,,
847461646,residential,30,False,True,117.76700000000001,"LINESTRING (-66.6042126 10.4702232, -66.6044854 10.4702191, -66.6045715 10.4702178, -66.6046996 10.4702159, -66.6052895 10.4702069)",,,,
311177210,residential,30,False,True,119.688,"LINESTRING (-66.6037474 10.4686145, -66.603911 10.4687648, -66.6039901 10.4688348, -66.6040464 10.4688981, -66.6040987 10.4689521, -66.6041363 10.4689997, -66.6041523 10.4690313, -66.6041604 10.4690709, -66.6041711 10.4691685, -66.6041839 10.4694951, -66.6041851 10.469527)",,,,
"[311177212, 311177213]",residential,30,False,False,306.019,"LINESTRING (-66.6037474 10.4686145, -66.6039298 10.4684457, -66.6041175 10.4682954, -66.6042624 10.468182, -66.6044126 10.4680976, -66.6044126 10.4680949, -66.6045976 10.468058, -66.6046835 10.4680897, -66.6047773 10.4681688, -66.6051287 10.4684695, -66.6051877 10.4685222, -66.6052226 10.4686093, -66.605244 10.4686937, -66.6052763 10.4694915)",,,,
220547699,residential,40,True,False,8.07,"LINESTRING (-66.6082125 10.469174, -66.6081387 10.4691741)",4,Avenida Principal de Trapichito,,
333201552,residential,,False,False,51.766999999999996,"LINESTRING (-66.6082125 10.469174, -66.6082061 10.4688509, -66.608201 10.4687086)",,,,
220547699,residential,40,True,False,143.14499999999998,"LINESTRING (-66.6095209 10.4692163, -66.6086057 10.4691841, -66.6082125 10.469174)",4,Avenida Principal de Trapichito,,
847458226,residential,,False,False,48.955,"LINESTRING (-66.6095209 10.4692163, -66.609543 10.4688909, -66.6095488 10.4687769)",,,,
149924475,residential,,False,True,66.01,"LINESTRING (-66.6082856 10.4668635, -66.6079142 10.4673315)",,,,
149924475,residential,,False,False,157.753,"LINESTRING (-66.6082856 10.4668635, -66.6087067 10.4664078, -66.608755 10.4663644, -66.6088106 10.4663244, -66.6093799 10.4659547)",,,,
"[766084073, 847438306, 333201085]",residential,,False,False,335.57300000000004,"LINESTRING (-66.6082856 10.4668635, -66.6088993 10.4673777, -66.6089507 10.4674116, -66.6090399 10.4674491, -66.6091071 10.4674567, -66.6091586 10.4674557, -66.6092283 10.4674386, -66.6092648 10.4674194, -66.6097403 10.4670951, -66.6097587 10.4670772, -66.6098318 10.466977, -66.6098379 10.466958, -66.6098372 10.4669361, -66.6097985 10.4668152, -66.6093799 10.4659547)",,,,
149924475,residential,,False,False,169.44400000000002,"LINESTRING (-66.6093799 10.4659547, -66.6096957 10.4657512, -66.6099156 10.4656094, -66.6099264 10.4655978, -66.6099649 10.4655505, -66.6099857 10.4655182, -66.6102315 10.465031, -66.6103314 10.4648169)",,,,
149924475,residential,,False,True,157.753,"LINESTRING (-66.6093799 10.4659547, -66.6088106 10.4663244, -66.608755 10.4663644, -66.6087067 10.4664078, -66.6082856 10.4668635)",,,,
"[766084073, 847438306, 333201085]",residential,,False,True,335.573,"LINESTRING (-66.6093799 10.4659547, -66.6097985 10.4668152, -66.6098372 10.4669361, -66.6098379 10.466958, -66.6098318 10.466977, -66.6097587 10.4670772, -66.6097403 10.4670951, -66.6092648 10.4674194, -66.6092283 10.4674386, -66.6091586 10.4674557, -66.6091071 10.4674567, -66.6090399 10.4674491, -66.6089507 10.4674116, -66.6088993 10.4673777, -66.6082856 10.4668635)",,,,
562060884,tertiary,50,False,True,578.4069999999999,"LINESTRING (-66.6034289 10.4669065, -66.6035797 10.4668018, -66.6038069 10.466683, -66.6039337 10.4666476, -66.604456 10.4665801, -66.6045901 10.4665484, -66.6047326 10.4664843, -66.6050032 10.4663506, -66.6052046 10.4662811, -66.6053438 10.4662504, -66.6055891 10.4662127, -66.6058481 10.4661765, -66.6059902 10.4661423, -66.6061136 10.4660974, -66.6061929 10.4660508, -66.6066703 10.4656369, -66.6077578 10.4646942, -66.6079536 10.4645123)",4,Av. Principal Aconcagua - Oropeza Castillo,R-19,
990093115,tertiary,,False,False,22.185000000000002,"LINESTRING (-66.6034289 10.4669065, -66.6034046 10.4669863, -66.6033822 10.4671004)",,,,
398399889,residential,40,False,True,66.407,"LINESTRING (-66.6111001 10.4628683, -66.6111372 10.4634644)",,,,
398399889,residential,40,False,False,107.64,"LINESTRING (-66.6111001 10.4628683, -66.6111092 10.4627344, -66.6111367 10.4623287, -66.6111735 10.461903)",,,,
398399890,residential,40,False,False,59.506,"LINESTRING (-66.6111001 10.4628683, -66.6111992 10.4630617, -66.6112996 10.4632029, -66.6113953 10.4633149)",,,,
766087868,living_street,,False,True,129.78,"LINESTRING (-66.6113305 10.4665827, -66.6114472 10.4667067, -66.6117919 10.4669863, -66.6116551 10.4673424, -66.6118307 10.4673861)",,,,
766087875,living_street,,False,True,70.347,"LINESTRING (-66.6106036 10.4686519, -66.6108067 10.468755, -66.6108155 10.4687614, -66.610821 10.4687704, -66.6108362 10.4688377, -66.6108417 10.4688431, -66.6108506 10.4688451, -66.6111567 10.4688506)",,,,
"[766087874, 766087876]","['living_street', 'residential']",,False,"[False, True]",67.01400000000001,"LINESTRING (-66.611439 10.4685325, -66.6113519 10.4685274, -66.6111664 10.4685166, -66.6111567 10.4688506)",,,,
766087875,living_street,,False,False,70.347,"LINESTRING (-66.6111567 10.4688506, -66.6108506 10.4688451, -66.6108417 10.4688431, -66.6108362 10.4688377, -66.610821 10.4687704, -66.6108155 10.4687614, -66.6108067 10.468755, -66.6106036 10.4686519)",,,,
"[766087874, 766087876]","['residential', 'living_street']",,False,"[False, True]",67.014,"LINESTRING (-66.6111567 10.4688506, -66.6111664 10.4685166, -66.6113519 10.4685274, -66.611439 10.4685325)",,,,
766087876,residential,,False,True,48.274,"LINESTRING (-66.6111567 10.4688506, -66.6111544 10.4689511, -66.6111267 10.4692836)",,,,
220547699,residential,40,True,False,79.832,"LINESTRING (-66.6118562 10.4693126, -66.6111267 10.4692836)",4,Avenida Principal de Trapichito,,
748840825,residential,,False,False,6.75,"LINESTRING (-66.6118562 10.4693126, -66.6118562 10.4693733)",2,Avenida Ruíz Pineda,,
748840825,residential,,False,True,133.221,"LINESTRING (-66.6118562 10.4693126, -66.6118878 10.468989, -66.6119038 10.4689008, -66.6120896 10.468139)",2,Avenida Ruíz Pineda,,
847458226,residential,,False,True,29.097,"LINESTRING (-66.609555 10.4685153, -66.6095488 10.4687769)",,,,
"[952506428, 766087877]",living_street,,False,False,62.74399999999999,"LINESTRING (-66.609555 10.4685153, -66.6098925 10.4685216, -66.6098955 10.4684528, -66.6100617 10.4684563)",,,,
"[333201553, 847458226]","['residential', 'living_street']",,False,False,50.825,"LINESTRING (-66.609555 10.4685153, -66.6095571 10.4684333, -66.6095442 10.468371, -66.609516 10.4683446, -66.6094691 10.4683328, -66.6092397 10.4683314)",,,,
766087878,living_street,,False,True,29.687,"LINESTRING (-66.6092774 10.4687696, -66.6095488 10.4687769)",,,,
766087878,living_street,,False,False,29.687,"LINESTRING (-66.6095488 10.4687769, -66.6092774 10.4687696)",,,,
847458226,residential,,False,False,29.097,"LINESTRING (-66.6095488 10.4687769, -66.609555 10.4685153)",,,,
847458226,residential,,False,True,48.955,"LINESTRING (-66.6095488 10.4687769, -66.609543 10.4688909, -66.6095209 10.4692163)",,,,
"[333201552, 766087879]","['living_street', 'residential']",,False,True,68.469,"LINESTRING (-66.6085155 10.4684033, -66.608427 10.4684021, -66.608204 10.4683992, -66.608201 10.4687086)",,,,
766087882,residential,,False,False,48.316,"LINESTRING (-66.6118307 10.4673861, -66.6122586 10.4674945)",,C.1,,
766087880,residential,,False,False,48.494,"LINESTRING (-66.6118307 10.4673861, -66.6118598 10.4673853, -66.6118877 10.4673882, -66.6122586 10.4674945)",,,,
766087868,living_street,,False,False,129.78,"LINESTRING (-66.6118307 10.4673861, -66.6116551 10.4673424, -66.6117919 10.4669863, -66.6114472 10.4667067, -66.6113305 10.4665827)",,,,
"[766087881, 766087882]",residential,,False,True,117.34899999999999,"LINESTRING (-66.6118307 10.4673861, -66.6118091 10.4673936, -66.6117952 10.4674061, -66.6117851 10.4674176, -66.6117023 10.467674, -66.6116591 10.4678343, -66.6116571 10.4678633, -66.6116609 10.4678849, -66.6117719 10.4680317, -66.6120896 10.468139)",,C.1,,
