osmid,oneway,highway,reversed,length,name,geometry,lanes,ref
232954779,True,residential,False,53.165,,"LINESTRING (-69.1990802 9.5504329, -69.1993834 9.550806)",,
237467272,False,residential,False,77.146,Calle 37,"LINESTRING (-69.2003863 9.5505733, -69.2005552 9.5498998)",,
232954779,True,residential,False,23.59,,"LINESTRING (-69.1993834 9.550806, -69.199548 9.5509426)",,
498942368,False,residential,True,129.34900000000002,,"LINESTRING (-69.1993834 9.550806, -69.1996595 9.5504729, -69.1996944 9.5504504, -69.199744 9.5504491, -69.1998419 9.5504848, -69.2003537 9.550677)",,
232954726,True,residential,False,87.613,Calle 37,"LINESTRING (-69.2001165 9.5514294, -69.2003537 9.550677)",,
232954726,True,residential,False,114.706,Calle 37,"LINESTRING (-69.1998382 9.5524238, -69.2001165 9.5514294)",,
232954730,False,tertiary,True,97.214,Avenida 36,"LINESTRING (-69.1998382 9.5524238, -69.2002735 9.5525146, -69.2007047 9.5526087)",2,R-14
232954726,True,residential,False,71.837,Calle 37,"LINESTRING (-69.1995089 9.5536409, -69.1996838 9.5530183)",,
504478376,True,residential,False,80.954,Avenida 35,"LINESTRING (-69.1995089 9.5536409, -69.1987982 9.5534438)",3,
232954726,True,residential,False,75.929,Calle 37,"LINESTRING (-69.199447 9.5550121, -69.1994719 9.5543297)",,
369021800,True,residential,False,130.527,Avenida 34,"LINESTRING (-69.199447 9.5550121, -69.1999896 9.5550581, -69.200633 9.5551126)",2,
237467197,False,living_street,False,5.819,Calle Principal,"LINESTRING (-69.1994943 9.5474244, -69.1995093 9.5473742)",,
237467188,True,residential,False,64.805,Avenida 41,"LINESTRING (-69.2000599 9.5475934, -69.1994943 9.5474244)",,
237467220,True,residential,False,6.071,Calle 37A,"LINESTRING (-69.2000599 9.5475934, -69.2000391 9.547644)",,
232954788,True,residential,False,115.542,,"LINESTRING (-69.19971 9.5489928, -69.2007515 9.5491504)",,
504478376,True,residential,False,56.205,Avenida 35,"LINESTRING (-69.2000204 9.5536736, -69.1995089 9.5536409)",3,
237467196,False,residential,True,73.62599999999999,,"LINESTRING (-69.2000204 9.5536736, -69.2000122 9.5538215, -69.1999975 9.5539855, -69.1999747 9.554164, -69.1999519 9.5542817, -69.1999438 9.5543307)",2,
232954726,True,residential,False,76.699,Calle 37,"LINESTRING (-69.1994719 9.5543297, -69.1995089 9.5536409)",,
237467217,False,residential,False,51.768,,"LINESTRING (-69.1994719 9.5543297, -69.1996662 9.5543241, -69.199862 9.5543307, -69.1999438 9.5543307)",2,
237467196,False,residential,False,73.626,,"LINESTRING (-69.1999438 9.5543307, -69.1999519 9.5542817, -69.1999747 9.554164, -69.1999975 9.5539855, -69.2000122 9.5538215, -69.2000204 9.5536736)",2,
237467217,False,residential,False,91.501,,"LINESTRING (-69.1999438 9.5543307, -69.2002255 9.5543399, -69.2003489 9.554328, -69.2005111 9.5543174, -69.2007768 9.5543038)",2,
237467217,False,residential,True,51.768,,"LINESTRING (-69.1999438 9.5543307, -69.199862 9.5543307, -69.1996662 9.5543241, -69.1994719 9.5543297)",2,
498938139,False,residential,False,61.716,Calle 36,"LINESTRING (-69.2007768 9.5543038, -69.2008762 9.5537575)",,
498938139,False,residential,True,91.306,Calle 36,"LINESTRING (-69.2007768 9.5543038, -69.200633 9.5551126)",,
237467217,False,residential,True,91.501,,"LINESTRING (-69.2007768 9.5543038, -69.2005111 9.5543174, -69.2003489 9.554328, -69.2002255 9.5543399, -69.1999438 9.5543307)",2,
232954726,True,residential,False,68.239,Calle 37,"LINESTRING (-69.1996838 9.5530183, -69.1998382 9.5524238)",,
498942372,False,residential,True,47.946,,"LINESTRING (-69.1996838 9.5530183, -69.2000793 9.5530214, -69.200121 9.5530233)",2,
504478376,True,residential,False,90.856,Avenida 35,"LINESTRING (-69.2042581 9.55441, -69.2034437 9.5542595)",3,
369682795,True,tertiary,False,114.853,Calle 32,"LINESTRING (-69.2046639 9.5515938, -69.2045101 9.5526155)",1,T-5
380894798,True,residential,False,105.036,Avenida 38,"LINESTRING (-69.2046639 9.5515938, -69.2056129 9.5517222)",,
794179909,False,residential,True,95.784,Avenida 38,"LINESTRING (-69.2046639 9.5515938, -69.2038196 9.5513729)",,
369682795,True,tertiary,False,97.058,Calle 32,"LINESTRING (-69.2049137 9.5497465, -69.2047967 9.5506117)",1,T-5
772448671,True,residential,False,113.966,,"LINESTRING (-69.2049137 9.5497465, -69.2059388 9.5499155)",,
369682795,True,tertiary,False,95.423,Calle 32,"LINESTRING (-69.2050251 9.5488954, -69.2049137 9.5497465)",1,T-5
367627476,True,residential,False,110.746,Calle 31,"LINESTRING (-69.2061466 9.5486366, -69.2062569 9.5476466)",2,
407998726,True,tertiary,False,138.902,Avenida Los Agricultores,"LINESTRING (-69.2061466 9.5486366, -69.2053317 9.5486107, -69.2052533 9.5486253, -69.2051728 9.548665, -69.205119 9.5487066, -69.2050251 9.5488954)",2,T-5
369021800,True,residential,False,83.97,Avenida 34,"LINESTRING (-69.2016161 9.55519, -69.2023792 9.5552532)",2,
498938141,False,residential,False,141.124,Calle 35,"LINESTRING (-69.2016161 9.55519, -69.201827 9.553938)",,
369021800,True,residential,False,108.142,Avenida 34,"LINESTRING (-69.200633 9.5551126, -69.2016161 9.55519)",2,
498938139,False,residential,False,91.306,Calle 36,"LINESTRING (-69.200633 9.5551126, -69.2007768 9.5543038)",,
498938142,False,residential,True,131.16,Calle 34,"LINESTRING (-69.2023792 9.5552532, -69.2025639 9.5540878)",,
698131832,True,tertiary,False,37.415,Calle 31,"LINESTRING (-69.2060991 9.5489698, -69.2061466 9.5486366)",2,
369190582,True,tertiary,False,51.44,Avenida Los Agricultores,"LINESTRING (-69.2060991 9.5489698, -69.206255 9.5487984, -69.2063319 9.5487441, -69.2064575 9.5486808)",2,T-5
232954730,False,tertiary,True,95.41,Avenida 36,"LINESTRING (-69.2027598 9.5529885, -69.2036141 9.5531513)",2,R-14
498938142,False,residential,False,124.11,Calle 34,"LINESTRING (-69.2027598 9.5529885, -69.2025639 9.5540878)",,
498938143,False,residential,False,85.497,Calle 34,"LINESTRING (-69.2027598 9.5529885, -69.2029063 9.5522333)",,
232954730,False,tertiary,False,90.726,Avenida 36,"LINESTRING (-69.2027598 9.5529885, -69.2023625 9.5529182, -69.2019449 9.5528473)",2,R-14
232954730,False,tertiary,False,90.007,Avenida 36,"LINESTRING (-69.204421 9.5532998, -69.2036141 9.5531513)",2,R-14
369682795,True,tertiary,False,124.734,Calle 32,"LINESTRING (-69.204421 9.5532998, -69.2042581 9.55441)",1,T-5
698046041,True,tertiary,False,100.84,Avenida 36,"LINESTRING (-69.204421 9.5532998, -69.2053226 9.5534785)",,R-14
237467272,False,residential,False,97.776,Calle 37,"LINESTRING (-69.2012971 9.547171, -69.2015337 9.5463232)",,
237467272,False,residential,True,82.544,Calle 37,"LINESTRING (-69.2012971 9.547171, -69.2010626 9.5478764)",,
498942380,False,residential,False,36.408,Calle 42,"LINESTRING (-69.2012971 9.547171, -69.2016281 9.5471967)",,
531511511,False,residential,False,118.018,Calle 42,"LINESTRING (-69.2012971 9.547171, -69.2002331 9.5470112)",,
232954788,True,residential,False,95.85,,"LINESTRING (-69.2007515 9.5491504, -69.2016155 9.5492811)",,
237467272,False,residential,False,140.653,Calle 37,"LINESTRING (-69.2007515 9.5491504, -69.2010504 9.5479203)",,
237467272,False,residential,True,86.065,Calle 37,"LINESTRING (-69.2007515 9.5491504, -69.2005552 9.5498998)",,
237467272,False,residential,False,86.065,Calle 37,"LINESTRING (-69.2005552 9.5498998, -69.2007515 9.5491504)",,
237467272,False,residential,True,77.146,Calle 37,"LINESTRING (-69.2005552 9.5498998, -69.2003863 9.5505733)",,
367627477,True,tertiary,False,106.616,Calle 31,"LINESTRING (-69.2059388 9.5499155, -69.2060991 9.5489698)",2,T-5
772448671,True,residential,False,105.676,,"LINESTRING (-69.2059388 9.5499155, -69.2068954 9.5500308)",,
369021521,True,residential,False,94.253,Calle 30,"LINESTRING (-69.2068954 9.5500308, -69.2067435 9.5508651)",,
232954789,True,residential,False,101.178,Avenida 39,"LINESTRING (-69.2047967 9.5506117, -69.2038885 9.550451)",,
369682795,True,tertiary,False,110.171,Calle 32,"LINESTRING (-69.2047967 9.5506117, -69.2046639 9.5515938)",1,T-5
232954789,True,residential,False,110.785,Avenida 39,"LINESTRING (-69.2057967 9.5507537, -69.2047967 9.5506117)",,
367627477,True,tertiary,False,94.497,Calle 31,"LINESTRING (-69.2057967 9.5507537, -69.2059388 9.5499155)",2,T-5
232954789,True,residential,False,104.557,Avenida 39,"LINESTRING (-69.2067435 9.5508651, -69.2057967 9.5507537)",,
369021521,True,residential,False,113.924,Calle 30,"LINESTRING (-69.2067435 9.5508651, -69.2065598 9.5518735)",,
232954789,True,residential,False,92.604,Avenida 39,"LINESTRING (-69.2075762 9.5510039, -69.2067435 9.5508651)",,
369021520,True,residential,False,126.344,Calle 29,"LINESTRING (-69.2075762 9.5510039, -69.2077818 9.5498859)",,
380894798,True,residential,False,105.185,Avenida 38,"LINESTRING (-69.2056129 9.5517222, -69.2065598 9.5518735)",,
367627477,True,tertiary,False,109.562,Calle 31,"LINESTRING (-69.2056129 9.5517222, -69.2057072 9.5512254, -69.2057967 9.5507537)",2,T-5
369021521,True,residential,False,110.345,Calle 30,"LINESTRING (-69.2065598 9.5518735, -69.2063823 9.5528503)",,
380894798,True,residential,False,92.715,Avenida 38,"LINESTRING (-69.2065598 9.5518735, -69.2073945 9.5520065)",,
369021520,True,residential,False,113.251,Calle 29,"LINESTRING (-69.2073945 9.5520065, -69.2075762 9.5510039)",,
369682795,True,tertiary,False,76.715,Calle 32,"LINESTRING (-69.2045101 9.5526155, -69.204421 9.5532998)",1,T-5
380894797,True,residential,False,83.229,Avenida 37,"LINESTRING (-69.2045101 9.5526155, -69.203756 9.5525304)",,
367627477,True,tertiary,False,114.559,Calle 31,"LINESTRING (-69.2054569 9.5527409, -69.2056129 9.5517222)",2,T-5
380894797,True,residential,False,104.752,Avenida 37,"LINESTRING (-69.2054569 9.5527409, -69.2045101 9.5526155)",,
369021521,True,residential,False,93.208,Calle 30,"LINESTRING (-69.2063823 9.5528503, -69.2062324 9.5536754)",,
380894797,True,residential,False,102.2,Avenida 37,"LINESTRING (-69.2063823 9.5528503, -69.2054569 9.5527409)",,
