osmid,oneway,highway,reversed,length,ref,geometry,lanes
76611534,False,secondary,False,83.382,,"LINESTRING (35.3186671 -22.0003974, 35.3186785 -21.9996476)",
76611534,False,secondary,True,84.633,,"LINESTRING (35.3186671 -22.0003974, 35.3186524 -22.0011584)",
596549813,False,residential,False,98.037,,"LINESTRING (35.3186671 -22.0003974, 35.319618 -22.0003924)",
76611534,False,secondary,False,25.328,,"LINESTRING (35.3186785 -21.9996476, 35.3186926 -21.9994202)",
76611534,False,secondary,True,83.382,,"LINESTRING (35.3186785 -21.9996476, 35.3186671 -22.0003974)",
60791826,True,secondary,False,224.03699999999998,N240,"LINESTRING (35.3186785 -21.9996476, 35.3185849 -21.999598, 35.3184957 -21.9995539, 35.3183179 -21.9994698, 35.3182209 -21.9994442, 35.318098 -21.9994305, 35.3165581 -21.9994287)",
76611534,False,secondary,True,16.542,,"LINESTRING (35.3187013 -21.9990314, 35.3186966 -21.9991801)",
596961852,False,secondary,True,98.939,,"LINESTRING (35.3187013 -21.9990314, 35.3196609 -21.9990408)",
76611534,False,secondary,False,201.388,,"LINESTRING (35.3187013 -21.9990314, 35.3187208 -21.997658, 35.3187221 -21.9972204)",
596549813,False,residential,True,79.099,,"LINESTRING (35.3241724 -22.0003775, 35.3234052 -22.0003832)",
76611503,False,residential,True,84.464,,"LINESTRING (35.3241724 -22.0003775, 35.3241281 -22.0008786, 35.3241134 -22.0009495, 35.3240205 -22.0011128)",
297537248,False,residential,False,215.502,,"LINESTRING (35.3241724 -22.0003775, 35.3242394 -21.9996837, 35.3242877 -21.9992758, 35.3244299 -21.9984552)",
60791825,False,residential,False,157.226,,"LINESTRING (35.3244299 -21.9984552, 35.3238639 -21.9984253, 35.323785 -21.9984378, 35.3237271 -21.9984539, 35.3236561 -21.9984614, 35.3229104 -21.9984377)",
297537248,False,residential,False,198.429,,"LINESTRING (35.3244299 -21.9984552, 35.3244942 -21.9981493, 35.3245318 -21.9978633, 35.3246632 -21.9970053, 35.3247222 -21.9966919)",
297537248,False,residential,True,215.502,,"LINESTRING (35.3244299 -21.9984552, 35.3242877 -21.9992758, 35.3242394 -21.9996837, 35.3241724 -22.0003775)",
76611498,False,residential,False,95.681,,"LINESTRING (35.3191178 -22.0019957, 35.3190869 -22.0028557)",
76611582,False,residential,False,48.671,,"LINESTRING (35.3191178 -22.0019957, 35.3195898 -22.0019873)",
76611582,False,residential,True,50.789,,"LINESTRING (35.3191178 -22.0019957, 35.3186256 -22.0019766)",
76611498,False,residential,True,95.681,,"LINESTRING (35.3190869 -22.0028557, 35.3191178 -22.0019957)",
76611585,False,secondary,False,50.615,,"LINESTRING (35.3190869 -22.0028557, 35.3195778 -22.0028619)",
76611585,False,secondary,True,49.559,,"LINESTRING (35.3190869 -22.0028557, 35.3186068 -22.0028333)",
171958560,False,residential,False,103.875,,"LINESTRING (35.3235032 -22.0029316, 35.322496 -22.0029067)",
76611503,False,residential,False,133.808,,"LINESTRING (35.3235032 -22.0029316, 35.3236118 -22.0024802, 35.3237768 -22.0017553)",
76611534,False,secondary,False,95.281,,"LINESTRING (35.3186068 -22.0028333, 35.3186256 -22.0019766)",
76611574,False,unclassified,False,100.519,,"LINESTRING (35.3186068 -22.0028333, 35.3176318 -22.0028346)",
76611585,False,secondary,False,49.559,,"LINESTRING (35.3186068 -22.0028333, 35.3190869 -22.0028557)",
76611534,False,secondary,False,91.022,,"LINESTRING (35.3186256 -22.0019766, 35.3186524 -22.0011584)",
76611534,False,secondary,True,95.281,,"LINESTRING (35.3186256 -22.0019766, 35.3186068 -22.0028333)",
76611582,False,residential,False,50.789,,"LINESTRING (35.3186256 -22.0019766, 35.3191178 -22.0019957)",
76611582,False,residential,True,106.529,,"LINESTRING (35.3186256 -22.0019766, 35.3181173 -22.0019607, 35.3175929 -22.0019443)",
76611582,False,residential,True,48.671,,"LINESTRING (35.3195898 -22.0019873, 35.3191178 -22.0019957)",
77373049,False,secondary,True,57.045,,"LINESTRING (35.3195898 -22.0019873, 35.3195942 -22.0014743)",
171958572,False,residential,False,160.182,,"LINESTRING (35.3195898 -22.0019873, 35.3211401 -22.001892)",
596961853,False,secondary,False,97.259,,"LINESTRING (35.3195898 -22.0019873, 35.3195778 -22.0028619)",
76611585,False,secondary,True,50.615,,"LINESTRING (35.3195778 -22.0028619, 35.3190869 -22.0028557)",
171958560,False,residential,True,161.762,,"LINESTRING (35.3195778 -22.0028619, 35.3211468 -22.0028719)",
596961853,False,secondary,True,97.259,,"LINESTRING (35.3195778 -22.0028619, 35.3195898 -22.0019873)",
171958536,False,residential,False,148.668,,"LINESTRING (35.3211857 -21.9990682, 35.3211549 -22.0004049)",
171958536,False,residential,True,83.933,,"LINESTRING (35.3211857 -21.9990682, 35.3211924 -21.9983134)",
"[172706857, 77373050]",False,residential,True,388.466,,"LINESTRING (35.3211857 -21.9990682, 35.3213936 -21.9990893, 35.3216169 -21.9991003, 35.321865 -21.9991053, 35.3220722 -21.9991105, 35.3221513 -21.9990968, 35.3221929 -21.999062, 35.3222331 -21.9989886, 35.3222626 -21.998766, 35.3223056 -21.9983656, 35.3223297 -21.9980125, 35.3223719 -21.9975567, 35.3224343 -21.9975306, 35.3225154 -21.9975163, 35.3226127 -21.9975263, 35.3228467 -21.9975655, 35.3229607 -21.9975816, 35.3230029 -21.9975791, 35.3230472 -21.9975642, 35.323304 -21.9974218, 35.3234026 -21.9973708)",
