osmid,highway,oneway,reversed,length,ref,geometry,lanes,name,maxspeed,junction
78149435,unclassified,False,True,112.506,,"LINESTRING (31.1865498 -10.2063854, 31.1871035 -10.2055329)",,,,
107958039,primary,False,False,82.747,M3,"LINESTRING (31.1865498 -10.2063854, 31.1859152 -10.2059808)",,,,
107958039,primary,False,True,200.971,M3,"LINESTRING (31.1865498 -10.2063854, 31.1868415 -10.2065768, 31.1872748 -10.2068617, 31.1877193 -10.2071556, 31.1878978 -10.2072583, 31.1879266 -10.2072748, 31.1880868 -10.2073738)",,,,
78240727,primary,False,False,142.672,M1,"LINESTRING (31.1880868 -10.2073738, 31.1882384 -10.2074722, 31.1888203 -10.2078505, 31.1891681 -10.2080904)",,,,
107958039,primary,False,False,200.97099999999998,M3,"LINESTRING (31.1880868 -10.2073738, 31.1879266 -10.2072748, 31.1878978 -10.2072583, 31.1877193 -10.2071556, 31.1872748 -10.2068617, 31.1868415 -10.2065768, 31.1865498 -10.2063854)",,,,
299046727,primary,False,True,286.905,M1,"LINESTRING (31.1880868 -10.2073738, 31.1881829 -10.2072251, 31.1888283 -10.2062878, 31.1895385 -10.2052254)",1,Indepedence Avenue,60,
78149435,unclassified,False,False,61.628,,"LINESTRING (31.1879674 -10.2041839, 31.1876729 -10.2046563)",,,,
78149435,unclassified,False,True,172.079,,"LINESTRING (31.1879674 -10.2041839, 31.1888343 -10.2028928)",,,,
210582518,unclassified,False,True,44.478,,"LINESTRING (31.1879674 -10.2041839, 31.1876213 -10.2039742)",,,,
664589440,unclassified,False,True,207.309,,"LINESTRING (31.1879674 -10.2041839, 31.1883768 -10.2044642, 31.1885776 -10.2045958, 31.1895385 -10.2052254)",,,,
210582520,residential,False,False,284.636,,"LINESTRING (31.1843869 -10.2000202, 31.1865476 -10.2014451)",,,,
1212514994,tertiary,False,False,264.062,,"LINESTRING (31.1843869 -10.2000202, 31.18462 -10.2001476, 31.1853362 -10.2005674, 31.1857868 -10.2008366, 31.1864412 -10.2012643)",,,,
210582519,residential,False,True,168.48,,"LINESTRING (31.1839364 -10.2029697, 31.1843115 -10.2024561, 31.1845958 -10.2020443, 31.1848158 -10.2017262)",,,,
252776795,residential,False,True,148.107,,"LINESTRING (31.1839364 -10.2029697, 31.1843018 -10.2032041, 31.1850531 -10.2037219)",,,,
210582519,residential,False,False,168.48,,"LINESTRING (31.1848158 -10.2017262, 31.1845958 -10.2020443, 31.1843115 -10.2024561, 31.1839364 -10.2029697)",,,,
78149435,unclassified,False,False,172.079,,"LINESTRING (31.1888343 -10.2028928, 31.1879674 -10.2041839)",,,,
78149435,unclassified,False,True,120.369,,"LINESTRING (31.1888343 -10.2028928, 31.1894494 -10.2019954)",,,,
1055264377,unclassified,False,True,186.955,,"LINESTRING (31.1888343 -10.2028928, 31.1874062 -10.2019701)",,,,
210582518,unclassified,False,False,252.337,,"LINESTRING (31.1856996 -10.2027201, 31.1876213 -10.2039742)",,,,
210582522,residential,False,False,169.446,,"LINESTRING (31.1856996 -10.2027201, 31.1865476 -10.2014451)",,,,
210582522,residential,False,True,131.964,,"LINESTRING (31.1856996 -10.2027201, 31.1850531 -10.2037219)",,,,
210582520,residential,False,True,284.636,,"LINESTRING (31.1865476 -10.2014451, 31.1843869 -10.2000202)",,,,
210582522,residential,False,True,169.446,,"LINESTRING (31.1865476 -10.2014451, 31.1856996 -10.2027201)",,,,
1055264377,unclassified,False,False,110.621,,"LINESTRING (31.1865476 -10.2014451, 31.1874062 -10.2019701)",,,,
210966027,tertiary,True,False,27.668,,"LINESTRING (31.1922345 -10.2008462, 31.1921938 -10.2007562, 31.1921021 -10.200636)",,,,
210966026,primary,True,False,6.231,M1,"LINESTRING (31.1922443 -10.2009014, 31.1922345 -10.2008462)",,,,roundabout
210582522,residential,False,False,131.964,,"LINESTRING (31.1850531 -10.2037219, 31.1856996 -10.2027201)",,,,
210582522,residential,False,True,133.731,,"LINESTRING (31.1850531 -10.2037219, 31.1844389 -10.2046326, 31.1843732 -10.2047211)",,,,
252776795,residential,False,False,148.107,,"LINESTRING (31.1850531 -10.2037219, 31.1843018 -10.2032041, 31.1839364 -10.2029697)",,,,
1055264377,unclassified,False,False,186.955,,"LINESTRING (31.1874062 -10.2019701, 31.1888343 -10.2028928)",,,,
1055264377,unclassified,False,True,110.621,,"LINESTRING (31.1874062 -10.2019701, 31.1865476 -10.2014451)",,,,
107958039,primary,False,False,100.601,M3,"LINESTRING (31.184927 -10.2054974, 31.1844998 -10.205384, 31.1840404 -10.2052584)",,,,
107958039,primary,False,True,120.859,M3,"LINESTRING (31.184927 -10.2054974, 31.1851475 -10.2055982, 31.1854407 -10.2057255, 31.1856974 -10.2058616, 31.1859152 -10.2059808)",,,,
270798939,residential,False,False,268.649,,"LINESTRING (31.184927 -10.2054974, 31.1850709 -10.205303, 31.1857921 -10.2042037, 31.185839 -10.2041812, 31.1859041 -10.2041946, 31.1865412 -10.2046064)",,,,
270798939,residential,False,True,237.169,,"LINESTRING (31.184927 -10.2054974, 31.1838289 -10.2071637, 31.1837596 -10.2072856, 31.1837577 -10.2072925)",,,,
210582522,residential,False,True,69.971,,"LINESTRING (31.1843732 -10.2047211, 31.1840404 -10.2052584)",,,,
210582522,residential,False,False,133.731,,"LINESTRING (31.1843732 -10.2047211, 31.1844389 -10.2046326, 31.1850531 -10.2037219)",,,,
270798942,residential,False,False,33.433,,"LINESTRING (31.1866479 -10.2048828, 31.1868147 -10.2046309)",,,,
270798942,residential,False,True,146.068,,"LINESTRING (31.1866479 -10.2048828, 31.1859152 -10.2059808)",,,,
299046731,residential,False,False,39.14,,"LINESTRING (31.1866479 -10.2048828, 31.1865661 -10.2048427, 31.1865284 -10.2048187, 31.1865178 -10.2047845, 31.1865243 -10.204729, 31.1865454 -10.2046684, 31.1865444 -10.2046372, 31.1865412 -10.2046064)",,,,
107958039,primary,False,True,82.747,M3,"LINESTRING (31.1859152 -10.2059808, 31.1865498 -10.2063854)",,,,
270798942,residential,False,False,146.068,,"LINESTRING (31.1859152 -10.2059808, 31.1866479 -10.2048828)",,,,
107958039,primary,False,False,120.85900000000001,M3,"LINESTRING (31.1859152 -10.2059808, 31.1856974 -10.2058616, 31.1854407 -10.2057255, 31.1851475 -10.2055982, 31.184927 -10.2054974)",,,,
270798939,residential,False,True,268.649,,"LINESTRING (31.1865412 -10.2046064, 31.1859041 -10.2041946, 31.185839 -10.2041812, 31.1857921 -10.2042037, 31.1850709 -10.205303, 31.184927 -10.2054974)",,,,
299046731,residential,False,True,39.13999999999999,,"LINESTRING (31.1865412 -10.2046064, 31.1865444 -10.2046372, 31.1865454 -10.2046684, 31.1865243 -10.204729, 31.1865178 -10.2047845, 31.1865284 -10.2048187, 31.1865661 -10.2048427, 31.1866479 -10.2048828)",,,,
654232172,residential,False,False,33.67,,"LINESTRING (31.1865412 -10.2046064, 31.1866063 -10.2045595, 31.1866511 -10.2045574, 31.1866942 -10.2045635, 31.1868147 -10.2046309)",,,,
210582522,residential,False,False,69.971,,"LINESTRING (31.1840404 -10.2052584, 31.1843732 -10.2047211)",,,,
107958039,primary,False,True,100.601,M3,"LINESTRING (31.1840404 -10.2052584, 31.1844998 -10.205384, 31.184927 -10.2054974)",,,,
664589440,unclassified,False,True,92.424,,"LINESTRING (31.1895385 -10.2052254, 31.1902513 -10.2056712)",,,,
299046727,primary,False,False,286.905,M1,"LINESTRING (31.1895385 -10.2052254, 31.1888283 -10.2062878, 31.1881829 -10.2072251, 31.1880868 -10.2073738)",1,Indepedence Avenue,60,
299046727,primary,False,True,292.913,M1,"LINESTRING (31.1895385 -10.2052254, 31.189916 -10.2046429, 31.1905939 -10.2036332, 31.1909898 -10.2030122)",1,Indepedence Avenue,60,
664589440,unclassified,False,False,207.309,,"LINESTRING (31.1895385 -10.2052254, 31.1885776 -10.2045958, 31.1883768 -10.2044642, 31.1879674 -10.2041839)",,,,
78149435,unclassified,False,False,24.034,,"LINESTRING (31.1876729 -10.2046563, 31.1875546 -10.2048384)",,,,
78149435,unclassified,False,True,61.628,,"LINESTRING (31.1876729 -10.2046563, 31.1879674 -10.2041839)",,,,
270798942,residential,False,True,43.688,,"LINESTRING (31.1876729 -10.2046563, 31.1873462 -10.2044305)",,,,
270798942,residential,False,True,33.433,,"LINESTRING (31.1868147 -10.2046309, 31.1866479 -10.2048828)",,,,
270798942,residential,False,False,67.224,,"LINESTRING (31.1868147 -10.2046309, 31.1869208 -10.2045027, 31.1870093 -10.2044433, 31.1870952 -10.2044243, 31.1871707 -10.2044247, 31.1872574 -10.2044269, 31.1873462 -10.2044305)",,,,
654232172,residential,False,True,33.67,,"LINESTRING (31.1868147 -10.2046309, 31.1866942 -10.2045635, 31.1866511 -10.2045574, 31.1866063 -10.2045595, 31.1865412 -10.2046064)",,,,
299046727,primary,False,False,245.88600000000002,M1,"LINESTRING (31.1921954 -10.2011477, 31.1918657 -10.2017214, 31.1909898 -10.2030122)",1,Indepedence Avenue,60,
664600815,primary,True,False,27.91,M1,"LINESTRING (31.1921954 -10.2011477, 31.1922191 -10.2010163, 31.1922443 -10.2009014)",,,,
78149435,unclassified,False,False,120.369,,"LINESTRING (31.1894494 -10.2019954, 31.1888343 -10.2028928)",,,,
299046726,residential,False,True,202.98399999999998,,"LINESTRING (31.1894494 -10.2019954, 31.1902477 -10.2025167, 31.1909898 -10.2030122)",,,,
270798942,residential,False,False,43.688,,"LINESTRING (31.1873462 -10.2044305, 31.1876729 -10.2046563)",,,,
270798942,residential,False,True,67.22399999999999,,"LINESTRING (31.1873462 -10.2044305, 31.1872574 -10.2044269, 31.1871707 -10.2044247, 31.1870952 -10.2044243, 31.1870093 -10.2044433, 31.1869208 -10.2045027, 31.1868147 -10.2046309)",,,,
299046725,residential,False,False,58.99999999999999,,"LINESTRING (31.1873462 -10.2044305, 31.1875074 -10.2041608, 31.1875818 -10.2040413, 31.1876213 -10.2039742)",,,,
299046726,residential,False,False,202.98399999999998,,"LINESTRING (31.1909898 -10.2030122, 31.1902477 -10.2025167, 31.1894494 -10.2019954)",,,,
299046727,primary,False,False,292.913,M1,"LINESTRING (31.1909898 -10.2030122, 31.1905939 -10.2036332, 31.189916 -10.2046429, 31.1895385 -10.2052254)",1,Indepedence Avenue,60,
299046727,primary,False,True,245.88600000000002,M1,"LINESTRING (31.1909898 -10.2030122, 31.1918657 -10.2017214, 31.1921954 -10.2011477)",1,Indepedence Avenue,60,
210582518,unclassified,False,False,44.478,,"LINESTRING (31.1876213 -10.2039742, 31.1879674 -10.2041839)",,,,
210582518,unclassified,False,True,252.337,,"LINESTRING (31.1876213 -10.2039742, 31.1856996 -10.2027201)",,,,
299046725,residential,False,True,59.0,,"LINESTRING (31.1876213 -10.2039742, 31.1875818 -10.2040413, 31.1875074 -10.2041608, 31.1873462 -10.2044305)",,,,
78240727,primary,False,True,98.763,M1,"LINESTRING (31.1898877 -10.2086254, 31.1896965 -10.2084672, 31.1895233 -10.2083353, 31.1891681 -10.2080904)",,,,
270798939,residential,False,False,115.58799999999998,,"LINESTRING (31.1832701 -10.208195, 31.1833446 -10.208125, 31.1833821 -10.2080769, 31.1834089 -10.2080373, 31.1834519 -10.2079924, 31.183478 -10.2079647, 31.1834995 -10.2079323, 31.183598 -10.2077126, 31.1836396 -10.2076347, 31.1836604 -10.2075793, 31.1836765 -10.2074994, 31.1836852 -10.2074697, 31.1837315 -10.2073846, 31.1837577 -10.2072925)",,,,
270798939,residential,False,False,237.169,,"LINESTRING (31.1837577 -10.2072925, 31.1837596 -10.2072856, 31.1838289 -10.2071637, 31.184927 -10.2054974)",,,,
270798939,residential,False,True,115.58800000000001,,"LINESTRING (31.1837577 -10.2072925, 31.1837315 -10.2073846, 31.1836852 -10.2074697, 31.1836765 -10.2074994, 31.1836604 -10.2075793, 31.1836396 -10.2076347, 31.183598 -10.2077126, 31.1834995 -10.2079323, 31.183478 -10.2079647, 31.1834519 -10.2079924, 31.1834089 -10.2080373, 31.1833821 -10.2080769, 31.1833446 -10.208125, 31.1832701 -10.208195)",,,,
664589440,unclassified,False,False,92.424,,"LINESTRING (31.1902513 -10.2056712, 31.1895385 -10.2052254)",,,,
835043136,residential,False,True,318.559,,"LINESTRING (31.1902513 -10.2056712, 31.1902124 -10.2058628, 31.1901534 -10.2061056, 31.1899602 -10.206359, 31.1898476 -10.2065913, 31.1897349 -10.2067708, 31.1897081 -10.2068975, 31.1897564 -10.2070876, 31.18981 -10.2071932, 31.18981 -10.2073146, 31.1897993 -10.2074783, 31.1897671 -10.2076314, 31.1896545 -10.2077423, 31.1894453 -10.2078742, 31.189295 -10.2079957, 31.1891681 -10.2080904)",,,,
78240727,primary,False,False,98.76299999999999,M1,"LINESTRING (31.1891681 -10.2080904, 31.1895233 -10.2083353, 31.1896965 -10.2084672, 31.1898877 -10.2086254)",,,,
78240727,primary,False,True,142.672,M1,"LINESTRING (31.1891681 -10.2080904, 31.1888203 -10.2078505, 31.1882384 -10.2074722, 31.1880868 -10.2073738)",,,,
835043136,residential,False,False,318.55899999999997,,"LINESTRING (31.1891681 -10.2080904, 31.189295 -10.2079957, 31.1894453 -10.2078742, 31.1896545 -10.2077423, 31.1897671 -10.2076314, 31.1897993 -10.2074783, 31.18981 -10.2073146, 31.18981 -10.2071932, 31.1897564 -10.2070876, 31.1897081 -10.2068975, 31.1897349 -10.2067708, 31.1898476 -10.2065913, 31.1899602 -10.206359, 31.1901534 -10.2061056, 31.1902124 -10.2058628, 31.1902513 -10.2056712)",,,,
78149435,unclassified,False,False,112.506,,"LINESTRING (31.1871035 -10.2055329, 31.1865498 -10.2063854)",,,,
78149435,unclassified,False,True,91.656,,"LINESTRING (31.1871035 -10.2055329, 31.1875393 -10.2048619, 31.1875546 -10.2048384)",,,,
997176619,unclassified,False,False,198.48200000000003,,"LINESTRING (31.1871035 -10.2055329, 31.1875015 -10.2057853, 31.1875991 -10.2057433, 31.1879324 -10.2052991, 31.1879345 -10.2051131, 31.1878593 -10.205001, 31.1877297 -10.2049367, 31.1876214 -10.204883, 31.1875546 -10.2048384)",,,,
78149435,unclassified,False,True,24.034,,"LINESTRING (31.1875546 -10.2048384, 31.1876729 -10.2046563)",,,,
78149435,unclassified,False,False,91.656,,"LINESTRING (31.1875546 -10.2048384, 31.1875393 -10.2048619, 31.1871035 -10.2055329)",,,,
