osmid,highway,oneway,reversed,length,ref,name,bridge,geometry
249896878,residential,False,True,69.865,,,,"LINESTRING (27.2250393 -17.3564699, 27.2249908 -17.3558433)"
"[257236860, 249895779, 249895780]",secondary,False,"[False, True]",325.832,D775,Batoka - Maamba Road,yes,"LINESTRING (27.2250393 -17.3564699, 27.2253171 -17.3564662, 27.2256639 -17.3564798, 27.2259612 -17.3565169, 27.2261615 -17.3565514, 27.2267161 -17.3566867, 27.2273654 -17.3568683, 27.2277981 -17.3569689, 27.2280382 -17.3570258)"
249895779,secondary,False,True,125.319,D775,Batoka - Maamba Road,,"LINESTRING (27.2250393 -17.3564699, 27.224687 -17.3564985, 27.2241225 -17.3565842, 27.2238746 -17.3566437)"
249895782,residential,False,True,117.954,,,,"LINESTRING (27.2212491 -17.3553703, 27.2211036 -17.3552696, 27.2209963 -17.3551429, 27.2209159 -17.3549509, 27.220877 -17.3547461, 27.2208112 -17.3545771, 27.2207254 -17.3544747)"
1036550062,unclassified,False,False,111.89,,,,"LINESTRING (27.2212491 -17.3553703, 27.2215243 -17.3549453, 27.2217366 -17.3547122, 27.2218887 -17.3545779)"
1036550062,unclassified,False,True,201.4,,,,"LINESTRING (27.2212491 -17.3553703, 27.2208943 -17.355854, 27.2206359 -17.3561445, 27.220253 -17.3564594, 27.2199543 -17.3566747)"
1036550062,unclassified,False,False,201.39999999999998,,,,"LINESTRING (27.2199543 -17.3566747, 27.220253 -17.3564594, 27.2206359 -17.3561445, 27.2208943 -17.355854, 27.2212491 -17.3553703)"
249896875,unclassified,False,False,23.763,,,,"LINESTRING (27.2246829 -17.354442, 27.2249058 -17.3544218)"
249896875,unclassified,False,True,170.849,,,,"LINESTRING (27.2246829 -17.354442, 27.2244717 -17.3544622, 27.2242351 -17.3544747, 27.2240142 -17.3544705, 27.2230775 -17.3544002)"
684207416,residential,False,True,50.763999999999996,,,,"LINESTRING (27.2246829 -17.354442, 27.2246522 -17.3543531, 27.224616 -17.354261, 27.224565 -17.3541752, 27.2244993 -17.354083, 27.2244743 -17.3540341)"
684226404,residential,False,False,44.053000000000004,,,,"LINESTRING (27.2252477 -17.3524339, 27.2253106 -17.3525533, 27.2253395 -17.3526609, 27.225373 -17.3527537, 27.2254034 -17.3527984)"
684409220,residential,False,False,82.642,,,,"LINESTRING (27.2252477 -17.3524339, 27.2251291 -17.3522969, 27.225014 -17.3521661, 27.2248479 -17.3520013, 27.2247115 -17.3518983)"
684409220,residential,False,True,265.62600000000003,,,,"LINESTRING (27.2252477 -17.3524339, 27.2253029 -17.3524388, 27.2253824 -17.3524458, 27.22582 -17.3524845, 27.2262889 -17.3525208, 27.2268279 -17.3525435, 27.2270906 -17.3525342, 27.2273871 -17.3524861, 27.227732 -17.3524084)"
684207416,residential,False,False,79.435,,,,"LINESTRING (27.2247115 -17.3518983, 27.2246589 -17.352049, 27.2246106 -17.3521412, 27.224565 -17.3522641, 27.2245435 -17.3524074, 27.2245435 -17.3525022, 27.2245442 -17.3525847)"
684409220,residential,False,False,170.349,,,,"LINESTRING (27.2247115 -17.3518983, 27.2245274 -17.3517969, 27.224411 -17.3517628, 27.2242962 -17.3517538, 27.2242024 -17.3517787, 27.2241149 -17.3518444, 27.2237028 -17.3522738, 27.2234706 -17.3525066)"
684409220,residential,False,True,82.642,,,,"LINESTRING (27.2247115 -17.3518983, 27.2248479 -17.3520013, 27.225014 -17.3521661, 27.2251291 -17.3522969, 27.2252477 -17.3524339)"
249896877,residential,False,False,171.726,,,,"LINESTRING (27.2234706 -17.3525066, 27.2234508 -17.3527582, 27.2233369 -17.3531666, 27.2232744 -17.3533729, 27.2231729 -17.3535441, 27.2230522 -17.3536581, 27.2229011 -17.3537471, 27.222788 -17.3538129)"
684409220,residential,False,True,170.349,,,,"LINESTRING (27.2234706 -17.3525066, 27.2237028 -17.3522738, 27.2241149 -17.3518444, 27.2242024 -17.3517787, 27.2242962 -17.3517538, 27.224411 -17.3517628, 27.2245274 -17.3517969, 27.2247115 -17.3518983)"
661192082,tertiary,False,False,18.002,RD495,,,"LINESTRING (27.222788 -17.3538129, 27.2228602 -17.3539594)"
249896877,residential,False,True,171.726,,,,"LINESTRING (27.222788 -17.3538129, 27.2229011 -17.3537471, 27.2230522 -17.3536581, 27.2231729 -17.3535441, 27.2232744 -17.3533729, 27.2233369 -17.3531666, 27.2234508 -17.3527582, 27.2234706 -17.3525066)"
661192082,tertiary,False,True,351.02500000000003,RD495,,,"LINESTRING (27.222788 -17.3538129, 27.2224729 -17.3531499, 27.2223146 -17.3526379, 27.2222382 -17.352305, 27.2220384 -17.3514576, 27.2218895 -17.350824, 27.2218842 -17.3507881)"
661192082,tertiary,False,True,54.17,RD495,,,"LINESTRING (27.2230775 -17.3544002, 27.2228602 -17.3539594)"
249896875,unclassified,False,False,170.849,,,,"LINESTRING (27.2230775 -17.3544002, 27.2240142 -17.3544705, 27.2242351 -17.3544747, 27.2244717 -17.3544622, 27.2246829 -17.354442)"
"[249896875, 1036550061, 1036550062]",unclassified,False,True,133.06900000000002,,,yes,"LINESTRING (27.2230775 -17.3544002, 27.2227442 -17.3543735, 27.2224272 -17.3543579, 27.2222377 -17.354378, 27.2220997 -17.3544317, 27.2220771 -17.3544445, 27.2219737 -17.3545028, 27.2218887 -17.3545779)"
661192082,tertiary,False,False,264.15500000000003,RD495,,,"LINESTRING (27.2230775 -17.3544002, 27.2231454 -17.3545592, 27.2232212 -17.3547845, 27.2233124 -17.3550136, 27.2234049 -17.3551839, 27.2235069 -17.3554015, 27.2236101 -17.3556729, 27.223696 -17.3560108, 27.2237697 -17.3562924, 27.2238473 -17.3565459, 27.2238746 -17.3566437)"
249896875,unclassified,False,False,64.197,,,,"LINESTRING (27.2249058 -17.3544218, 27.2255058 -17.3543487)"
249896875,unclassified,False,True,23.763,,,,"LINESTRING (27.2249058 -17.3544218, 27.2246829 -17.354442)"
249896878,residential,False,False,62.937999999999995,,,,"LINESTRING (27.2249058 -17.3544218, 27.2249412 -17.3547379, 27.2249647 -17.354985)"
249896878,residential,False,False,69.865,,,,"LINESTRING (27.2249908 -17.3558433, 27.2250393 -17.3564699)"
249896878,residential,False,True,95.479,,,,"LINESTRING (27.2249908 -17.3558433, 27.2249647 -17.354985)"
