osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
184478520,223,Партизански пут,secondary,False,False,115.19300000000001,"LINESTRING (22.3145337 43.2205536, 22.3145313 43.220609, 22.3145397 43.2206618, 22.314829 43.2215649)",,,
184478520,223,Партизански пут,secondary,False,True,35.705,"LINESTRING (22.3145337 43.2205536, 22.314546 43.2205071, 22.3145672 43.2204652, 22.3147004 43.2202577)",,,
"[511298637, 422983389]",,"['Светог Саве', 'Зелени врх']",residential,False,"[False, True]",663.5450000000001,"LINESTRING (22.3145337 43.2205536, 22.314481 43.2205718, 22.3144485 43.2205831, 22.314367 43.2206229, 22.3142041 43.2207304, 22.3140894 43.2208242, 22.3140175 43.22089, 22.3139399 43.2209523, 22.3138662 43.2210045, 22.3137886 43.2210536, 22.3137072 43.2210993, 22.3135972 43.2211555, 22.3128596 43.221478, 22.3126484 43.2215557, 22.3124985 43.2216056, 22.3123466 43.221652, 22.3121918 43.2216935, 22.3120402 43.2217409, 22.3118919 43.2217943, 22.3117478 43.2218533, 22.3116311 43.2219173, 22.3115236 43.2219856, 22.3114873 43.2220078, 22.3114648 43.222019, 22.3114382 43.2220235, 22.3114112 43.2220207, 22.3113875 43.2220109, 22.3113703 43.2219955, 22.3113745 43.2218916, 22.3113897 43.2217883, 22.3114039 43.2217277, 22.3114219 43.2216676, 22.3114571 43.2216009, 22.3115008 43.2215369, 22.3115527 43.2214762, 22.3116124 43.2214194, 22.3116888 43.2213602, 22.3117737 43.2213074, 22.3118658 43.2212616, 22.3121025 43.2211717, 22.3138534 43.2206332, 22.3139536 43.2206003, 22.3140509 43.2205631, 22.314145 43.2205218, 22.3142489 43.2204693, 22.3143475 43.2204118, 22.3144803 43.2203097, 22.314538 43.220275, 22.3145849 43.220255, 22.3146201 43.2202486, 22.3146453 43.2202486, 22.3146563 43.2202486, 22.3146789 43.2202519, 22.3147004 43.2202577)",,,
814561743,223;428,Српских владара,secondary,False,True,38.799,"LINESTRING (22.3117249 43.2176889, 22.311368 43.2179215)",30,,
499621917,223,Карађорђева,secondary,False,False,51.12,"LINESTRING (22.3117249 43.2176889, 22.3117561 43.2177385, 22.3119842 43.218108)",,,
1148073416,428,Српских владара,tertiary,False,False,33.192,"LINESTRING (22.3117249 43.2176889, 22.3117796 43.2176532, 22.3120257 43.2174863)",30,,
814561743,223;428,Српских владара,secondary,False,False,38.799,"LINESTRING (22.311368 43.2179215, 22.3117249 43.2176889)",30,,
150249220,428,Српских владара,tertiary,False,True,51.167,"LINESTRING (22.311368 43.2179215, 22.3112516 43.2179974, 22.3110591 43.2181229, 22.3108974 43.2182283)",30,,
234814136,223,Крсте Тошића,secondary,False,True,91.496,"LINESTRING (22.311368 43.2179215, 22.3113198 43.2178852, 22.3105939 43.2173353, 22.3105857 43.2173282)",,,
184478520,223,Партизански пут,secondary,False,False,12.532,"LINESTRING (22.3147682 43.2201564, 22.314717 43.2202329, 22.3147004 43.2202577)",,,
