osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,lanes
775966320,living_street,False,False,177.28199999999998,"LINESTRING (19.8647798 45.0950749, 19.8648223 45.0951981, 19.8648238 45.0952137, 19.864813 45.0952249, 19.8647384 45.095269, 19.8647011 45.0952931, 19.8646784 45.0953192, 19.8645986 45.0954608, 19.8645644 45.0955358, 19.8645346 45.0957076, 19.8644884 45.0960632, 19.8644884 45.0962356, 19.8644477 45.0964177, 19.8644386 45.0966028)",,,,,
"[753263328, 1249066968, 964278791]",tertiary,False,False,134.603,"LINESTRING (19.8647798 45.0950749, 19.8646512 45.095103, 19.8645379 45.0951234, 19.8644346 45.0951423, 19.8631195 45.0953771)",313,Стевана Пузића,"['60', '50']",yes,
753263327,tertiary,False,True,92.03200000000001,"LINESTRING (19.8619817 45.0955768, 19.8625857 45.0954692, 19.8631195 45.0953771)",313,Стевана Пузића,50,,
"[741017338, 871208492]",primary,False,True,234.67199999999997,"LINESTRING (19.8619817 45.0955768, 19.8620206 45.0957132, 19.8620608 45.0958391, 19.862081 45.0959186, 19.862093 45.0959782, 19.8621011 45.096035, 19.8620984 45.0961004, 19.8620877 45.0961827, 19.8620675 45.0962736, 19.8620072 45.0965065, 19.861908 45.096888, 19.8617266 45.0976569)",21,Војводе Путника,50,,2
207530768,residential,False,False,93.552,"LINESTRING (19.8567013 45.1022574, 19.8555604 45.1020138)",,,50,,
207530768,residential,False,True,116.153,"LINESTRING (19.8567013 45.1022574, 19.8581097 45.1025782)",,,50,,
207530366,residential,False,False,209.276,"LINESTRING (19.8567013 45.1022574, 19.8574272 45.1004765, 19.8574385 45.1004487)",,Карађорђева,50,,
207530366,residential,False,True,209.276,"LINESTRING (19.8574385 45.1004487, 19.8574272 45.1004765, 19.8567013 45.1022574)",,Карађорђева,50,,
881325348,residential,False,False,86.323,"LINESTRING (19.8574385 45.1004487, 19.8573415 45.1004269, 19.8564616 45.100229, 19.8564422 45.1002246, 19.8563906 45.100213)",,,50,,1
"[1249066961, 1249066962, 881325349]",residential,False,False,182.969,"LINESTRING (19.8574385 45.1004487, 19.8575368 45.1004694, 19.8575981 45.1003378, 19.8576572 45.100211, 19.8576666 45.1001908, 19.8581799 45.0990894, 19.8582332 45.0989751)",,Карађорђева,50,,"['1', '2']"
