osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,bridge,maxspeed
133207777,True,,,residential,False,199.70100000000005,"LINESTRING (22.1264242 42.9638395, 22.12641 42.963896, 22.1263944 42.9639448, 22.1263527 42.9641163, 22.1262448 42.9646754, 22.126245 42.9647805, 22.1262574 42.9648366, 22.1262824 42.9648719, 22.1263197 42.9648891, 22.1263644 42.9648859, 22.1264161 42.9648711, 22.1265098 42.9648257, 22.1270563 42.9644975, 22.1271012 42.9644705)",,,
"[875150057, 182773443]",False,,,residential,"[False, True]",153.974,"LINESTRING (22.1264242 42.9638395, 22.1264321 42.9637777, 22.12644 42.9637204, 22.126434 42.9636615, 22.1264324 42.9636522, 22.1264248 42.9636078, 22.1262925 42.9632203, 22.1261623 42.9628854, 22.1261464 42.9627691, 22.1261656 42.9626681, 22.1262477 42.9624927)",Александра Пушкина,,
"[877625632, 133207718, 877625631]",False,,39,primary,False,31.139,"LINESTRING (22.1264242 42.9638395, 22.1263237 42.9637721, 22.1261755 42.9636724, 22.1261422 42.9636502)",,yes,
877625631,False,,39,primary,True,60.688,"LINESTRING (22.1264242 42.9638395, 22.1265024 42.9639061, 22.1265945 42.9639893, 22.1267067 42.9640951, 22.1268894 42.964266)",,,
877625631,False,,39,primary,True,28.532,"LINESTRING (22.1268894 42.964266, 22.1271012 42.9644705)",,,
133207742,True,,,residential,False,117.59899999999999,"LINESTRING (22.1268894 42.964266, 22.1269254 42.9642074, 22.1271592 42.9637937, 22.1274359 42.963287)",Синише Јањића,,
877625631,False,,39,primary,False,60.688,"LINESTRING (22.1268894 42.964266, 22.1267067 42.9640951, 22.1265945 42.9639893, 22.1265024 42.9639061, 22.1264242 42.9638395)",,,
133207756,False,,,residential,True,112.49599999999998,"LINESTRING (22.1286484 42.9652921, 22.1286697 42.9651671, 22.1287168 42.964898, 22.1287509 42.9647044, 22.1288241 42.9642886)",Иве Лоле Рибара,,
133207779,False,,,residential,True,208.3,"LINESTRING (22.1286484 42.9652921, 22.1287421 42.9652984, 22.1293052 42.9652702, 22.129616 42.9652505, 22.1308196 42.9651435, 22.1311928 42.9651043)",Немањина,,
"[877615164, 133207773]",True,,,residential,False,61.387,"LINESTRING (22.1286484 42.9652921, 22.1286409 42.965329, 22.1286307 42.9653451, 22.1286094 42.9653645, 22.1285259 42.9653982, 22.1283963 42.9654386, 22.1281199 42.9655238, 22.1280194 42.9655548)",Трг 8 октобар,,
133207709,False,2,39,primary,True,21.585,"LINESTRING (22.1325021 42.9657349, 22.1324052 42.9659156)",,,
133207722,True,1,39,primary,False,39.914,"LINESTRING (22.1325021 42.9657349, 22.1325431 42.9657154, 22.1326056 42.9657061, 22.1327263 42.9656922, 22.1328518 42.9656847, 22.1329144 42.9656884, 22.1329792 42.9657007)",,,
"[696818352, 133207737, 133207779, 133207740]",False,2,,residential,"[False, True]",127.551,"LINESTRING (22.1325021 42.9657349, 22.132429 42.9656995, 22.1323942 42.9656825, 22.1322113 42.9655976, 22.1318413 42.9654185, 22.1317727 42.965388, 22.1316199 42.9653139, 22.1313062 42.9651607, 22.1311928 42.9651043)",Немањина,yes,
133207708,False,2,39,primary,False,10.221,"LINESTRING (22.1319797 42.9665292, 22.1319263 42.9666124)",,,
133207708,False,2,39,primary,True,76.511,"LINESTRING (22.1319797 42.9665292, 22.1321465 42.9662887, 22.1324052 42.9659156)",,,
182773408,False,,,residential,False,108.93799999999999,"LINESTRING (22.1319797 42.9665292, 22.1321648 42.966591, 22.1323418 42.9666244, 22.1325135 42.9666439, 22.1327373 42.9666704, 22.1332862 42.966714)",Димитрија Туцовића,,
133207708,False,2,39,primary,False,46.604,"LINESTRING (22.1319263 42.9666124, 22.1316071 42.9669604)",,,
133207708,False,2,39,primary,True,10.221,"LINESTRING (22.1319263 42.9666124, 22.1319797 42.9665292)",,,
552822548,False,,,residential,False,47.644,"LINESTRING (22.1319263 42.9666124, 22.1319096 42.9670407)",,,
133213300,False,,,residential,True,78.453,"LINESTRING (22.1296839 42.9667244, 22.1303884 42.9662427)",Николе Тесле,,
"[182773283, 133213294]",False,,,residential,True,132.579,"LINESTRING (22.1296839 42.9667244, 22.1295064 42.9668422, 22.1294563 42.9668754, 22.1292432 42.9670188, 22.1288716 42.9672377, 22.128433 42.9674873)",Николе Тесле,,
"[133207708, 133207716, 552823686]",False,2,39,primary,True,138.53400000000002,"LINESTRING (22.1296839 42.9667244, 22.1299037 42.966865, 22.1300962 42.9669987, 22.1303407 42.9671685, 22.1304875 42.9672705, 22.1305085 42.9672912, 22.1305382 42.9673179, 22.1306952 42.9674197, 22.1307644 42.9674646, 22.1308464 42.9674969, 22.1309269 42.9675106, 22.1309723 42.9675117)",,yes,
877625631,False,,39,primary,False,113.62200000000001,"LINESTRING (22.1296839 42.9667244, 22.1293158 42.9664872, 22.1289024 42.966214, 22.1286485 42.9660389)",,,
878208004,False,,,residential,True,38.184,"LINESTRING (22.1317611 42.9678136, 22.1321511 42.9680046)",,,
552822548,False,,,residential,False,27.645,"LINESTRING (22.1317611 42.9678136, 22.1316956 42.9678859, 22.1315521 42.9680091)",,,
552822548,False,,,residential,True,36.897,"LINESTRING (22.1317611 42.9678136, 22.1317969 42.9677549, 22.1318864 42.9674955)",,,
133207725,False,,,residential,True,51.495,"LINESTRING (22.1304189 42.96797, 22.1298906 42.968225)",,,
133207725,False,,,residential,False,73.121,"LINESTRING (22.1304189 42.96797, 22.1307706 42.9677701, 22.1309233 42.9676967, 22.1309602 42.9676675, 22.1309767 42.9676364, 22.130979 42.9675806, 22.1309723 42.9675117)",,,
133207739,False,,,residential,True,64.73100000000001,"LINESTRING (22.1304189 42.96797, 22.1307896 42.968389, 22.1308168 42.9684266, 22.1308287 42.9684661)",,,
878208004,False,,,residential,False,38.184,"LINESTRING (22.1321511 42.9680046, 22.1317611 42.9678136)",,,
133207760,False,,,residential,True,60.757999999999996,"LINESTRING (22.1321511 42.9680046, 22.1320496 42.9677602, 22.1319789 42.9676232, 22.1318864 42.9674955)",,,
878208004,False,,,residential,True,75.47,"LINESTRING (22.1321511 42.9680046, 22.1326701 42.9682821, 22.1328776 42.9684248)",,,
552822548,False,,,residential,False,78.99,"LINESTRING (22.1315521 42.9680091, 22.1310295 42.9684003, 22.1309724 42.9684304, 22.1309062 42.9684538, 22.1308287 42.9684661)",,,
552822548,False,,,residential,True,27.645,"LINESTRING (22.1315521 42.9680091, 22.1316956 42.9678859, 22.1317611 42.9678136)",,,
878208003,False,,,residential,True,101.045,"LINESTRING (22.1315521 42.9680091, 22.1321822 42.9682322, 22.1326396 42.9684448)",,,
133207739,False,,,residential,False,64.731,"LINESTRING (22.1308287 42.9684661, 22.1308168 42.9684266, 22.1307896 42.968389, 22.1304189 42.96797)",,,
552822548,False,,,residential,True,78.99,"LINESTRING (22.1308287 42.9684661, 22.1309062 42.9684538, 22.1309724 42.9684304, 22.1310295 42.9684003, 22.1315521 42.9680091)",,,
133207708,False,2,39,primary,True,46.604,"LINESTRING (22.1316071 42.9669604, 22.1319263 42.9666124)",,,
133207708,False,2,39,primary,False,82.393,"LINESTRING (22.1316071 42.9669604, 22.1313497 42.967242, 22.1311674 42.9674415, 22.1311008 42.9674796, 22.1310309 42.9675044, 22.1309723 42.9675117)",,,
133213301,False,2,,primary_link,True,26.49,"LINESTRING (22.1316071 42.9669604, 22.1316841 42.9669703, 22.1317476 42.9669812, 22.1317953 42.9669931, 22.131852 42.9670133, 22.1319096 42.9670407)",,,
552822548,False,,,residential,False,50.607,"LINESTRING (22.1319096 42.9670407, 22.1318864 42.9674955)",,,
552822548,False,,,residential,True,47.644,"LINESTRING (22.1319096 42.9670407, 22.1319263 42.9666124)",,,
133213301,False,2,,primary_link,False,26.49,"LINESTRING (22.1319096 42.9670407, 22.131852 42.9670133, 22.1317953 42.9669931, 22.1317476 42.9669812, 22.1316841 42.9669703, 22.1316071 42.9669604)",,,
133284652,False,,,residential,False,76.11,"LINESTRING (22.1262571 42.9618472, 22.1254218 42.9618871, 22.1253285 42.9619096)",Светозара Марковића,,
"[133284652, 877642806, 877642807]",False,,,residential,True,20.444,"LINESTRING (22.1262571 42.9618472, 22.1263125 42.9618479, 22.1264494 42.9618529, 22.1265081 42.9618547)",Светозара Марковића,yes,
182773275,False,,,residential,False,107.884,"LINESTRING (22.1262571 42.9618472, 22.1262308 42.961206, 22.126218 42.9608774)",,,
182773275,False,,,residential,True,82.046,"LINESTRING (22.1262571 42.9618472, 22.1262429 42.9620087, 22.1262208 42.9620803, 22.1259703 42.9625483)",,,
133207718,False,,39,primary,False,56.956999999999994,"LINESTRING (22.1253285 42.9619096, 22.1253133 42.9618865, 22.1252982 42.9618654, 22.1252748 42.9618434, 22.1252479 42.9618224, 22.1252082 42.9617968, 22.1251508 42.9617702, 22.1250864 42.9617436, 22.1250125 42.9617137, 22.1249417 42.9616883, 22.1248907 42.961675, 22.124832 42.961664, 22.12475 42.9616612)",,,
133207718,False,,39,primary,True,115.152,"LINESTRING (22.1253285 42.9619096, 22.1253552 42.9619707, 22.125382 42.9620377, 22.1254354 42.9621697, 22.1255422 42.9624317, 22.125693 42.9628357, 22.1257189 42.9629049)",,,
133284652,False,,,residential,True,76.11,"LINESTRING (22.1253285 42.9619096, 22.1254218 42.9618871, 22.1262571 42.9618472)",Светозара Марковића,,
182773458,False,,,residential,True,46.998,"LINESTRING (22.131777 42.9621184, 22.1314277 42.9617818)",,,
150212415,False,,,residential,True,264.849,"LINESTRING (22.131777 42.9621184, 22.132103 42.9627928, 22.132197 42.9630625, 22.1322261 42.9632086, 22.1322736 42.9633463, 22.1323465 42.9634512, 22.1324893 42.9636259, 22.132546 42.9637409, 22.1325671 42.9638105, 22.1325745 42.9638854, 22.1325737 42.9639513, 22.1325424 42.9640662, 22.1324895 42.9641586, 22.1323129 42.9642865, 22.1322706 42.9643171)",,,
182773359,False,,,residential,False,166.29500000000002,"LINESTRING (22.131777 42.9621184, 22.1319951 42.9620939, 22.1324659 42.9620409, 22.1325575 42.9620198, 22.1327064 42.9617651, 22.1328983 42.9613889, 22.1330207 42.9611699)",,,
150212415,False,,,residential,True,90.843,"LINESTRING (22.1322706 42.9643171, 22.1314284 42.9648534)",,,
182773411,False,,,residential,False,126.921,"LINESTRING (22.1322706 42.9643171, 22.1312419 42.9634591)",Вука Караџића,,
150212415,False,,,residential,False,264.849,"LINESTRING (22.1322706 42.9643171, 22.1323129 42.9642865, 22.1324895 42.9641586, 22.1325424 42.9640662, 22.1325737 42.9639513, 22.1325745 42.9638854, 22.1325671 42.9638105, 22.132546 42.9637409, 22.1324893 42.9636259, 22.1323465 42.9634512, 22.1322736 42.9633463, 22.1322261 42.9632086, 22.132197 42.9630625, 22.132103 42.9627928, 22.131777 42.9621184)",,,
133207728,False,,,residential,False,7.063,"LINESTRING (22.1242591 42.9645586, 22.1242123 42.9645051)",Саве Ковачевића,,
133207728,False,,,residential,True,146.801,"LINESTRING (22.1242591 42.9645586, 22.1244588 42.9658707)",Саве Ковачевића,,
133207765,False,,,residential,False,182.011,"LINESTRING (22.1242591 42.9645586, 22.1245084 42.9644531, 22.1248546 42.9643036, 22.1249394 42.9642453, 22.1252808 42.964002, 22.1256549 42.9638122, 22.126058 42.9635973)",Босанска,,
133207779,False,,,residential,False,208.3,"LINESTRING (22.1311928 42.9651043, 22.1308196 42.9651435, 22.129616 42.9652505, 22.1293052 42.9652702, 22.1287421 42.9652984, 22.1286484 42.9652921)",Немањина,,
"[696818352, 133207737, 133207779, 133207740]",False,2,,residential,"[False, True]",127.55099999999999,"LINESTRING (22.1311928 42.9651043, 22.1313062 42.9651607, 22.1316199 42.9653139, 22.1317727 42.965388, 22.1318413 42.9654185, 22.1322113 42.9655976, 22.1323942 42.9656825, 22.132429 42.9656995, 22.1325021 42.9657349)",Немањина,yes,
150212415,False,,,residential,False,34.289,"LINESTRING (22.1311928 42.9651043, 22.1312244 42.9650359, 22.1312641 42.9649916, 22.1314284 42.9648534)",,,
877581509,False,,,residential,False,32.734,"LINESTRING (22.1261706 42.9660326, 22.1265727 42.9660234)",Марка Орешковића,,
182773283,False,,,residential,False,75.90299999999999,"LINESTRING (22.1261706 42.9660326, 22.1260704 42.9661508, 22.1260117 42.9662446, 22.1259778 42.9663577, 22.1259724 42.9664586, 22.1259934 42.966558, 22.1260534 42.9666729)",,,
"[133207772, 877581510, 877581511]",False,,,residential,True,82.617,"LINESTRING (22.1261706 42.9660326, 22.1261011 42.9660339, 22.1259543 42.9660313, 22.1258263 42.9660488, 22.1251932 42.9662065)",Марка Орешковића,yes,
133207728,False,,,residential,False,59.517,"LINESTRING (22.1245144 42.9664044, 22.1244588 42.9658707)",Саве Ковачевића,,
133207772,False,,,residential,False,59.455,"LINESTRING (22.1245144 42.9664044, 22.1251932 42.9662065)",Марка Орешковића,,
500720882,False,,,residential,True,110.683,"LINESTRING (22.1264697 42.9608597, 22.1265081 42.9618547)",Александра Пушкина,,
"[133207745, 877642803, 877642804]",False,,,residential,False,20.601999999999997,"LINESTRING (22.1264697 42.9608597, 22.126416 42.9608672, 22.1262737 42.9608751, 22.126218 42.9608774)",Ђуре Ђаковића,yes,
877642803,False,,,residential,True,126.32299999999998,"LINESTRING (22.1264697 42.9608597, 22.1269532 42.9607959, 22.1273423 42.960761, 22.1274779 42.9607723, 22.1275626 42.9608007, 22.1279163 42.9609915)",Ђуре Ђаковића,,
133207745,False,,,residential,False,167.132,"LINESTRING (22.126218 42.9608774, 22.1254946 42.9609089, 22.1254055 42.9609181, 22.125316 42.9609454, 22.1252675 42.9609811, 22.1247759 42.9615649, 22.1247521 42.9616066, 22.12475 42.9616612)",Ђуре Ђаковића,,
"[133207745, 877642803, 877642804]",False,,,residential,True,20.601999999999997,"LINESTRING (22.126218 42.9608774, 22.1262737 42.9608751, 22.126416 42.9608672, 22.1264697 42.9608597)",Ђуре Ђаковића,yes,
182773275,False,,,residential,True,107.884,"LINESTRING (22.126218 42.9608774, 22.1262308 42.961206, 22.1262571 42.9618472)",,,
877642803,False,,,residential,True,16.489,"LINESTRING (22.1279163 42.9609915, 22.1280553 42.9610994)",Ђуре Ђаковића,,
877642803,False,,,residential,False,126.323,"LINESTRING (22.1279163 42.9609915, 22.1275626 42.9608007, 22.1274779 42.9607723, 22.1273423 42.960761, 22.1269532 42.9607959, 22.1264697 42.9608597)",Ђуре Ђаковића,,
133207756,False,,,residential,False,158.482,"LINESTRING (22.129346 42.9610444, 22.1291456 42.9624621)",Иве Лоле Рибара,,
182773458,False,,,residential,True,55.959,"LINESTRING (22.129346 42.9610444, 22.1286606 42.9610853)",,,
182773458,False,,,residential,False,43.577,"LINESTRING (22.129346 42.9610444, 22.1297115 42.9610628, 22.1298769 42.9610887)",,,
182773458,False,,,residential,False,55.959,"LINESTRING (22.1286606 42.9610853, 22.129346 42.9610444)",,,
182773458,False,,,residential,True,49.281,"LINESTRING (22.1286606 42.9610853, 22.1280553 42.9610994)",,,
1231014548,False,,,residential,False,134.7,"LINESTRING (22.1286606 42.9610853, 22.1280259 42.9622041)",Синише Јањића,,
182773411,False,,,residential,True,124.018,"LINESTRING (22.1298769 42.9610887, 22.1299543 42.9612432, 22.1304567 42.96212)",Вука Караџића,,
182773458,False,,,residential,False,84.738,"LINESTRING (22.1298769 42.9610887, 22.1307437 42.9611875, 22.13086 42.9612722)",,,
182773458,False,,,residential,True,43.577,"LINESTRING (22.1298769 42.9610887, 22.1297115 42.9610628, 22.129346 42.9610444)",,,
182773458,False,,,residential,False,49.281,"LINESTRING (22.1280553 42.9610994, 22.1286606 42.9610853)",,,
877642803,False,,,residential,False,16.489,"LINESTRING (22.1280553 42.9610994, 22.1279163 42.9609915)",Ђуре Ђаковића,,
182773348,False,,,residential,False,151.476,"LINESTRING (22.1280553 42.9610994, 22.1279593 42.961141, 22.1266967 42.9617402, 22.1265081 42.9618547)",Светозара Марковића,,
182773458,False,,,residential,False,73.113,"LINESTRING (22.13086 42.9612722, 22.1312541 42.9616211, 22.1314277 42.9617818)",,,
182773458,False,,,residential,True,84.738,"LINESTRING (22.13086 42.9612722, 22.1307437 42.9611875, 22.1298769 42.9610887)",,,
182773360,False,,,residential,True,87.506,"LINESTRING (22.1314277 42.9617818, 22.1304567 42.96212)",Ратка Павловића,,
182773458,False,,,residential,False,46.998,"LINESTRING (22.1314277 42.9617818, 22.131777 42.9621184)",,,
182773458,False,,,residential,True,73.113,"LINESTRING (22.1314277 42.9617818, 22.1312541 42.9616211, 22.13086 42.9612722)",,,
500720882,False,,,residential,False,110.683,"LINESTRING (22.1265081 42.9618547, 22.1264697 42.9608597)",Александра Пушкина,,
182773342,False,,,residential,False,130.00900000000001,"LINESTRING (22.1265081 42.9618547, 22.1266497 42.961856, 22.1280259 42.9622041)",Ратка Павловића,,
182773348,False,,,residential,True,151.476,"LINESTRING (22.1265081 42.9618547, 22.1266967 42.9617402, 22.1279593 42.961141, 22.1280553 42.9610994)",Светозара Марковића,,
"[500720882, 182773443]",False,,,residential,True,74.777,"LINESTRING (22.1265081 42.9618547, 22.1264945 42.9619798, 22.1264516 42.9621433, 22.1263953 42.962265, 22.1262477 42.9624927)",Александра Пушкина,,
"[133284652, 877642806, 877642807]",False,,,residential,False,20.444,"LINESTRING (22.1265081 42.9618547, 22.1264494 42.9618529, 22.1263125 42.9618479, 22.1262571 42.9618472)",Светозара Марковића,yes,
182773360,False,,,residential,False,87.506,"LINESTRING (22.1304567 42.96212, 22.1314277 42.9617818)",Ратка Павловића,,
182773360,False,,,residential,True,74.016,"LINESTRING (22.1304567 42.96212, 22.1296043 42.9623523)",Ратка Павловића,,
182773411,False,,,residential,True,108.778,"LINESTRING (22.1304567 42.96212, 22.1309838 42.963019)",Вука Караџића,,
182773411,False,,,residential,False,124.018,"LINESTRING (22.1304567 42.96212, 22.1299543 42.9612432, 22.1298769 42.9610887)",Вука Караџића,,
182773342,False,,,residential,False,95.523,"LINESTRING (22.1280259 42.9622041, 22.1291456 42.9624621)",Ратка Павловића,,
1231014548,False,,,residential,False,129.631,"LINESTRING (22.1280259 42.9622041, 22.1274359 42.963287)",Синише Јањића,,
1231014548,False,,,residential,True,134.7,"LINESTRING (22.1280259 42.9622041, 22.1286606 42.9610853)",Синише Јањића,,
182773342,False,,,residential,True,130.00900000000001,"LINESTRING (22.1280259 42.9622041, 22.1266497 42.961856, 22.1265081 42.9618547)",Ратка Павловића,,
133207756,False,,,residential,True,158.482,"LINESTRING (22.1291456 42.9624621, 22.129346 42.9610444)",Иве Лоле Рибара,,
182773342,False,,,residential,True,95.523,"LINESTRING (22.1291456 42.9624621, 22.1280259 42.9622041)",Ратка Павловића,,
182773360,False,,,residential,False,39.272,"LINESTRING (22.1291456 42.9624621, 22.1296043 42.9623523)",Ратка Павловића,,
133207756,False,,,residential,False,129.238,"LINESTRING (22.1291456 42.9624621, 22.1290321 42.9631823, 22.1289636 42.9636167)",Иве Лоле Рибара,,
182773275,False,,,residential,False,82.046,"LINESTRING (22.1259703 42.9625483, 22.1262208 42.9620803, 22.1262429 42.9620087, 22.1262571 42.9618472)",,,
1231014548,False,,,residential,True,129.631,"LINESTRING (22.1274359 42.963287, 22.1280259 42.9622041)",Синише Јањића,,
182773421,False,,,residential,False,153.652,"LINESTRING (22.1274359 42.963287, 22.1280649 42.9637114, 22.1284946 42.9640013, 22.128836 42.9642139)",Првомајска,,
"[500720881, 182773421]",False,,,residential,True,140.135,"LINESTRING (22.1274359 42.963287, 22.1268134 42.9628672, 22.1267495 42.962782, 22.1267038 42.9626005, 22.1266564 42.9625616, 22.1262477 42.9624927)",Првомајска,,
182773411,False,,,residential,False,53.253,"LINESTRING (22.1312419 42.9634591, 22.1309838 42.963019)",Вука Караџића,,
182773411,False,,,residential,True,126.921,"LINESTRING (22.1312419 42.9634591, 22.1322706 42.9643171)",Вука Караџића,,
182773353,False,,,residential,True,112.584,"LINESTRING (22.1312419 42.9634591, 22.1304225 42.9637352, 22.1303343 42.9637474, 22.129946 42.9637095)",Ивана Милутиновића,,
133207728,False,,,residential,True,22.132,"LINESTRING (22.1233283 42.9635461, 22.1234834 42.9637096)",Саве Ковачевића,,
133207728,False,,,residential,False,126.50800000000001,"LINESTRING (22.1233283 42.9635461, 22.1232457 42.9634563, 22.122818 42.9630141, 22.1224383 42.9626133)",Саве Ковачевића,,
133207756,False,,,residential,False,67.213,"LINESTRING (22.1289636 42.9636167, 22.128836 42.9642139)",Иве Лоле Рибара,,
182773353,False,,,residential,False,80.602,"LINESTRING (22.1289636 42.9636167, 22.129946 42.9637095)",Ивана Милутиновића,,
133207756,False,,,residential,True,129.238,"LINESTRING (22.1289636 42.9636167, 22.1290321 42.9631823, 22.1291456 42.9624621)",Иве Лоле Рибара,,
133207756,False,,,residential,False,8.363,"LINESTRING (22.128836 42.9642139, 22.1288241 42.9642886)",Иве Лоле Рибара,,
133207756,False,,,residential,True,67.213,"LINESTRING (22.128836 42.9642139, 22.1289636 42.9636167)",Иве Лоле Рибара,,
182773421,False,,,residential,True,153.652,"LINESTRING (22.128836 42.9642139, 22.1284946 42.9640013, 22.1280649 42.9637114, 22.1274359 42.963287)",Првомајска,,
877625631,False,,39,primary,False,28.532,"LINESTRING (22.1271012 42.9644705, 22.1268894 42.964266)",,,
877625631,False,,39,primary,True,48.498,"LINESTRING (22.1271012 42.9644705, 22.1274704 42.9648129)",,,
722007087,False,,,residential,False,29.487,"LINESTRING (22.1232929 42.9648183, 22.1229324 42.9648453)",,,
150212414,False,,,residential,False,82.929,"LINESTRING (22.1232929 42.9648183, 22.1233062 42.9648013, 22.1242123 42.9645051)",Ђуре Јакшића,,
182773430,False,,,residential,True,134.194,"LINESTRING (22.1252608 42.9650202, 22.125145 42.9652722, 22.1251268 42.9653589, 22.1251038 42.9657688, 22.1251202 42.9659117, 22.1251932 42.9662065)",Јована Дучића,,
133213300,False,,,residential,False,136.03199999999998,"LINESTRING (22.1315549 42.9653817, 22.1312062 42.9657483, 22.1310811 42.9658367, 22.1303884 42.9662427)",Николе Тесле,,
133207728,False,,,residential,False,146.801,"LINESTRING (22.1244588 42.9658707, 22.1242591 42.9645586)",Саве Ковачевића,,
133207728,False,,,residential,True,59.517,"LINESTRING (22.1244588 42.9658707, 22.1245144 42.9664044)",Саве Ковачевића,,
722048292,False,,,residential,False,55.244,"LINESTRING (22.1265727 42.9660234, 22.1266117 42.9655274)",,,
877581509,False,,,residential,True,32.734,"LINESTRING (22.1265727 42.9660234, 22.1261706 42.9660326)",Марка Орешковића,,
