osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel
821914157,4,Војводе Радомира Путника,tertiary,50,False,False,8.685,"LINESTRING (20.6455481 44.8702366, 20.6454395 44.8702233)",,
131324060,1,Карађорђева,residential,50,True,False,49.339,"LINESTRING (20.6455481 44.8702366, 20.6454573 44.8703596, 20.6454454 44.8703757, 20.6452378 44.8706218)",,
298550801,,Трг слободе,tertiary,50,False,True,102.868,"LINESTRING (20.6414497 44.8695817, 20.6413025 44.8695424, 20.6403906 44.8692852, 20.6402358 44.8692416)",,
821914158,4,Војводе Радомира Путника,tertiary,50,False,True,172.725,"LINESTRING (20.6414497 44.8695817, 20.6416051 44.8696227, 20.6419614 44.8697034, 20.6423761 44.869783, 20.642519 44.8698043, 20.6426663 44.8698263, 20.6433864 44.8699298, 20.6434091 44.8699331, 20.6435735 44.8699569)",,
892019391,,Жарка Зрењанина,tertiary,,False,True,185.172,"LINESTRING (20.6414497 44.8695817, 20.6414948 44.8695209, 20.6415457 44.869425, 20.6416732 44.8691865, 20.6421581 44.8683687, 20.6423099 44.8681204, 20.6423556 44.8680457)",,
736539506,,Змај Јове Јовановића,residential,,False,False,14.636,"LINESTRING (20.6459014 44.8734235, 20.6460549 44.8734976)",,
81558958,,Димитрија Туцовића,tertiary,50,False,False,174.827,"LINESTRING (20.6369736 44.8738594, 20.6368948 44.8739176, 20.6354827 44.8749603, 20.6354374 44.8749938)",,
298549134,,Димитрија Туцовића,tertiary,50,False,True,169.718,"LINESTRING (20.6369736 44.8738594, 20.6370925 44.8737746, 20.6371236 44.8737524, 20.63729 44.8736231, 20.637425 44.8735098, 20.6375591 44.873375, 20.6376781 44.8732512, 20.637794 44.8731142, 20.6378938 44.8729891, 20.6380085 44.8728316, 20.6381109 44.8726673, 20.6381549 44.8725967)",,
"[875158549, 75228055]",,Моше Пијаде,secondary,,False,True,196.011,"LINESTRING (20.6369736 44.8738594, 20.6368651 44.8737956, 20.6364776 44.8735356, 20.6360819 44.8732916, 20.6359739 44.8732239, 20.6351705 44.872729, 20.6351104 44.872692)",OP7,
892035416,,Моше Пијаде,secondary,,False,False,121.131,"LINESTRING (20.6369736 44.8738594, 20.6371271 44.8739589, 20.638023 44.8745397, 20.6381078 44.8745947)",OP7,
68341518,,Браће Јовановића,residential,,True,False,86.223,"LINESTRING (20.6387063 44.8717209, 20.6377138 44.8713945)",,
875158548,,Димитрија Туцовића,tertiary,50,False,False,106.64,"LINESTRING (20.6387063 44.8717209, 20.6384381 44.8721521, 20.6382019 44.8725229, 20.6381549 44.8725967)",,
875158548,,Димитрија Туцовића,tertiary,50,False,True,139.72899999999998,"LINESTRING (20.6387063 44.8717209, 20.6391845 44.8709463, 20.6394213 44.870571)",,
892484067,2,Браће Јовановића,residential,,False,True,229.642,"LINESTRING (20.6387063 44.8717209, 20.6396833 44.8720482, 20.6413518 44.8725869)",,
"[875158549, 75228055]",,Моше Пијаде,secondary,,False,False,196.01100000000002,"LINESTRING (20.6351104 44.872692, 20.6351705 44.872729, 20.6359739 44.8732239, 20.6360819 44.8732916, 20.6364776 44.8735356, 20.6368651 44.8737956, 20.6369736 44.8738594)",OP7,
75228079,,Марка Кулића,residential,,False,False,175.89200000000002,"LINESTRING (20.6351104 44.872692, 20.6350696 44.8727327, 20.6350547 44.8727458, 20.6347568 44.8730442, 20.6343078 44.8735158, 20.6340679 44.8737625, 20.6338455 44.8739952)",,
"[39006717, 1065348106, 875150925]",,Трг мученика,residential,,False,True,165.757,"LINESTRING (20.6351104 44.872692, 20.6351558 44.8726517, 20.6351721 44.8726374, 20.6355245 44.8723063, 20.6356899 44.872155, 20.6363499 44.8715518, 20.6363958 44.8715121)",,
329072190,,Хајдук Вељкова,residential,40,False,True,167.526,"LINESTRING (20.6338455 44.8739952, 20.6354374 44.8749938)",,
75228079,,Марка Кулића,residential,,False,True,175.892,"LINESTRING (20.6338455 44.8739952, 20.6340679 44.8737625, 20.6343078 44.8735158, 20.6347568 44.8730442, 20.6350547 44.8727458, 20.6350696 44.8727327, 20.6351104 44.872692)",,
67117793,2,Др Светислава Касапиновића,residential,50,True,False,140.96099999999998,"LINESTRING (20.6406062 44.8678127, 20.6407301 44.8678193, 20.6412727 44.8678481, 20.6414923 44.8678721, 20.6417295 44.8679082, 20.6418141 44.8679255, 20.6422616 44.8680251, 20.6423556 44.8680457)",,
892019390,2,Војводе Петра Бојовића,residential,50,False,False,15.747,"LINESTRING (20.6406062 44.8678127, 20.6405874 44.8679034, 20.6405771 44.8679528)",,
723364397,2,Др Светислава Касапиновића,residential,50,False,False,123.454,"LINESTRING (20.6423556 44.8680457, 20.6424194 44.8680597, 20.6424509 44.8680667, 20.6432401 44.8682291, 20.643391 44.8682212, 20.643557 44.8682124, 20.6437315 44.8682182, 20.6438776 44.8682491)",,
