osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,junction
717713422,True,2,Венац војводе Живојина Мишића,secondary,30,False,45.001,"LINESTRING (19.1173334 45.7761735, 19.1169675 45.7764876)",,
28363968,False,2,Венац Петра Бојовића,secondary,60,False,85.61999999999999,"LINESTRING (19.1089288 45.7727655, 19.1091363 45.7726698, 19.1098456 45.7723366)",,
822257399,False,,Венац Радомира Путника,secondary,60,True,171.567,"LINESTRING (19.1089288 45.7727655, 19.1090256 45.7728109, 19.1092187 45.7729344, 19.1102585 45.7738213, 19.1104128 45.7738997)",,
822257399,False,,Венац Радомира Путника,secondary,60,False,68.783,"LINESTRING (19.1119937 45.774274, 19.1111562 45.7740705)",,
28353189,False,,Трг Цара Лазара,residential,30,False,56.208999999999996,"LINESTRING (19.1119937 45.774274, 19.1120406 45.7742162, 19.1123505 45.773834)",,
822257399,False,,Венац Радомира Путника,secondary,60,True,38.935,"LINESTRING (19.1119937 45.774274, 19.1122462 45.7743381, 19.1124633 45.7743977)",,
822257403,True,2,Венац Радомира Путника,secondary,60,False,37.347,"LINESTRING (19.1167422 45.7758718, 19.1171855 45.776003)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,False,60.568,"LINESTRING (19.1179162 45.7756566, 19.11836 45.7752084)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,True,46.677,"LINESTRING (19.1179162 45.7756566, 19.1175365 45.7759823)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,True,60.568,"LINESTRING (19.11836 45.7752084, 19.1179162 45.7756566)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,False,23.606,"LINESTRING (19.11836 45.7752084, 19.1184235 45.7751398, 19.1185243 45.7750297)",,
28353584,False,,Читаоничка,residential,40,True,258.929,"LINESTRING (19.1190277 45.7742522, 19.1188331 45.7741819, 19.1177968 45.7737535, 19.1161497 45.7730725)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,False,12.231,"LINESTRING (19.1190277 45.7742522, 19.11906 45.7741911, 19.1190819 45.7741489)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,True,18.524,"LINESTRING (19.1190277 45.7742522, 19.1189966 45.7743113, 19.1189536 45.7744105)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,True,91.054,"LINESTRING (19.1194802 45.7733786, 19.1190819 45.7741489)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,False,83.48,"LINESTRING (19.1194802 45.7733786, 19.119759 45.7728072, 19.1198249 45.7726674)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,False,21.962,"LINESTRING (19.1198249 45.7726674, 19.1198707 45.7725139, 19.1198726 45.7724732)",,
822257406,False,2,Венац војводе Живојина Мишића,secondary,40,True,83.48,"LINESTRING (19.1198249 45.7726674, 19.119759 45.7728072, 19.1194802 45.7733786)",,
