osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,bridge
29037244,35,primary,roundabout,True,False,20.613,"LINESTRING (22.2579208 43.5674158, 22.2579651 43.5673855, 22.2580075 43.5673759, 22.258048 43.5673708, 22.2580795 43.5673703, 22.258115 43.5673722, 22.2581565 43.5673781)",,,,
301094248,35,primary,,True,False,38.884,"LINESTRING (22.2579208 43.5674158, 22.2579212 43.5673601, 22.2579341 43.5673207, 22.257985 43.5671604, 22.258024 43.567076)",,,,
29037244,35,primary,roundabout,True,False,34.811,"LINESTRING (22.2580854 43.5676696, 22.258035 43.5676542, 22.2580113 43.5676429, 22.257978 43.5676215, 22.2579572 43.5676038, 22.257938 43.5675807, 22.2579221 43.5675561, 22.2579145 43.5675369, 22.2579094 43.5675123, 22.2579053 43.5674886, 22.2579073 43.5674434, 22.2579208 43.5674158)",,,,
30951473,217,secondary,,True,False,56.727,"LINESTRING (22.2580854 43.5676696, 22.2576825 43.567614, 22.2573915 43.5675839)",,,,
261270623,,residential,,False,True,22.198999999999998,"LINESTRING (22.2586643 43.5678484, 22.2587107 43.567813, 22.2587426 43.5677955, 22.2587841 43.5677765, 22.2588272 43.567761, 22.2588946 43.567745)",Војводе Путника,,,
301094249,35,primary,,True,False,51.359,"LINESTRING (22.2586643 43.5678484, 22.2586146 43.5678396, 22.2585542 43.5678076, 22.2584657 43.5677629, 22.2584027 43.5677366, 22.258322 43.5677143, 22.2582324 43.5676978, 22.2580854 43.5676696)",,,,
665199590,35,primary,,False,True,101.258,"LINESTRING (22.2586643 43.5678484, 22.2587388 43.5679058, 22.258807 43.5679634, 22.2589834 43.5681, 22.259206 43.5682759, 22.2593844 43.5684177, 22.2595131 43.5685199)",Књаза Милоша,,,
29037200,,residential,,False,False,80.431,"LINESTRING (22.2533517 43.5692567, 22.2524942 43.5688863)",Доктора Савића,2,40,
32707264,,residential,,False,True,200.608,"LINESTRING (22.2533517 43.5692567, 22.2523675 43.5709139)",Цара Душана,,,
231894414,,residential,,False,False,27.316,"LINESTRING (22.2533517 43.5692567, 22.2534846 43.5690307)",,,,
1239903227,,residential,,False,False,26.036,"LINESTRING (22.2533517 43.5692567, 22.2534383 43.5692185, 22.2534928 43.5692085, 22.2535473 43.5692084, 22.2536534 43.5692322)",,,,
231894414,,residential,,False,True,27.316,"LINESTRING (22.2534846 43.5690307, 22.2533517 43.5692567)",,,,
345553547,,residential,,False,True,7.82,"LINESTRING (22.2534846 43.5690307, 22.2535185 43.5690966)",Стевана Мокрањца,,40,
231894424,,residential,,False,False,118.279,"LINESTRING (22.2534846 43.5690307, 22.2531617 43.5680829, 22.2531383 43.5679971)",Цара Душана,,,
231894424,,residential,,False,False,101.12400000000001,"LINESTRING (22.2531383 43.5679971, 22.2531861 43.5678761, 22.2537525 43.5672086)",Цара Душана,,,
231894424,,residential,,False,True,118.279,"LINESTRING (22.2531383 43.5679971, 22.2531617 43.5680829, 22.2534846 43.5690307)",Цара Душана,,,
1149755367,,residential,,True,False,232.317,"LINESTRING (22.2531383 43.5679971, 22.2526045 43.5679056, 22.2525116 43.5678761, 22.2513614 43.5674168, 22.2507759 43.5670343, 22.250678 43.5669703)",Светозара Марковића,1,40,
"[29037220, 169604838, 169604839]",217,secondary,,False,False,249.73700000000002,"LINESTRING (22.2540592 43.5668543, 22.2544466 43.5670322, 22.254512 43.5670636, 22.2547747 43.5671696, 22.2548443 43.5671932, 22.2549447 43.5672297, 22.2550726 43.5672701, 22.2551616 43.5672946, 22.2552524 43.5673159, 22.2553168 43.5673295, 22.2560382 43.5674134, 22.2567613 43.5674973, 22.2569707 43.5675237)","['Трг ослобобења', 'Књаза Милоша']",,,yes
29051731,217,secondary,,False,False,55.04900000000001,"LINESTRING (22.2540592 43.5668543, 22.2537571 43.5667134, 22.2534826 43.5665887)",Трг ослобобења,,,
231894424,,residential,,False,True,46.504000000000005,"LINESTRING (22.2540592 43.5668543, 22.2540313 43.5668867, 22.2537525 43.5672086)",Цара Душана,,,
29037244,35,primary,roundabout,True,False,20.108,"LINESTRING (22.2581565 43.5673781, 22.2581904 43.5673874, 22.2582271 43.5674044, 22.2582592 43.5674242, 22.2582941 43.5674487, 22.2583169 43.5674709, 22.2583392 43.5674957)",,,,
29037244,35,primary,roundabout,True,False,34.514,"LINESTRING (22.2583392 43.5674957, 22.2583426 43.5675244, 22.2583424 43.5675471, 22.2583367 43.5675743, 22.2583269 43.5675943, 22.2583115 43.5676147, 22.2582913 43.5676352, 22.2582647 43.5676538, 22.258229 43.5676688, 22.2581995 43.5676735, 22.2581613 43.5676759, 22.2580854 43.5676696)",,,,
301094250,35,primary,,True,False,47.532999999999994,"LINESTRING (22.2583392 43.5674957, 22.2583987 43.5675525, 22.2584657 43.5676207, 22.2585516 43.5677114, 22.258628 43.5677872, 22.2586575 43.5678163, 22.2586643 43.5678484)",,,,
231894407,,residential,,False,False,141.498,"LINESTRING (22.2536534 43.5692322, 22.253686 43.5692676, 22.2537411 43.5693274, 22.253786 43.5693846, 22.2538168 43.569443, 22.2538482 43.5695375, 22.2540004 43.5704635)",Војводе Степе,,,
345553548,,residential,,False,True,18.587,"LINESTRING (22.2536534 43.5692322, 22.2536139 43.5691925, 22.2535185 43.5690966)",Стевана Мокрањца,,40,
