osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
"[135570610, 867768132]",Вука Караџића,residential,30,False,True,59.486,"LINESTRING (19.8425254 45.2234128, 19.8425599 45.223477, 19.8425974 45.2235466, 19.8426161 45.2235894, 19.8426228 45.223642, 19.8426101 45.2236753, 19.8426076 45.2236818, 19.8425665 45.2237297, 19.8423897 45.2238825)",,
"[286878156, 867768133, 286878158]","['Карађорђева', 'Трг краља Петра I']",secondary,50,False,False,301.66499999999996,"LINESTRING (19.8425254 45.2234128, 19.8424377 45.2234367, 19.8423469 45.2234542, 19.8422261 45.2234742, 19.8420875 45.2234907, 19.8419488 45.2234964, 19.8414976 45.223504, 19.8411451 45.2235179, 19.8407882 45.2235599, 19.8405201 45.2236139, 19.8397822 45.2238099, 19.8394688 45.2238809, 19.8392921 45.2239016, 19.8391259 45.2239104, 19.8389575 45.2239174, 19.838775 45.2239202)",2,
1121002497,Трг Змај Јове,secondary,50,False,True,16.558999999999997,"LINESTRING (19.8425254 45.2234128, 19.8426188 45.2233844, 19.8427163 45.223349)",2,
"[1121002498, 286878155]",Трг Змај Јове,secondary,50,False,True,92.43199999999999,"LINESTRING (19.8427163 45.223349, 19.8427396 45.2233391, 19.8428322 45.2232997, 19.8429493 45.2232578, 19.8430592 45.2232261, 19.8431306 45.2232161, 19.8431942 45.2232129, 19.8432527 45.2232148, 19.8432905 45.2232166, 19.8433294 45.2232208, 19.8434012 45.2232305, 19.8434652 45.2232434, 19.8435286 45.2232608, 19.8436685 45.2233213, 19.8436998 45.2233366, 19.8437916 45.2233822)","['2', '3']",
"[107250745, 943196365]",Лоле Рибара,tertiary,50,False,True,35.217,"LINESTRING (19.8427163 45.223349, 19.8426945 45.2233295, 19.842637 45.223278, 19.8425964 45.2232145, 19.8425699 45.2231362, 19.8425668 45.22306)",,
1121002497,Трг Змај Јове,secondary,50,False,False,16.558999999999997,"LINESTRING (19.8427163 45.223349, 19.8426188 45.2233844, 19.8425254 45.2234128)",2,
107292133,Кнеза Михаила,residential,50,False,False,28.705,"LINESTRING (19.8407788 45.2219839, 19.8409733 45.2217651)",2,
943196363,Кнеза Михаила,residential,,False,True,30.269,"LINESTRING (19.8407788 45.2219839, 19.840567 45.2222116)",2,
681346431,Васе Стајића,residential,,False,True,30.752000000000002,"LINESTRING (19.8407788 45.2219839, 19.8407418 45.2217894, 19.840717 45.221711)",,
107292133,Кнеза Михаила,residential,50,False,True,280.07399999999996,"LINESTRING (19.8417644 45.2194096, 19.8417956 45.219481, 19.8418414 45.2196294, 19.8418827 45.2197852, 19.8419019 45.2198904, 19.8419119 45.2200042, 19.8419104 45.220143, 19.8419019 45.2202188, 19.8418861 45.2203338, 19.8418514 45.2204716, 19.8418235 45.2205767, 19.8417812 45.2206832, 19.841732 45.2207737, 19.841667 45.2208867, 19.8415714 45.2210459, 19.8415032 45.2211464, 19.8414552 45.2212061, 19.8413027 45.2213929, 19.8409733 45.2217651)",2,
