osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes
26251479,True,Chemin Gadouche Abdelkader,secondary,False,91.096,"LINESTRING (3.0143275 36.7573057, 3.0143847 36.7572341, 3.0144569 36.7571629, 3.014583 36.7570855, 3.0150988 36.7567778)",,,
288471225,True,,tertiary_link,False,10.051,"LINESTRING (3.0143275 36.7573057, 3.0143663 36.7573433, 3.0143714 36.7573847)",,,
26251758,True,Val d'Hydra,secondary,False,269.907,"LINESTRING (3.0208379 36.7548415, 3.0210243 36.7548544, 3.021434 36.7548679, 3.0217203 36.7548813, 3.0220757 36.7549022, 3.0223768 36.7549237, 3.0225666 36.754949, 3.0228388 36.7549973, 3.0230118 36.755043, 3.0233075 36.7551343, 3.0234618 36.7551838, 3.023561 36.7552187, 3.0236623 36.7552407, 3.0237988 36.7552522)",60,,
26251841,True,Rond Point José de San Martin,secondary,False,0.497,"LINESTRING (3.0236831 36.7554543, 3.0236812 36.7554501)",,roundabout,
26251841,True,Rond Point José de San Martin,secondary,False,28.67,"LINESTRING (3.0237988 36.7552522, 3.0238521 36.7552474, 3.0239048 36.7552555, 3.0239522 36.7552757, 3.02399 36.7553061, 3.0240149 36.7553442, 3.0240248 36.7553864)",,roundabout,
26251894,True,,secondary_link,False,32.034000000000006,"LINESTRING (3.0240405 36.7556791, 3.0239721 36.7556729, 3.0239295 36.7556753, 3.0238718 36.7556842, 3.0238329 36.7556893, 3.0237944 36.7557011, 3.0237545 36.7557124, 3.0236904 36.755726)",,,
269144563,True,Val d'Hydra,secondary,False,21.409,"LINESTRING (3.0240405 36.7556791, 3.0239949 36.7556377, 3.0239245 36.7555738, 3.0238905 36.7555294)",,,2
26251898,False,Cooperative Des Medecins (Djemaa Khider Mohamed),residential,False,56.099999999999994,"LINESTRING (3.02362 36.7557965, 3.0235878 36.7558961, 3.0235657 36.7559574, 3.0235463 36.7560213, 3.023525 36.7560902, 3.0235018 36.756183, 3.0234874 36.7562888)",,,
26251901,True,,residential,False,38.482,"LINESTRING (3.02362 36.7557965, 3.0236351 36.7557304, 3.0236539 36.7556485, 3.0236653 36.7555762, 3.0236831 36.7554543)",,,
29196303,False,Rue Djemaa Khider Mohamed,residential,False,127.095,"LINESTRING (3.0240962 36.7588895, 3.023897 36.7588079, 3.0236301 36.758694, 3.0232988 36.7585554, 3.0228348 36.7583556)",,,
29196333,False,Rue Manaa Lakhdar,residential,False,33.594,"LINESTRING (3.0204852 36.7570496, 3.0203075 36.7569674, 3.0202331 36.7569255, 3.0201667 36.7568884)",,,
29196333,False,Rue Manaa Lakhdar,residential,True,271.73099999999994,"LINESTRING (3.0204852 36.7570496, 3.0205784 36.7570931, 3.0206555 36.7571227, 3.0207249 36.7571476, 3.0207729 36.7571546, 3.0208037 36.7571525, 3.0208278 36.7571455, 3.020852 36.757128, 3.0208701 36.7571084, 3.0209197 36.7570359, 3.021023 36.7568363, 3.0211343 36.7566085, 3.0211879 36.7564817, 3.0212067 36.756414, 3.0212101 36.7563501, 3.0212013 36.7562894, 3.0211738 36.7561965, 3.021084 36.7559209, 3.0210109 36.75575, 3.0209231 36.7555292, 3.0208798 36.7554297, 3.0208664 36.7553862, 3.0208642 36.7553738, 3.0208662 36.7553616, 3.0208734 36.7553471, 3.0208845 36.7553315, 3.02091 36.7553135, 3.0209462 36.7553041, 3.020977 36.7552995, 3.0209975 36.7553014, 3.0210149 36.7553095, 3.021027 36.7553256, 3.0210498 36.7554094)",,,
29220616,False,,residential,True,74.088,"LINESTRING (3.0204852 36.7570496, 3.0205911 36.7568084, 3.0207045 36.7565747, 3.0207909 36.7564306)",,,
26251471,True,Chemin Gadouche Abdelkader,secondary,False,143.45,"LINESTRING (3.0156998 36.7565055, 3.0147649 36.7570565, 3.0146072 36.75715, 3.0145267 36.7572058, 3.0144625 36.757262, 3.0144351 36.7572973)",,,
29196333,False,Rue Manaa Lakhdar,residential,True,94.67800000000001,"LINESTRING (3.0156998 36.7565055, 3.0157417 36.756515, 3.0158116 36.75652, 3.0158734 36.7565145, 3.015947 36.7565022, 3.0160417 36.7564632, 3.0163636 36.7563184, 3.0164195 36.7562928, 3.0164854 36.7562799, 3.0165411 36.7562785, 3.016607 36.7562894, 3.0166834 36.7563104)",,,
26251451,False,Avenue Khalef Mustapha,secondary,False,12.377,"LINESTRING (3.0199329 36.7633021, 3.0200343 36.7633782)",,,
26251451,False,Avenue Khalef Mustapha,secondary,True,68.392,"LINESTRING (3.0199329 36.7633021, 3.0194438 36.762828)",,,
29219539,False,,residential,False,109.586,"LINESTRING (3.0166554 36.763342, 3.0166868 36.7632508, 3.0166917 36.7630944, 3.0167404 36.7630003, 3.0167961 36.7629455, 3.0168705 36.7629198, 3.0169648 36.7628919, 3.0170401 36.7628789, 3.0171123 36.7628897, 3.017452 36.763006)",,,
469996035,False,,residential,False,53.074000000000005,"LINESTRING (3.0166554 36.763342, 3.0167544 36.7633592, 3.0171569 36.7633027, 3.0172427 36.7633055)",,,
29218698,True,Chemin Al Bakri,residential,False,76.989,"LINESTRING (3.0191618 36.7636136, 3.0197394 36.7633671, 3.0199329 36.7633021)",40,,
29219556,False,,residential,False,58.381,"LINESTRING (3.0191618 36.7636136, 3.0191243 36.7635652, 3.0188162 36.7631675)",,,
29219556,False,,residential,True,27.962,"LINESTRING (3.0186183 36.7629723, 3.0188162 36.7631675)",,,
29219556,False,,residential,False,48.775,"LINESTRING (3.0186183 36.7629723, 3.0182686 36.7627786, 3.0181618 36.7627307)",,,
29219570,False,,residential,False,60.445,"LINESTRING (3.0186183 36.7629723, 3.019045 36.7627226, 3.0191659 36.7626513)",,,
29219556,False,,residential,False,34.503,"LINESTRING (3.0176494 36.7625238, 3.0173159 36.762366)",,,
29219556,False,,residential,True,51.115,"LINESTRING (3.0176494 36.7625238, 3.0181618 36.7627307)",,,
29219562,False,,residential,True,56.428,"LINESTRING (3.0176494 36.7625238, 3.017452 36.763006)",,,
29219556,False,,residential,True,34.503,"LINESTRING (3.0173159 36.762366, 3.0176494 36.7625238)",,,
29219556,False,,residential,False,27.962,"LINESTRING (3.0188162 36.7631675, 3.0186183 36.7629723)",,,
29219563,False,,residential,False,50.744,"LINESTRING (3.0188162 36.7631675, 3.0183459 36.763425)",,,
29219556,False,,residential,True,58.381,"LINESTRING (3.0188162 36.7631675, 3.0191243 36.7635652, 3.0191618 36.7636136)",,,
29219563,False,,residential,True,67.469,"LINESTRING (3.0188162 36.7631675, 3.019316 36.7629023, 3.0194438 36.762828)",,,
26251451,False,Avenue Khalef Mustapha,secondary,False,68.392,"LINESTRING (3.0194438 36.762828, 3.0199329 36.7633021)",,,
26251451,False,Avenue Khalef Mustapha,secondary,True,31.642000000000003,"LINESTRING (3.0194438 36.762828, 3.0192742 36.7627117, 3.0191659 36.7626513)",,,
29219563,False,,residential,False,67.469,"LINESTRING (3.0194438 36.762828, 3.019316 36.7629023, 3.0188162 36.7631675)",,,
