osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction,bridge,maxspeed
168300868,True,CW 2,نهج زبانة,secondary,False,59.55800000000001,"LINESTRING (6.6095549 36.3638355, 6.6093934 36.3637601, 6.6093124 36.3637373, 6.6091776 36.3637411, 6.6090351 36.3637735, 6.6089365 36.3638122)",,,,
168610835,False,CW 2,نهج 20 أغسطس,secondary,True,14.695,"LINESTRING (6.6080733 36.364417, 6.6082173 36.3643536)",2,,,
168610835,False,CW 2,نهج 20 أغسطس,secondary,False,230.615,"LINESTRING (6.6080733 36.364417, 6.6076343 36.3642691, 6.6074746 36.3642738, 6.6067747 36.3643571, 6.6064934 36.3643914, 6.6064227 36.3644129, 6.6063577 36.3644441, 6.6063005 36.3644839, 6.6060133 36.3648165, 6.6059917 36.3648527, 6.605981 36.364892, 6.6059816 36.3649321, 6.6059944 36.3649861)",2,,,
1219988749,False,,,residential,True,46.351,"LINESTRING (6.6080733 36.364417, 6.6078678 36.3645464, 6.6076921 36.3646972)",,,,
168610835,False,CW 2,نهج 20 أغسطس,secondary,True,228.17800000000005,"LINESTRING (6.6028959 36.366963, 6.603085 36.367009, 6.6034722 36.3671603, 6.6036539 36.3672102, 6.6038838 36.3672422, 6.6040995 36.3672497, 6.6042926 36.3672336, 6.604646 36.367138, 6.6047673 36.3671225, 6.6048864 36.3671425, 6.6050798 36.3672184, 6.6052959 36.3673239)",2,,,
369519406,False,,,residential,False,283.11899999999997,"LINESTRING (6.6028959 36.366963, 6.602925 36.366893, 6.6034491 36.3667147, 6.6044039 36.3663372, 6.604801 36.3662801, 6.6052403 36.3661821, 6.6057463 36.3659564)",,,,
168610835,False,CW 2,نهج 20 أغسطس,secondary,False,228.17800000000003,"LINESTRING (6.6052959 36.3673239, 6.6050798 36.3672184, 6.6048864 36.3671425, 6.6047673 36.3671225, 6.604646 36.367138, 6.6042926 36.3672336, 6.6040995 36.3672497, 6.6038838 36.3672422, 6.6036539 36.3672102, 6.6034722 36.3671603, 6.603085 36.367009, 6.6028959 36.366963)",2,,,
168610835,False,CW 2,نهج 20 أغسطس,secondary,True,563.3520000000001,"LINESTRING (6.6052959 36.3673239, 6.6054812 36.3673951, 6.6055536 36.3674421, 6.6056076 36.3675242, 6.605811 36.3678744, 6.6059116 36.3679735, 6.6060265 36.3680561, 6.6063641 36.368235, 6.6066959 36.3684704, 6.6068337 36.3685503, 6.6069366 36.36857, 6.6070203 36.3685474, 6.607107 36.3684603, 6.6072431 36.3682464, 6.6073518 36.3681208, 6.6075027 36.3679864, 6.6077681 36.3677328, 6.6079788 36.3675344, 6.6080139 36.3674916, 6.6080358 36.3674435, 6.6080433 36.3673926, 6.608036 36.3673517, 6.6080171 36.3673134, 6.6079875 36.3672797, 6.6078635 36.3672018, 6.6076805 36.3670514, 6.607585 36.3669668, 6.6075153 36.3668542, 6.6074465 36.3666936, 6.6072135 36.3662198, 6.607092 36.3659291)",2,,,
155923346,False,,نهج زيغود يوسف,tertiary,False,7.877,"LINESTRING (6.6103026 36.3656937, 6.6102631 36.365757)",,,,
155923282,True,,شارع العربي بن مهيدي,tertiary,False,112.70599999999999,"LINESTRING (6.6103026 36.3656937, 6.6106071 36.3658172, 6.6106863 36.3658374, 6.6110424 36.365916, 6.611498 36.3659928)",,,,
155923282,True,,شارع العربي بن مهيدي,tertiary,False,34.949,"LINESTRING (6.611498 36.3659928, 6.6118762 36.3660705)",,,,
168348922,False,,شارع معروف,residential,False,4.573,"LINESTRING (6.611498 36.3659928, 6.6114891 36.3660333)",,,,
155923346,False,,نهج زيغود يوسف,tertiary,False,29.393,"LINESTRING (6.6094687 36.3668778, 6.6092856 36.3670972)",,,,
155923346,False,,نهج زيغود يوسف,tertiary,True,144.061,"LINESTRING (6.6094687 36.3668778, 6.6097433 36.3663892, 6.6098583 36.3662212, 6.6100797 36.3659538, 6.6102631 36.365757)",,,,
168348911,False,,شارع حمليوي,residential,True,58.167,"LINESTRING (6.6094687 36.3668778, 6.60995 36.3671722, 6.6099872 36.3671929)",,,,
155924868,False,,شارع ديدوش مراد,tertiary,False,74.742,"LINESTRING (6.6117366 36.3669924, 6.6113732 36.3666163, 6.6112086 36.3664724)",,,,
