osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,access
296192218,RN 5,شارع أول نوفمبر,primary,50,False,False,195.747,,"LINESTRING (5.6925346 36.1514221, 5.6946914 36.1511651)",
296192218,RN 5,شارع أول نوفمبر,primary,50,False,True,102.997,,"LINESTRING (5.6925346 36.1514221, 5.6913996 36.1515565)",
420542813,,Boulevard de la Révolution,primary,,False,True,55.606,,"LINESTRING (5.6925346 36.1514221, 5.6926347 36.1519156)",
429349535,RN 77,,primary,,False,False,93.716,,"LINESTRING (5.6925346 36.1514221, 5.692428 36.1505837)",
181266483,,Boulevard de la révolution,residential,,False,True,127.67,,"LINESTRING (5.692363 36.150148, 5.6921837 36.149009)",
429349535,RN 77,,primary,,False,True,48.798,,"LINESTRING (5.692363 36.150148, 5.692428 36.1505837)",
429349536,,Rue la Victoire,residential,30,False,True,108.324,2,"LINESTRING (5.692363 36.150148, 5.6911884 36.1503704)",
429349537,,Rue la Victoire,primary,30,False,False,67.666,2,"LINESTRING (5.692363 36.150148, 5.6931013 36.1500259)",
409512479,,Rue la Victoire,residential,30,False,False,51.359,2,"LINESTRING (5.6939059 36.1499338, 5.6944706 36.1498602)",
429349537,,Rue la Victoire,primary,30,False,True,48.152,2,"LINESTRING (5.6939059 36.1499338, 5.6933749 36.1499945)",
38822654,RN 77,,primary,,False,False,56.524,,"LINESTRING (5.6939059 36.1499338, 5.6938697 36.1497324, 5.6938443 36.1495808, 5.6938107 36.1494314)",
181264449,RN 5,Boulevard du 1er Novembre,primary,50,False,False,10.805,,"LINESTRING (5.6860355 36.1521794, 5.6861543 36.1521639)",
296157741,CW 171,Rue Samir Ayad,secondary,,True,False,62.35,,"LINESTRING (5.6860355 36.1521794, 5.6858732 36.1516342)",
409515845,,Rue des frères Dilmi,residential,30,False,False,195.003,2,"LINESTRING (5.6949686 36.1526542, 5.6928182 36.1529004)",
730059655,,Avenue Colonel Si El Haoues,secondary,,False,False,50.593,,"LINESTRING (5.6949686 36.1526542, 5.6948837 36.1522044)",
730059655,,Avenue Colonel Si El Haoues,secondary,,False,True,49.753,,"LINESTRING (5.6949686 36.1526542, 5.6950465 36.1530972)",
730109805,,Rue des frères Dilmi,residential,30,False,True,92.95,2,"LINESTRING (5.6949686 36.1526542, 5.6959936 36.1525368)",
409512487,,Rue Mouhamed Khemisti,residential,30,False,True,194.992,2,"LINESTRING (5.6926347 36.1519156, 5.6947872 36.1516826)",
420542813,,Boulevard de la Révolution,primary,,False,False,55.606,,"LINESTRING (5.6926347 36.1519156, 5.6925346 36.1514221)",
420542813,,Boulevard de la Révolution,primary,,False,True,59.483,,"LINESTRING (5.6926347 36.1519156, 5.6927307 36.1524449)",
730121339,,شارع محمد خميستي,residential,30,False,False,104.282,2,"LINESTRING (5.6926347 36.1519156, 5.6914857 36.1520526)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,False,47.236,,"LINESTRING (5.6900006 36.1505697, 5.6899332 36.1501484)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,True,37.818,,"LINESTRING (5.6900006 36.1505697, 5.6900754 36.1509044)",
429349536,,Rue la Victoire,residential,30,False,False,108.927,2,"LINESTRING (5.6900006 36.1505697, 5.6911884 36.1503704)",
429349536,,Rue la Victoire,residential,30,False,True,92.828,2,"LINESTRING (5.6900006 36.1505697, 5.6889877 36.150737)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,False,89.577,,"LINESTRING (5.6902129 36.1517023, 5.6900754 36.1509044)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,True,51.628,,"LINESTRING (5.6902129 36.1517023, 5.6903058 36.1521605)",
296192218,RN 5,شارع أول نوفمبر,primary,50,False,False,54.25,,"LINESTRING (5.6902129 36.1517023, 5.6908108 36.1516319)",
296192218,RN 5,شارع أول نوفمبر,primary,50,False,True,92.221,,"LINESTRING (5.6902129 36.1517023, 5.689195 36.1518132)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,True,113.549,,"LINESTRING (5.6897524 36.1487832, 5.6899071 36.1497967)",
"[296157739, 181264575]",,"['Rue Amrane El Hadj', 'Rue des frères Amrane']",residential,,False,"[False, True]",179.034,,"LINESTRING (5.6897524 36.1487832, 5.6887145 36.1489776, 5.6886931 36.1489912, 5.688675 36.1490074, 5.6886716 36.1490318, 5.6887972 36.1497056)",
181264575,,Rue des frères Amrane,residential,,False,True,112.54299999999999,,"LINESTRING (5.6897524 36.1487832, 5.6898773 36.1487589, 5.6900972 36.1487026, 5.6903601 36.1486636, 5.6906443 36.1486441, 5.6908536 36.1486376, 5.6908938 36.1486435, 5.6909206 36.1486674, 5.690942 36.1487052)",
181264459,,Rue Zitouni Bouakaz,residential,,False,False,58.11,,"LINESTRING (5.6914857 36.1520526, 5.691581 36.1525695)",
181264459,,Rue Zitouni Bouakaz,residential,,False,True,55.703,,"LINESTRING (5.6914857 36.1520526, 5.6913996 36.1515565)",
730121339,,شارع محمد خميستي,residential,30,False,False,52.42,2,"LINESTRING (5.6914857 36.1520526, 5.6909061 36.1521093)",
730121339,,شارع محمد خميستي,residential,30,False,True,104.282,2,"LINESTRING (5.6914857 36.1520526, 5.6926347 36.1519156)",
181264459,,Rue Zitouni Bouakaz,residential,,False,False,38.994,,"LINESTRING (5.6911884 36.1503704, 5.6912503 36.1507175)",
429349536,,Rue la Victoire,residential,30,False,False,108.324,2,"LINESTRING (5.6911884 36.1503704, 5.692363 36.150148)",
429349536,,Rue la Victoire,residential,30,False,True,108.927,2,"LINESTRING (5.6911884 36.1503704, 5.6900006 36.1505697)",
181264459,,Rue Zitouni Bouakaz,residential,,False,True,138.34,,"LINESTRING (5.6911884 36.1503704, 5.6911527 36.1500281, 5.6910025 36.1491357)",
296157739,,Rue Amrane El Hadj,residential,,False,False,5.797,,"LINESTRING (5.6889075 36.1503232, 5.6888983 36.1502716)",
296157739,,Rue Amrane El Hadj,residential,,False,True,46.573,,"LINESTRING (5.6889075 36.1503232, 5.6889877 36.150737)",
181264452,,Rue Saoucha Mohamed,residential,,False,True,89.09299999999999,,"LINESTRING (5.6889075 36.1503232, 5.6884369 36.15038, 5.6879287 36.1504542)",
296157739,,Rue Amrane El Hadj,residential,,False,False,46.573,,"LINESTRING (5.6889877 36.150737, 5.6889075 36.1503232)",
429349536,,Rue la Victoire,residential,30,False,False,92.828,2,"LINESTRING (5.6889877 36.150737, 5.6900006 36.1505697)",
429349536,,Rue la Victoire,residential,30,False,True,89.067,2,"LINESTRING (5.6889877 36.150737, 5.6880167 36.1509009)",
429349536,,Rue la Victoire,residential,30,False,False,22.163,2,"LINESTRING (5.6860103 36.1512188, 5.6862558 36.151198)",
730109803,,Rue la Victoire,residential,30,True,False,17.776,2,"LINESTRING (5.6860103 36.1512188, 5.6859505 36.1512501, 5.6859022 36.1512593, 5.6858273 36.151274)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,False,61.18,,"LINESTRING (5.6903815 36.1527073, 5.6903058 36.1521605)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,True,50.375,,"LINESTRING (5.6903815 36.1527073, 5.6904571 36.1531562)",
409514524,,Rue Abdelazziz Khaled,residential,30,False,False,108.781,2,"LINESTRING (5.6903815 36.1527073, 5.691581 36.1525695)",
409514524,,Rue Abdelazziz Khaled,residential,30,False,True,191.66000000000003,2,"LINESTRING (5.6903815 36.1527073, 5.6892711 36.1528284, 5.688267 36.1529436)",
181445859,,,residential,,False,False,53.892,,"LINESTRING (5.6869995 36.150578, 5.6870869 36.1510575)",
181264452,,Rue Saoucha Mohamed,residential,,False,False,84.55799999999999,,"LINESTRING (5.6869995 36.150578, 5.6874391 36.1505186, 5.6879287 36.1504542)",
181445859,,,residential,,False,True,48.906,,"LINESTRING (5.6869995 36.150578, 5.6869537 36.1503443, 5.6869202 36.1501429)",
409515845,,Rue des frères Dilmi,residential,30,False,False,107.075,2,"LINESTRING (5.6928182 36.1529004, 5.6916362 36.1530284)",
409515845,,Rue des frères Dilmi,residential,30,False,True,195.003,2,"LINESTRING (5.6928182 36.1529004, 5.6949686 36.1526542)",
420542813,,Boulevard de la Révolution,primary,,False,False,51.255,,"LINESTRING (5.6928182 36.1529004, 5.6927307 36.1524449)",
420542813,,Boulevard de la Révolution,primary,,False,True,53.738,,"LINESTRING (5.6928182 36.1529004, 5.6927334 36.1533788)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,False,56.972,,"LINESTRING (5.6908775 36.1554245, 5.6907843 36.1549177)",
181445837,,,residential,,False,False,58.279,,"LINESTRING (5.6908775 36.1554245, 5.6902328 36.1554856)",
181445837,,,residential,,False,True,33.645,,"LINESTRING (5.6908775 36.1554245, 5.6912514 36.1554042)",
181264459,,Rue Zitouni Bouakaz,residential,,False,False,51.268,,"LINESTRING (5.691581 36.1525695, 5.6916362 36.1530284)",
181264459,,Rue Zitouni Bouakaz,residential,,False,True,58.11,,"LINESTRING (5.691581 36.1525695, 5.6914857 36.1520526)",
409514524,,Rue Abdelazziz Khaled,residential,30,False,False,104.151,2,"LINESTRING (5.691581 36.1525695, 5.6927307 36.1524449)",
409514524,,Rue Abdelazziz Khaled,residential,30,False,True,108.781,2,"LINESTRING (5.691581 36.1525695, 5.6903815 36.1527073)",
409523958,,,residential,30,False,False,59.231,2,"LINESTRING (5.688267 36.1529436, 5.6881865 36.1524149)",
409523958,,,residential,30,False,True,49.561,2,"LINESTRING (5.688267 36.1529436, 5.6883418 36.1533852)",
409514524,,Rue Abdelazziz Khaled,residential,30,False,False,191.66000000000003,2,"LINESTRING (5.688267 36.1529436, 5.6892711 36.1528284, 5.6903815 36.1527073)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,False,51.628,,"LINESTRING (5.6903058 36.1521605, 5.6902129 36.1517023)",
181264573,,Avenue de l'Emir Abdelkader,residential,,False,True,61.18,,"LINESTRING (5.6903058 36.1521605, 5.6903815 36.1527073)",
730121339,,شارع محمد خميستي,residential,30,False,True,54.198,2,"LINESTRING (5.6903058 36.1521605, 5.6909061 36.1521093)",
730121339,,شارع محمد خميستي,residential,30,False,False,192.39800000000002,2,"LINESTRING (5.6903058 36.1521605, 5.6892416 36.152274, 5.6881865 36.1524149)",
184079920,,,residential,,False,False,210.026,,"LINESTRING (5.6950465 36.1530972, 5.6927334 36.1533788)",
184079920,,,residential,,False,True,93.515,,"LINESTRING (5.6950465 36.1530972, 5.6960764 36.1529717)",
730059655,,Avenue Colonel Si El Haoues,secondary,,False,False,49.753,,"LINESTRING (5.6950465 36.1530972, 5.6949686 36.1526542)",
730059655,,Avenue Colonel Si El Haoues,secondary,,False,True,44.094,,"LINESTRING (5.6950465 36.1530972, 5.6951238 36.1534888)",
