osmid,highway,oneway,reversed,length,geometry,name,ref,bridge,maxspeed,junction
108039500,tertiary,False,False,34.325,"LINESTRING (7.954784 36.2806273, 7.9548505 36.2809313)",,,,,
108039500,tertiary,False,True,87.379,"LINESTRING (7.954784 36.2806273, 7.9546742 36.2801148, 7.9546325 36.2798512)",,,,,
210585281,residential,False,False,164.881,"LINESTRING (7.954784 36.2806273, 7.9550762 36.2807366, 7.955222 36.2808167, 7.955332 36.2808997, 7.9554212 36.2809949, 7.9554287 36.281024, 7.9554306 36.2810608, 7.9553789 36.2812792, 7.955338 36.2814516, 7.9553286 36.2815046, 7.9553642 36.2815597, 7.9554296 36.2816143, 7.9554711 36.2816505, 7.9554855 36.2816724, 7.9554849 36.2816943, 7.9554547 36.2817224, 7.9554138 36.2817613)",,,,,
210585281,residential,False,True,122.0,"LINESTRING (7.954784 36.2806273, 7.9546594 36.2805884, 7.9546015 36.2805625, 7.9545391 36.2805221, 7.9544845 36.2804761, 7.953812 36.2798771)",,,,,
108039500,tertiary,False,False,52.127,"LINESTRING (7.95482 36.2823532, 7.9547665 36.28282)",,,,,
245332241,residential,True,False,84.645,"LINESTRING (7.95482 36.2823532, 7.9554138 36.2817613)",Rue Emir Abdelkader,,,,
108039500,tertiary,False,True,158.32,"LINESTRING (7.95482 36.2823532, 7.9548365 36.2822148, 7.9548613 36.2818883, 7.9548714 36.2814532, 7.9548459 36.2810521, 7.9548505 36.2809313)",,,,,
108039500,tertiary,False,True,14.331,"LINESTRING (7.9547247 36.2829444, 7.9547665 36.28282)",,,,,
210585265,residential,False,True,26.407,"LINESTRING (7.9547247 36.2829444, 7.9544967 36.282794)",,,,,
244627444,residential,False,False,29.424,"LINESTRING (7.9547247 36.2829444, 7.9549953 36.2830942)",,,,,
413691419,tertiary,False,False,28.116,"LINESTRING (7.9547247 36.2829444, 7.9546112 36.2830499, 7.9546008 36.2831628)",Rue Med Khemisti,,,,
210594002,residential,False,True,54.814,"LINESTRING (7.958938 36.2856509, 7.9587009 36.2861053)",,,,,
323061180,primary,False,True,137.67399999999998,"LINESTRING (7.958938 36.2856509, 7.9588062 36.2855964, 7.9587103 36.2855531, 7.9584655 36.2854396, 7.9581624 36.2852591, 7.9576755 36.2849514)",,RN 20,,,
244616346,tertiary,False,True,52.023,"LINESTRING (7.9527244 36.2842873, 7.9530754 36.2839147)",Rue Didouche Mourad,,,,
244616347,residential,False,True,56.834,"LINESTRING (7.9527244 36.2842873, 7.9523433 36.2846958)",Didouche Mourad,,,,
244627445,residential,False,True,28.292,"LINESTRING (7.9527244 36.2842873, 7.9529853 36.2844305)",,,,,
413691425,tertiary,False,False,53.275,"LINESTRING (7.9527244 36.2842873, 7.9521468 36.2844003)",,,,,
210558676,residential,False,False,13.616,"LINESTRING (7.9497304 36.2790486, 7.9496027 36.2789823)",,,,,
730076741,residential,False,False,14.439,"LINESTRING (7.9497304 36.2790486, 7.9498815 36.2790936)",,,,,
210558676,residential,False,True,74.118,"LINESTRING (7.9497304 36.2790486, 7.9495739 36.2793051, 7.9493682 36.2796478)",,,,,
244626181,tertiary,False,False,6.209,"LINESTRING (7.9493682 36.2796478, 7.9493052 36.2796246)",,,,,
244626181,tertiary,False,True,16.72,"LINESTRING (7.9493682 36.2796478, 7.9495406 36.2797052)",,,,,
210558676,residential,False,False,74.118,"LINESTRING (7.9493682 36.2796478, 7.9495739 36.2793051, 7.9497304 36.2790486)",,,,,
244604429,residential,False,False,50.923,"LINESTRING (7.9495284 36.2813267, 7.9495914 36.2812403, 7.9496719 36.28117, 7.9497858 36.2811078, 7.9499401 36.2810219)",,,,,
244604429,residential,False,True,13.065999999999999,"LINESTRING (7.9495284 36.2813267, 7.9494995 36.2813776, 7.9494774 36.2814365)",,,,,
244604435,residential,False,False,68.493,"LINESTRING (7.9495284 36.2813267, 7.9492521 36.2811365, 7.948945 36.2809289)",Rue Atarsia Slimane,,,,
210560970,residential,False,True,42.161,"LINESTRING (7.9488525 36.2835559, 7.948835 36.2839348)",,,,,
324589797,residential,False,False,84.839,"LINESTRING (7.9488525 36.2835559, 7.9493487 36.2836899, 7.9497349 36.2838294)",Rue du Maître Bobi,,,,
244604438,residential,False,True,32.992,"LINESTRING (7.949111 36.2824227, 7.9489903 36.282703)",Rue Auguste Théveny,,,,
244599732,residential,False,True,77.242,"LINESTRING (7.949111 36.2824227, 7.9487747 36.282331, 7.9482953 36.2821987)",Rue des frères Bouras,,,,
244604427,residential,False,False,70.568,"LINESTRING (7.949111 36.2824227, 7.9495163 36.2825418, 7.9498543 36.2826316)",Rue des frères Bouras,,,,
210560959,residential,False,True,34.441,"LINESTRING (7.948835 36.2839348, 7.9492152 36.28389)",شارع يوغرطة,,,,
210560970,residential,False,False,42.161,"LINESTRING (7.948835 36.2839348, 7.9488525 36.2835559)",,,,,
210560921,residential,False,False,26.793,"LINESTRING (7.950496 36.2834975, 7.9505093 36.2835616, 7.9505221 36.2836362, 7.9504504 36.2837186)",شارع طرابلس,,,,
210585261,residential,False,True,10.103,"LINESTRING (7.9535105 36.282658, 7.9536228 36.2826502)",Rue Didouche Mourad,,,,
341934350,tertiary,False,False,11.739,"LINESTRING (7.9535105 36.282658, 7.9535769 36.282749)",,,,,
"[244626181, 341934350, 244626182]",tertiary,False,"[False, True]",265.63100000000003,"LINESTRING (7.9535105 36.282658, 7.9531763 36.2821943, 7.9521013 36.2807197, 7.9519437 36.2806558)",,,yes,,
210560921,residential,False,False,53.427,"LINESTRING (7.9504504 36.2837186, 7.9505799 36.2841876)",شارع طرابلس,,,,
210560959,residential,False,True,63.135,"LINESTRING (7.9504504 36.2837186, 7.9511511 36.2836608)",شارع يوغرطة,,,,
210560921,residential,False,True,26.793000000000003,"LINESTRING (7.9504504 36.2837186, 7.9505221 36.2836362, 7.9505093 36.2835616, 7.950496 36.2834975)",شارع طرابلس,,,,
