osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge,junction
435834029,residential,False,False,8.798,,,,,"LINESTRING (0.9530696 21.332455, 0.9530988 21.3323807)",,
208529911,primary,True,False,89.903,2,RN 6,طريق الساورة,50,"LINESTRING (0.9530696 21.332455, 0.9527984 21.3323451, 0.9522725 21.332135)",,
208964389,residential,False,True,7.96,,,,,"LINESTRING (0.9496257 21.3310792, 0.9496536 21.3310125)",,
208529905,primary,True,False,7.92,2,RN 6,طريق الساورة,50,"LINESTRING (0.9510924 21.3315665, 0.9511635 21.3315927)",,
208956352,tertiary,True,False,72.969,2,,,,"LINESTRING (0.9510924 21.3315665, 0.9512413 21.3309251)",,
208529905,primary,True,False,45.822,2,RN 6,طريق الساورة,50,"LINESTRING (0.9511635 21.3315927, 0.95157 21.3317553)",,
208956350,tertiary,True,False,9.999,2,,,,"LINESTRING (0.9511635 21.3315927, 0.9511375 21.3316793)",,
208529905,primary,True,False,161.257,2,RN 6,طريق الساورة,50,"LINESTRING (0.9496536 21.3310125, 0.9510924 21.3315665)",,
208964389,residential,False,False,7.96,,,,,"LINESTRING (0.9496536 21.3310125, 0.9496257 21.3310792)",,
208964389,residential,False,True,55.407999999999994,,,,,"LINESTRING (0.9496536 21.3310125, 0.9497247 21.3308557, 0.9498024 21.3307015, 0.9498852 21.3305639)",,
208529911,primary,True,False,43.143,2,RN 6,طريق الساورة,50,"LINESTRING (0.9534515 21.3326099, 0.9530696 21.332455)",,
208956922,tertiary,False,True,6.914,,,,,"LINESTRING (0.9534515 21.3326099, 0.9534769 21.3325524)",,
208956922,tertiary,False,False,6.914,,,,,"LINESTRING (0.9534769 21.3325524, 0.9534515 21.3326099)",,
208529905,primary,True,False,62.324000000000005,2,RN 6,طريق الساورة,50,"LINESTRING (0.9534769 21.3325524, 0.9536178 21.3326012, 0.9537806 21.3326518, 0.9540503 21.3327211)",,
208956922,tertiary,False,True,137.879,,,,,"LINESTRING (0.9534769 21.3325524, 0.9537087 21.3318871, 0.9538978 21.3313761)",,
208529905,primary,True,False,43.568,2,RN 6,طريق الساورة,50,"LINESTRING (0.9530988 21.3323807, 0.9534769 21.3325524)",,
435834029,residential,False,True,8.798,,,,,"LINESTRING (0.9530988 21.3323807, 0.9530696 21.332455)",,
435834029,residential,False,False,135.57,,,,,"LINESTRING (0.9530988 21.3323807, 0.953252 21.3319891, 0.9524326 21.3317415)",,
561632759,primary,True,False,9.461,1,RN 6,طريق الساورة,40,"LINESTRING (0.9551515 21.3330157, 0.9550635 21.3329929)",,
1161618212,residential,True,False,95.189,,,,,"LINESTRING (0.9551515 21.3330157, 0.9548557 21.3338262)",,
208956923,residential,False,False,10.087,,,,,"LINESTRING (0.9523082 21.3320506, 0.9522725 21.332135)",,
208956923,residential,False,True,36.706,,,,,"LINESTRING (0.9523082 21.3320506, 0.9524326 21.3317415)",,
208529905,primary,True,False,89.75999999999999,2,RN 6,طريق الساورة,50,"LINESTRING (0.9523082 21.3320506, 0.9528413 21.3322639, 0.9530988 21.3323807)",,
208966635,residential,False,False,53.642,,,,,"LINESTRING (0.9526369 21.3284204, 0.9525477 21.3288956)",,
519703698,tertiary,False,False,18.813,,,,,"LINESTRING (0.9526369 21.3284204, 0.952458 21.3283912)",,
