osmid,highway,oneway,reversed,length,ref,geometry,junction,bridge
317837500,residential,False,False,11.02,,"LINESTRING (5.4897497 36.0901135, 5.4898574 36.0901609)",,
391634135,primary,True,False,137.29,RN 75,"LINESTRING (5.4897497 36.0901135, 5.4891805 36.0908696, 5.4891234 36.0909438, 5.4890628 36.0910163, 5.4889989 36.0910868, 5.4889317 36.0911553)",,
1100797608,primary_link,False,False,15.41,,"LINESTRING (5.4884171 36.0914917, 5.4882904 36.0913983)",,
1100797599,primary,True,False,57.60300000000001,RN 75,"LINESTRING (5.4884171 36.0914917, 5.48873 36.0912363, 5.4887969 36.0911782, 5.4888609 36.0911181)",,
374838686,secondary,False,False,129.638,CW 113,"LINESTRING (5.4887343 36.0929315, 5.4899707 36.0932013, 5.4901269 36.0932363)",,
374838693,secondary,True,False,126.65199999999999,CW 113,"LINESTRING (5.4887343 36.0929315, 5.4886613 36.0929348, 5.4886251 36.0929316, 5.4885856 36.0929213, 5.488199 36.0927684, 5.4881262 36.0927356, 5.4880547 36.0927009, 5.4879848 36.0926642, 5.4879164 36.0926256, 5.4878618 36.0925912, 5.4875463 36.0923607)",,
1140766929,residential,False,False,50.928,,"LINESTRING (5.4887343 36.0929315, 5.4888524 36.092679, 5.4889006 36.092495)",,
316044485,tertiary,False,False,44.782,,"LINESTRING (5.4858608 36.0911908, 5.4856091 36.0915384)",,
317066158,secondary,False,False,45.537,CW 113,"LINESTRING (5.4858608 36.0911908, 5.4862944 36.0914028)",,
317066158,secondary,False,True,63.229,CW 113,"LINESTRING (5.4858608 36.0911908, 5.4852666 36.0908862)",,
374838690,primary,True,False,11.247,,"LINESTRING (5.4876478 36.0923068, 5.4876285 36.0923268, 5.4876044 36.0923429, 5.4875766 36.0923544, 5.4875463 36.0923607)",roundabout,
1100797610,secondary,True,False,59.567,CW 113,"LINESTRING (5.4876478 36.0923068, 5.4879237 36.0925197, 5.4879921 36.0925696, 5.4880531 36.0926124, 5.4881401 36.0926648)",,
316044482,residential,False,False,67.292,,"LINESTRING (5.4871897 36.0919136, 5.4872785 36.0913127)",,
317066158,secondary,False,False,6.198,CW 113,"LINESTRING (5.4871897 36.0919136, 5.4872385 36.091953)",,
317066158,secondary,False,True,62.758,CW 113,"LINESTRING (5.4871897 36.0919136, 5.4870933 36.091844, 5.4869909 36.0917802, 5.4868817 36.091716, 5.4866273 36.0915803)",,
316044482,residential,False,True,154.274,,"LINESTRING (5.4871634 36.0899284, 5.4872785 36.0913127)",,
316045058,residential,False,True,46.187,,"LINESTRING (5.4871634 36.0899284, 5.4866512 36.0899632)",,
"[1140766954, 316045058, 1140766955]",residential,False,False,59.31399999999999,,"LINESTRING (5.4871634 36.0899284, 5.4875676 36.0898928, 5.4877245 36.0898928, 5.4878197 36.0899061)",,yes
317066158,secondary,False,False,63.229,CW 113,"LINESTRING (5.4852666 36.0908862, 5.4858608 36.0911908)",,
317066158,secondary,False,True,278.934,CW 113,"LINESTRING (5.4852666 36.0908862, 5.4839881 36.0902936, 5.4838027 36.0902048, 5.4836205 36.0901118, 5.4834417 36.0900145, 5.4832664 36.0899132, 5.4830947 36.0898079, 5.4826673 36.0895247)",,
1140766859,residential,False,True,108.28399999999999,,"LINESTRING (5.4852666 36.0908862, 5.4850988 36.0911661, 5.4848577 36.0914042, 5.4844729 36.0915758)",,
316045050,residential,False,False,9.225,,"LINESTRING (5.4864402 36.0938276, 5.4865235 36.0938761)",,
293516267,primary,True,False,194.06199999999998,RN 75,"LINESTRING (5.4864402 36.0938276, 5.4870099 36.0928993, 5.4872612 36.0924892, 5.487288 36.0924428, 5.4873182 36.0923859, 5.4873831 36.0922579)",,
316045050,residential,False,True,58.861,,"LINESTRING (5.4864402 36.0938276, 5.4861815 36.0936708, 5.4861509 36.0936564, 5.4861121 36.0936469, 5.4860719 36.0936456, 5.4860286 36.0936536, 5.4858865 36.0937306)",,
316044484,residential,False,False,102.217,,"LINESTRING (5.4858865 36.0937306, 5.4853537 36.0929184)",,
316045050,residential,False,False,58.861,,"LINESTRING (5.4858865 36.0937306, 5.4860286 36.0936536, 5.4860719 36.0936456, 5.4861121 36.0936469, 5.4861509 36.0936564, 5.4861815 36.0936708, 5.4864402 36.0938276)",,
316045050,residential,False,True,130.248,,"LINESTRING (5.4858865 36.0937306, 5.4855346 36.093918, 5.4854848 36.0939403, 5.4854399 36.0939543, 5.4851334 36.0940272, 5.4851174 36.0940339, 5.4851025 36.0940446, 5.4850918 36.0940574, 5.4850543 36.0941143, 5.4850339 36.094134, 5.485002 36.0941495, 5.4846336 36.0942706)",,
316044484,residential,False,True,48.441,,"LINESTRING (5.4844729 36.0915758, 5.4847254 36.0919607)",,
1140766859,residential,False,True,34.929,,"LINESTRING (5.4844729 36.0915758, 5.4841355 36.0917318)",,
1140766859,residential,False,False,108.28399999999999,,"LINESTRING (5.4844729 36.0915758, 5.4848577 36.0914042, 5.4850988 36.0911661, 5.4852666 36.0908862)",,
316044485,tertiary,False,True,42.334,,"LINESTRING (5.4834589 36.0924799, 5.4838772 36.0923047)",,
316044486,residential,False,True,41.759,,"LINESTRING (5.4834589 36.0924799, 5.4836766 36.0928117)",,
1140766859,residential,False,False,137.736,,"LINESTRING (5.4834589 36.0924799, 5.4832103 36.0921618, 5.4841355 36.0917318)",,
316044486,residential,False,False,39.893,,"LINESTRING (5.4846336 36.0942706, 5.4844257 36.0939536)",,
379474341,residential,False,False,10.018,,"LINESTRING (5.4846336 36.0942706, 5.4846739 36.0943546)",,
316045050,residential,False,False,130.248,,"LINESTRING (5.4846336 36.0942706, 5.485002 36.0941495, 5.4850339 36.094134, 5.4850543 36.0941143, 5.4850918 36.0940574, 5.4851025 36.0940446, 5.4851174 36.0940339, 5.4851334 36.0940272, 5.4854399 36.0939543, 5.4854848 36.0939403, 5.4855346 36.093918, 5.4858865 36.0937306)",,
316044486,residential,False,False,40.868,,"LINESTRING (5.4844257 36.0939536, 5.4842126 36.0936289)",,
316044486,residential,False,True,39.893,,"LINESTRING (5.4844257 36.0939536, 5.4846336 36.0942706)",,
316044487,residential,False,False,107.12,,"LINESTRING (5.4844257 36.0939536, 5.4850772 36.0936745, 5.4848642 36.0933498)",,
316044488,residential,False,True,66.264,,"LINESTRING (5.4848642 36.0933498, 5.4842126 36.0936289)",,
316044487,residential,False,True,107.12,,"LINESTRING (5.4848642 36.0933498, 5.4850772 36.0936745, 5.4844257 36.0939536)",,
316044488,residential,False,False,48.194,,"LINESTRING (5.4848642 36.0933498, 5.485124 36.0932385, 5.4850105 36.0930655)",,
316044486,residential,False,False,40.798,,"LINESTRING (5.4842126 36.0936289, 5.484 36.0933047)",,
316044486,residential,False,True,40.868,,"LINESTRING (5.4842126 36.0936289, 5.4844257 36.0939536)",,
