osmid,ref,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,junction
319735747,RN 04B,primary,False,False,17.272,"LINESTRING (2.2229237 36.2632775, 2.22284 36.2631376)",,,,
319735747,RN 04B,primary,False,True,37.057,"LINESTRING (2.2229237 36.2632775, 2.2230998 36.263579)",,,,
197950672,,residential,False,False,135.539,"LINESTRING (2.2229237 36.2632775, 2.2229839 36.2628924, 2.2230147 36.2627795, 2.2230764 36.2626605, 2.2232025 36.262414, 2.2233635 36.262122)",,,,
319735747,RN 04B,primary,False,False,25.041,"LINESTRING (2.2208104 36.2610088, 2.22079 36.2607842)",,,,
197938626,,residential,False,False,95.976,"LINESTRING (2.2208104 36.2610088, 2.2209951 36.261125, 2.2213089 36.2613088, 2.2214534 36.2613853, 2.2214887 36.261404, 2.2215949 36.2614573, 2.2216935 36.2614931)",,,,
197950651,,residential,False,True,156.50400000000002,"LINESTRING (2.2208104 36.2610088, 2.2203746 36.2610533, 2.2197907 36.2610818, 2.2197424 36.2610255, 2.219729 36.260952, 2.2197482 36.26056, 2.2197505 36.2605135)",,,,
319735747,RN 04B,primary,False,True,33.174,"LINESTRING (2.2208104 36.2610088, 2.2209049 36.2611946, 2.2209765 36.2612732)",,,,
319735747,RN 04B,primary,False,False,14.035,"LINESTRING (2.22079 36.2607842, 2.2207518 36.2606618)",,,,
319735747,RN 04B,primary,False,True,25.041,"LINESTRING (2.22079 36.2607842, 2.2208104 36.2610088)",,,,
372518382,,primary_link,False,True,15.069,"LINESTRING (2.22079 36.2607842, 2.2208106 36.2606497)",,,,
197868704,,residential,False,True,69.52,"LINESTRING (2.2186808 36.2604484, 2.2185379 36.2598339)",Rue Rais M'hamed,,,
318286607,,primary,False,False,67.176,"LINESTRING (2.2186808 36.2604484, 2.2194271 36.2605017)",Avenue Colonel Bougara,,,
318286607,,primary,False,True,43.467,"LINESTRING (2.2186808 36.2604484, 2.2182053 36.2605246)",Avenue Colonel Bougara,,,
197868700,,residential,False,True,73.43,"LINESTRING (2.2172634 36.2606679, 2.2171134 36.2600187)",Rue Ouali Abdelkader,,,
318286607,,primary,False,False,47.655,"LINESTRING (2.2172634 36.2606679, 2.2177857 36.2605885)",Avenue Colonel Bougara,,,
318286607,,primary,False,True,69.069,"LINESTRING (2.2172634 36.2606679, 2.2165064 36.260783)",Avenue Colonel Bougara,,,
197868693,,residential,False,False,60.022,"LINESTRING (2.2165064 36.260783, 2.2166294 36.2613136)",Rue Farci Mustapha,,,
197868693,,residential,False,True,73.961,"LINESTRING (2.2165064 36.260783, 2.2163547 36.2601292)",Rue Farci Mustapha,,,
318286607,,primary,False,False,69.069,"LINESTRING (2.2165064 36.260783, 2.2172634 36.2606679)",Avenue Colonel Bougara,,,
318286607,,primary,False,True,73.725,"LINESTRING (2.2165064 36.260783, 2.2156984 36.260906)",Avenue Colonel Bougara,,,
197868713,,residential,False,False,41.679,"LINESTRING (2.2147044 36.2610572, 2.2146316 36.260687)",Bouloni Ahmed,,,
318286607,,primary,False,False,5.193,"LINESTRING (2.2147044 36.2610572, 2.2147613 36.2610485)",Avenue Colonel Bougara,,,
318286607,,primary,False,True,32.738,"LINESTRING (2.2147044 36.2610572, 2.2143456 36.2611118)",Avenue Colonel Bougara,,,
177803420,,secondary,True,False,67.226,"LINESTRING (2.2195059 36.2605046, 2.2195665 36.259902)",Boulevard Emir Abdelkader,2,50,
318286607,,primary,False,False,5.977,"LINESTRING (2.2195059 36.2605046, 2.2195725 36.260507)",Avenue Colonel Bougara,,,
318286607,,primary,False,True,7.073,"LINESTRING (2.2195059 36.2605046, 2.2194271 36.2605017)",Avenue Colonel Bougara,,,
177803418,RN 4,trunk_link,True,False,161.89100000000002,"LINESTRING (2.2199299 36.2556876, 2.2182793 36.2557936, 2.218182 36.2557981, 2.2181298 36.2557975)",,,40,
177803418,RN 4,trunk_link,True,False,52.316,"LINESTRING (2.2181298 36.2557975, 2.2180351 36.2557908, 2.2179551 36.2557796, 2.217557 36.2557106)",,,40,
1089119515,,residential,True,False,50.251,"LINESTRING (2.2181298 36.2557975, 2.2177611 36.2558597, 2.2177322 36.2558676, 2.2177057 36.2558799, 2.2176845 36.2558945, 2.2176698 36.2559086, 2.217626 36.2559546)",Rue Rais M'hamed,,,
177803420,,secondary,True,False,90.813,"LINESTRING (2.2198609 36.2565024, 2.2199299 36.2556876)",Boulevard Emir Abdelkader,2,50,
197924751,,residential,False,True,6.519,"LINESTRING (2.2198609 36.2565024, 2.2199336 36.2565021)",,,,
177803408,RN 4,trunk,True,False,207.162,"LINESTRING (2.217557 36.2557106, 2.2152529 36.2558478)",,2,80,
197924772,,residential,False,False,56.973,"LINESTRING (2.2219204 36.2600393, 2.2219552 36.2605509)",Rue Pasteur,,,
