osmid,oneway,ref,highway,reversed,length,geometry,maxspeed,lanes,junction,tunnel
41937395,True,RN 9B,primary,False,27.006999999999998,"LINESTRING (5.4132155 36.2844496, 5.4131669 36.2843985, 5.4131296 36.2843678, 5.4131152 36.2843561, 5.4131109 36.2843526, 5.4130934 36.2843396, 5.4130706 36.2843267, 5.4130425 36.284318, 5.4130197 36.2843159, 5.4129829 36.2843143)",,,,
297829759,False,RN 9B,primary,False,20.186999999999998,"LINESTRING (5.4132155 36.2844496, 5.4133037 36.2845656, 5.4133294 36.2846061)",,,,
316877493,False,,tertiary,False,57.827,"LINESTRING (5.4103474 36.2798011, 5.4097575 36.2800116)",,,,
40483154,True,RN 9,primary,False,30.801000000000002,"LINESTRING (5.4103474 36.2798011, 5.4102208 36.27957, 5.4102086 36.2795477)",50,,,
316877493,False,,tertiary,True,35.944,"LINESTRING (5.4077595 36.280638, 5.4081526 36.2805742)",,,,
1220117341,False,,secondary,True,56.126,"LINESTRING (5.4077595 36.280638, 5.4080216 36.2810964)",,,,
1220117342,False,,residential,False,19.953,"LINESTRING (5.4077595 36.280638, 5.407543 36.2806797)",,,,
316881487,False,,residential,False,33.71,"LINESTRING (5.407351 36.2807292, 5.4069859 36.2808019)",,,,
1220117342,False,,residential,False,88.685,"LINESTRING (5.407351 36.2807292, 5.4073714 36.2808044, 5.4077259 36.2814659)",,,,
1220117342,False,,residential,True,18.189999999999998,"LINESTRING (5.407351 36.2807292, 5.4074064 36.2807058, 5.407543 36.2806797)",,,,
316877494,False,,tertiary,True,4.297,"LINESTRING (5.4079631 36.2819088, 5.407917 36.2819194)",,,,
316877494,False,,tertiary,False,42.567,"LINESTRING (5.4079631 36.2819088, 5.4083041 36.281796, 5.4084053 36.2817698)",,,,
1220117342,False,,residential,True,53.641999999999996,"LINESTRING (5.4079631 36.2819088, 5.4077882 36.2815822, 5.4077259 36.2814659)",,,,
316877494,False,,tertiary,False,18.821,"LINESTRING (5.4040024 36.283248, 5.4041694 36.2831454)",,,,
723283329,False,,residential,False,137.49699999999999,"LINESTRING (5.4040024 36.283248, 5.404123 36.2837268, 5.4042065 36.2839962, 5.4042005 36.2843268, 5.4042365 36.2844634)",,,,
316877494,False,,tertiary,False,31.512,"LINESTRING (5.4055991 36.2823881, 5.4059402 36.2823195)",,,,
316877494,False,,tertiary,True,153.835,"LINESTRING (5.4055991 36.2823881, 5.4053601 36.282468, 5.4052774 36.2825125, 5.4052027 36.2825526, 5.4049783 36.2826772, 5.4041694 36.2831454)",,,,
1220114306,False,,residential,True,157.602,"LINESTRING (5.4055991 36.2823881, 5.4050697 36.2821417, 5.4050053 36.2820768, 5.4049892 36.2819472, 5.4049422 36.281237)",,,,
316877495,False,,secondary,True,36.642,"LINESTRING (5.4084053 36.2817698, 5.4085774 36.2820687)",,,,
1220117341,False,,secondary,False,4.939,"LINESTRING (5.4084053 36.2817698, 5.4083824 36.2817294)",,,,
316877494,False,,tertiary,True,42.567,"LINESTRING (5.4084053 36.2817698, 5.4083041 36.281796, 5.4079631 36.2819088)",,,,
316877495,False,,secondary,False,6.148,"LINESTRING (5.411915 36.2869052, 5.411862 36.2868701)",,,,
564436530,True,RN 9,primary,False,85.083,"LINESTRING (5.411915 36.2869052, 5.4120974 36.2862977, 5.4121422 36.2861623)",,,,
316877495,False,,secondary,True,13.411,"LINESTRING (5.4106 36.2856197, 5.4106656 36.2857281)",,,,
318952305,False,,residential,False,75.227,"LINESTRING (5.4106 36.2856197, 5.4098095 36.285847)",,,,
316877495,False,,secondary,False,56.388999999999996,"LINESTRING (5.4106 36.2856197, 5.4105463 36.2855123, 5.4104192 36.2852901, 5.4103431 36.2851569)",,,,
318952305,False,,residential,True,94.85900000000001,"LINESTRING (5.4106 36.2856197, 5.4106214 36.2854548, 5.4108597 36.2847949)",,,,
318953943,False,,residential,True,62.982,"LINESTRING (5.4106 36.2856197, 5.4108435 36.2854881, 5.411239 36.2854025)",,,,
