osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
108800361,residential,False,False,191.662,"LINESTRING (1.1306423 36.0654149, 1.1304747 36.0653509, 1.1302453 36.0652534, 1.1300053 36.0651461, 1.1287567 36.0646105)",,,
108800359,residential,False,False,115.275,"LINESTRING (1.1322462 36.06294, 1.1311088 36.0624611)",,,
293981871,residential,False,True,84.318,"LINESTRING (1.1322462 36.06294, 1.1330804 36.0632868)",,,
727663663,residential,False,True,85.918,"LINESTRING (1.1322462 36.06294, 1.1318227 36.0636327)",,,
108800361,residential,False,True,8.089,"LINESTRING (1.1286776 36.0645758, 1.1287567 36.0646105)",,,
108800361,residential,False,False,73.95400000000001,"LINESTRING (1.1286776 36.0645758, 1.1282592 36.0644121, 1.127952 36.0642636)",,,
108800361,residential,False,False,74.713,"LINESTRING (1.1271392 36.0639039, 1.1263975 36.0636006)",,,
108800361,residential,False,True,9.169,"LINESTRING (1.1271392 36.0639039, 1.1272298 36.0639418)",,,
108800361,residential,False,False,74.773,"LINESTRING (1.1252873 36.0631318, 1.124543 36.0628315)",,,
108800361,residential,False,True,78.03,"LINESTRING (1.1252873 36.0631318, 1.1260544 36.0634603)",,,
108800368,residential,False,True,56.07,"LINESTRING (1.1252873 36.0631318, 1.1250083 36.0635828)",,,
108800368,residential,False,False,116.107,"LINESTRING (1.1252873 36.0631318, 1.1253999 36.0629651, 1.1258714 36.0622006)",,,
108800361,residential,False,True,74.773,"LINESTRING (1.124543 36.0628315, 1.1252873 36.0631318)",,,
108800364,residential,False,True,136.452,"LINESTRING (1.124543 36.0628315, 1.1238536 36.0639248)",,,
108800364,residential,False,False,201.777,"LINESTRING (1.124543 36.0628315, 1.1251572 36.0618883, 1.125176 36.0618526, 1.1251887 36.0618211, 1.1251914 36.0617864, 1.1251806 36.0617631, 1.1251357 36.061736, 1.1245054 36.0614764)",,,
334626447,primary,False,False,7.001,"LINESTRING (1.1279427 36.0656838, 1.1280124 36.0657119)",2,50,RN 4
334626447,primary,False,True,7.337,"LINESTRING (1.1279427 36.0656838, 1.1278689 36.0656556)",2,50,RN 4
108800363,residential,True,False,139.796,"LINESTRING (1.1279427 36.0656838, 1.1282203 36.0652707, 1.1286776 36.0645758)",,,
108800364,residential,False,False,136.452,"LINESTRING (1.1238536 36.0639248, 1.124543 36.0628315)",,,
727658237,primary,True,False,14.086,"LINESTRING (1.1238536 36.0639248, 1.1239743 36.0640056)",2,50,RN 4
108800364,residential,False,False,78.533,"LINESTRING (1.1245054 36.0614764, 1.1237356 36.0611424)",,,
108800364,residential,False,True,201.777,"LINESTRING (1.1245054 36.0614764, 1.1251357 36.061736, 1.1251806 36.0617631, 1.1251914 36.0617864, 1.1251887 36.0618211, 1.125176 36.0618526, 1.1251572 36.0618883, 1.124543 36.0628315)",,,
108800367,residential,False,True,267.325,"LINESTRING (1.1245054 36.0614764, 1.1238536 36.0625171, 1.1231375 36.063611)",,,
108800364,residential,False,False,17.038,"LINESTRING (1.1237356 36.0611424, 1.1235652 36.0610753)",,,
108800364,residential,False,True,78.533,"LINESTRING (1.1237356 36.0611424, 1.1245054 36.0614764)",,,
108800366,residential,False,True,269.204,"LINESTRING (1.1237356 36.0611424, 1.1233494 36.0617279, 1.1226976 36.0627404, 1.1223234 36.0632771)",,,
108800364,residential,False,True,64.636,"LINESTRING (1.1229189 36.0608205, 1.1235652 36.0610753)",,,
293990372,primary,False,False,11.97,"LINESTRING (1.1223234 36.0632771, 1.1224381 36.0633318)",2,50,RN 4
108800366,residential,False,False,269.204,"LINESTRING (1.1223234 36.0632771, 1.1226976 36.0627404, 1.1233494 36.0617279, 1.1237356 36.0611424)",,,
108800367,residential,False,False,267.325,"LINESTRING (1.1231375 36.063611, 1.1238536 36.0625171, 1.1245054 36.0614764)",,,
727658237,primary,True,False,73.226,"LINESTRING (1.1231375 36.063611, 1.1235458 36.0637839, 1.1238536 36.0639248)",2,50,RN 4
108800369,residential,False,False,10.025,"LINESTRING (1.1292435 36.0671895, 1.1291953 36.0672708)",,,
108800369,residential,False,True,33.909,"LINESTRING (1.1292435 36.0671895, 1.1294165 36.0669185)",,,
108800375,residential,False,False,26.87,"LINESTRING (1.1292435 36.0671895, 1.128982 36.0670724)",,,
108800369,residential,False,False,16.337,"LINESTRING (1.1288962 36.0677283, 1.1288144 36.0678595)",,,
108800369,residential,False,True,15.986,"LINESTRING (1.1288962 36.0677283, 1.1289847 36.0676036)",,,
108800370,residential,False,False,30.286,"LINESTRING (1.1288962 36.0677283, 1.1285989 36.0676001)",,,
108800370,residential,False,True,67.499,"LINESTRING (1.126387 36.066654, 1.1270535 36.0669337)",,,
187122591,secondary,False,True,69.006,"LINESTRING (1.126387 36.066654, 1.1267383 36.0661022)",2,50,
108800371,residential,False,True,68.454,"LINESTRING (1.126387 36.066654, 1.1259793 36.0664827, 1.1257164 36.0663624)",,,
"[293981834, 293981836, 187122591]",secondary,False,False,96.884,"LINESTRING (1.126387 36.066654, 1.126079 36.0671138, 1.1260531 36.0671474, 1.1258615 36.0674146)",2,50,
108800370,residential,False,False,67.499,"LINESTRING (1.1270535 36.0669337, 1.126387 36.066654)",,,
108800370,residential,False,True,157.433,"LINESTRING (1.1270535 36.0669337, 1.1285989 36.0676001)",,,
108800378,residential,False,False,25.982,"LINESTRING (1.1270535 36.0669337, 1.126923 36.0671422)",,,
108800378,residential,False,True,67.902,"LINESTRING (1.1270535 36.0669337, 1.127252 36.0666421, 1.1274062 36.0663938)",,,
108800371,residential,False,False,6.576,"LINESTRING (1.123918 36.065597, 1.1239829 36.0656243)",,,
108800371,residential,False,True,49.311,"LINESTRING (1.123918 36.065597, 1.1234379 36.0653824)",,,
108800374,residential,False,True,67.794,"LINESTRING (1.123918 36.065597, 1.1242895 36.0650664)",,,
108800371,residential,False,False,49.311,"LINESTRING (1.1234379 36.0653824, 1.123918 36.065597)",,,
108800371,residential,False,True,30.138,"LINESTRING (1.1234379 36.0653824, 1.1231388 36.0652599)",,,
108800372,residential,False,True,93.449,"LINESTRING (1.1234379 36.0653824, 1.1237557 36.0649303, 1.1239515 36.0646517)",,,
727658238,primary,False,True,27.337,"LINESTRING (1.1242466 36.0641151, 1.1239743 36.0640056)",2,50,RN 4
108800372,residential,False,False,48.048,"LINESTRING (1.1242466 36.0641151, 1.1241674 36.0642354, 1.1240119 36.0645032)",,,
727658238,primary,False,False,31.074,"LINESTRING (1.1242466 36.0641151, 1.1243726 36.0641704, 1.1245497 36.0642495)",2,50,RN 4
108800372,residential,False,True,17.382,"LINESTRING (1.1239515 36.0646517, 1.1240119 36.0645032)",,,
108800372,residential,False,False,93.449,"LINESTRING (1.1239515 36.0646517, 1.1237557 36.0649303, 1.1234379 36.0653824)",,,
"[108800373, 108800374]",residential,False,False,69.328,"LINESTRING (1.1239515 36.0646517, 1.1243217 36.0648051, 1.1243585 36.0648447, 1.1243693 36.064875, 1.1243706 36.0648994, 1.1243673 36.0649385, 1.1242895 36.0650664)",,,
108800374,residential,False,False,67.794,"LINESTRING (1.1242895 36.0650664, 1.123918 36.065597)",,,
108800375,residential,False,True,89.749,"LINESTRING (1.1242895 36.0650664, 1.1251733 36.065442)",,,
"[108800373, 108800374]",residential,False,True,69.328,"LINESTRING (1.1242895 36.0650664, 1.1243673 36.0649385, 1.1243706 36.0648994, 1.1243693 36.064875, 1.1243585 36.0648447, 1.1243217 36.0648051, 1.1239515 36.0646517)",,,
108800375,residential,False,False,68.23,"LINESTRING (1.1274062 36.0663938, 1.1267383 36.0661022)",,,
108800375,residential,False,True,157.522,"LINESTRING (1.1274062 36.0663938, 1.1279842 36.066641, 1.1289529 36.0670599)",,,
108800378,residential,False,False,67.902,"LINESTRING (1.1274062 36.0663938, 1.127252 36.0666421, 1.1270535 36.0669337)",,,
108800378,residential,False,True,92.027,"LINESTRING (1.1274062 36.0663938, 1.1276302 36.0660491, 1.1278689 36.0656556)",,,
334626447,primary,False,True,5.482,"LINESTRING (1.1265452 36.0650875, 1.1264922 36.0650631)",2,50,RN 4
108800377,residential,False,True,92.47699999999999,"LINESTRING (1.1265452 36.0650875, 1.1265157 36.0651347, 1.1260638 36.0658225)",,,
334626447,primary,False,False,68.377,"LINESTRING (1.1265452 36.0650875, 1.1269221 36.0652458, 1.1272185 36.0653737)",2,50,RN 4
334626447,primary,False,False,7.337,"LINESTRING (1.1278689 36.0656556, 1.1279427 36.0656838)",2,50,RN 4
334626447,primary,False,True,66.334,"LINESTRING (1.1278689 36.0656556, 1.1272185 36.0653737)",2,50,RN 4
108800378,residential,False,False,92.027,"LINESTRING (1.1278689 36.0656556, 1.1276302 36.0660491, 1.1274062 36.0663938)",,,
1135674389,residential,False,False,36.134,"LINESTRING (1.1247468 36.066873, 1.1245564 36.0671592)",,,
108800379,unclassified,False,False,98.038,"LINESTRING (1.1247468 36.066873, 1.1241983 36.0665759, 1.1238348 36.0663895)",2,50,
108800379,unclassified,False,True,116.967,"LINESTRING (1.1247468 36.066873, 1.1250257 36.0670269, 1.1253674 36.0671871, 1.1258615 36.0674146)",2,50,
108800379,unclassified,False,False,35.003,"LINESTRING (1.1238348 36.0663895, 1.1234982 36.0662312)",2,50,
108800384,residential,False,False,97.781,"LINESTRING (1.1238348 36.0663895, 1.123285 36.0671483)",,,
108800379,unclassified,False,True,98.038,"LINESTRING (1.1238348 36.0663895, 1.1241983 36.0665759, 1.1247468 36.066873)",2,50,
108800379,unclassified,False,False,31.831,"LINESTRING (1.1234982 36.0662312, 1.1231938 36.0660849)",2,50,
108800379,unclassified,False,True,35.003,"LINESTRING (1.1234982 36.0662312, 1.1238348 36.0663895)",2,50,
108800391,residential,False,True,100.679,"LINESTRING (1.1234982 36.0662312, 1.1231683 36.0666638, 1.1230771 36.0667841, 1.1229041 36.0669987)",,,
108800379,unclassified,False,False,39.413,"LINESTRING (1.1229269 36.065958, 1.122546 36.0657824)",2,50,
108800379,unclassified,False,True,27.832,"LINESTRING (1.1229269 36.065958, 1.1231938 36.0660849)",2,50,
108800385,residential,False,False,100.235,"LINESTRING (1.1229269 36.065958, 1.122703 36.0662876, 1.1223905 36.0667483)",,,
108800379,unclassified,False,True,39.413,"LINESTRING (1.122546 36.0657824, 1.1229269 36.065958)",2,50,
108800381,residential,False,False,76.097,"LINESTRING (1.1248688 36.0688177, 1.1241403 36.068469)",,,
108800383,residential,False,False,114.591,"LINESTRING (1.1248688 36.0688177, 1.1259645 36.0693446)",,,
293981836,secondary,False,False,78.229,"LINESTRING (1.1248688 36.0688177, 1.1244395 36.0694297)",2,50,
293981836,secondary,False,True,25.317,"LINESTRING (1.1248688 36.0688177, 1.125014 36.0686226)",2,50,
108800384,residential,False,True,40.566,"LINESTRING (1.1227915 36.0678367, 1.1230181 36.0675212)",,,
108800381,residential,False,True,69.219,"LINESTRING (1.1227915 36.0678367, 1.1231348 36.0680036, 1.1234573 36.0681494)",,,
108800391,residential,False,False,26.467,"LINESTRING (1.1223905 36.0667483, 1.1226426 36.0668713)",,,
108800385,residential,False,True,100.235,"LINESTRING (1.1223905 36.0667483, 1.122703 36.0662876, 1.1229269 36.065958)",,,
108800391,residential,False,False,100.679,"LINESTRING (1.1229041 36.0669987, 1.1230771 36.0667841, 1.1231683 36.0666638, 1.1234982 36.0662312)",,,
108800391,residential,False,True,27.444000000000003,"LINESTRING (1.1229041 36.0669987, 1.1227667 36.0669331, 1.1226426 36.0668713)",,,
293978684,residential,False,False,45.079,"LINESTRING (1.1229041 36.0669987, 1.1227593 36.0671613, 1.1226158 36.0673304)",,,
108800368,residential,False,False,57.625,"LINESTRING (1.1245497 36.0642495, 1.1248613 36.0637966)",,,
727658238,primary,False,False,115.027,"LINESTRING (1.1245497 36.0642495, 1.1247066 36.0643081, 1.1252081 36.0645184, 1.1255971 36.0646886, 1.1256842 36.0647276)",2,50,RN 4
727658238,primary,False,True,31.074,"LINESTRING (1.1245497 36.0642495, 1.1243726 36.0641704, 1.1242466 36.0641151)",2,50,RN 4
208608334,residential,False,False,26.216,"LINESTRING (1.1266049 36.0683776, 1.1264778 36.0685898)",,,
208608340,residential,False,True,90.297,"LINESTRING (1.1266049 36.0683776, 1.1274746 36.0687841)",,,
208608340,residential,False,False,61.943,"LINESTRING (1.1266049 36.0683776, 1.1266311 36.0683283, 1.1266685 36.0682553, 1.1268952 36.0678725)",,,
727648629,residential,False,True,57.607,"LINESTRING (1.1271688 36.0692394, 1.1274746 36.0687841)",,,
208608338,residential,False,False,88.321,"LINESTRING (1.1271688 36.0692394, 1.1269623 36.0691386, 1.1266243 36.068976, 1.1263347 36.0688199)",,,
208608331,residential,False,False,34.412,"LINESTRING (1.1296941 36.0682573, 1.1298765 36.0679852)",,,
208608331,residential,False,True,90.6,"LINESTRING (1.1296941 36.0682573, 1.1288144 36.0678595)",,,
727648619,residential,False,False,45.264,"LINESTRING (1.1296941 36.0682573, 1.1294595 36.0686175)",,,
108800375,residential,False,False,89.749,"LINESTRING (1.1251733 36.065442, 1.1242895 36.0650664)",,,
108800375,residential,False,True,90.536,"LINESTRING (1.1251733 36.065442, 1.1260638 36.0658225)",,,
208608329,residential,False,True,67.914,"LINESTRING (1.1251733 36.065442, 1.1248004 36.0659732)",,,
208608340,residential,False,False,33.056,"LINESTRING (1.1268952 36.0678725, 1.1265707 36.0677326)",,,
208608340,residential,False,True,61.943000000000005,"LINESTRING (1.1268952 36.0678725, 1.1266685 36.0682553, 1.1266311 36.0683283, 1.1266049 36.0683776)",,,
208608334,residential,False,False,21.576,"LINESTRING (1.1263347 36.0688199, 1.1262133 36.0689873)",,,
208608334,residential,False,True,28.637,"LINESTRING (1.1263347 36.0688199, 1.1264778 36.0685898)",,,
208608338,residential,False,False,113.43799999999999,"LINESTRING (1.1263347 36.0688199, 1.1260115 36.0686692, 1.1257057 36.068524, 1.125239 36.0683137)",,,
208608338,residential,False,True,88.32100000000001,"LINESTRING (1.1263347 36.0688199, 1.1266243 36.068976, 1.1269623 36.0691386, 1.1271688 36.0692394)",,,
208608331,residential,False,False,41.293,"LINESTRING (1.1298765 36.0679852, 1.1300884 36.0676557)",,,
208608331,residential,False,True,34.412,"LINESTRING (1.1298765 36.0679852, 1.1296941 36.0682573)",,,
208608335,residential,False,True,90.694,"LINESTRING (1.1298765 36.0679852, 1.1289847 36.0676036)",,,
108800369,residential,False,False,33.909,"LINESTRING (1.1294165 36.0669185, 1.1292435 36.0671895)",,,
208608332,residential,False,False,92.616,"LINESTRING (1.1294165 36.0669185, 1.1303151 36.0673261)",,,
"[108800369, 727648620]",residential,False,"[False, True]",59.885999999999996,"LINESTRING (1.1294165 36.0669185, 1.1296512 36.0665803, 1.1297384 36.066447)",,,
208608331,residential,False,False,41.933,"LINESTRING (1.1300884 36.0676557, 1.1303151 36.0673261)",,,
208608331,residential,False,True,41.293,"LINESTRING (1.1300884 36.0676557, 1.1298765 36.0679852)",,,
208608336,residential,False,True,90.97,"LINESTRING (1.1300884 36.0676557, 1.1291953 36.0672708)",,,
108800375,residential,False,False,90.536,"LINESTRING (1.1260638 36.0658225, 1.1251733 36.065442)",,,
108800375,residential,False,True,68.152,"LINESTRING (1.1260638 36.0658225, 1.1262126 36.0658886, 1.1265238 36.0660111, 1.1267383 36.0661022)",,,
108800377,residential,False,False,92.47699999999999,"LINESTRING (1.1260638 36.0658225, 1.1265157 36.0651347, 1.1265452 36.0650875)",,,
208608339,residential,False,False,67.694,"LINESTRING (1.1260638 36.0658225, 1.125791 36.0662313, 1.1257164 36.0663624)",,,
108800369,residential,False,False,15.176,"LINESTRING (1.1288144 36.0678595, 1.1287363 36.0679805)",,,
108800369,residential,False,True,16.337,"LINESTRING (1.1288144 36.0678595, 1.1288962 36.0677283)",,,
208608331,residential,False,False,90.6,"LINESTRING (1.1288144 36.0678595, 1.1296941 36.0682573)",,,
108800371,residential,False,True,83.093,"LINESTRING (1.1248004 36.0659732, 1.1239829 36.0656243)",,,
208608329,residential,False,False,67.914,"LINESTRING (1.1248004 36.0659732, 1.1251733 36.065442)",,,
208608329,residential,False,True,38.065,"LINESTRING (1.1248004 36.0659732, 1.1245818 36.0662664)",,,
108800371,residential,False,False,93.015,"LINESTRING (1.1248004 36.0659732, 1.1253597 36.066209, 1.1257164 36.0663624)",,,
334626447,primary,False,False,45.887,"LINESTRING (1.131624 36.0672416, 1.1320746 36.0674356)",2,50,RN 4
334626447,primary,False,True,31.224,"LINESTRING (1.131624 36.0672416, 1.1313155 36.0671125)",2,50,RN 4
208608337,residential,False,True,229.896,"LINESTRING (1.131624 36.0672416, 1.1315616 36.0673467, 1.1304455 36.0690765)",,,
727648630,residential,False,False,48.977,"LINESTRING (1.128526 36.0692893, 1.1287862 36.0689023)",,,
208608340,residential,False,False,109.94,"LINESTRING (1.128526 36.0692893, 1.1280821 36.0690714, 1.1274746 36.0687841)",,,
108800383,residential,False,True,114.591,"LINESTRING (1.1259645 36.0693446, 1.1248688 36.0688177)",,,
208608334,residential,False,True,21.904,"LINESTRING (1.1259645 36.0693446, 1.1260799 36.0691711)",,,
108800369,residential,False,False,41.566,"LINESTRING (1.1291953 36.0672708, 1.1289847 36.0676036)",,,
108800369,residential,False,True,10.025,"LINESTRING (1.1291953 36.0672708, 1.1292435 36.0671895)",,,
208608336,residential,False,False,90.97,"LINESTRING (1.1291953 36.0672708, 1.1300884 36.0676557)",,,
208608331,residential,False,True,41.933,"LINESTRING (1.1303151 36.0673261, 1.1300884 36.0676557)",,,
208608332,residential,False,True,92.616,"LINESTRING (1.1303151 36.0673261, 1.1294165 36.0669185)",,,
208608331,residential,False,False,62.827999999999996,"LINESTRING (1.1303151 36.0673261, 1.1305659 36.0669532, 1.1306575 36.0668337)",,,
108800371,residential,False,False,68.454,"LINESTRING (1.1257164 36.0663624, 1.1259793 36.0664827, 1.126387 36.066654)",,,
108800371,residential,False,True,93.015,"LINESTRING (1.1257164 36.0663624, 1.1253597 36.066209, 1.1248004 36.0659732)",,,
208608339,residential,False,True,67.694,"LINESTRING (1.1257164 36.0663624, 1.125791 36.0662313, 1.1260638 36.0658225)",,,
727653940,residential,False,True,130.274,"LINESTRING (1.1257164 36.0663624, 1.1255615 36.0665873, 1.1255293 36.066635, 1.1255126 36.0666426, 1.1254878 36.0666437, 1.1254475 36.0666329, 1.1249996 36.0664448, 1.1245818 36.0662664)",,,
334626447,primary,False,True,71.95,"LINESTRING (1.1306575 36.0668337, 1.1299476 36.0665347)",2,50,RN 4
208608331,residential,False,True,62.827999999999996,"LINESTRING (1.1306575 36.0668337, 1.1305659 36.0669532, 1.1303151 36.0673261)",,,
334626447,primary,False,False,66.775,"LINESTRING (1.1306575 36.0668337, 1.1310749 36.0670106, 1.1313155 36.0671125)",2,50,RN 4
208608329,residential,False,False,38.065,"LINESTRING (1.1245818 36.0662664, 1.1248004 36.0659732)",,,
727653940,residential,False,False,130.274,"LINESTRING (1.1245818 36.0662664, 1.1249996 36.0664448, 1.1254475 36.0666329, 1.1254878 36.0666437, 1.1255126 36.0666426, 1.1255293 36.066635, 1.1255615 36.0665873, 1.1257164 36.0663624)",,,
727653940,residential,False,True,116.106,"LINESTRING (1.1245818 36.0662664, 1.1242922 36.0661467, 1.1239066 36.0659748, 1.1238281 36.0659418, 1.1238134 36.0659239, 1.1238107 36.0659109, 1.1238181 36.0658881, 1.1239829 36.0656243)",,,
108800369,residential,False,False,15.986,"LINESTRING (1.1289847 36.0676036, 1.1288962 36.0677283)",,,
108800369,residential,False,True,41.566,"LINESTRING (1.1289847 36.0676036, 1.1291953 36.0672708)",,,
208608335,residential,False,False,90.694,"LINESTRING (1.1289847 36.0676036, 1.1298765 36.0679852)",,,
"[108800369, 293981837]",residential,False,"[False, True]",272.377,"LINESTRING (1.1304455 36.0690765, 1.1305967 36.0691516, 1.130814 36.0692524, 1.1308381 36.0692551, 1.1308522 36.0692549, 1.1308696 36.0692457, 1.1309119 36.0691836, 1.1309897 36.0690567, 1.1320102 36.0675418, 1.1320746 36.0674356)",,,
108800369,residential,False,True,102.293,"LINESTRING (1.1304455 36.0690765, 1.1301514 36.0689305, 1.1295935 36.0686822, 1.1294595 36.0686175)",,,
208608337,residential,False,False,229.896,"LINESTRING (1.1304455 36.0690765, 1.1315616 36.0673467, 1.131624 36.0672416)",,,
208608334,residential,False,False,21.904,"LINESTRING (1.1260799 36.0691711, 1.1259645 36.0693446)",,,
208608334,residential,False,True,4.086,"LINESTRING (1.1260799 36.0691711, 1.1261029 36.0691394)",,,
293978681,residential,False,False,6.895,"LINESTRING (1.1227914 36.068654, 1.1228558 36.0686877)",,,
1135674391,residential,False,True,14.432,"LINESTRING (1.1227914 36.068654, 1.1228569 36.0685355)",,,
293978681,residential,False,True,19.314,"LINESTRING (1.1227914 36.068654, 1.1226567 36.0686015, 1.1225977 36.0685788)",,,
293978681,residential,False,True,83.719,"LINESTRING (1.1244395 36.0694297, 1.1236351 36.0690501)",,,
293981836,secondary,False,True,78.229,"LINESTRING (1.1244395 36.0694297, 1.1248688 36.0688177)",2,50,
293978681,residential,False,False,83.719,"LINESTRING (1.1236351 36.0690501, 1.1244395 36.0694297)",,,
293978682,residential,False,False,25.354,"LINESTRING (1.1236351 36.0690501, 1.123501 36.0692507)",,,
293978681,residential,False,True,39.083,"LINESTRING (1.1236351 36.0690501, 1.1234942 36.0689825, 1.1232581 36.068875)",,,
108800384,residential,False,False,40.566,"LINESTRING (1.1230181 36.0675212, 1.1227915 36.0678367)",,,
108800384,residential,False,True,47.904,"LINESTRING (1.1230181 36.0675212, 1.123285 36.0671483)",,,
293978683,residential,False,True,41.924,"LINESTRING (1.1230181 36.0675212, 1.1226158 36.0673304)",,,
293978683,residential,False,False,41.924,"LINESTRING (1.1226158 36.0673304, 1.1230181 36.0675212)",,,
293978684,residential,False,True,45.079,"LINESTRING (1.1226158 36.0673304, 1.1227593 36.0671613, 1.1229041 36.0669987)",,,
108800384,residential,False,False,47.904,"LINESTRING (1.123285 36.0671483, 1.1230181 36.0675212)",,,
108800384,residential,False,True,97.781,"LINESTRING (1.123285 36.0671483, 1.1238348 36.0663895)",,,
293978685,residential,False,False,33.912,"LINESTRING (1.123285 36.0671483, 1.1236189 36.0672903)",,,
293978685,residential,False,False,39.486,"LINESTRING (1.1251361 36.0677271, 1.1255238 36.0678941)",,,
293978685,residential,False,True,152.681,"LINESTRING (1.1251361 36.0677271, 1.1251196 36.0676811, 1.1250988 36.0676361, 1.1250571 36.0676057, 1.1250023 36.0675852, 1.1249124 36.0675673, 1.1248277 36.0675673, 1.1246335 36.0675825, 1.124502 36.0675863, 1.1244182 36.067576, 1.1243197 36.06755, 1.1241963 36.0675055, 1.1239958 36.0674367, 1.1236189 36.0672903)",,,
293985575,residential,False,False,53.623,"LINESTRING (1.1251361 36.0677271, 1.1249875 36.0679272, 1.1249694 36.0679641, 1.1249661 36.0680004, 1.1249808 36.0680231, 1.1250097 36.0680416, 1.1251274 36.0681103)",,,
293978685,residential,False,True,39.486,"LINESTRING (1.1255238 36.0678941, 1.1251361 36.0677271)",,,
293981836,secondary,False,False,25.554,"LINESTRING (1.1255238 36.0678941, 1.1253862 36.0680952)",2,50,
293981836,secondary,False,True,61.352,"LINESTRING (1.1255238 36.0678941, 1.1258615 36.0674146)",2,50,
293981836,secondary,False,False,6.332,"LINESTRING (1.1251554 36.0684326, 1.1251191 36.0684814)",2,50,
293981836,secondary,False,True,15.207,"LINESTRING (1.1251554 36.0684326, 1.125239 36.0683137)",2,50,
525442735,residential,False,True,80.23,"LINESTRING (1.1251554 36.0684326, 1.1243632 36.0681001)",,,
293981832,residential,False,False,45.651,"LINESTRING (1.1243632 36.0681001, 1.1241403 36.068469)",,,
525442735,residential,False,False,80.23,"LINESTRING (1.1243632 36.0681001, 1.1251554 36.0684326)",,,
525442735,residential,False,True,24.218,"LINESTRING (1.1243632 36.0681001, 1.1241272 36.067995)",,,
108800381,residential,False,False,70.933,"LINESTRING (1.1241403 36.068469, 1.1234573 36.0681494)",,,
108800381,residential,False,True,76.097,"LINESTRING (1.1241403 36.068469, 1.1248688 36.0688177)",,,
293981832,residential,False,True,45.651,"LINESTRING (1.1241403 36.068469, 1.1243632 36.0681001)",,,
208608334,residential,False,False,28.637,"LINESTRING (1.1264778 36.0685898, 1.1263347 36.0688199)",,,
208608334,residential,False,True,26.216,"LINESTRING (1.1264778 36.0685898, 1.1266049 36.0683776)",,,
293981833,residential,False,False,37.143,"LINESTRING (1.1264778 36.0685898, 1.1261173 36.0684265)",,,
293981833,residential,False,True,75.334,"LINESTRING (1.1253862 36.0680952, 1.1261173 36.0684265)",,,
293981836,secondary,False,False,27.665,"LINESTRING (1.1253862 36.0680952, 1.125239 36.0683137)",2,50,
293981836,secondary,False,True,25.554,"LINESTRING (1.1253862 36.0680952, 1.1255238 36.0678941)",2,50,
293981836,secondary,False,False,15.207,"LINESTRING (1.125239 36.0683137, 1.1251554 36.0684326)",2,50,
