osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref
422655362,False,2,Avenue du 1er Novembre,secondary,50,False,27.167,"LINESTRING (3.4128084 36.7250564, 3.4125334 36.7251618)",,
581704590,True,2,Avenue du 1er Novembre,secondary,50,False,48.12,"LINESTRING (3.4128084 36.7250564, 3.4130675 36.7248996, 3.4132528 36.7248118)",,
201829506,False,2,Avenue du 1er Novembre,secondary,60,False,131.64,"LINESTRING (3.4097 36.7259783, 3.4085756 36.726746)",,
99940134,True,,,secondary,,False,18.768,"LINESTRING (3.4097 36.7259783, 3.4096917 36.7259701, 3.4096758 36.7259335, 3.4096762 36.7258937, 3.4096935 36.7258564, 3.4097257 36.725826)",roundabout,
265584703,False,,,residential,,True,45.849,"LINESTRING (3.4070434 36.7267345, 3.4074096 36.7270241)",,
265584697,False,,,residential,,True,143.132,"LINESTRING (3.4070434 36.7267345, 3.406526 36.7264093, 3.4060272 36.7257627)",,
265584703,False,,,residential,,False,54.137,"LINESTRING (3.4070434 36.7267345, 3.4073886 36.7264228, 3.407406 36.7264033, 3.4074393 36.7263657)",,
313681811,False,,,residential,,False,150.215,"LINESTRING (3.4070434 36.7267345, 3.4067872 36.7261473, 3.4063839 36.7256855, 3.4062542 36.7256625, 3.4061918 36.7256932)",,
422655388,False,,Rue Charef Ali,residential,,True,70.447,"LINESTRING (3.4134193 36.7262066, 3.4128988 36.7257298)",,
422655375,True,,Rue frères Khaled Kebir,residential,,False,40.24,"LINESTRING (3.4134193 36.7262066, 3.4131991 36.726312, 3.413015 36.7263636)",,
94153098,False,,,residential,,True,29.694,"LINESTRING (3.4074795 36.7308537, 3.4071539 36.730797)",,
94153155,False,,,residential,,False,89.833,"LINESTRING (3.4074795 36.7308537, 3.4075427 36.7310748, 3.4076366 36.731307, 3.4077869 36.7316217)",,
94153155,False,,,residential,,True,42.239999999999995,"LINESTRING (3.4074795 36.7308537, 3.4074515 36.7306558, 3.4074515 36.7304751)",,
94153106,False,,Rue des écoles,residential,,True,94.057,"LINESTRING (3.412385 36.7252187, 3.4117095 36.7245688)",,
422655362,False,2,Avenue du 1er Novembre,secondary,50,True,14.661,"LINESTRING (3.412385 36.7252187, 3.4125334 36.7251618)",,
422655388,False,,Rue Charef Ali,residential,,False,72.985,"LINESTRING (3.412385 36.7252187, 3.4128988 36.7257298)",,
422655362,False,2,Avenue du 1er Novembre,secondary,50,False,102.224,"LINESTRING (3.412385 36.7252187, 3.4119599 36.725336, 3.4113005 36.725518)",,
94153145,True,,Rue Frères Gouriguah,residential,,False,156.992,"LINESTRING (3.4092804 36.728127, 3.4079475 36.7290501)",,
94153147,False,,Rue Refas Ahmed,residential,,True,79.654,"LINESTRING (3.4092804 36.728127, 3.4087332 36.7275606)",,
313681809,False,,,residential,,False,131.392,"LINESTRING (3.4113005 36.725518, 3.4112143 36.7252838, 3.4111292 36.7250525, 3.4111216 36.7250362, 3.4111186 36.725019, 3.4111202 36.7250017, 3.4111265 36.724985, 3.4111371 36.7249698, 3.4112152 36.7249151, 3.4114207 36.7247711, 3.4117095 36.7245688)",,
422655362,False,2,Avenue du 1er Novembre,secondary,50,False,126.643,"LINESTRING (3.4113005 36.725518, 3.410887 36.7256264, 3.4099499 36.725872)",,
422655362,False,2,Avenue du 1er Novembre,secondary,50,True,102.224,"LINESTRING (3.4113005 36.725518, 3.4119599 36.725336, 3.412385 36.7252187)",,
94153147,False,,Rue Refas Ahmed,residential,,False,79.654,"LINESTRING (3.4087332 36.7275606, 3.4092804 36.728127)",,
422655378,True,,Rue Frères Aoudia,residential,,False,27.796,"LINESTRING (3.4087332 36.7275606, 3.4089665 36.7273947)",,
94153124,False,,Rue Ghalem Touati,residential,,False,79.297,"LINESTRING (3.4073642 36.7285441, 3.406805 36.7279894)",,
94153124,False,,Rue Ghalem Touati,residential,,True,76.603,"LINESTRING (3.4073642 36.7285441, 3.4079475 36.7290501)",,
422655378,True,,Rue Frères Aoudia,residential,,False,137.694,"LINESTRING (3.4073642 36.7285441, 3.4085049 36.7277089)",,
94153106,False,,Rue des écoles,residential,,False,75.776,"LINESTRING (3.4102461 36.7232263, 3.410794 36.7237474)",,
422655359,False,,,residential,,False,57.665,"LINESTRING (3.4102461 36.7232263, 3.4098652 36.7236455)",,
94153116,False,,Rue n°4,residential,,True,36.997,"LINESTRING (3.4102461 36.7232263, 3.4104104 36.72301, 3.4104499 36.7229371)",,
422655388,False,,Rue Charef Ali,residential,,False,70.447,"LINESTRING (3.4128988 36.7257298, 3.4134193 36.7262066)",,
422655388,False,,Rue Charef Ali,residential,,True,72.985,"LINESTRING (3.4128988 36.7257298, 3.412385 36.7252187)",,
94153098,False,,,residential,,False,57.087,"LINESTRING (3.4065279 36.7306881, 3.4071539 36.730797)",,
94153098,False,,,residential,,True,315.73400000000004,"LINESTRING (3.4065279 36.7306881, 3.4066747 36.7302189, 3.4068411 36.729687, 3.4069524 36.7293314, 3.406974 36.7292624, 3.4070437 36.7290002, 3.4070759 36.7287766, 3.4070813 36.7286003, 3.4070731 36.7284613, 3.407033 36.7284048, 3.4067734 36.7281694, 3.406805 36.7279894)",,
245660787,False,,,residential,,True,52.596000000000004,"LINESTRING (3.4065279 36.7306881, 3.4061447 36.7306849, 3.4059406 36.7307124)",,
94153135,False,,,residential,,True,6.545,"LINESTRING (3.411246 36.7315551, 3.4111741 36.7315431)",,
313681808,False,,,residential,,False,31.625,"LINESTRING (3.411246 36.7315551, 3.4111945 36.7312737)",,
94153091,False,,,residential,,True,42.739999999999995,"LINESTRING (3.411246 36.7315551, 3.4115499 36.7316576, 3.4116982 36.731675)",,
94153124,False,,Rue Ghalem Touati,residential,,False,76.603,"LINESTRING (3.4079475 36.7290501, 3.4073642 36.7285441)",,
