osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,junction
80676887,RN 61,Rue des Frères Bouza,primary,False,False,93.248,"LINESTRING (2.9171403 36.5738979, 2.9160971 36.5738609)",,,,
220466787,,,residential,False,True,274.03499999999997,"LINESTRING (2.9171403 36.5738979, 2.9172413 36.5725549, 2.917238 36.5714359)",,,,
"[42254866, 225787171, 225787173]",,,residential,False,False,283.052,"LINESTRING (2.9171403 36.5738979, 2.9171084 36.5742072, 2.916982 36.5758241, 2.9169577 36.5761347, 2.916934 36.576438)",yes,,,
31250098,RN 4;N61,Boulevard Souidani Boujamâa,primary,True,False,84.046,"LINESTRING (2.910028 36.5734674, 2.9103255 36.5734686, 2.910583 36.5734962, 2.9107994 36.5735769, 2.9108873 36.5736698)",,2,40,
222155085,,Rue Sidi Moussa,residential,True,False,93.986,"LINESTRING (2.910028 36.5734674, 2.9100376 36.5730734, 2.9100631 36.5726227)",,,,
209399042,RN 61,Bd Souidani Boujamâa,primary,False,True,11.9,"LINESTRING (2.9108873 36.5736698, 2.911019 36.5736861)",,,,
533661866,RN 4;N61,Boulevard Souidani Boujamâa,primary,True,False,85.085,"LINESTRING (2.9108873 36.5736698, 2.9107727 36.5737645, 2.9105057 36.5738271, 2.9102826 36.5738271, 2.9099956 36.5738204)",,2,40,
222155085,,Rue Sidi Moussa,residential,True,False,39.358,"LINESTRING (2.9099956 36.5738204, 2.910028 36.5734674)",,,,
533661866,RN 4;N61,Boulevard Souidani Boujamâa,primary,True,False,57.125,"LINESTRING (2.9099956 36.5738204, 2.909696 36.5737455, 2.9093914 36.5736524)",,2,40,
28918679,RN 4,Boulevard Souidani Boujamâa,primary,False,False,37.442,"LINESTRING (2.9093914 36.5736524, 2.908973 36.5736305)",,2,40,
31250098,RN 4;N61,Boulevard Souidani Boujamâa,primary,True,False,61.06099999999999,"LINESTRING (2.9093914 36.5736524, 2.9096439 36.5735385, 2.910028 36.5734674)",,2,40,
