osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed
95944177,False,2,CW 100,secondary,False,19.092,"LINESTRING (-1.9133954 34.9211501, -1.9135843 34.921076)",
95944177,False,2,CW 100,secondary,True,71.291,"LINESTRING (-1.9133954 34.9211501, -1.9127551 34.9215181)",
315053922,False,,,living_street,False,52.842,"LINESTRING (-1.9133954 34.9211501, -1.9135713 34.9216029)",
130435250,False,,,living_street,False,60.258,"LINESTRING (-1.9147405 34.9207459, -1.9147002 34.920205)",
130435250,False,,,living_street,True,61.929,"LINESTRING (-1.9147405 34.9207459, -1.9148289 34.9212981)",
95944177,False,2,CW 100,secondary,False,59.892,"LINESTRING (-1.9147405 34.9207459, -1.9149857 34.9207126, -1.9152014 34.9207176, -1.9153924 34.9207378)",
95944177,False,2,CW 100,secondary,True,52.768,"LINESTRING (-1.9147405 34.9207459, -1.9144079 34.9208075, -1.9141805 34.9208645)",
130435258,False,,,residential,False,52.66,"LINESTRING (-1.9153924 34.9207378, -1.91548 34.9212059)",
315053097,False,,,residential,False,50.222,"LINESTRING (-1.9153924 34.9207378, -1.915335 34.9202886)",
95944177,False,2,CW 100,secondary,False,80.857,"LINESTRING (-1.9153924 34.9207378, -1.9158176 34.9207833, -1.9162551 34.9208945)",
95944177,False,2,CW 100,secondary,True,59.891999999999996,"LINESTRING (-1.9153924 34.9207378, -1.9152014 34.9207176, -1.9149857 34.9207126, -1.9147405 34.9207459)",
315052658,False,,,residential,False,26.95,"LINESTRING (-1.9162551 34.9208945, -1.9162441 34.9211367)",
95944177,False,2,CW 100,secondary,False,74.419,"LINESTRING (-1.9162551 34.9208945, -1.9166125 34.9209955, -1.9170225 34.9211223)",
95944177,False,2,CW 100,secondary,True,80.857,"LINESTRING (-1.9162551 34.9208945, -1.9158176 34.9207833, -1.9153924 34.9207378)",
315052658,False,,,residential,True,61.340999999999994,"LINESTRING (-1.9162551 34.9208945, -1.9164143 34.9205936, -1.9163346 34.9203797)",
298818452,False,2,RN 7A,primary,False,156.409,"LINESTRING (-1.9190395 34.9218908, -1.9193032 34.9205009)",40
298818452,False,2,RN 7A,primary,True,196.812,"LINESTRING (-1.9190395 34.9218908, -1.9186355 34.9236295)",40
95944177,False,2,CW 100,secondary,True,24.607,"LINESTRING (-1.9190395 34.9218908, -1.9189389 34.921827, -1.9188067 34.9217829)",
95944177,False,2,CW 100,secondary,False,55.234,"LINESTRING (-1.9170225 34.9211223, -1.9175714 34.9213325)",
315049671,False,,,residential,False,41.835,"LINESTRING (-1.9170225 34.9211223, -1.9169903 34.9214976)",
315049671,False,,,residential,True,93.959,"LINESTRING (-1.9170225 34.9211223, -1.9171398 34.9202828)",
95944177,False,2,CW 100,secondary,True,74.419,"LINESTRING (-1.9170225 34.9211223, -1.9166125 34.9209955, -1.9162551 34.9208945)",
94504681,False,,,residential,True,120.838,"LINESTRING (-1.9180914 34.9246535, -1.9183216 34.9235833)",
315053749,False,,,residential,False,80.692,"LINESTRING (-1.9180914 34.9246535, -1.9173071 34.9243172)",
315053749,False,,,residential,True,33.783,"LINESTRING (-1.9180914 34.9246535, -1.9183986 34.9248234)",
94504681,False,,,residential,False,48.222,"LINESTRING (-1.918683 34.9224355, -1.9185913 34.9228626)",
94504681,False,,,residential,True,55.705,"LINESTRING (-1.918683 34.9224355, -1.9187754 34.9219403)",
315053751,False,,,living_street,False,59.672,"LINESTRING (-1.918683 34.9224355, -1.9180362 34.9223534)",
95944177,False,2,CW 100,secondary,False,45.124,"LINESTRING (-1.9183483 34.9216299, -1.9188067 34.9217829)",
95944177,False,2,CW 100,secondary,True,78.172,"LINESTRING (-1.9183483 34.9216299, -1.9175714 34.9213325)",
130435248,False,,,living_street,True,15.48,"LINESTRING (-1.9183483 34.9216299, -1.9181797 34.9216135)",
94504673,False,,,residential,True,29.076,"LINESTRING (-1.9186355 34.9236295, -1.9183216 34.9235833)",
298818452,False,2,RN 7A,primary,False,196.812,"LINESTRING (-1.9186355 34.9236295, -1.9190395 34.9218908)",40
298818452,False,2,RN 7A,primary,True,134.501,"LINESTRING (-1.9186355 34.9236295, -1.9185596 34.9240095, -1.9183986 34.9248234)",40
94504673,False,,,residential,False,29.076,"LINESTRING (-1.9183216 34.9235833, -1.9186355 34.9236295)",
94504681,False,,,residential,False,120.838,"LINESTRING (-1.9183216 34.9235833, -1.9180914 34.9246535)",
94504681,False,,,residential,True,87.10400000000001,"LINESTRING (-1.9183216 34.9235833, -1.9184304 34.9235268, -1.9184858 34.9233601, -1.918529 34.9231529, -1.9185913 34.9228626)",
95944177,False,2,CW 100,secondary,False,15.284,"LINESTRING (-1.9117568 34.9221172, -1.9118907 34.9220345)",
95944177,False,2,CW 100,secondary,True,38.083,"LINESTRING (-1.9117568 34.9221172, -1.9114194 34.9223191)",
315052666,False,,,living_street,True,53.139,"LINESTRING (-1.9117568 34.9221172, -1.9114377 34.9217173)",
130435258,False,,,residential,False,30.364,"LINESTRING (-1.91548 34.9212059, -1.9155256 34.9214764)",
130435258,False,,,residential,True,52.66,"LINESTRING (-1.91548 34.9212059, -1.9153924 34.9207378)",
315053756,False,,,living_street,False,60.242,"LINESTRING (-1.91548 34.9212059, -1.9148289 34.9212981)",
315053756,False,,,living_street,True,70.089,"LINESTRING (-1.91548 34.9212059, -1.9162441 34.9211367)",
130435248,False,,,living_street,False,30.373,"LINESTRING (-1.9155256 34.9214764, -1.9158579 34.9214571)",
130435248,False,,,living_street,True,61.244,"LINESTRING (-1.9155256 34.9214764, -1.9148638 34.9215708)",
130435258,False,,,residential,True,30.364,"LINESTRING (-1.9155256 34.9214764, -1.91548 34.9212059)",
130435250,False,,,living_street,False,61.929,"LINESTRING (-1.9148289 34.9212981, -1.9147405 34.9207459)",
130435250,False,,,living_street,True,30.489,"LINESTRING (-1.9148289 34.9212981, -1.9148638 34.9215708)",
315053756,False,,,living_street,False,38.175,"LINESTRING (-1.9148289 34.9212981, -1.9144212 34.9213763)",
315053756,False,,,living_street,True,60.242,"LINESTRING (-1.9148289 34.9212981, -1.91548 34.9212059)",
130435248,False,,,living_street,False,61.244,"LINESTRING (-1.9148638 34.9215708, -1.9155256 34.9214764)",
130435250,False,,,living_street,False,30.489,"LINESTRING (-1.9148638 34.9215708, -1.9148289 34.9212981)",
130435250,False,,,living_street,True,27.841,"LINESTRING (-1.9148638 34.9215708, -1.9149364 34.921814)",
