osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,area,junction
26250614,True,2,Avenue Khodja Mustapha dit Ali,primary,50,False,117.547,"LINESTRING (3.0309602 36.7695292, 3.0296449 36.7696152)",,,
26250602,False,2,Avenue Khodja Mustapha dit Ali,secondary,50,True,44.0,"LINESTRING (3.0309602 36.7695292, 3.0314087 36.7695032, 3.031453 36.7695032)",,,
26250758,True,3,Avenue Bounaama Djilali,primary,,False,12.874,"LINESTRING (3.0304488 36.7685416, 3.0305307 36.768637)",,,
28512864,True,3,Avenue Bounaama Djilali,primary,,False,29.616,"LINESTRING (3.0306842 36.768869, 3.0308149 36.7691139)",,,
295788912,False,2,Avenue Colonel Ahmed Bougara,primary,,True,140.859,"LINESTRING (3.0306842 36.768869, 3.0307357 36.7688447, 3.0310719 36.7687003, 3.031227 36.7686333, 3.0314719 36.7685274, 3.0317856 36.7683918, 3.032079 36.7682723)",,,
26250772,True,2,Rue Benkara Mohamed et Mansour,primary,40,False,144.266,"LINESTRING (3.0252107 36.7684096, 3.0265199 36.7676458)",,,
29394792,True,,شارع الورود,residential,,False,70.463,"LINESTRING (3.0287695 36.765735, 3.028506 36.7651375)",,,
29221661,True,2,Avenue Othmane Abou Saïd,tertiary,30,False,88.441,"LINESTRING (3.0287695 36.765735, 3.0288047 36.7657066, 3.028843 36.7656857, 3.0289067 36.7656588, 3.0289605 36.7656359, 3.0296784 36.7654274)",,,
29395089,False,,Rue des Frères Nouche,residential,,True,87.35499999999999,"LINESTRING (3.0287695 36.765735, 3.0286498 36.7657507, 3.0285439 36.7657743, 3.0283239 36.7658226, 3.0278334 36.7659641)",,,
29395610,False,,Rue Al Firouzbadi,residential,,True,98.17099999999999,"LINESTRING (3.0287695 36.765735, 3.0292044 36.7662354, 3.0295173 36.7663439)",,,
26250792,True,2,Avenue Khalef Mustapha,primary,,False,140.21699999999998,"LINESTRING (3.0280131 36.7670773, 3.0281404 36.7671426, 3.0281839 36.7671866, 3.0283426 36.767347, 3.0287211 36.7676541, 3.0287559 36.7676821, 3.0291155 36.7679711)",,,
26250795,True,2,Rue Mohamed Chaâbane,tertiary,30,False,56.196,"LINESTRING (3.0280131 36.7670773, 3.0280976 36.7670086, 3.028174 36.7668839, 3.0282782 36.7666271)",,,
100983967,True,3,Rue Chabane Mohamed,secondary,,False,29.327,"LINESTRING (3.0297272 36.7655481, 3.0298629 36.7657884)",,,
29395604,True,,Rue Chabane Mohamed,residential,,False,192.734,"LINESTRING (3.0297272 36.7655481, 3.0297952 36.7662018, 3.0298068 36.7663776, 3.0298068 36.7664468, 3.0297544 36.7667122, 3.0297203 36.7670509, 3.0298478 36.7672498)",,,
100983967,True,3,Rue Chabane Mohamed,secondary,,False,39.153000000000006,"LINESTRING (3.0308626 36.7677972, 3.0308226 36.7679395, 3.0307695 36.7680478, 3.0307198 36.7681284)",,,
26250792,True,2,Avenue Khalef Mustapha,primary,,False,33.411,"LINESTRING (3.0291155 36.7679711, 3.0292159 36.7680347, 3.0294141 36.7681529)",,,
100984018,False,,Rue Yahiaoui Rachid,residential,,True,81.673,"LINESTRING (3.0291155 36.7679711, 3.0293051 36.7679096, 3.0294636 36.7679713, 3.0297555 36.7678852, 3.0298092 36.7678665, 3.0299633 36.767816)",,,
29170537,True,,vers el biar,trunk_link,,False,65.79499999999999,"LINESTRING (3.0323698 36.7723175, 3.0326157 36.7722237, 3.0327945 36.7721325, 3.0329917 36.7720038)",,,
260910023,True,2,طريق فري فالون,trunk,80,False,44.498000000000005,"LINESTRING (3.0323698 36.7723175, 3.032619 36.7723315, 3.0328568 36.7723927)",ط ء 119,,
216619041,False,,,residential,,False,6.386,"LINESTRING (3.0294371 36.7648649, 3.0293673 36.7648518)",,,
26250811,False,2,Rue Chabane Mohamed,secondary,,False,66.343,"LINESTRING (3.0294371 36.7648649, 3.0294449 36.7649115, 3.0294642 36.7649849, 3.0296784 36.7654274)",,,
260909742,True,2,Route de Frais Vallon,trunk,80,False,448.037,"LINESTRING (3.0277497 36.7723556, 3.0292476 36.7717229, 3.0294532 36.7716629, 3.0296662 36.7716446, 3.0298422 36.7716452, 3.0299863 36.7716719, 3.0301541 36.7717177, 3.030345 36.7717825, 3.0309722 36.7721189, 3.0312435 36.7722288, 3.0315385 36.7722877, 3.0319272 36.7723036, 3.0321716 36.7723059, 3.0323698 36.7723175)",,,
29184620,False,2,Rue Amar Amirou,residential,40,False,86.48100000000001,"LINESTRING (3.026723 36.7705226, 3.0263754 36.7702437, 3.0262561 36.7701408, 3.0260547 36.7699588)",,,
26250614,True,2,Avenue Khodja Mustapha dit Ali,primary,50,False,8.357,"LINESTRING (3.0296449 36.7696152, 3.0295514 36.7696214)",,,
214760718,True,2,Avenue Taleb Messaoud et fils,tertiary,30,False,346.824,"LINESTRING (3.0296449 36.7696152, 3.0295518 36.7698773, 3.0293292 36.7703957, 3.0292536 36.7704882, 3.0291654 36.7705379, 3.0290212 36.7705757, 3.0287329 36.7705671, 3.0282647 36.7705, 3.0276564 36.7703763, 3.0273615 36.7703062, 3.0273137 36.7702935, 3.0271275 36.7702657, 3.027006 36.7702873, 3.0268813 36.7703843, 3.026723 36.7705226)",,,
28964932,True,,ساحة بئر حاكم,tertiary,,False,11.706,"LINESTRING (3.0361763 36.7691519, 3.0361597 36.7691292, 3.0361529 36.7691035, 3.0361566 36.7690773, 3.0361704 36.7690534)",,no,roundabout
28965140,False,,Avenue Suiki Amar,residential,,False,397.54300000000006,"LINESTRING (3.0361704 36.7690534, 3.0355107 36.7685179, 3.0353035 36.7683262, 3.0351767 36.768209, 3.0350908 36.7681273, 3.034895 36.7679554, 3.0348096 36.7679006, 3.0347599 36.7678852, 3.0347074 36.7678783, 3.0346542 36.7678801, 3.0346026 36.7678908, 3.0345549 36.7679096, 3.0342115 36.7680429, 3.034014 36.7682285, 3.0338767 36.7684967, 3.0337948 36.7688581, 3.0337907 36.7690177, 3.0338083 36.7691695, 3.0338441 36.7694228)",,,
28964985,True,,Rue Lahad Ali,residential,,False,74.088,"LINESTRING (3.0356023 36.7696341, 3.0361763 36.7691519)",,,
26250602,False,2,Avenue Khodja Mustapha dit Ali,secondary,50,False,57.39,"LINESTRING (3.0356023 36.7696341, 3.0352953 36.7695656, 3.0349765 36.7695125)",,,
295788912,False,2,Avenue Colonel Ahmed Bougara,primary,,False,300.48699999999997,"LINESTRING (3.0356951 36.766742, 3.0355702 36.7667864, 3.0334444 36.7676768, 3.0327059 36.7679939)",,,
578658656,False,2,Rue Turqui Nadji,residential,,True,38.079,"LINESTRING (3.0356951 36.766742, 3.0355569 36.7665584, 3.035496 36.76644)",,,
578658657,False,,Rue Bourebia Rabah,residential,,False,48.653999999999996,"LINESTRING (3.0356951 36.766742, 3.0360272 36.7667044, 3.036238 36.7667027)",,,
578658657,False,,Rue Bourebia Rabah,residential,,True,48.653999999999996,"LINESTRING (3.036238 36.7667027, 3.0360272 36.7667044, 3.0356951 36.766742)",,,
26250602,False,2,Avenue Khodja Mustapha dit Ali,secondary,50,False,22.929,"LINESTRING (3.0338441 36.7694228, 3.0335872 36.7694097)",,,
26250602,False,2,Avenue Khodja Mustapha dit Ali,secondary,50,True,7.194,"LINESTRING (3.0338441 36.7694228, 3.0339245 36.7694289)",,,
28965140,False,,Avenue Suiki Amar,residential,,True,397.543,"LINESTRING (3.0338441 36.7694228, 3.0338083 36.7691695, 3.0337907 36.7690177, 3.0337948 36.7688581, 3.0338767 36.7684967, 3.034014 36.7682285, 3.0342115 36.7680429, 3.0345549 36.7679096, 3.0346026 36.7678908, 3.0346542 36.7678801, 3.0347074 36.7678783, 3.0347599 36.7678852, 3.0348096 36.7679006, 3.034895 36.7679554, 3.0350908 36.7681273, 3.0351767 36.768209, 3.0353035 36.7683262, 3.0355107 36.7685179, 3.0361704 36.7690534)",,,
29170503,False,,Rue Malki Hassiba,residential,,False,68.542,"LINESTRING (3.0352767 36.7707128, 3.035949 36.7710127)",,,
29170563,False,,Rue Souiki Hamidou,residential,,False,77.908,"LINESTRING (3.0352767 36.7707128, 3.0350621 36.7708572, 3.0349591 36.7710841, 3.0349334 36.7713179)",,,
29170563,False,,Rue Souiki Hamidou,residential,,True,64.84100000000001,"LINESTRING (3.0352767 36.7707128, 3.0354398 36.7704928, 3.035613 36.7701964)",,,
29170535,False,,Rue Hadj Hami Ahmed,residential,,False,139.275,"LINESTRING (3.0302019 36.7710182, 3.0317084 36.7706827)",,,
29170533,False,2,Avenue Derahmani Arezki,residential,,False,135.667,"LINESTRING (3.0302019 36.7710182, 3.0302019 36.7711007, 3.0302534 36.771197, 3.0303393 36.771252, 3.0309573 36.7713414, 3.0315056 36.7713881)",,,
