osmid,oneway,ref,highway,reversed,length,lanes,geometry,junction,bridge
377641280,True,RN 89,primary,False,11.15,,"LINESTRING (3.364604 35.3521716, 3.3647234 35.3521955)",,
377641309,False,,residential,False,6.366,,"LINESTRING (3.364604 35.3521716, 3.3645675 35.3522205)",,
377641309,False,,residential,True,60.392,,"LINESTRING (3.364604 35.3521716, 3.3649499 35.3517075)",,
377641312,False,,residential,False,194.056,,"LINESTRING (3.35976 35.3485775, 3.3616375 35.3494145)",,
395461133,False,CW 166,secondary,False,31.435,2,"LINESTRING (3.35976 35.3485775, 3.3595914 35.3488245)",,
395461133,False,CW 166,secondary,True,92.319,2,"LINESTRING (3.35976 35.3485775, 3.3602315 35.3478417)",,
395461133,False,CW 166,secondary,False,92.319,2,"LINESTRING (3.3602315 35.3478417, 3.35976 35.3485775)",,
395461133,False,CW 166,secondary,True,54.406,2,"LINESTRING (3.3602315 35.3478417, 3.360503 35.3474054)",,
395461142,False,,residential,True,84.672,,"LINESTRING (3.3602315 35.3478417, 3.3611282 35.3480536)",,
377641309,False,,residential,False,31.475,,"LINESTRING (3.3651205 35.351461, 3.3649499 35.3517075)",,
377641309,False,,residential,True,39.704,,"LINESTRING (3.3651205 35.351461, 3.3653525 35.3511582)",,
377641354,False,,residential,True,30.017,,"LINESTRING (3.3651205 35.351461, 3.3647896 35.3514551)",,
377641337,False,,residential,False,94.07300000000001,,"LINESTRING (3.3651205 35.351461, 3.3653998 35.3514879, 3.365542 35.3515142, 3.3656117 35.3515317, 3.3656868 35.3515295, 3.3661428 35.3514682)",,
377641336,False,,residential,False,76.663,,"LINESTRING (3.3621765 35.3465573, 3.3622469 35.346659, 3.3623732 35.3468346, 3.3625649 35.3471689)",,
377641336,False,,residential,True,103.945,,"LINESTRING (3.3621765 35.3465573, 3.36209 35.3465458, 3.3610548 35.346366)",,
377641283,True,,residential,False,163.934,,"LINESTRING (3.3610654 35.3508842, 3.3616138 35.3494794)",,
