osmid,highway,oneway,reversed,length,geometry,name,bridge,maxspeed,ref,junction
305005329,residential,False,False,101.464,"LINESTRING (4.5823768 36.5149295, 4.5825196 36.514874, 4.5827184 36.5148811, 4.5828996 36.5149272, 4.5830454 36.5149521, 4.5832574 36.5149414, 4.5834806 36.5149119)",,,,,
460529342,tertiary,False,False,196.64300000000003,"LINESTRING (4.5823768 36.5149295, 4.5822455 36.5146899, 4.5821263 36.5144408, 4.5816853 36.5132528)",Abrid n Tiwririn,,,,
"[460529341, 460529342, 512925599]",tertiary,False,True,216.56699999999998,"LINESTRING (4.5823768 36.5149295, 4.5825079 36.515054, 4.5827224 36.5151402, 4.5831891 36.5153713, 4.5835799 36.5155504, 4.5839264 36.5156864, 4.5841191 36.5156748, 4.5842677 36.5156575, 4.5844151 36.515601, 4.5844979 36.5155722)",Abrid n Tiwririn,yes,,,
460529342,tertiary,False,False,31.899,"LINESTRING (4.5816853 36.5132528, 4.5815498 36.5129874)",Abrid n Tiwririn,,,,
305005328,residential,False,True,99.357,"LINESTRING (4.5816853 36.5132528, 4.5821131 36.5131092, 4.5827229 36.5129327)",,,,,
460529342,tertiary,False,True,196.643,"LINESTRING (4.5816853 36.5132528, 4.5821263 36.5144408, 4.5822455 36.5146899, 4.5823768 36.5149295)",Abrid n Tiwririn,,,,
305005314,residential,False,True,10.848,"LINESTRING (4.5872731 36.5126723, 4.5873113 36.5125797)",,,30,,
305005314,residential,False,False,71.575,"LINESTRING (4.5872731 36.5126723, 4.5871355 36.5127239, 4.5865089 36.5128599)",,,30,,
305005324,residential,False,True,136.923,"LINESTRING (4.5872731 36.5126723, 4.5872677 36.5127391, 4.5873562 36.5131207, 4.5874272 36.5133042, 4.5881271 36.5131469)",,,,,
305005314,residential,False,True,38.009,"LINESTRING (4.5833877 36.5135369, 4.5837983 36.5134478)",,,30,,
305005327,residential,False,False,35.938,"LINESTRING (4.5833877 36.5135369, 4.583269 36.5132281)",,,,,
305005345,residential,False,True,38.486,"LINESTRING (4.5833877 36.5135369, 4.5829814 36.5136516)",,,,,
305005347,residential,False,True,61.569,"LINESTRING (4.5833877 36.5135369, 4.5835842 36.5140676)",,,,,
460529342,tertiary,False,True,31.899,"LINESTRING (4.5815498 36.5129874, 4.5816853 36.5132528)",Abrid n Tiwririn,,,,
305005316,residential,False,True,186.4,"LINESTRING (4.5815498 36.5129874, 4.5821796 36.5127298, 4.5825508 36.5126362, 4.5828055 36.5126128, 4.5832494 36.5125309, 4.5835179 36.5124724)",,,30,,
460529342,tertiary,False,False,35.318,"LINESTRING (4.5815498 36.5129874, 4.5814945 36.5128791, 4.5813788 36.5127014)",Abrid n Tiwririn,,,,
305005314,residential,False,False,4.118,"LINESTRING (4.5838428 36.5134382, 4.5837983 36.5134478)",,,30,,
305005314,residential,False,True,50.941,"LINESTRING (4.5838428 36.5134382, 4.5843931 36.5133188)",,,30,,
305005317,residential,False,False,39.982,"LINESTRING (4.5838428 36.5134382, 4.5837408 36.5130881)",,,,,
305005317,residential,False,False,28.127,"LINESTRING (4.5836302 36.5127087, 4.5835179 36.5124724)",,,,,
305005317,residential,False,True,8.018,"LINESTRING (4.5836302 36.5127087, 4.5836507 36.5127789)",,,,,
305005320,residential,False,True,51.476,"LINESTRING (4.5836302 36.5127087, 4.5841825 36.5125773)",,,,,
305005317,residential,False,True,28.127,"LINESTRING (4.5835179 36.5124724, 4.5836302 36.5127087)",,,,,
305005316,residential,False,False,186.4,"LINESTRING (4.5835179 36.5124724, 4.5832494 36.5125309, 4.5828055 36.5126128, 4.5825508 36.5126362, 4.5821796 36.5127298, 4.5815498 36.5129874)",,,30,,
305005316,residential,False,True,56.915,"LINESTRING (4.5835179 36.5124724, 4.5835987 36.5124549, 4.5841228 36.5123127)",,,30,,
305005318,residential,False,False,80.628,"LINESTRING (4.5850572 36.5123997, 4.5841825 36.5125773)",,,,,
305005321,residential,False,False,36.419,"LINESTRING (4.5850572 36.5123997, 4.5849951 36.512076)",,,,,
305005321,residential,False,True,106.596,"LINESTRING (4.5850572 36.5123997, 4.5852251 36.5128294, 4.5849689 36.5128898, 4.5850575 36.5131747)",,,,,
305005318,residential,False,True,80.628,"LINESTRING (4.5841825 36.5125773, 4.5850572 36.5123997)",,,,,
305005319,residential,False,False,29.902,"LINESTRING (4.5841825 36.5125773, 4.5841228 36.5123127)",,,,,
305005319,residential,False,True,84.572,"LINESTRING (4.5841825 36.5125773, 4.5843931 36.5133188)",,,,,
305005320,residential,False,False,51.476,"LINESTRING (4.5841825 36.5125773, 4.5836302 36.5127087)",,,,,
305005314,residential,False,False,50.941,"LINESTRING (4.5843931 36.5133188, 4.5838428 36.5134382)",,,30,,
305005319,residential,False,False,84.572,"LINESTRING (4.5843931 36.5133188, 4.5841825 36.5125773)",,,,,
305005314,residential,False,True,61.501,"LINESTRING (4.5843931 36.5133188, 4.5846655 36.5132597, 4.5850575 36.5131747)",,,30,,
305005316,residential,False,True,4.273,"LINESTRING (4.5841228 36.5123127, 4.5841681 36.5123004)",,,30,,
305005319,residential,False,True,29.902,"LINESTRING (4.5841228 36.5123127, 4.5841825 36.5125773)",,,,,
305005316,residential,False,False,56.915,"LINESTRING (4.5841228 36.5123127, 4.5835987 36.5124549, 4.5835179 36.5124724)",,,30,,
305005314,residential,False,True,1.954,"LINESTRING (4.5850575 36.5131747, 4.5850786 36.5131701)",,,30,,
305005314,residential,False,False,61.501,"LINESTRING (4.5850575 36.5131747, 4.5846655 36.5132597, 4.5843931 36.5133188)",,,30,,
305005321,residential,False,False,106.596,"LINESTRING (4.5850575 36.5131747, 4.5849689 36.5128898, 4.5852251 36.5128294, 4.5850572 36.5123997)",,,,,
305005321,residential,False,True,36.419,"LINESTRING (4.5849951 36.512076, 4.5850572 36.5123997)",,,,,
305005316,residential,False,False,78.008,"LINESTRING (4.5849951 36.512076, 4.584786 36.5121328, 4.5841681 36.5123004)",,,30,,
305005316,residential,False,True,46.257,"LINESTRING (4.5849951 36.512076, 4.5853234 36.5119869, 4.5854884 36.5119506)",,,30,,
305005314,residential,False,True,4.547,"LINESTRING (4.5857736 36.5130194, 4.5858227 36.5130087)",,,30,,
305005322,residential,False,False,50.993,"LINESTRING (4.5857736 36.5130194, 4.585654 36.512571)",,,,,
305005314,residential,False,False,36.866,"LINESTRING (4.5857736 36.5130194, 4.5855346 36.5130712, 4.5853753 36.5131057)",,,30,,
305005322,residential,False,True,70.555,"LINESTRING (4.5854884 36.5119506, 4.585654 36.512571)",,,,,
305005316,residential,False,False,46.257,"LINESTRING (4.5854884 36.5119506, 4.5853234 36.5119869, 4.5849951 36.512076)",,,30,,
"[305005315, 305005316]",residential,False,True,179.283,"LINESTRING (4.5854884 36.5119506, 4.5858547 36.51187, 4.587201 36.5124607, 4.5872813 36.5124975)",,,30,,
305005317,residential,False,False,8.018,"LINESTRING (4.5836507 36.5127789, 4.5836302 36.5127087)",,,,,
305005317,residential,False,True,35.312,"LINESTRING (4.5836507 36.5127789, 4.5837408 36.5130881)",,,,,
305005326,residential,False,False,45.963,"LINESTRING (4.5836507 36.5127789, 4.5831602 36.5129032)",,,,,
305005326,residential,False,True,45.963,"LINESTRING (4.5831602 36.5129032, 4.5836507 36.5127789)",,,,,
305005327,residential,False,True,33.903,"LINESTRING (4.5831602 36.5129032, 4.5831867 36.5129778, 4.5832574 36.5131979)",,,,,
305005328,residential,False,False,41.638,"LINESTRING (4.5831602 36.5129032, 4.583063 36.5128571, 4.5827758 36.5129174, 4.5827229 36.5129327)",,,,,
305005327,residential,False,True,3.514,"LINESTRING (4.5832574 36.5131979, 4.583269 36.5132281)",,,,,
305005344,residential,False,True,37.709,"LINESTRING (4.5832574 36.5131979, 4.5828548 36.5132994)",,,,,
305005327,residential,False,False,33.903,"LINESTRING (4.5832574 36.5131979, 4.5831867 36.5129778, 4.5831602 36.5129032)",,,,,
305005342,residential,False,True,26.024,"LINESTRING (4.5856146 36.5145109, 4.5858935 36.5144436)",,,,,
305005329,residential,False,True,36.614,"LINESTRING (4.5856146 36.5145109, 4.5853672 36.5145712, 4.5852213 36.514603)",,,,,
305005337,residential,False,False,100.35,"LINESTRING (4.5856146 36.5145109, 4.5853449 36.5137889, 4.5852887 36.5136473)",,,,,
305005329,residential,False,False,36.614,"LINESTRING (4.5852213 36.514603, 4.5853672 36.5145712, 4.5856146 36.5145109)",,,,,
305005329,residential,False,True,53.808,"LINESTRING (4.5852213 36.514603, 4.5851837 36.5146112, 4.5846419 36.5147346)",,,,,
305005330,residential,False,False,69.465,"LINESTRING (4.5852213 36.514603, 4.5850756 36.5141913, 4.5850037 36.5140033)",,,,,
305005331,residential,False,False,8.022,"LINESTRING (4.5838253 36.5135166, 4.5837983 36.5134478)",,,,,
"[305005330, 305005331]",residential,False,True,112.55900000000001,"LINESTRING (4.5838253 36.5135166, 4.584192 36.5136942, 4.5842568 36.5137242, 4.5843069 36.5137474, 4.5845189 36.5137261, 4.584868 36.513648, 4.584904 36.5137423)",,,,,
305005335,residential,False,True,54.655,"LINESTRING (4.5838253 36.5135166, 4.5837972 36.5135561, 4.583824 36.5136337, 4.5839899 36.513974)",,,,,
305005314,residential,False,False,38.009,"LINESTRING (4.5837983 36.5134478, 4.5833877 36.5135369)",,,30,,
305005314,residential,False,True,4.118,"LINESTRING (4.5837983 36.5134478, 4.5838428 36.5134382)",,,30,,
305005331,residential,False,True,8.022,"LINESTRING (4.5837983 36.5134478, 4.5838253 36.5135166)",,,,,
305005329,residential,False,False,105.88300000000001,"LINESTRING (4.5834806 36.5149119, 4.583876 36.5148597, 4.5840792 36.5148491, 4.5846226 36.514739, 4.5846419 36.5147346)",,,,,
305005329,residential,False,True,101.46399999999998,"LINESTRING (4.5834806 36.5149119, 4.5832574 36.5149414, 4.5830454 36.5149521, 4.5828996 36.5149272, 4.5827184 36.5148811, 4.5825196 36.514874, 4.5823768 36.5149295)",,,,,
305005332,residential,False,False,62.459,"LINESTRING (4.5834806 36.5149119, 4.5833128 36.5144363, 4.5832863 36.5143724)",,,,,
305005332,residential,False,False,25.659,"LINESTRING (4.5832863 36.5143724, 4.5832244 36.5142943, 4.5831745 36.5141621)",,,,,
305005332,residential,False,True,62.459,"LINESTRING (4.5832863 36.5143724, 4.5833128 36.5144363, 4.5834806 36.5149119)",,,,,
567761936,residential,False,False,80.02600000000001,"LINESTRING (4.5832863 36.5143724, 4.5827733 36.514469, 4.58243 36.5145768)",,,,,
