osmid,lanes,ref,highway,oneway,reversed,length,geometry,maxspeed,junction,name
116854607,2,RN 25,secondary,False,False,27.462,"LINESTRING (3.6723135 36.2930147, 3.6720546 36.2931468)",,,
116854607,2,RN 25,secondary,False,True,78.921,"LINESTRING (3.6723135 36.2930147, 3.6730416 36.2926155)",,,
180301534,,,residential,False,False,47.688,"LINESTRING (3.6723135 36.2930147, 3.6726091 36.2933713)",,,
180301534,,,residential,False,True,28.882,"LINESTRING (3.6723135 36.2930147, 3.6721491 36.2927913)",,,
180301534,,,residential,False,False,25.554,"LINESTRING (3.6728885 36.2937207, 3.673045 36.2939128)",,,
180301534,,,residential,False,True,46.222,"LINESTRING (3.6728885 36.2937207, 3.6726091 36.2933713)",,,
242287183,,,residential,False,False,29.195,"LINESTRING (3.6728885 36.2937207, 3.6726157 36.2938642)",,,
242287183,,,residential,False,True,76.262,"LINESTRING (3.6728885 36.2937207, 3.6736075 36.2933539)",,,
116854607,2,RN 25,secondary,False,False,15.677,"LINESTRING (3.6700949 36.294191, 3.6699418 36.2942592)",,,
116854607,2,RN 25,secondary,False,True,94.927,"LINESTRING (3.6700949 36.294191, 3.6709778 36.2937194)",,,
180301531,,,residential,False,True,44.99,"LINESTRING (3.6700949 36.294191, 3.6703714 36.2945287)",,,
180301530,,,residential,False,False,48.182,"LINESTRING (3.6692142 36.2959662, 3.6697481 36.2959153)",,,
180301530,,,residential,False,True,7.26,"LINESTRING (3.6692142 36.2959662, 3.6691332 36.2959668)",,,
43734370,2,RN 25,primary,True,False,103.354,"LINESTRING (3.6692142 36.2959662, 3.6692115 36.2959967, 3.6692019 36.2960302, 3.6689519 36.2967041, 3.6688959 36.2968588)",,,
180301531,,,residential,False,False,44.99,"LINESTRING (3.6703714 36.2945287, 3.6700949 36.294191)",,,
180302041,,,residential,False,True,93.986,"LINESTRING (3.6703714 36.2945287, 3.6712459 36.2940622)",,,
180301531,,,residential,False,True,52.61,"LINESTRING (3.6703714 36.2945287, 3.6705241 36.2947252, 3.6706686 36.2949365)",,,
180301534,,,residential,False,False,46.222,"LINESTRING (3.6726091 36.2933713, 3.6728885 36.2937207)",,,
180301534,,,residential,False,True,47.688,"LINESTRING (3.6726091 36.2933713, 3.6723135 36.2930147)",,,
180302041,,,residential,False,False,28.462,"LINESTRING (3.6726091 36.2933713, 3.6723414 36.293509)",,,
180302041,,,residential,False,False,93.986,"LINESTRING (3.6712459 36.2940622, 3.6703714 36.2945287)",,,
180302041,,,residential,False,True,115.86,"LINESTRING (3.6712459 36.2940622, 3.6723414 36.293509)",,,
180302042,,,residential,False,False,45.059,"LINESTRING (3.6712459 36.2940622, 3.6709778 36.2937194)",,,
180302042,,,residential,False,True,48.779,"LINESTRING (3.6712459 36.2940622, 3.671541 36.2944308)",,,
180302042,,,residential,False,False,48.779,"LINESTRING (3.671541 36.2944308, 3.6712459 36.2940622)",,,
242287183,,,residential,False,False,96.307,"LINESTRING (3.671541 36.2944308, 3.6706686 36.2949365)",,,
242287183,,,residential,False,True,49.842,"LINESTRING (3.671541 36.2944308, 3.6720107 36.2941908)",,,
180302040,,,residential,False,False,46.522,"LINESTRING (3.6726157 36.2938642, 3.6723414 36.293509)",,,
242287183,,,residential,False,False,65.26,"LINESTRING (3.6726157 36.2938642, 3.6720107 36.2941908)",,,
242287183,,,residential,False,True,29.195,"LINESTRING (3.6726157 36.2938642, 3.6728885 36.2937207)",,,
116854607,2,RN 25,secondary,False,False,94.927,"LINESTRING (3.6709778 36.2937194, 3.6700949 36.294191)",,,
116854607,2,RN 25,secondary,False,True,44.782,"LINESTRING (3.6709778 36.2937194, 3.6714031 36.293508)",,,
180302042,,,residential,False,True,45.059,"LINESTRING (3.6709778 36.2937194, 3.6712459 36.2940622)",,,
116854607,2,RN 25,secondary,False,False,70.869,"LINESTRING (3.6720546 36.2931468, 3.6714031 36.293508)",,,
116854607,2,RN 25,secondary,False,True,27.462,"LINESTRING (3.6720546 36.2931468, 3.6723135 36.2930147)",,,
180302040,,,residential,False,True,47.778,"LINESTRING (3.6720546 36.2931468, 3.6723414 36.293509)",,,
180302040,,,residential,False,False,47.778,"LINESTRING (3.6723414 36.293509, 3.6720546 36.2931468)",,,
180302040,,,residential,False,True,46.522,"LINESTRING (3.6723414 36.293509, 3.6726157 36.2938642)",,,
180302041,,,residential,False,False,115.86,"LINESTRING (3.6723414 36.293509, 3.6712459 36.2940622)",,,
180302041,,,residential,False,True,28.462,"LINESTRING (3.6723414 36.293509, 3.6726091 36.2933713)",,,
310887535,,,residential,False,False,11.969,"LINESTRING (3.6711034 36.2901736, 3.6712151 36.2901146)",,,
242203588,,,primary,True,False,3.1390000000000002,"LINESTRING (3.6711034 36.2901736, 3.6710901 36.2901828, 3.6710741 36.2901885)",,roundabout,
242203617,2,,secondary,True,False,5.538,"LINESTRING (3.6689161 36.2949024, 3.6689178 36.2949273, 3.6689107 36.2949515)",,roundabout,
43734370,2,RN 25,primary,True,False,116.217,"LINESTRING (3.6689107 36.2949515, 3.6689159 36.2950186, 3.6689293 36.295077, 3.6691173 36.2956474, 3.6692047 36.2959216, 3.6692142 36.2959662)",,,
242203617,2,,secondary,True,False,18.057,"LINESTRING (3.6689107 36.2949515, 3.6688937 36.2949748, 3.6688686 36.2949928, 3.6688378 36.2950037, 3.6688044 36.2950065, 3.6687716 36.2950008, 3.6687425 36.2949873)",,roundabout,
242203594,1,,secondary,True,False,21.053,"LINESTRING (3.6687024 36.2949234, 3.6685237 36.2948005)",,,
242203617,2,,secondary,True,False,13.514,"LINESTRING (3.6687024 36.2949234, 3.6687053 36.2948992, 3.6687164 36.2948766, 3.6687348 36.2948574, 3.6687591 36.294843, 3.6687874 36.2948345)",,roundabout,
242203588,,,primary,True,False,1.846,"LINESTRING (3.6710741 36.2901885, 3.6710536 36.2901901)",,roundabout,
242203590,2,RN 25,primary,False,False,52.032,"LINESTRING (3.6710741 36.2901885, 3.6713491 36.2906006)",50,,
242203588,,,primary,True,False,10.985,"LINESTRING (3.6710006 36.2901304, 3.6710089 36.2901154, 3.671023 36.2901035, 3.6710413 36.2900961, 3.6710616 36.2900942, 3.6710815 36.2900979, 3.6710987 36.2901068)",,roundabout,
242203620,,RN 25,primary,True,False,171.772,"LINESTRING (3.6710006 36.2901304, 3.6707946 36.2898861, 3.6706249 36.289651, 3.6705471 36.2895283, 3.6702676 36.288975, 3.6702017 36.2888478, 3.6701643 36.2888034, 3.6701216 36.2887662)",,,
318078125,,,residential,False,True,11.505,"LINESTRING (3.6710536 36.2901901, 3.6709478 36.2902487)",,,
242203588,,,primary,True,False,7.396000000000001,"LINESTRING (3.6710536 36.2901901, 3.6710336 36.2901859, 3.6710166 36.2901765, 3.6710046 36.290163, 3.670999 36.290147)",,roundabout,
242203588,,,primary,True,False,1.66,"LINESTRING (3.6710987 36.2901068, 3.6711102 36.2901185)",,roundabout,
242203599,1,RN 25,secondary,True,False,26.034000000000002,"LINESTRING (3.6688037 36.2948327, 3.6688684 36.2948102, 3.6690602 36.2947233)",,,
242203617,2,,secondary,True,False,13.815,"LINESTRING (3.6688037 36.2948327, 3.6688344 36.2948348, 3.6688632 36.2948437, 3.6688876 36.2948589, 3.6689057 36.294879, 3.6689161 36.2949024)",,roundabout,
242203617,2,,secondary,True,False,8.18,"LINESTRING (3.6687425 36.2949873, 3.6687217 36.2949694, 3.668708 36.2949475, 3.6687024 36.2949234)",,roundabout,
242203589,,,primary,True,False,12.236,"LINESTRING (3.6702136 36.2886135, 3.6702402 36.2886307, 3.6702586 36.2886539, 3.6702669 36.2886806, 3.6702641 36.288708)",,roundabout,
242203588,,,primary,True,False,6.537999999999999,"LINESTRING (3.6711102 36.2901185, 3.6711167 36.2901324, 3.6711176 36.2901473, 3.6711128 36.2901617, 3.6711034 36.2901736)",,roundabout,
564458382,,,residential,True,False,9.424999999999999,"LINESTRING (3.6711102 36.2901185, 3.6711388 36.2901155, 3.6711767 36.2901156, 3.6712151 36.2901146)",,,
242203589,,,primary,True,False,16.158,"LINESTRING (3.6702641 36.288708, 3.6702495 36.2887346, 3.6702247 36.2887557, 3.6701926 36.2887688, 3.6701568 36.2887725, 3.6701216 36.2887662)",,roundabout,
242203592,,RN 25,primary,True,False,174.049,"LINESTRING (3.6702641 36.288708, 3.6702709 36.2887664, 3.6702812 36.2888191, 3.6703178 36.2888899, 3.6706377 36.2895092, 3.670715 36.2896201, 3.6709758 36.2899104, 3.6710596 36.2900362, 3.6710987 36.2901068)",,,
652964712,1,,secondary,True,False,23.934,"LINESTRING (3.6685237 36.2948005, 3.6687874 36.2948345)",,,
180301530,,,residential,False,False,7.26,"LINESTRING (3.6691332 36.2959668, 3.6692142 36.2959662)",,,
242203604,2,RN 25,primary,True,False,115.518,"LINESTRING (3.6691332 36.2959668, 3.669126 36.2959289, 3.6691011 36.2958596, 3.6688643 36.2951307, 3.6688159 36.2950561, 3.6687425 36.2949873)",,,
242203589,,,primary,True,False,18.362000000000002,"LINESTRING (3.6700571 36.2886761, 3.6700672 36.2886498, 3.6700871 36.2886274, 3.6701148 36.2886113, 3.6701474 36.2886033, 3.6701815 36.288604, 3.6702136 36.2886135)",,roundabout,
242203589,,,primary,True,False,12.385,"LINESTRING (3.6701216 36.2887662, 3.6700922 36.2887515, 3.6700703 36.28873, 3.6700582 36.2887039, 3.6700571 36.2886761)",,roundabout,
564458378,,,residential,True,False,19.456,"LINESTRING (3.6701216 36.2887662, 3.6700681 36.2887661, 3.6700181 36.2887746, 3.6699102 36.2888002)",,,
242205427,,,residential,False,False,98.663,"LINESTRING (3.6743357 36.2929896, 3.6737349 36.2922461)",,,
242205427,,,residential,False,True,24.802,"LINESTRING (3.6743357 36.2929896, 3.6744948 36.2931721)",,,
242287183,,,residential,False,False,76.813,"LINESTRING (3.6743357 36.2929896, 3.6736075 36.2933539)",,,
242287183,,,residential,False,True,28.519,"LINESTRING (3.6743357 36.2929896, 3.674598 36.2928444)",,,
242205426,,,residential,False,True,54.208,"LINESTRING (3.676648 36.2890912, 3.6763243 36.2886794)",,,
242287166,,,residential,False,False,29.602,"LINESTRING (3.676648 36.2890912, 3.6769232 36.288944)",,,
242205426,,,residential,False,False,96.394,"LINESTRING (3.676648 36.2890912, 3.676817 36.2893183, 3.6771228 36.2898676)",,,
242205430,,,residential,False,False,51.739,"LINESTRING (3.6746008 36.2917847, 3.6742894 36.2913929)",,,
563437373,,CW 225,secondary,False,False,64.064,"LINESTRING (3.6746008 36.2917847, 3.6740045 36.2921024)",,,
563437373,,CW 225,secondary,False,True,50.326,"LINESTRING (3.6746008 36.2917847, 3.6748315 36.2916617, 3.6750692 36.2915351)",,,
242205427,,,residential,False,False,42.149,"LINESTRING (3.6728758 36.2911646, 3.6726189 36.2908471)",,,
242205427,,,residential,False,True,117.821,"LINESTRING (3.6728758 36.2911646, 3.6735861 36.2920562)",,,
242287168,,,residential,False,False,92.989,"LINESTRING (3.6728758 36.2911646, 3.6737511 36.2907156)",,,Rue Mihoubi Brahim
242287168,,,residential,False,True,45.167,"LINESTRING (3.6728758 36.2911646, 3.6724573 36.2913909)",,,Rue Mihoubi Brahim
242205430,,,residential,False,True,46.09,"LINESTRING (3.6726922 36.2893259, 3.6729675 36.289676)",,,
310887535,,,residential,False,True,97.925,"LINESTRING (3.6726922 36.2893259, 3.6717818 36.2898128)",,,
310887535,,,residential,False,False,22.042,"LINESTRING (3.6726922 36.2893259, 3.6727427 36.28929, 3.6727595 36.2892356, 3.6727382 36.2891788, 3.6727192 36.2891547)",,,
242205430,,,residential,False,False,7.664,"LINESTRING (3.6730163 36.2897326, 3.6729675 36.289676)",,,
242205430,,,residential,False,True,127.612,"LINESTRING (3.6730163 36.2897326, 3.6737511 36.2907156)",,,
242287199,,,residential,False,False,97.303,"LINESTRING (3.6730163 36.2897326, 3.672105 36.2902082)",,,
180301533,,,residential,False,True,51.957,"LINESTRING (3.6765646 36.2918241, 3.6762472 36.2914331)",,,
242287183,,,residential,False,False,97.255,"LINESTRING (3.6765646 36.2918241, 3.6756512 36.2922963)",,,
242287183,,,residential,False,True,10.826,"LINESTRING (3.6765646 36.2918241, 3.6766678 36.2917735)",,,
242205426,,,residential,False,False,9.625,"LINESTRING (3.6771228 36.2898676, 3.6771667 36.2899466)",,,
242287188,,,residential,False,False,31.519,"LINESTRING (3.6771228 36.2898676, 3.6768278 36.2900219)",,,
242205426,,,residential,False,True,96.394,"LINESTRING (3.6771228 36.2898676, 3.676817 36.2893183, 3.676648 36.2890912)",,,
180301533,,,residential,False,False,48.523,"LINESTRING (3.6759518 36.2910674, 3.6762472 36.2914331)",,,
563437373,,CW 225,secondary,False,False,94.668,"LINESTRING (3.6759518 36.2910674, 3.6750692 36.2915351)",,,
563437373,,CW 225,secondary,False,True,12.437,"LINESTRING (3.6759518 36.2910674, 3.6760677 36.2910059)",,,
613947314,,,residential,False,True,49.336,"LINESTRING (3.6752298 36.2890756, 3.6756521 36.2893602)",,,
242205429,,,residential,False,False,94.575,"LINESTRING (3.6752298 36.2890756, 3.6752057 36.2891297, 3.6746023 36.2897561)",,,
242205429,,,residential,False,True,36.293,"LINESTRING (3.6752298 36.2890756, 3.6752298 36.2890237, 3.675211 36.2889783, 3.6750529 36.2887909)",,,
242205427,,,residential,False,False,53.799,"LINESTRING (3.676938 36.2961768, 3.6766001 36.2957769)",,,
242205427,,,residential,False,True,27.093,"LINESTRING (3.676938 36.2961768, 3.6771366 36.2963605)",,,
242287197,,,residential,False,False,74.847,"LINESTRING (3.676938 36.2961768, 3.6762641 36.2965744)",,,
242287197,,,residential,False,True,75.96,"LINESTRING (3.676938 36.2961768, 3.6776212 36.2957725)",,,
242205429,,,residential,False,False,157.02200000000002,"LINESTRING (3.6746023 36.2897561, 3.674555 36.2897821, 3.6745224 36.2897962, 3.6744756 36.2898101, 3.6743854 36.2898187, 3.673729 36.2896319, 3.673394 36.2895491, 3.6733412 36.2895395, 3.6732914 36.2895414, 3.673237 36.2895513, 3.6729675 36.289676)",,,
242205429,,,residential,False,True,94.575,"LINESTRING (3.6746023 36.2897561, 3.6752057 36.2891297, 3.6752298 36.2890756)",,,
591918239,,,residential,False,True,66.83800000000001,"LINESTRING (3.6746023 36.2897561, 3.674982 36.2901546, 3.675052 36.2902355)",,,
242205426,,,residential,False,True,45.467,"LINESTRING (3.6773868 36.290315, 3.6771667 36.2899466)",,,
563437373,,CW 225,secondary,False,False,80.931,"LINESTRING (3.6773868 36.290315, 3.6766367 36.2907202)",,,
563437373,,CW 225,secondary,False,True,17.461,"LINESTRING (3.6773868 36.290315, 3.6775531 36.2902332)",,,
242205426,,,residential,False,False,96.33600000000001,"LINESTRING (3.6773868 36.290315, 3.6778786 36.2908914, 3.678 36.2910265)",,,
242205430,,,residential,False,False,46.09,"LINESTRING (3.6729675 36.289676, 3.6726922 36.2893259)",,,
242205430,,,residential,False,True,7.664,"LINESTRING (3.6729675 36.289676, 3.6730163 36.2897326)",,,
242205429,,,residential,False,True,157.022,"LINESTRING (3.6729675 36.289676, 3.673237 36.2895513, 3.6732914 36.2895414, 3.6733412 36.2895395, 3.673394 36.2895491, 3.673729 36.2896319, 3.6743854 36.2898187, 3.6744756 36.2898101, 3.6745224 36.2897962, 3.674555 36.2897821, 3.6746023 36.2897561)",,,
242205427,,,residential,False,False,24.975,"LINESTRING (3.6737349 36.2922461, 3.6735861 36.2920562)",,,
242205427,,,residential,False,True,98.663,"LINESTRING (3.6737349 36.2922461, 3.6743357 36.2929896)",,,
563437373,,CW 225,secondary,False,False,74.486,"LINESTRING (3.6737349 36.2922461, 3.6730416 36.2926155)",,,
563437373,,CW 225,secondary,False,True,28.968,"LINESTRING (3.6737349 36.2922461, 3.6740045 36.2921024)",,,
242205427,,,residential,False,True,52.651,"LINESTRING (3.6717818 36.2898128, 3.672105 36.2902082)",,,
310887535,,,residential,False,False,97.925,"LINESTRING (3.6717818 36.2898128, 3.6726922 36.2893259)",,,
310887535,,,residential,False,True,60.877,"LINESTRING (3.6717818 36.2898128, 3.6712151 36.2901146)",,,
242205430,,,residential,False,False,127.612,"LINESTRING (3.6737511 36.2907156, 3.6730163 36.2897326)",,,
242205430,,,residential,False,True,28.759,"LINESTRING (3.6737511 36.2907156, 3.6739149 36.290938)",,,
242287168,,,residential,False,True,92.989,"LINESTRING (3.6737511 36.2907156, 3.6728758 36.2911646)",,,Rue Mihoubi Brahim
242205426,,,residential,False,False,28.548,"LINESTRING (3.6787297 36.2917988, 3.6788939 36.2920188)",,,
242205426,,,residential,False,True,35.774,"LINESTRING (3.6787297 36.2917988, 3.6784771 36.2915497)",,,
180301534,,,residential,False,False,91.743,"LINESTRING (3.6737724 36.2948062, 3.6743262 36.2955001)",,,
180301534,,,residential,False,True,118.822,"LINESTRING (3.6737724 36.2948062, 3.673045 36.2939128)",,,
242287192,,,residential,False,False,96.753,"LINESTRING (3.6737724 36.2948062, 3.6728708 36.2952848)",,,
242287192,,,residential,False,True,75.547,"LINESTRING (3.6737724 36.2948062, 3.6744731 36.2944285)",,,
242205430,,,residential,False,False,60.706,"LINESTRING (3.6742894 36.2913929, 3.6739149 36.290938)",,,
242205430,,,residential,False,True,51.739,"LINESTRING (3.6742894 36.2913929, 3.6746008 36.2917847)",,,
242287188,,,residential,False,True,49.448,"LINESTRING (3.6742894 36.2913929, 3.6745447 36.2912631, 3.674756 36.2911556)",,,
242287163,,,residential,False,True,46.825,"LINESTRING (3.6769826 36.2950421, 3.6772864 36.2953847)",,,
508272066,,,residential,False,True,73.233,"LINESTRING (3.6769826 36.2950421, 3.6763045 36.2954096)",,,
"[508272066, 242287180]",,,residential,False,False,71.301,"LINESTRING (3.6769826 36.2950421, 3.6771487 36.2949549, 3.677157 36.2949127, 3.677149 36.2948813, 3.6768376 36.2945613)",,,
242287183,,,residential,False,False,40.18,"LINESTRING (3.677035 36.2915662, 3.6766678 36.2917735)",,,
242287180,,,residential,False,True,57.813,"LINESTRING (3.6752115 36.2925309, 3.6755752 36.2929603)",,,
242287183,,,residential,False,False,65.103,"LINESTRING (3.6752115 36.2925309, 3.674598 36.2928444)",,,
242287183,,,residential,False,True,47.26,"LINESTRING (3.6752115 36.2925309, 3.6756512 36.2922963)",,,
242287168,,,residential,False,False,93.92,"LINESTRING (3.6705615 36.2924321, 3.6714287 36.2919579)",,,Rue Mihoubi Brahim
242287168,,,residential,False,True,118.166,"LINESTRING (3.6705615 36.2924321, 3.6694372 36.2929872)",,,Rue Mihoubi Brahim
242287171,,,residential,False,False,83.167,"LINESTRING (3.6705615 36.2924321, 3.671055 36.2930655)",,,
242287171,,,residential,False,True,132.389,"LINESTRING (3.6705615 36.2924321, 3.6703989 36.2922414, 3.6697537 36.2914354)",,,
242203590,2,RN 25,primary,False,False,90.521,"LINESTRING (3.6715878 36.2908784, 3.6721595 36.2915495)",50,,
242203590,2,RN 25,primary,False,True,37.575,"LINESTRING (3.6715878 36.2908784, 3.6713491 36.2906006)",50,,
242287161,,,residential,False,False,79.425,"LINESTRING (3.6715878 36.2908784, 3.6723193 36.2904752)",,,
242287161,,,residential,False,True,76.33,"LINESTRING (3.6715878 36.2908784, 3.6708726 36.2912511)",,,
242287172,,,residential,False,True,50.776,"LINESTRING (3.674598 36.2928444, 3.6742829 36.2924649)",,,
242287183,,,residential,False,False,28.519,"LINESTRING (3.674598 36.2928444, 3.6743357 36.2929896)",,,
242287183,,,residential,False,True,65.103,"LINESTRING (3.674598 36.2928444, 3.6752115 36.2925309)",,,
242205427,,,residential,False,False,37.971,"LINESTRING (3.6759946 36.2950148, 3.6757535 36.294734)",,,
242205427,,,residential,False,True,51.948,"LINESTRING (3.6759946 36.2950148, 3.6763045 36.2954096)",,,
242287176,,,residential,False,True,80.062,"LINESTRING (3.6759946 36.2950148, 3.6752427 36.2954036)",,,
242287176,,,residential,False,False,90.84299999999999,"LINESTRING (3.6759946 36.2950148, 3.6764031 36.2947883, 3.6768376 36.2945613)",,,
242287183,,,residential,False,False,49.842,"LINESTRING (3.6720107 36.2941908, 3.671541 36.2944308)",,,
242287183,,,residential,False,True,65.26,"LINESTRING (3.6720107 36.2941908, 3.6726157 36.2938642)",,,
508272068,,,residential,False,False,56.165,"LINESTRING (3.6720107 36.2941908, 3.6723437 36.2946187)",,,
242287188,,,residential,False,True,49.906,"LINESTRING (3.6762791 36.290332, 3.6767312 36.29007)",,,
508272073,,,residential,False,True,53.764,"LINESTRING (3.6762791 36.290332, 3.6766367 36.2907202)",,,
242287174,,,residential,False,False,108.881,"LINESTRING (3.6762791 36.290332, 3.6762249 36.2902744, 3.6761847 36.2902582, 3.6751071 36.2901979)",,,
242287188,,,residential,False,False,76.903,"LINESTRING (3.6762791 36.290332, 3.6757846 36.2906079, 3.675569 36.2907201)",,,
242287194,,,residential,False,True,73.24,"LINESTRING (3.6723437 36.2946187, 3.6716474 36.2949635)",,,
508272068,,,residential,False,False,87.849,"LINESTRING (3.6723437 36.2946187, 3.6728708 36.2952848)",,,
508272068,,,residential,False,True,56.165,"LINESTRING (3.6723437 36.2946187, 3.6720107 36.2941908)",,,
242205430,,,residential,False,False,28.759,"LINESTRING (3.6739149 36.290938, 3.6737511 36.2907156)",,,
242205430,,,residential,False,True,60.706,"LINESTRING (3.6739149 36.290938, 3.6742894 36.2913929)",,,
242287170,,,residential,False,True,48.887,"LINESTRING (3.6739149 36.290938, 3.674374 36.2907006)",,,
242287194,,,residential,False,False,81.635,"LINESTRING (3.6708917 36.2953734, 3.6716474 36.2949635)",,,
733465114,,,residential,False,False,49.888,"LINESTRING (3.6708917 36.2953734, 3.6705831 36.295)",,,
733465114,,,residential,False,True,56.412,"LINESTRING (3.6708917 36.2953734, 3.6712493 36.2957909)",,,
242287169,,,residential,False,True,32.286,"LINESTRING (3.6773106 36.29294, 3.6771939 36.2926653)",,,
508272060,,,residential,False,False,148.624,"LINESTRING (3.6773106 36.29294, 3.6786569 36.2921596)",,,
508272060,,,residential,False,True,33.26,"LINESTRING (3.6773106 36.29294, 3.6769896 36.2930901)",,,
242287189,,,residential,False,False,73.313,"LINESTRING (3.6784905 36.2907069, 3.6789399 36.2912578)",,,
242287195,,,residential,False,False,56.529,"LINESTRING (3.6784905 36.2907069, 3.678 36.2910265)",,,
242287195,,,residential,False,True,41.260999999999996,"LINESTRING (3.6784905 36.2907069, 3.6787365 36.290555, 3.6787703 36.2905198, 3.6787838 36.2904982, 3.6788037 36.2904481)",,,
242287169,,,residential,False,False,32.286,"LINESTRING (3.6771939 36.2926653, 3.6773106 36.29294)",,,
242287169,,,residential,False,True,52.514,"LINESTRING (3.6771939 36.2926653, 3.6770165 36.2922152)",,,
564595559,,,residential,False,True,139.675,"LINESTRING (3.6771939 36.2926653, 3.6784369 36.2919076)",,,
242287179,,,residential,False,False,50.272,"LINESTRING (3.6753432 36.2919296, 3.6750692 36.2915351)",,,
242287179,,,residential,False,True,49.24,"LINESTRING (3.6753432 36.2919296, 3.6756512 36.2922963)",,,
242287181,,,residential,False,False,112.131,"LINESTRING (3.6753432 36.2919296, 3.6742829 36.2924649)",,,
242287181,,,residential,False,True,98.043,"LINESTRING (3.6753432 36.2919296, 3.6762472 36.2914331)",,,
180301534,,,residential,False,False,38.859,"LINESTRING (3.6743262 36.2955001, 3.6745551 36.2957969)",,,
180301534,,,residential,False,True,91.743,"LINESTRING (3.6743262 36.2955001, 3.6737724 36.2948062)",,,
242287184,,,residential,False,True,75.234,"LINESTRING (3.6743262 36.2955001, 3.675016 36.2951145)",,,
180301534,,,residential,False,False,112.944,"LINESTRING (3.6714287 36.2919579, 3.6721491 36.2927913)",,,
