osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
292117127,2,Rond point du Marché,tertiary,20,roundabout,True,False,9.956,"LINESTRING (1.0813857 26.9707619, 1.0814155 26.9707483, 1.0814488 26.9707449, 1.0814813 26.970752)",
292117122,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,18.076,"LINESTRING (1.0781903 26.9720091, 1.0780103 26.9719828)",
292117123,2,,tertiary,,,False,False,7.575,"LINESTRING (1.0781903 26.9720091, 1.0782035 26.971942)",
303104356,2,,tertiary,30,,True,False,9.29,"LINESTRING (1.079329 26.972167, 1.0793431 26.9720844)",
292117122,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,114.277,"LINESTRING (1.079329 26.972167, 1.0789651 26.9721339, 1.0781903 26.9720091)",
292117122,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,153.893,"LINESTRING (1.0809473 26.9723697, 1.0794801 26.9721379, 1.0794173 26.9721397)",
292117126,2,Rond point BADR Banque,tertiary,30,roundabout,True,False,10.951,"LINESTRING (1.0809473 26.9723697, 1.0809393 26.9723549, 1.0809359 26.9723388, 1.0809371 26.9723224, 1.080943 26.9723069, 1.0809532 26.9722932, 1.0809669 26.9722822)",
296691504,2,Rue Si El Haouès,tertiary,30,,True,False,9.281,"LINESTRING (1.0832943 26.9726702, 1.0832546 26.9727458)",
296844542,,,residential,,,False,False,92.501,"LINESTRING (1.0797696 26.9764949, 1.0788521 26.9763418)",
833162232,,,residential,,,False,True,6.78,"LINESTRING (1.0797696 26.9764949, 1.0798367 26.9765068)",
431148806,2,Rue Larbi Ben Mhidi,tertiary,30,,True,False,49.178,"LINESTRING (1.0797696 26.9764949, 1.0798065 26.9763242, 1.0798545 26.9760592)",
292117124,2,Rond point de Mohamed Bou Rass 1er Novembre,tertiary,,roundabout,True,False,3.09,"LINESTRING (1.0828899 26.9726875, 1.0828814 26.9726991, 1.0828704 26.972709)",
832378503,,,residential,,roundabout,True,False,2.496,"LINESTRING (1.0825939 26.9735315, 1.0825968 26.9735092)",
833171971,2,Rue Ibn Khadoune,tertiary,30,,True,False,26.555,"LINESTRING (1.0813709 26.9708838, 1.0811058 26.970849)",
292117127,2,Rond point du Marché,tertiary,20,roundabout,True,False,15.199999999999998,"LINESTRING (1.0813709 26.9708838, 1.081355 26.9708604, 1.0813484 26.9708337, 1.0813517 26.9708065, 1.0813646 26.9707817, 1.0813857 26.9707619)",
292117121,2,,tertiary_link,,,False,False,12.78,"LINESTRING (1.0817716 26.9725543, 1.0817926 26.9724409)",
292117136,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,73.67399999999999,"LINESTRING (1.0817716 26.9725543, 1.0811961 26.972428, 1.0810536 26.9723842)",
313361257,2,Rue 1er Novembre,residential,30,,True,False,31.564,"LINESTRING (1.0828704 26.972709, 1.0827595 26.9729751)",
292117124,2,Rond point de Mohamed Bou Rass 1er Novembre,tertiary,,roundabout,True,False,10.183,"LINESTRING (1.0828704 26.972709, 1.082848 26.9727203, 1.0828227 26.9727242, 1.0827974 26.9727204, 1.082775 26.9727092)",
292117129,2,Rue Colonel Lotfi,residential,20,,False,False,39.069,"LINESTRING (1.0772915 26.972891, 1.0773673 26.9725462)",
296897297,,,residential,,,False,True,44.596999999999994,"LINESTRING (1.0772915 26.972891, 1.0772058 26.9729317, 1.0768611 26.9728642)",
292117147,2,Rue de l'APC,residential,30,,False,False,7.166,"LINESTRING (1.0791633 26.9729055, 1.0792343 26.9729177)",
292117146,2,Rue CV 01,residential,30,,True,False,83.74600000000001,"LINESTRING (1.0791633 26.9729055, 1.0792858 26.9723662, 1.0793186 26.9722086, 1.079329 26.972167)",
292117147,2,Rue de l'APC,residential,30,,False,True,59.816,"LINESTRING (1.0791633 26.9729055, 1.0790836 26.9728918, 1.0785715 26.9727997)",
292117110,2,Rue Larbi Ben Mhidi,tertiary,30,,True,False,18.196,"LINESTRING (1.0801117 26.9748613, 1.0801578 26.9747029)",
296753304,,,residential,,,False,False,6.742,"LINESTRING (1.0801117 26.9748613, 1.0801777 26.974876)",
296753304,,,residential,,,False,True,67.064,"LINESTRING (1.0801117 26.9748613, 1.0794563 26.974711)",
292117115,2,Rue Si El Haouès,tertiary,30,,True,False,86.805,"LINESTRING (1.0832215 26.9726491, 1.0835695 26.9719327)",
292117152,2,Rue Mohamed Bou Rass,tertiary,40,,True,False,7.586,"LINESTRING (1.0832215 26.9726491, 1.0832943 26.9726702)",
300077397,2,Rue Mohamed Bou Rass,tertiary,40,,True,False,7.255,"LINESTRING (1.0832546 26.9727458, 1.0831856 26.972724)",
292117110,2,Rue Larbi Ben Mhidi,tertiary,30,,True,False,88.475,"LINESTRING (1.0805001 26.9738025, 1.0807666 26.9730431)",
296722544,2,,residential,30,,False,False,8.01,"LINESTRING (1.0805001 26.9738025, 1.0805753 26.9738289)",
296752261,2,Rue Belalem Mohamed Bei,residential,,,False,False,128.15300000000002,"LINESTRING (1.0805001 26.9738025, 1.0804742 26.9737945, 1.0803785 26.9737553, 1.0798606 26.9735743, 1.0792727 26.9734502)",
292117130,,,residential,10,,False,False,85.769,"LINESTRING (1.0774215 26.9712732, 1.0782722 26.9714151)",
296687069,2,Rue Colonel Lotfi,residential,20,,False,True,33.612,"LINESTRING (1.0774215 26.9712732, 1.0773522 26.9715691)",
296687069,2,Rue Colonel Lotfi,residential,20,,False,False,58.062999999999995,"LINESTRING (1.0774215 26.9712732, 1.0775024 26.9709457, 1.0774311 26.97077)",
292117129,2,Rue Colonel Lotfi,residential,20,,False,True,7.435,"LINESTRING (1.0775398 26.9718366, 1.0775247 26.9719021)",
292117158,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,7.995,"LINESTRING (1.0775398 26.9718366, 1.0776187 26.9718516)",
296687069,2,Rue Colonel Lotfi,residential,20,,False,False,31.102,"LINESTRING (1.0775398 26.9718366, 1.0774322 26.9717325, 1.0773924 26.9716719, 1.0773612 26.9716099)",
292117144,2,,tertiary,30,,False,False,7.642,"LINESTRING (1.0780254 26.9719154, 1.0780103 26.9719828)",
292117158,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,17.896,"LINESTRING (1.0780254 26.9719154, 1.0782035 26.971942)",
292117122,2,Rue Mohamed Bou Rass,tertiary,30,,True,False,41.183,"LINESTRING (1.0780103 26.9719828, 1.0776015 26.9719162)",
292117144,2,,tertiary,30,,False,True,7.642,"LINESTRING (1.0780103 26.9719828, 1.0780254 26.9719154)",
303104353,2,,residential,,,False,False,13.765,"LINESTRING (1.0780103 26.9719828, 1.077978 26.9721032)",
292117146,2,Rue CV 01,residential,30,,True,False,44.341,"LINESTRING (1.0790754 26.9732965, 1.0791633 26.9729055)",
297408567,2,Rue Belalem Mohamed Bei,residential,30,,True,False,27.543,"LINESTRING (1.0790754 26.9732965, 1.0788044 26.9732415)",
292117109,2,Rue Larbi Ben Mhidi,tertiary,30,,True,False,57.651,"LINESTRING (1.0805753 26.9738289, 1.0803751 26.9743157)",
296722544,2,,residential,30,,False,True,8.01,"LINESTRING (1.0805753 26.9738289, 1.0805001 26.9738025)",
298862919,2,Rue Belalem Mohamed Bei,residential,30,,False,False,46.26199999999999,"LINESTRING (1.0805753 26.9738289, 1.080602 26.9738369, 1.0810217 26.9739506)",
292117118,2,شارع الحريه,residential,20,,False,True,5.81,"LINESTRING (1.0806639 26.9697074, 1.0806493 26.969758)",
296687070,2,Rue Colonel Lotfi,residential,30,,False,True,143.725,"LINESTRING (1.0806639 26.9697074, 1.0802155 26.9695945, 1.0795098 26.9694296, 1.0792616 26.9693784)",
296752047,,Rue de Libérté,residential,30,,False,False,62.959999999999994,"LINESTRING (1.0806639 26.9697074, 1.0806935 26.9696396, 1.0808279 26.9691609)",
298919460,2,Rue Colonel Lotfi,residential,30,,True,False,80.447,"LINESTRING (1.0806639 26.9697074, 1.0807134 26.9697081, 1.0814452 26.9698982)",
296691503,2,,residential,,,False,True,13.153,"LINESTRING (1.0804304 26.9705693, 1.0803998 26.9706844)",
833171970,2,Rue Ibn Khadoune,tertiary,30,,True,False,72.426,"LINESTRING (1.0804304 26.9705693, 1.0811362 26.9707383)",
292117118,2,شارع الحريه,residential,20,,False,False,92.798,"LINESTRING (1.0804304 26.9705693, 1.0804513 26.970491, 1.0806389 26.9697858, 1.0806493 26.969758)",
292117127,2,Rond point du Marché,tertiary,20,roundabout,True,False,12.023,"LINESTRING (1.0814813 26.970752, 1.081502 26.9707632, 1.0815189 26.9707788, 1.0815308 26.9707976, 1.0815368 26.9708185, 1.0815368 26.9708402)",
