osmid,oneway,highway,junction,reversed,length,geometry,maxspeed
574499287,True,secondary,roundabout,False,3.975,"LINESTRING (7.7361765 36.8565073, 7.7361747 36.8565251, 7.7361655 36.8565414)",
574499287,True,secondary,roundabout,False,3.5620000000000003,"LINESTRING (7.7360492 36.8565232, 7.736048 36.8565072, 7.736053 36.8564917)",
42147741,False,residential,,True,35.698,"LINESTRING (7.7428527 36.8522366, 7.7428294 36.8519161)",
42050114,False,residential,,False,77.37,"LINESTRING (7.7428527 36.8522366, 7.7428651 36.8525397, 7.7428932 36.8529316)",
316461799,False,residential,,False,101.944,"LINESTRING (7.7428527 36.8522366, 7.7433876 36.8522166, 7.7439978 36.8522103)",
427843723,False,residential,,True,140.67000000000002,"LINESTRING (7.7428527 36.8522366, 7.7415074 36.8522982, 7.7412745 36.8523113)",
42050108,False,residential,,False,142.27,"LINESTRING (7.7410972 36.8567968, 7.7410404 36.8568079, 7.740902 36.8567465, 7.740689 36.8566384, 7.7404047 36.8564602, 7.74021 36.8563515, 7.7400099 36.8562921, 7.7396921 36.8562811)",
42050108,False,residential,,True,120.336,"LINESTRING (7.7410972 36.8567968, 7.7415034 36.8566829, 7.7423695 36.8564297)",
342634718,False,residential,,False,70.268,"LINESTRING (7.7410972 36.8567968, 7.7413459 36.8570446, 7.7414542 36.8571783, 7.7415517 36.857312)",
42050108,False,residential,,False,121.715,"LINESTRING (7.7396921 36.8562811, 7.7391843 36.8562671, 7.7388367 36.856207, 7.7385939 36.8561154, 7.7384036 36.8560039)",
42050108,False,residential,,True,142.27,"LINESTRING (7.7396921 36.8562811, 7.7400099 36.8562921, 7.74021 36.8563515, 7.7404047 36.8564602, 7.740689 36.8566384, 7.740902 36.8567465, 7.7410404 36.8568079, 7.7410972 36.8567968)",
316462538,False,residential,,True,265.68,"LINESTRING (7.7396921 36.8562811, 7.7397909 36.8560596, 7.7399036 36.8559588, 7.7399867 36.855938, 7.7400779 36.8559416, 7.7402657 36.8559888, 7.7404427 36.8560597, 7.7405688 36.8561304, 7.7409899 36.8564223, 7.7410944 36.856461, 7.7412017 36.8564481, 7.7418697 36.8562335, 7.7420091 36.8561885, 7.7421459 36.8561499)",
574413010,True,secondary,roundabout,False,6.007999999999999,"LINESTRING (7.7375778 36.8551564, 7.7375912 36.855142, 7.7376098 36.8551318, 7.7376316 36.8551272)",30
574413008,False,residential,,False,20.95,"LINESTRING (7.7372166 36.8546896, 7.7370421 36.8545631)",
42052495,False,residential,,False,18.1,"LINESTRING (7.7372166 36.8546896, 7.7371994 36.8546451, 7.7372007 36.8546065, 7.7372176 36.8545301)",
574413008,False,residential,,True,61.566,"LINESTRING (7.7372166 36.8546896, 7.7373629 36.8547964, 7.7374711 36.8549138, 7.737557 36.8550165, 7.7376316 36.8551272)",
522515905,False,residential,,False,16.303,"LINESTRING (7.7441272 36.8521065, 7.7439978 36.8522103)",
42052508,False,residential,,True,153.289,"LINESTRING (7.7441272 36.8521065, 7.7435107 36.8515262, 7.7434335 36.8514026, 7.7433858 36.8509254)",
522515905,False,residential,,True,46.544999999999995,"LINESTRING (7.7441272 36.8521065, 7.7445391 36.8519142, 7.7445775 36.8518936)",
522515905,False,residential,,True,16.303,"LINESTRING (7.7439978 36.8522103, 7.7441272 36.8521065)",
316461799,False,residential,,True,101.944,"LINESTRING (7.7439978 36.8522103, 7.7433876 36.8522166, 7.7428527 36.8522366)",
574504829,True,residential,,False,78.577,"LINESTRING (7.7439978 36.8522103, 7.7439099 36.8523657, 7.7438433 36.8525254, 7.7438269 36.8528929)",
574504829,True,residential,,False,117.314,"LINESTRING (7.7438269 36.8528929, 7.7438685 36.8539474)",
42050112,False,residential,,False,211.875,"LINESTRING (7.7438269 36.8528929, 7.7451808 36.852859, 7.7457907 36.8528036, 7.7460809 36.8527293, 7.7461753 36.852687)",
42050112,False,residential,,True,83.21100000000001,"LINESTRING (7.7438269 36.8528929, 7.7433969 36.852902, 7.7428932 36.8529316)",
42050113,False,residential,,False,120.763,"LINESTRING (7.743873 36.8540621, 7.7435971 36.854075, 7.743472 36.8540555, 7.7426889 36.8536203)",
574504830,False,residential,,False,52.36,"LINESTRING (7.743873 36.8540621, 7.7439611 36.8542295, 7.7441864 36.8544557)",
42050112,False,residential,,False,43.61,"LINESTRING (7.7426889 36.8536203, 7.7423777 36.8539233)",
42050113,False,residential,,True,120.763,"LINESTRING (7.7426889 36.8536203, 7.743472 36.8540555, 7.7435971 36.854075, 7.743873 36.8540621)",
42050114,False,residential,,True,81.57300000000001,"LINESTRING (7.7426889 36.8536203, 7.7428539 36.853397, 7.7429169 36.8532466, 7.7428932 36.8529316)",
42050112,False,residential,,True,43.61,"LINESTRING (7.7423777 36.8539233, 7.7426889 36.8536203)",
42050112,False,residential,,False,223.217,"LINESTRING (7.7423777 36.8539233, 7.7416956 36.8535087, 7.7416511 36.85345, 7.7416435 36.8533926, 7.7416789 36.8533372, 7.7420419 36.8529985, 7.742144 36.85297, 7.7428932 36.8529316)",
42147743,False,residential,,True,46.777,"LINESTRING (7.7423777 36.8539233, 7.742181 36.8541399, 7.7421846 36.8541689, 7.7422017 36.854188, 7.7423206 36.8542197)",
42050112,False,residential,,False,83.21100000000001,"LINESTRING (7.7428932 36.8529316, 7.7433969 36.852902, 7.7438269 36.8528929)",
42050112,False,residential,,True,223.21699999999998,"LINESTRING (7.7428932 36.8529316, 7.742144 36.85297, 7.7420419 36.8529985, 7.7416789 36.8533372, 7.7416435 36.8533926, 7.7416511 36.85345, 7.7416956 36.8535087, 7.7423777 36.8539233)",
42050114,False,residential,,False,81.57300000000001,"LINESTRING (7.7428932 36.8529316, 7.7429169 36.8532466, 7.7428539 36.853397, 7.7426889 36.8536203)",
42050114,False,residential,,True,77.37,"LINESTRING (7.7428932 36.8529316, 7.7428651 36.8525397, 7.7428527 36.8522366)",
42052491,True,tertiary,,False,260.09700000000004,"LINESTRING (7.7413302 36.8523956, 7.7414003 36.8525467, 7.7414904 36.8536643, 7.7415546 36.8546405, 7.7415626 36.8547207)",
427843722,True,tertiary,roundabout,False,37.929,"LINESTRING (7.7413302 36.8523956, 7.7413235 36.8524293, 7.7413035 36.8524594, 7.7412723 36.8524826, 7.7412334 36.8524965, 7.7411909 36.8524995, 7.7411495 36.8524913, 7.7411138 36.8524727, 7.7410875 36.8524459, 7.7410735 36.8524136, 7.7410735 36.8523795)",
316465903,False,residential,,False,46.260999999999996,"LINESTRING (7.7411284 36.8507731, 7.7409901 36.8507084, 7.7406726 36.8505731)",
42052495,False,residential,,False,7.823,"LINESTRING (7.7390905 36.8541427, 7.7391774 36.854132)",
129244087,False,residential,,True,57.945,"LINESTRING (7.7390905 36.8541427, 7.7390855 36.8536216)",
42052495,False,residential,,True,179.139,"LINESTRING (7.7390905 36.8541427, 7.7385896 36.8541727, 7.7378307 36.8542073, 7.7376133 36.8542634, 7.7374878 36.8543258, 7.7373318 36.8544176, 7.7372176 36.8545301)",
42052495,False,residential,,True,7.823,"LINESTRING (7.7391774 36.854132, 7.7390905 36.8541427)",
129244105,False,residential,,True,46.345,"LINESTRING (7.7391774 36.854132, 7.7392354 36.8545462)",
42052495,False,residential,,False,187.85999999999999,"LINESTRING (7.7391774 36.854132, 7.7394584 36.8539564, 7.7397288 36.8538082, 7.7400076 36.8536708, 7.7401698 36.853645, 7.7404197 36.8536522, 7.7406022 36.8536936, 7.7408112 36.8537227, 7.7410931 36.853736)",
129244095,False,residential,,True,15.639,"LINESTRING (7.736226 36.8547012, 7.7363848 36.8547615)",
342635634,False,residential,,False,60.996,"LINESTRING (7.736226 36.8547012, 7.7366407 36.8542644)",
342635634,False,residential,,True,60.996,"LINESTRING (7.7366407 36.8542644, 7.736226 36.8547012)",
574413008,False,residential,,True,48.772,"LINESTRING (7.7366407 36.8542644, 7.7370421 36.8545631)",
574413008,False,residential,,False,136.88,"LINESTRING (7.7366407 36.8542644, 7.7366836 36.8541717, 7.7367249 36.8541209, 7.7378425 36.8535306)",
42052509,False,residential,,True,70.66,"LINESTRING (7.7461913 36.8520106, 7.7469789 36.852092)",
42052507,False,residential,,False,75.38,"LINESTRING (7.7461913 36.8520106, 7.7461579 36.8522929, 7.7461753 36.852687)",
42050112,False,residential,,True,211.875,"LINESTRING (7.7461753 36.852687, 7.7460809 36.8527293, 7.7457907 36.8528036, 7.7451808 36.852859, 7.7438269 36.8528929)",
42052507,False,residential,,True,75.38,"LINESTRING (7.7461753 36.852687, 7.7461579 36.8522929, 7.7461913 36.8520106)",
42052509,False,residential,,False,70.66,"LINESTRING (7.7469789 36.852092, 7.7461913 36.8520106)",
42052516,False,residential,,False,70.697,"LINESTRING (7.7441864 36.8544557, 7.7449753 36.8543798)",
42052516,False,residential,,True,151.074,"LINESTRING (7.7441864 36.8544557, 7.7439391 36.8544832, 7.7424932 36.8545495)",
574504830,False,residential,,False,67.20700000000001,"LINESTRING (7.7441864 36.8544557, 7.7445754 36.8548191, 7.7445995 36.8548727, 7.7445831 36.8549404)",
574504830,False,residential,,True,52.36,"LINESTRING (7.7441864 36.8544557, 7.7439611 36.8542295, 7.743873 36.8540621)",
42052516,False,residential,,True,70.697,"LINESTRING (7.7449753 36.8543798, 7.7441864 36.8544557)",
42052521,False,residential,,False,24.58,"LINESTRING (7.7449753 36.8543798, 7.7449929 36.8546004)",
42052521,False,residential,,True,100.24199999999999,"LINESTRING (7.7449753 36.8543798, 7.7449238 36.8536603, 7.7449157 36.8534796)",
42052521,False,residential,,False,52.0,"LINESTRING (7.7463336 36.854021, 7.7462605 36.8539634, 7.7461771 36.8538976, 7.7461072 36.8537954, 7.7461158 36.8536202)",
316464052,False,residential,,False,83.368,"LINESTRING (7.7463336 36.854021, 7.7460439 36.8540418, 7.7457717 36.8540635, 7.74571 36.854042, 7.7456738 36.8539874, 7.745653 36.8538057)",
129244094,False,residential,,True,42.184,"LINESTRING (7.7449157 36.8534796, 7.7448948 36.8531006)",
42052521,False,residential,,False,100.24199999999999,"LINESTRING (7.7449157 36.8534796, 7.7449238 36.8536603, 7.7449753 36.8543798)",
42052521,False,residential,,True,123.435,"LINESTRING (7.7449157 36.8534796, 7.7450635 36.8534317, 7.7452381 36.8534096, 7.7458835 36.8533955, 7.7459704 36.8534081, 7.7460492 36.8534508, 7.7461158 36.8536202)",
42052521,False,residential,,True,24.58,"LINESTRING (7.7449929 36.8546004, 7.7449753 36.8543798)",
42147741,False,residential,,False,20.532,"LINESTRING (7.7428034 36.8516601, 7.7426149 36.8515536)",
42147741,False,residential,,False,28.56,"LINESTRING (7.7428034 36.8516601, 7.7428294 36.8519161)",
42147741,False,residential,,True,78.949,"LINESTRING (7.7428034 36.8516601, 7.742754 36.8509512)",
