osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction
26300573,RN 11,شارع سعيد تواتي,primary,False,False,66.842,"LINESTRING (3.0124614 36.8174204, 3.0131592 36.8171984)",,
30129602,,Avenue du Port,residential,False,False,35.841,"LINESTRING (3.0124614 36.8174204, 3.0125809 36.8177282)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,89.524,"LINESTRING (3.0124614 36.8174204, 3.0122994 36.8174555, 3.0119738 36.8174704, 3.0119115 36.8174733, 3.0117158 36.8174692, 3.0114641 36.8174447)",,
"[30129523, 30129526]",,"['Rue Nechar Yahia', 'Avenue Ouazani']",residential,False,True,225.67,"LINESTRING (3.0124614 36.8174204, 3.0124053 36.8173455, 3.0120992 36.8171645, 3.0116371 36.8168958, 3.0115255 36.8168958, 3.0112852 36.816937, 3.0104269 36.8171913, 3.0103572 36.8172289, 3.0102724 36.8172943)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,7.897,"LINESTRING (3.0139903 36.8169058, 3.0139091 36.8169344)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,False,18.926,"LINESTRING (3.0139903 36.8169058, 3.0140667 36.8168799, 3.014186 36.8168393)",,
30129604,,Avenue d'Achir,residential,False,True,73.229,"LINESTRING (3.0139903 36.8169058, 3.0141095 36.8171633, 3.0141073 36.8171818, 3.0140924 36.8171974, 3.0137882 36.8174428)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,False,65.741,"LINESTRING (3.0160982 36.8164828, 3.016488 36.8164729, 3.0168313 36.8164248)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,123.551,"LINESTRING (3.0160982 36.8164828, 3.0156868 36.8164974, 3.0153328 36.8165217, 3.015094 36.8165618, 3.014844 36.8166269, 3.0147392 36.8166627)",,
"[55081096, 55081097, 55081098]",,,residential,False,True,48.300000000000004,"LINESTRING (3.0160982 36.8164828, 3.016095 36.8165203, 3.0160736 36.8166749, 3.0160414 36.8168209, 3.016138 36.8168725)",yes,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,65.741,"LINESTRING (3.0168313 36.8164248, 3.016488 36.8164729, 3.0160982 36.8164828)",,
"[55081106, 55081083, 55081099]",,,residential,False,True,76.064,"LINESTRING (3.0168313 36.8164248, 3.0168032 36.8165375, 3.0168139 36.8166921, 3.0167817 36.8169583, 3.0168461 36.8170958)",yes,
55081101,,Rue Mekhlef Lounes,residential,False,True,22.689,"LINESTRING (3.0168313 36.8164248, 3.0168568 36.8165375, 3.0168661 36.8166267)",,
26300648,RN 11,Avenue Ho Chi Minh,primary,False,False,199.134,"LINESTRING (3.0060192 36.8161439, 3.0064887 36.8163149, 3.0065681 36.8163482, 3.0068492 36.816466, 3.0071925 36.8165966, 3.0075358 36.8167409, 3.0079478 36.8168989, 3.0080333 36.8169204)",,
30129390,,Place Kerroudj Mohamed,tertiary,True,False,10.196,"LINESTRING (3.011707 36.81626, 3.0117419 36.8162723, 3.0117703 36.8162928, 3.0117893 36.8163193)",,roundabout
30129466,,شارع مبروك بن الحسن,tertiary,False,True,52.024,"LINESTRING (3.011707 36.81626, 3.0117487 36.8159613, 3.0117912 36.8157975)",,
30129422,,نهج عمار ملاح,residential,False,True,62.367,"LINESTRING (3.0117893 36.8163193, 3.0124439 36.8161194)",,
30129390,,Place Kerroudj Mohamed,tertiary,True,False,9.324,"LINESTRING (3.0117893 36.8163193, 3.0117968 36.8163466, 3.0117942 36.8163745, 3.0117818 36.8164006)",,roundabout
30129390,,Place Kerroudj Mohamed,tertiary,True,False,24.528000000000006,"LINESTRING (3.0117818 36.8164006, 3.011758 36.8164248, 3.0117258 36.8164418, 3.011695 36.8164492, 3.0116629 36.8164498, 3.0116317 36.8164436, 3.0116037 36.816431, 3.011579 36.8164112, 3.0115625 36.8163865)",,roundabout
30129390,,Place Kerroudj Mohamed,tertiary,True,False,9.861,"LINESTRING (3.0115625 36.8163865, 3.0115554 36.8163575, 3.0115595 36.8163281, 3.0115745 36.8163011)",,roundabout
30129398,,Rue Bedjdj Bachir,tertiary,False,True,208.51999999999998,"LINESTRING (3.0115625 36.8163865, 3.0097038 36.8169374, 3.0093661 36.8170383)",,
30129390,,Place Kerroudj Mohamed,tertiary,True,False,13.47,"LINESTRING (3.0115745 36.8163011, 3.0115997 36.8162785, 3.0116324 36.8162633, 3.0116694 36.8162569, 3.011707 36.81626)",,roundabout
30129448,,Avenue Ibnou Bassam,residential,False,False,49.82,"LINESTRING (3.0115745 36.8163011, 3.0113281 36.8161675, 3.0111908 36.8159888)",,
30129398,,Rue Bedjdj Bachir,tertiary,False,False,31.711,"LINESTRING (3.0090317 36.8171366, 3.0093661 36.8170383)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,False,36.624,"LINESTRING (3.0090317 36.8171366, 3.009145 36.817153, 3.0094372 36.8171923)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,36.88,"LINESTRING (3.0090317 36.8171366, 3.0088147 36.8171051, 3.0086271 36.8170663)",,
30129398,,Rue Bedjdj Bachir,tertiary,False,True,31.711,"LINESTRING (3.0093661 36.8170383, 3.0090317 36.8171366)",,
30129398,,Rue Bedjdj Bachir,tertiary,False,False,208.51999999999998,"LINESTRING (3.0093661 36.8170383, 3.0097038 36.8169374, 3.0115625 36.8163865)",,
30129401,,,residential,False,False,18.261,"LINESTRING (3.0093661 36.8170383, 3.0094016 36.8171102, 3.0094372 36.8171923)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,False,75.215,"LINESTRING (3.0094372 36.8171923, 3.0096028 36.8172163, 3.0102724 36.8172943)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,36.624,"LINESTRING (3.0094372 36.8171923, 3.009145 36.817153, 3.0090317 36.8171366)",,
30129401,,,residential,False,True,18.261,"LINESTRING (3.0094372 36.8171923, 3.0094016 36.8171102, 3.0093661 36.8170383)",,
30129422,,نهج عمار ملاح,residential,False,False,62.367,"LINESTRING (3.0124439 36.8161194, 3.0117893 36.8163193)",,
30129511,,Avenue El Kahina,residential,False,True,68.243,"LINESTRING (3.0124439 36.8161194, 3.0117912 36.8157975)",,
372940201,,Avenue El Kahina,residential,True,False,72.406,"LINESTRING (3.0124439 36.8161194, 3.0131063 36.8164973)",,
30129422,,نهج عمار ملاح,residential,False,True,387.36899999999997,"LINESTRING (3.0124439 36.8161194, 3.0144663 36.8155456, 3.0148901 36.8154254, 3.0150103 36.8153292, 3.0150875 36.8151436, 3.0151256 36.8146742, 3.0150551 36.8144041, 3.0149773 36.8142581, 3.0149585 36.8141722, 3.0149693 36.8140906)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,False,8.079,"LINESTRING (3.0131592 36.8171984, 3.0132423 36.8171692)",,
26300573,RN 11,شارع سعيد تواتي,primary,False,True,66.842,"LINESTRING (3.0131592 36.8171984, 3.0124614 36.8174204)",,
30129423,,Avenue Kheireddine,tertiary,True,False,151.34,"LINESTRING (3.0131592 36.8171984, 3.0117818 36.8164006)",,
30129448,,Avenue Ibnou Bassam,residential,False,False,47.258,"LINESTRING (3.0111908 36.8159888, 3.0109848 36.8155971)",,
30129497,,Avenue Raïs Hamidou,residential,False,True,27.845,"LINESTRING (3.0111908 36.8159888, 3.0114622 36.8158643)",,
30129448,,Avenue Ibnou Bassam,residential,False,True,49.82,"LINESTRING (3.0111908 36.8159888, 3.0113281 36.8161675, 3.0115745 36.8163011)",,
30129497,,Avenue Raïs Hamidou,residential,False,False,301.819,"LINESTRING (3.0111908 36.8159888, 3.010796 36.8161468, 3.0105042 36.8162499, 3.0102381 36.8163598, 3.0097899 36.8165321, 3.0096585 36.8165795, 3.0094814 36.8165943, 3.0092939 36.8166003, 3.0089678 36.8166622, 3.0080333 36.8169204)",,
30129448,,Avenue Ibnou Bassam,residential,False,False,46.458,"LINESTRING (3.0109848 36.8155971, 3.0106758 36.8152604)",,
30129448,,Avenue Ibnou Bassam,residential,False,True,47.258,"LINESTRING (3.0109848 36.8155971, 3.0111908 36.8159888)",,
55082001,,,residential,False,True,39.475,"LINESTRING (3.0109848 36.8155971, 3.0113958 36.8154638)",,
55082001,,,residential,False,False,136.624,"LINESTRING (3.0109848 36.8155971, 3.0107843 36.8157902, 3.0105804 36.8159277, 3.0103551 36.8160565, 3.010162 36.8161338, 3.0098831 36.8162111, 3.0097221 36.8162455)",,
30129448,,Avenue Ibnou Bassam,residential,False,True,46.458,"LINESTRING (3.0106758 36.8152604, 3.0109848 36.8155971)",,
30129466,,شارع مبروك بن الحسن,tertiary,False,False,401.888,"LINESTRING (3.0145341 36.8136785, 3.0145721 36.8140863, 3.0145742 36.814514, 3.0145983 36.8147726, 3.0145508 36.8148833, 3.0141348 36.8150749, 3.0140495 36.815109, 3.0133966 36.8153704, 3.0122207 36.8156582, 3.0120491 36.8157002, 3.0117912 36.8157975)",,
30129764,,Chemin Sidi El Kebir,tertiary,False,False,861.6179999999998,"LINESTRING (3.0145341 36.8136785, 3.0145116 36.8136801, 3.0144863 36.8136907, 3.0144703 36.8137009, 3.014449 36.8137147, 3.0144353 36.8137358, 3.0144245 36.8137634, 3.0144113 36.8139167, 3.0143978 36.8141183, 3.0143488 36.814286, 3.0143099 36.814374, 3.0141914 36.8145033, 3.0140599 36.8146041, 3.0138883 36.8147159, 3.0137703 36.8147566, 3.013443 36.8148983, 3.0131668 36.81498, 3.012928 36.8150165, 3.0127108 36.8149993, 3.0124989 36.8149284, 3.0123254 36.814807, 3.0122509 36.8147068, 3.0121311 36.8146315, 3.0120577 36.8146214, 3.0118954 36.8146686, 3.0116325 36.8148275, 3.0115172 36.8148468, 3.0113723 36.8148447, 3.0112061 36.8148103, 3.0110853 36.8148081, 3.010954 36.8148124, 3.0108413 36.8147953, 3.0106484 36.8147297, 3.0105782 36.8146812, 3.0105222 36.8146221, 3.0104829 36.8145548, 3.0104551 36.8145259, 3.0104197 36.8145029, 3.0103788 36.814487, 3.0103344 36.8144789, 3.0102888 36.8144791, 3.0102446 36.8144877, 3.0102039 36.8145041, 3.010169 36.8145275, 3.0101416 36.8145567, 3.0101233 36.8145901, 3.0101107 36.8146242, 3.0100562 36.8147996, 3.0100017 36.8149799, 3.0099455 36.8151496, 3.0099052 36.8152999, 3.0098489 36.8154394, 3.0098246 36.8154902, 3.0097865 36.8155352, 3.0097365 36.8155721, 3.0096772 36.8155988, 3.0096119 36.8156139, 3.0095441 36.8156166, 3.0091298 36.8155252, 3.0089154 36.8154697, 3.0086883 36.8154393, 3.0086707 36.8154338, 3.0086551 36.8154251, 3.0086425 36.8154139, 3.0086334 36.8154006, 3.0086284 36.815386, 3.0086278 36.8153708, 3.0086314 36.815356, 3.0086755 36.8152706, 3.0088038 36.8151117, 3.0088523 36.8150088, 3.0088608 36.8149896, 3.0088641 36.8149693, 3.0088619 36.814949, 3.0088543 36.8149295, 3.0088417 36.8149118, 3.0088247 36.8148966, 3.008804 36.8148847, 3.0087807 36.8148766, 3.0085882 36.8148039, 3.0085573 36.8147937, 3.00853 36.8147783, 3.0085077 36.8147584, 3.0084914 36.814735, 3.008482 36.8147093, 3.00848 36.8146826, 3.0084854 36.8146563, 3.0085158 36.8145489)",,
30129511,,Avenue El Kahina,residential,False,False,68.243,"LINESTRING (3.0117912 36.8157975, 3.0124439 36.8161194)",,
30129466,,شارع مبروك بن الحسن,tertiary,False,False,52.024,"LINESTRING (3.0117912 36.8157975, 3.0117487 36.8159613, 3.011707 36.81626)",,
