osmid,highway,oneway,reversed,length,ref,geometry,bridge,name
344715380,residential,False,True,30.398,,"LINESTRING (3.885869 36.6381484, 3.885732 36.6378981)",,
482100314,primary,False,False,793.5060000000001,RN 25,"LINESTRING (3.885869 36.6381484, 3.8849348 36.6385836, 3.8844436 36.6387869, 3.8841784 36.6388758, 3.8839248 36.6389787, 3.8837295 36.6390559, 3.8834467 36.639222, 3.8833439 36.6393366, 3.8830584 36.6397229, 3.8827363 36.6401866, 3.8825139 36.640513, 3.8824006 36.6407534, 3.8823527 36.6409115, 3.8822989 36.6411343, 3.8822429 36.6413486, 3.8821808 36.6415765, 3.8821321 36.6417175, 3.8820628 36.641867, 3.8819393 36.6420282, 3.8817859 36.6422145, 3.8816919 36.6422748, 3.8816063 36.6423272, 3.8814936 36.6423514, 3.8814027 36.6423411, 3.8813139 36.6423096, 3.8812179 36.6422409, 3.8811459 36.6421511, 3.8809895 36.6419053, 3.8809113 36.6417766, 3.8807736 36.6415302, 3.8806524 36.6412745)",,
482100314,primary,False,True,53.711,RN 25,"LINESTRING (3.885869 36.6381484, 3.8861284 36.6380361, 3.8864102 36.6379379)",,
"[82874945, 82874941, 82874846]",secondary,False,False,126.21000000000001,CW 152,"LINESTRING (3.8864102 36.6379379, 3.8864345 36.6380174, 3.8866684 36.6388485, 3.8867126 36.6390465)",yes,
339063197,unclassified,False,True,130.948,,"LINESTRING (3.8864102 36.6379379, 3.8866978 36.6377879, 3.8867663 36.637685, 3.8867884 36.6375911, 3.8868258 36.6373579, 3.8868433 36.6370772, 3.8868878 36.6369069)",,At Yeḥya Musa ar Illalen
482100314,primary,False,False,53.711,RN 25,"LINESTRING (3.8864102 36.6379379, 3.8861284 36.6380361, 3.885869 36.6381484)",,
344715380,residential,False,False,136.533,,"LINESTRING (3.8849858 36.6375543, 3.8850149 36.6375824, 3.885012 36.6376292, 3.884945 36.6377718, 3.8848983 36.637994, 3.8849042 36.6380432, 3.8849362 36.6380595, 3.8853676 36.6379566, 3.8855483 36.6378771, 3.8856125 36.6378584, 3.8856795 36.6378701, 3.885732 36.6378981)",,
344715380,residential,False,False,30.398,,"LINESTRING (3.885732 36.6378981, 3.885869 36.6381484)",,
344715380,residential,False,True,136.533,,"LINESTRING (3.885732 36.6378981, 3.8856795 36.6378701, 3.8856125 36.6378584, 3.8855483 36.6378771, 3.8853676 36.6379566, 3.8849362 36.6380595, 3.8849042 36.6380432, 3.8848983 36.637994, 3.884945 36.6377718, 3.885012 36.6376292, 3.8850149 36.6375824, 3.8849858 36.6375543)",,
344715381,residential,False,False,86.90100000000001,,"LINESTRING (3.885732 36.6378981, 3.885767 36.6377905, 3.885767 36.6375567, 3.8858078 36.6373929, 3.885936 36.6372315, 3.8859214 36.6371543)",,
