osmid,oneway,ref,highway,reversed,length,lanes,maxspeed,geometry,name,junction
251334340,False,,residential,False,99.351,,,"LINESTRING (6.998868 35.0342504, 6.9998227 35.0346831)",,
251334346,False,,residential,False,39.387,,,"LINESTRING (6.998868 35.0342504, 6.9990744 35.0339391)",,
251334352,False,,residential,False,34.737,,,"LINESTRING (6.9993349 35.0340612, 6.999672 35.0342075)",,
251334352,False,,residential,True,27.329,,,"LINESTRING (6.9993349 35.0340612, 6.9990744 35.0339391)",,
251334345,False,,residential,False,24.25,,,"LINESTRING (7.0041338 35.0397993, 7.0043712 35.0398982)",,
251334345,False,,residential,True,86.109,,,"LINESTRING (7.0041338 35.0397993, 7.0032914 35.0394472)",,
880672642,False,,residential,True,87.661,,,"LINESTRING (7.0041338 35.0397993, 7.0038675 35.0405569)",,
251334339,False,,residential,True,34.602,,,"LINESTRING (7.0001929 35.0340993, 7.0000123 35.0343731)",,
251334358,False,,residential,False,85.985,,,"LINESTRING (7.0001929 35.0340993, 7.0010227 35.0344685)",,
251334352,False,,residential,False,36.042,,,"LINESTRING (6.999672 35.0342075, 7.0000123 35.0343731)",,
251334352,False,,residential,True,34.737,,,"LINESTRING (6.999672 35.0342075, 6.9993349 35.0340612)",,
251334343,False,,residential,False,37.507,,,"LINESTRING (7.0010227 35.0344685, 7.0008427 35.0347719)",,
251334343,False,,residential,True,37.282,,,"LINESTRING (7.0010227 35.0344685, 7.0012233 35.0341762)",,
251334358,False,,residential,True,85.985,,,"LINESTRING (7.0010227 35.0344685, 7.0001929 35.0340993)",,
251334343,False,,residential,True,50.965,,,"LINESTRING (7.0002865 35.0356455, 7.0005254 35.035231)",,
366294556,False,RN 83,primary,False,39.024,2,,"LINESTRING (7.0002865 35.0356455, 7.000661 35.0358162)",Route de Biskra,
366294556,False,RN 83,primary,True,86.275,2,,"LINESTRING (7.0002865 35.0356455, 6.9994403 35.0352963)",Route de Biskra,
251334341,False,,residential,True,52.451,,,"LINESTRING (7.0015233 35.0395627, 7.0012613 35.0399828)",,
251334349,False,,residential,False,10.666,,,"LINESTRING (7.0015233 35.0395627, 7.0016288 35.0396044)",,
251334349,False,,residential,True,88.639,,,"LINESTRING (7.0015233 35.0395627, 7.0006391 35.039229)",,
251334347,False,,residential,True,44.345,,,"LINESTRING (7.0029068 35.0349199, 7.0024757 35.0347343)",,
251334357,False,,residential,False,35.532,,,"LINESTRING (7.0029068 35.0349199, 7.0027135 35.0351975)",,
251334357,False,,residential,True,411.706,,,"LINESTRING (7.0029068 35.0349199, 7.0034767 35.0341132, 7.0037506 35.0343121, 7.0039406 35.0343809, 7.0040425 35.0344364, 7.004188 35.0344858, 7.0043736 35.0343266, 7.0046608 35.034171, 7.0050186 35.0342, 7.0054604 35.0354227)",,
251334346,False,,residential,True,39.387,,,"LINESTRING (6.9990744 35.0339391, 6.998868 35.0342504)",,
251334352,False,,residential,False,27.329,,,"LINESTRING (6.9990744 35.0339391, 6.9993349 35.0340612)",,
251334357,False,,residential,True,31.926,,,"LINESTRING (7.0054604 35.0354227, 7.0057127 35.0352233)",,
251334357,False,,residential,False,411.70599999999996,,,"LINESTRING (7.0054604 35.0354227, 7.0050186 35.0342, 7.0046608 35.034171, 7.0043736 35.0343266, 7.004188 35.0344858, 7.0040425 35.0344364, 7.0039406 35.0343809, 7.0037506 35.0343121, 7.0034767 35.0341132, 7.0029068 35.0349199)",,
436971965,False,,residential,False,55.531,,,"LINESTRING (7.0054604 35.0354227, 7.0052996 35.0355441, 7.0055625 35.0357813)",,
926215882,False,RN 83,primary,False,12.117,2,50,"LINESTRING (7.006954 35.0417512, 7.0068497 35.0416835)",,
251334345,False,,residential,False,5.658,,,"LINESTRING (7.0007946 35.0383446, 7.0008501 35.0383675)",,
251334345,False,,residential,True,44.54,,,"LINESTRING (7.0007946 35.0383446, 7.0003575 35.0381647)",,
369093164,False,,residential,False,53.617,,,"LINESTRING (7.0007946 35.0383446, 7.0010618 35.0379149)",,
251334349,False,,residential,False,54.132,,,"LINESTRING (7.0028478 35.0401377, 7.0033792 35.0403561)",,
251334349,False,,residential,True,125.829,,,"LINESTRING (7.0028478 35.0401377, 7.0016288 35.0396044)",,
251334355,False,,residential,False,45.255,,,"LINESTRING (7.0028478 35.0401377, 7.0030792 35.0397775)",شارع الشهيد زروالي لمنور,
251334355,False,,residential,True,73.309,,,"LINESTRING (7.0028478 35.0401377, 7.0024897 35.0407282)",شارع الشهيد زروالي لمنور,
251334349,False,,residential,True,139.842,,,"LINESTRING (7.0052312 35.0411357, 7.0038675 35.0405569)",,
251334351,False,,residential,False,63.778,,,"LINESTRING (7.0052312 35.0411357, 7.0055638 35.0406309)",,
251334349,False,,residential,False,112.32400000000001,,,"LINESTRING (7.0052312 35.0411357, 7.0057406 35.0413294, 7.0063482 35.0415647)",,
251334351,False,,residential,True,140.74599999999998,,,"LINESTRING (7.0052312 35.0411357, 7.0048709 35.0417256, 7.0045325 35.0422648)",,
251334347,False,,residential,True,42.399,,,"LINESTRING (7.0016381 35.0343495, 7.0012233 35.0341762)",,
251334360,False,,residential,True,75.201,,,"LINESTRING (7.0016381 35.0343495, 7.0012412 35.0349426)",,
251334347,False,,residential,False,87.47,,,"LINESTRING (7.0016381 35.0343495, 7.001979 35.0344966, 7.0021911 35.0345943, 7.0024757 35.0347343)",,
251334339,False,,residential,False,34.602,,,"LINESTRING (7.0000123 35.0343731, 7.0001929 35.0340993)",,
251334339,False,,residential,True,38.551,,,"LINESTRING (7.0000123 35.0343731, 6.9998227 35.0346831)",,
251334352,False,,residential,False,87.651,,,"LINESTRING (7.0000123 35.0343731, 7.0008427 35.0347719)",,
251334352,False,,residential,True,36.042,,,"LINESTRING (7.0000123 35.0343731, 6.999672 35.0342075)",,
251334349,False,,residential,False,9.222,,,"LINESTRING (7.0067808 35.0417443, 7.0068497 35.0416835)",,
251334349,False,,residential,True,44.158,,,"LINESTRING (7.0067808 35.0417443, 7.0063482 35.0415647)",,
251334350,False,,residential,True,179.75300000000001,,,"LINESTRING (7.0067808 35.0417443, 7.0061504 35.0427993, 7.0061158 35.0428241, 7.006071 35.0428242, 7.0056351 35.0427355)",,
251334345,False,,residential,False,112.142,,,"LINESTRING (7.0043712 35.0398982, 7.0054773 35.040342)",,
251334345,False,,residential,True,24.25,,,"LINESTRING (7.0043712 35.0398982, 7.0041338 35.0397993)",,
880672640,False,,residential,False,34.045,,,"LINESTRING (7.0043712 35.0398982, 7.0045466 35.0396278)",,
251334360,False,,residential,False,50.15,,,"LINESTRING (7.000661 35.0358162, 7.0009226 35.0354193)",,
366294556,False,RN 83,primary,True,39.024,2,,"LINESTRING (7.000661 35.0358162, 7.0002865 35.0356455)",Route de Biskra,
366294556,False,RN 83,primary,False,68.44,2,,"LINESTRING (7.000661 35.0358162, 7.0010171 35.0359828, 7.0013142 35.0361208)",Route de Biskra,
251334356,False,,residential,False,93.932,,,"LINESTRING (7.0026476 35.0379468, 7.0031472 35.0372077)",,
251334356,False,,residential,True,63.18,,,"LINESTRING (7.0026476 35.0379468, 7.002349 35.0384597)",,
369093117,False,,residential,False,129.657,,,"LINESTRING (7.0026476 35.0379468, 7.0014516 35.0373138)",,
251334345,False,,residential,False,86.109,,,"LINESTRING (7.0032914 35.0394472, 7.0041338 35.0397993)",,
251334355,False,,residential,True,41.499,,,"LINESTRING (7.0032914 35.0394472, 7.0030792 35.0397775)",شارع الشهيد زروالي لمنور,
251334345,False,,residential,True,127.05,,,"LINESTRING (7.0032914 35.0394472, 7.0025127 35.0390837, 7.0020834 35.0388752)",,
251334355,False,,residential,False,188.143,,,"LINESTRING (7.0032914 35.0394472, 7.0036917 35.0387619, 7.0042321 35.0379412)",شارع الشهيد زروالي لمنور,
251334349,False,,residential,False,44.158,,,"LINESTRING (7.0063482 35.0415647, 7.0067808 35.0417443)",,
251334349,False,,residential,True,112.32400000000001,,,"LINESTRING (7.0063482 35.0415647, 7.0057406 35.0413294, 7.0052312 35.0411357)",,
251334361,False,,residential,True,145.476,,,"LINESTRING (7.0063482 35.0415647, 7.0059916 35.0421486, 7.0056351 35.0427355)",,
251334343,False,,residential,False,37.282,,,"LINESTRING (7.0012233 35.0341762, 7.0010227 35.0344685)",,
251334347,False,,residential,False,42.399,,,"LINESTRING (7.0012233 35.0341762, 7.0016381 35.0343495)",,
254785354,False,,residential,False,68.722,,,"LINESTRING (7.0042321 35.0379412, 7.0046362 35.0374192)",,
366294556,False,RN 83,primary,False,32.284,2,,"LINESTRING (7.0042321 35.0379412, 7.004507 35.0381246)",Route de Biskra,
251334355,False,,residential,True,188.143,,,"LINESTRING (7.0042321 35.0379412, 7.0036917 35.0387619, 7.0032914 35.0394472)",شارع الشهيد زروالي لمنور,
366294556,False,RN 83,primary,True,68.444,2,,"LINESTRING (7.0042321 35.0379412, 7.00387 35.0376865, 7.0036551 35.0375468)",Route de Biskra,
251334349,False,,residential,False,125.829,,,"LINESTRING (7.0016288 35.0396044, 7.0028478 35.0401377)",,
251334349,False,,residential,True,10.666,,,"LINESTRING (7.0016288 35.0396044, 7.0015233 35.0395627)",,
251334356,False,,residential,False,44.149,,,"LINESTRING (7.0016288 35.0396044, 7.0018503 35.0392512)",,
879391232,False,,residential,False,56.114,,,"LINESTRING (7.0048252 35.0427323, 7.0051087 35.0422842)",,
251334350,False,,residential,False,76.50200000000001,,,"LINESTRING (7.0048252 35.0427323, 7.0049871 35.0426699, 7.0053512 35.0427117, 7.0055113 35.0427534, 7.0056351 35.0427355)",,
251334350,False,,residential,True,59.178000000000004,,,"LINESTRING (7.0048252 35.0427323, 7.0046426 35.0428172, 7.0043215 35.0428308, 7.0042087 35.042801)",,
251334351,False,,residential,True,45.774,,,"LINESTRING (7.0045325 35.0422648, 7.0043033 35.0426312)",,
251334351,False,,residential,False,140.74599999999998,,,"LINESTRING (7.0045325 35.0422648, 7.0048709 35.0417256, 7.0052312 35.0411357)",,
251336680,False,,residential,True,104.327,,,"LINESTRING (7.0045325 35.0422648, 7.0039033 35.0420073, 7.0035017 35.0418551)",,
251334351,False,,residential,False,20.752,,,"LINESTRING (7.0042087 35.042801, 7.0043033 35.0426312)",,
251334350,False,,residential,False,59.178,,,"LINESTRING (7.0042087 35.042801, 7.0043215 35.0428308, 7.0046426 35.0428172, 7.0048252 35.0427323)",,
251336677,False,,residential,False,89.478,,,"LINESTRING (7.0002716 35.0397981, 7.0011485 35.0401615)",,
251336678,False,,residential,False,23.267,,,"LINESTRING (7.0002716 35.0397981, 7.0003917 35.0396134)",,
251336678,False,,residential,True,38.669,,,"LINESTRING (7.0002716 35.0397981, 7.000086 35.0401109)",,
251334349,False,,residential,False,23.377,,,"LINESTRING (6.9990272 35.0385349, 6.999253 35.038635)",,
251334349,False,,residential,False,55.964,,,"LINESTRING (6.9997081 35.0388303, 7.0002498 35.0390682)",,
251334349,False,,residential,True,46.78,,,"LINESTRING (6.9997081 35.0388303, 6.999253 35.038635)",,
251336657,False,,residential,False,92.326,,,"LINESTRING (6.9997081 35.0388303, 7.0001897 35.0380996)",,
251334349,False,,residential,False,11.401,,,"LINESTRING (7.0002498 35.0390682, 7.0003628 35.0391124)",,
251334349,False,,residential,True,55.964,,,"LINESTRING (7.0002498 35.0390682, 6.9997081 35.0388303)",,
251336675,False,,residential,True,185.195,,,"LINESTRING (7.0002498 35.0390682, 6.999744 35.0398964, 6.9993256 35.0405518)",,
251334349,False,,residential,False,88.639,,,"LINESTRING (7.0006391 35.039229, 7.0015233 35.0395627)",,
251336678,False,,residential,True,48.315,,,"LINESTRING (7.0006391 35.039229, 7.0003917 35.0396134)",,
251334349,False,,residential,True,28.312,,,"LINESTRING (7.0006391 35.039229, 7.0005009 35.0391665, 7.0003628 35.0391124)",,
251336674,False,,residential,True,48.052,,,"LINESTRING (7.0035017 35.0418551, 7.0030111 35.0416957)",,
251336680,False,,residential,True,43.693,,,"LINESTRING (7.0035017 35.0418551, 7.00328 35.0422036)",,
251336680,False,,residential,False,104.327,,,"LINESTRING (7.0035017 35.0418551, 7.0039033 35.0420073, 7.0045325 35.0422648)",,
251334345,False,,residential,False,44.54,,,"LINESTRING (7.0003575 35.0381647, 7.0007946 35.0383446)",,
251334345,False,,residential,True,16.905,,,"LINESTRING (7.0003575 35.0381647, 7.0001897 35.0380996)",,
251336672,False,,residential,False,55.002,,,"LINESTRING (7.0003575 35.0381647, 7.0006206 35.037743, 7.0006313 35.0377238)",,
251334341,False,,residential,False,22.367,,,"LINESTRING (7.0011485 35.0401615, 7.0012613 35.0399828)",,
251334341,False,,residential,True,44.166,,,"LINESTRING (7.0011485 35.0401615, 7.0008898 35.0404975)",,
251336677,False,,residential,True,89.478,,,"LINESTRING (7.0011485 35.0401615, 7.0002716 35.0397981)",,
388334301,False,,residential,True,96.743,,,"LINESTRING (7.0011485 35.0401615, 7.0020928 35.0405605)",,
251334357,False,,residential,False,55.76,,,"LINESTRING (7.0082707 35.0347205, 7.0078708 35.0343407)",,
251336673,False,,residential,True,136.211,,,"LINESTRING (7.0082707 35.0347205, 7.009382 35.0339004)",,
251334339,False,,residential,True,4.605,,,"LINESTRING (6.9994403 35.0352963, 6.9994474 35.0352553)",,
366294556,False,RN 83,primary,False,86.275,2,,"LINESTRING (6.9994403 35.0352963, 7.0002865 35.0356455)",Route de Biskra,
251334345,False,,residential,False,75.503,,,"LINESTRING (6.9989841 35.0375933, 6.9997213 35.0379043)",,
251336673,False,,residential,False,136.211,,,"LINESTRING (7.009382 35.0339004, 7.0082707 35.0347205)",,
251336674,False,,residential,False,48.052,,,"LINESTRING (7.0030111 35.0416957, 7.0035017 35.0418551)",,
251336651,False,,residential,False,85.798,,,"LINESTRING (6.999915 35.040388, 7.0007483 35.0407484)",,
251336678,False,,residential,False,34.522,,,"LINESTRING (6.999915 35.040388, 7.000086 35.0401109)",,
251336678,False,,residential,True,41.192,,,"LINESTRING (6.999915 35.040388, 6.999704 35.0407157)",,
251334359,False,,residential,True,38.973,,,"LINESTRING (6.9993256 35.0405518, 6.999704 35.0407157)",,
251336675,False,,residential,False,185.195,,,"LINESTRING (6.9993256 35.0405518, 6.999744 35.0398964, 7.0002498 35.0390682)",,
251334351,False,,residential,False,45.774,,,"LINESTRING (7.0043033 35.0426312, 7.0045325 35.0422648)",,
251334351,False,,residential,True,20.752,,,"LINESTRING (7.0043033 35.0426312, 7.0042087 35.042801)",,
251336669,False,,residential,True,104.60499999999999,,,"LINESTRING (7.0043033 35.0426312, 7.0036516 35.0423508, 7.00328 35.0422036)",,
251334359,False,,residential,False,38.973,,,"LINESTRING (6.999704 35.0407157, 6.9993256 35.0405518)",,
251334359,False,,residential,True,87.194,,,"LINESTRING (6.999704 35.0407157, 7.0005409 35.041097)",,
251336678,False,,residential,False,41.192,,,"LINESTRING (6.999704 35.0407157, 6.999915 35.040388)",,
251336680,False,,residential,False,43.693,,,"LINESTRING (7.00328 35.0422036, 7.0035017 35.0418551)",,
251336669,False,,residential,False,104.60499999999999,,,"LINESTRING (7.00328 35.0422036, 7.0036516 35.0423508, 7.0043033 35.0426312)",,
251334349,False,,residential,False,46.78,,,"LINESTRING (6.999253 35.038635, 6.9997081 35.0388303)",,
251334349,False,,residential,True,23.377,,,"LINESTRING (6.999253 35.038635, 6.9990272 35.0385349)",,
251336648,False,,residential,False,91.757,,,"LINESTRING (6.999253 35.038635, 6.9997213 35.0379043)",,
251336672,False,,residential,True,107.412,,,"LINESTRING (7.0013142 35.0361208, 7.0009317 35.0370346)",,
366294556,False,RN 83,primary,False,46.886,2,,"LINESTRING (7.0013142 35.0361208, 7.0017564 35.0363369)",Route de Biskra,
366294556,False,RN 83,primary,True,68.44,2,,"LINESTRING (7.0013142 35.0361208, 7.0010171 35.0359828, 7.000661 35.0358162)",Route de Biskra,
251334341,False,,residential,False,44.166,,,"LINESTRING (7.0008898 35.0404975, 7.0011485 35.0401615)",,
251334341,False,,residential,True,30.729,,,"LINESTRING (7.0008898 35.0404975, 7.0007483 35.0407484)",,
251336671,False,,residential,False,84.871,,,"LINESTRING (7.0008898 35.0404975, 7.000086 35.0401109)",,
251336671,False,,residential,True,36.504,,,"LINESTRING (7.0008898 35.0404975, 7.0012441 35.0406512)",,
251334345,False,,residential,False,47.856,,,"LINESTRING (6.9997213 35.0379043, 7.0001897 35.0380996)",,
251334345,False,,residential,True,75.503,,,"LINESTRING (6.9997213 35.0379043, 6.9989841 35.0375933)",,
251336648,False,,residential,True,91.757,,,"LINESTRING (6.9997213 35.0379043, 6.999253 35.038635)",,
251334341,False,,residential,False,52.451,,,"LINESTRING (7.0012613 35.0399828, 7.0015233 35.0395627)",,
251334341,False,,residential,True,22.367,,,"LINESTRING (7.0012613 35.0399828, 7.0011485 35.0401615)",,
251336667,False,,residential,True,89.191,,,"LINESTRING (7.0012613 35.0399828, 7.0003917 35.0396134)",,
251334345,False,,residential,False,16.905,,,"LINESTRING (7.0001897 35.0380996, 7.0003575 35.0381647)",,
251334345,False,,residential,True,47.856,,,"LINESTRING (7.0001897 35.0380996, 6.9997213 35.0379043)",,
251336657,False,,residential,True,92.326,,,"LINESTRING (7.0001897 35.0380996, 6.9997081 35.0388303)",,
251336667,False,,residential,False,89.191,,,"LINESTRING (7.0003917 35.0396134, 7.0012613 35.0399828)",,
251336678,False,,residential,False,48.315,,,"LINESTRING (7.0003917 35.0396134, 7.0006391 35.039229)",,
251336678,False,,residential,True,23.267,,,"LINESTRING (7.0003917 35.0396134, 7.0002716 35.0397981)",,
251336671,False,,residential,True,84.871,,,"LINESTRING (7.000086 35.0401109, 7.0008898 35.0404975)",,
251336678,False,,residential,False,38.669,,,"LINESTRING (7.000086 35.0401109, 7.0002716 35.0397981)",,
251336678,False,,residential,True,34.522,,,"LINESTRING (7.000086 35.0401109, 6.999915 35.040388)",,
251334341,False,,residential,False,30.729,,,"LINESTRING (7.0007483 35.0407484, 7.0008898 35.0404975)",,
251334341,False,,residential,True,43.117,,,"LINESTRING (7.0007483 35.0407484, 7.0005409 35.041097)",,
251336651,False,,residential,True,85.798,,,"LINESTRING (7.0007483 35.0407484, 6.999915 35.040388)",,
254785354,False,,residential,False,16.821,,,"LINESTRING (7.0052927 35.0369208, 7.0054297 35.0368193)",,
254785354,False,,residential,True,14.707,,,"LINESTRING (7.0052927 35.0369208, 7.0051849 35.0370193)",,
436971968,False,,residential,False,126.568,,,"LINESTRING (7.0052927 35.0369208, 7.0049751 35.0366993, 7.0054579 35.0361942, 7.0056242 35.0362688)",,
336583972,False,,residential,False,14.349,,,"LINESTRING (7.0038287 35.0360942, 7.0039579 35.0361681)",,
336584766,False,,residential,True,32.336,,,"LINESTRING (7.0038287 35.0360942, 7.0035417 35.0359229)",,
336583972,False,,residential,True,124.88900000000001,,,"LINESTRING (7.0038287 35.0360942, 7.0036061 35.0363292, 7.0031582 35.0360459, 7.0028854 35.0363312)",,
336583972,False,,residential,False,41.47,,,"LINESTRING (7.0042552 35.036338, 7.0039789 35.0366345)",,
336583972,False,,residential,True,33.009,,,"LINESTRING (7.0042552 35.036338, 7.0039579 35.0361681)",,
336583979,False,,residential,True,36.292,,,"LINESTRING (7.0042552 35.036338, 7.0045744 35.0365335)",,
336583980,False,,residential,True,55.484,,,"LINESTRING (7.0042552 35.036338, 7.00462 35.0359383)",,
336583972,False,,residential,True,41.47,,,"LINESTRING (7.0039789 35.0366345, 7.0042552 35.036338)",,
336583975,False,,residential,True,36.647,,,"LINESTRING (7.0039789 35.0366345, 7.0042927 35.0368409)",,
336583972,False,,residential,False,73.881,,,"LINESTRING (7.0039789 35.0366345, 7.0036571 35.0364368, 7.0034052 35.0367008)",,
336583972,False,,residential,True,57.991,,,"LINESTRING (7.0030131 35.0371118, 7.0034052 35.0367008)",,
366294556,False,RN 83,primary,False,16.21,2,,"LINESTRING (7.0030131 35.0371118, 7.0031472 35.0372077)",Route de Biskra,
366294556,False,RN 83,primary,True,61.183,2,,"LINESTRING (7.0030131 35.0371118, 7.0024858 35.0367707)",Route de Biskra,
336583972,False,,residential,False,57.991,,,"LINESTRING (7.0034052 35.0367008, 7.0030131 35.0371118)",,
336583974,False,,residential,False,62.679,,,"LINESTRING (7.0034052 35.0367008, 7.0028854 35.0363312)",,
336583972,False,,residential,True,73.881,,,"LINESTRING (7.0034052 35.0367008, 7.0036571 35.0364368, 7.0039789 35.0366345)",,
336583972,False,,residential,True,60.926,,,"LINESTRING (7.0028854 35.0363312, 7.0024858 35.0367707)",,
336583974,False,,residential,True,62.679,,,"LINESTRING (7.0028854 35.0363312, 7.0034052 35.0367008)",,
336583972,False,,residential,False,124.889,,,"LINESTRING (7.0028854 35.0363312, 7.0031582 35.0360459, 7.0036061 35.0363292, 7.0038287 35.0360942)",,
336583975,False,,residential,False,97.626,,,"LINESTRING (7.0036551 35.0375468, 7.0042927 35.0368409)",,
366294556,False,RN 83,primary,True,59.666,2,,"LINESTRING (7.0036551 35.0375468, 7.0031472 35.0372077)",Route de Biskra,
366294556,False,RN 83,primary,False,68.444,2,,"LINESTRING (7.0036551 35.0375468, 7.00387 35.0376865, 7.0042321 35.0379412)",Route de Biskra,
336583975,False,,residential,False,36.647,,,"LINESTRING (7.0042927 35.0368409, 7.0039789 35.0366345)",,
336583975,False,,residential,True,97.626,,,"LINESTRING (7.0042927 35.0368409, 7.0036551 35.0375468)",,
336583979,False,,residential,False,42.733,,,"LINESTRING (7.0042927 35.0368409, 7.0045744 35.0365335)",,
336583979,False,,residential,False,36.292,,,"LINESTRING (7.0045744 35.0365335, 7.0042552 35.036338)",,
336583979,False,,residential,True,42.733,,,"LINESTRING (7.0045744 35.0365335, 7.0042927 35.0368409)",,
