osmid,oneway,ref,highway,reversed,length,geometry,name,lanes,maxspeed,junction,tunnel
398210824,False,RN 15,primary,True,25.413,"LINESTRING (4.2028964 36.6368301, 4.2030399 36.6368528, 4.2031784 36.6368561)",,,,,
334345938,False,RN 15,primary,False,6.929,"LINESTRING (4.1990731 36.6401502, 4.1990051 36.6401803)",route Larbâa nath irathen,1,60,,
344122958,True,,primary,False,137.837,"LINESTRING (4.1990731 36.6401502, 4.1992073 36.6400796, 4.1993897 36.6400409, 4.1994763 36.6400116, 4.1995453 36.6399806, 4.1996104 36.6399471, 4.1996855 36.6398997, 4.1997928 36.6398395, 4.1999208 36.6397783, 4.1999916 36.6397389, 4.2000375 36.6396982, 4.2001206 36.6396257, 4.2001747 36.639559, 4.2002453 36.6394146)",RN 15,,,,
445110096,False,CW 1,secondary,False,62.932,"LINESTRING (4.2059161 36.6346194, 4.205856 36.634637, 4.2058043 36.6346602, 4.2057379 36.6347048, 4.2056885 36.6347659, 4.2055276 36.6350639)",,,,,
927382637,False,,unclassified,False,163.728,"LINESTRING (4.2059161 36.6346194, 4.205989 36.6347044, 4.205989 36.6348414, 4.2058833 36.6350567, 4.2058325 36.6353145, 4.2058345 36.6356178, 4.2059239 36.6360484)",Rue Djouadi Abderahmane,,,,
102378405,False,CW 1,secondary,False,1081.8450000000005,"LINESTRING (4.1972757 36.6330475, 4.1974492 36.6331443, 4.1974915 36.6332202, 4.1975156 36.6332864, 4.197521 36.6333951, 4.1974942 36.6335463, 4.1974844 36.6336332, 4.1974573 36.6337825, 4.1974369 36.6338807, 4.1974338 36.6339187, 4.1974466 36.6339698, 4.197464 36.6340187, 4.1975156 36.6340693, 4.1975833 36.6341102, 4.1976692 36.6341382, 4.1978341 36.6341786, 4.1979924 36.6342151, 4.1981144 36.6342706, 4.1982378 36.6343534, 4.1983196 36.6344234, 4.1983739 36.6344686, 4.1984504 36.6345342, 4.1985275 36.6346198, 4.1985858 36.6346903, 4.1986545 36.6347486, 4.1987179 36.6347904, 4.1988426 36.6348399, 4.1989788 36.6349023, 4.1991015 36.6349787, 4.199139 36.6350056, 4.1992182 36.6350556, 4.199312 36.6350906, 4.1994162 36.6350939, 4.1995313 36.6350632, 4.1996171 36.6350067, 4.1996963 36.6349432, 4.1998042 36.6348458, 4.1999387 36.6347508, 4.2000747 36.6346622, 4.200163 36.634637, 4.2003118 36.6346263, 4.2005218 36.6346518, 4.20072 36.6347242, 4.2009213 36.6348467, 4.2010638 36.6349426, 4.2011979 36.63498, 4.2013238 36.6349768, 4.2015501 36.6349185, 4.2017066 36.6349012, 4.2018426 36.6349181, 4.2019809 36.6349854, 4.202209 36.6351189, 4.202319 36.6351748, 4.2024557 36.6351964, 4.2026006 36.6351878, 4.2027722 36.635149, 4.2030468 36.6351023, 4.2031998 36.635094, 4.2032926 36.6351017, 4.2033838 36.6351017, 4.2035232 36.6350974, 4.2036793 36.6350589, 4.2037611 36.6350072, 4.2038344 36.6349295, 4.2039496 36.6347398, 4.2040489 36.6346238, 4.2041455 36.6345334, 4.2042635 36.6344215, 4.2043547 36.6343225, 4.2044352 36.634245, 4.2045371 36.6341848, 4.2046469 36.6341624, 4.2047536 36.6341595, 4.2051004 36.6341933, 4.2052923 36.6342019, 4.20541 36.6341931, 4.2055081 36.6341718, 4.2058713 36.6340264, 4.2060343 36.633966, 4.2061878 36.6339231, 4.2063648 36.6339145, 4.2065043 36.6339403, 4.2066522 36.6340249)",,,,,
102378467,False,,secondary,False,1307.7279999999994,"LINESTRING (4.1972757 36.6330475, 4.1970161 36.6330868, 4.1967464 36.6331348, 4.1965836 36.6331546, 4.1964546 36.633167, 4.1962719 36.6331729, 4.1961269 36.6331621, 4.1957219 36.6330943, 4.1953477 36.6330243, 4.1952083 36.6329888, 4.1950741 36.6329501, 4.1949013 36.6328893, 4.1948166 36.6328522, 4.1947371 36.6327966, 4.194617 36.632701, 4.1944787 36.6325661, 4.1944428 36.6325312, 4.1943971 36.6324952, 4.194361 36.6324779, 4.1943105 36.6324662, 4.1942745 36.6324733, 4.1942407 36.6324882, 4.1942162 36.6325201, 4.1942004 36.6325684, 4.1941984 36.6326143, 4.1942018 36.6326423, 4.1942134 36.6326765, 4.1942286 36.6327155, 4.1942507 36.6327585, 4.1942829 36.6328026, 4.1943399 36.632864, 4.194396 36.6329151, 4.1944854 36.6329813, 4.1946316 36.6330685, 4.1947594 36.6331619, 4.1948046 36.6332105, 4.1948512 36.6332913, 4.1949221 36.6334318, 4.1950256 36.6336649, 4.1950741 36.6338046, 4.1951342 36.6338993, 4.1951747 36.6339477, 4.1952699 36.6340457, 4.1954041 36.6341716, 4.1955462 36.6343168, 4.1956481 36.6344072, 4.1957258 36.6344692, 4.1958649 36.6345481, 4.1960468 36.634628, 4.1962771 36.6346989, 4.1963875 36.6347478, 4.1965453 36.6348194, 4.1966754 36.6348861, 4.1967438 36.6349367, 4.1967914 36.6349846, 4.1968176 36.6350304, 4.1968296 36.6350912, 4.196831 36.6351477, 4.1968156 36.6352311, 4.1967526 36.6355121, 4.1967398 36.6355566, 4.1967357 36.6356281, 4.1967391 36.6356648, 4.1967492 36.635712, 4.196774 36.6357584, 4.1968109 36.6358052, 4.1969229 36.6359069, 4.1971794 36.6361491, 4.1974647 36.636467, 4.1975129 36.6365364, 4.1975559 36.6366069, 4.1975787 36.6366747, 4.1976021 36.6367802, 4.1976276 36.6368996, 4.1976343 36.6369567, 4.1976511 36.6370169, 4.197675 36.6370737, 4.1977027 36.6371111, 4.1977556 36.6371627, 4.1979212 36.6372866, 4.1980807 36.6373936, 4.1982499 36.6374786, 4.198432 36.6375481, 4.1986696 36.6376121, 4.1987997 36.6376519, 4.1989392 36.6377186, 4.1990264 36.6377756, 4.199084 36.6378262, 4.1991209 36.6378703, 4.1991538 36.6379389, 4.1991726 36.6379812, 4.199194 36.6380447, 4.1992007 36.6381302, 4.1991913 36.638205, 4.1991833 36.63829, 4.1991833 36.6383341, 4.1991892 36.6383961, 4.1992192 36.6385879, 4.1992443 36.6386613, 4.1992882 36.6387212, 4.1993536 36.6387823, 4.1994414 36.6388593, 4.1997864 36.6391485, 4.2000818 36.6393581, 4.2001036 36.6393734, 4.2001208 36.6393835, 4.2001405 36.6393903, 4.2002453 36.6394146)",,,,,
334345940,False,RN 15,primary,True,34.886,"LINESTRING (4.2068595 36.6337589, 4.2066522 36.6340249)",,,,,
334345940,False,RN 15,primary,False,36.42,"LINESTRING (4.2068595 36.6337589, 4.2070037 36.633494, 4.2070009 36.6334556)",,,,,
344122968,False,,residential,True,18.602,"LINESTRING (4.2000288 36.6383891, 4.2000128 36.6382223)",,,,,
319119430,False,,residential,False,501.22200000000004,"LINESTRING (4.2000288 36.6383891, 4.2000783 36.6382925, 4.2003059 36.63802, 4.200455 36.637876, 4.2005313 36.6376961, 4.200411 36.6373269, 4.2004524 36.6371717, 4.2006052 36.6369001, 4.200828 36.6367027, 4.2021381 36.6364011, 4.2023725 36.6364166, 4.2029592 36.6365431, 4.2034547 36.6365999, 4.2038653 36.6365317, 4.2039651 36.6365026)",,,,,
319119430,False,,residential,True,152.465,"LINESTRING (4.2000288 36.6383891, 4.2000221 36.6389634, 4.2000881 36.6389965, 4.2001602 36.6390026, 4.2001954 36.6389303, 4.2003582 36.6384968, 4.2005191 36.638429)",,,,,
319119430,False,,residential,True,94.52199999999999,"LINESTRING (4.204658 36.6348732, 4.2045731 36.6348959, 4.204566 36.6349924, 4.2045873 36.6353332, 4.2044528 36.6355377, 4.2044444 36.6355598, 4.2044623 36.6356446)",,,,,
319119433,False,,residential,False,35.927,"LINESTRING (4.2040017 36.6365744, 4.2036155 36.6366658)",,,,,
319119435,False,,residential,True,8.626,"LINESTRING (4.2040017 36.6365744, 4.2039651 36.6365026)",,,,,
319119433,False,,residential,True,68.22699999999999,"LINESTRING (4.2040017 36.6365744, 4.2041765 36.6365059, 4.2042955 36.6364414, 4.2044878 36.6363169, 4.2045906 36.6362972, 4.2046429 36.6363389)",,,,,
319119433,False,,residential,True,35.927,"LINESTRING (4.2036155 36.6366658, 4.2040017 36.6365744)",,,,,
319119435,False,,residential,False,8.626,"LINESTRING (4.2039651 36.6365026, 4.2040017 36.6365744)",,,,,
319119430,False,,residential,False,112.32300000000001,"LINESTRING (4.2039651 36.6365026, 4.204113 36.6363784, 4.2043466 36.6360205, 4.2045236 36.6358558, 4.2044623 36.6356446)",,,,,
319119430,False,,residential,True,501.2219999999999,"LINESTRING (4.2039651 36.6365026, 4.2038653 36.6365317, 4.2034547 36.6365999, 4.2029592 36.6365431, 4.2023725 36.6364166, 4.2021381 36.6364011, 4.200828 36.6367027, 4.2006052 36.6369001, 4.2004524 36.6371717, 4.200411 36.6373269, 4.2005313 36.6376961, 4.200455 36.637876, 4.2003059 36.63802, 4.2000783 36.6382925, 4.2000288 36.6383891)",,,,,
344122955,False,,residential,False,120.47600000000001,"LINESTRING (4.2012177 36.6376314, 4.2013211 36.6377876, 4.2013533 36.6379124, 4.2012809 36.6381901, 4.2011521 36.6383751, 4.2010083 36.6384797, 4.2009724 36.6385322, 4.2009858 36.6385667, 4.2010235 36.6385764)",,,,,
344122960,True,,primary,False,191.08700000000005,"LINESTRING (4.2012177 36.6376314, 4.2012124 36.6376938, 4.2011856 36.6377799, 4.2010877 36.637979, 4.2009549 36.6381856, 4.2008865 36.6382674, 4.200684 36.6384417, 4.2006129 36.6385311, 4.200574 36.6386021, 4.2005513 36.6386926, 4.2005351 36.6388442, 4.2005163 36.6389787, 4.2004962 36.6390648, 4.2004452 36.6391912)",RN 15,,,,
319119438,False,,residential,False,189.553,"LINESTRING (4.2027895 36.6368362, 4.2029334 36.6368969, 4.2034752 36.6372283, 4.2041243 36.6374392, 4.2046715 36.6375942)",,,,,
344122960,True,,primary,False,47.537000000000006,"LINESTRING (4.2027895 36.6368362, 4.202536 36.6368781, 4.2022718 36.6369362)",RN 15,,,,
319119438,False,,residential,True,189.553,"LINESTRING (4.2046715 36.6375942, 4.2041243 36.6374392, 4.2034752 36.6372283, 4.2029334 36.6368969, 4.2027895 36.6368362)",,,,,
319122481,False,,residential,False,118.433,"LINESTRING (4.2068968 36.6374014, 4.2068119 36.6374897, 4.2067537 36.637596, 4.2067352 36.6376949, 4.2067305 36.6379062, 4.2067014 36.637977, 4.206631 36.6380136, 4.2065292 36.638025, 4.2061955 36.6378858)",,,,,
319122481,False,,residential,True,118.43299999999999,"LINESTRING (4.2061955 36.6378858, 4.2065292 36.638025, 4.206631 36.6380136, 4.2067014 36.637977, 4.2067305 36.6379062, 4.2067352 36.6376949, 4.2067537 36.637596, 4.2068119 36.6374897, 4.2068968 36.6374014)",,,,,
927382637,False,,unclassified,False,330.73900000000003,"LINESTRING (4.2061955 36.6378858, 4.2059239 36.6384234, 4.2058593 36.6384848, 4.2057266 36.6385343, 4.2055337 36.6385473, 4.2052799 36.6385128, 4.2051113 36.6385319, 4.2049889 36.6385669, 4.2042734 36.6388996, 4.2040515 36.6389863, 4.2038424 36.6390236, 4.2032443 36.6389832, 4.2031463 36.6389821)",Rue Djouadi Abderahmane,,,,
927382637,False,,unclassified,True,229.59299999999996,"LINESTRING (4.2061955 36.6378858, 4.2062329 36.6377644, 4.2062085 36.6376013, 4.2056475 36.637001, 4.205571 36.6368249, 4.2055987 36.6367074, 4.2058589 36.636342, 4.2059239 36.6360484)",Rue Djouadi Abderahmane,,,,
344365989,False,,residential,True,88.984,"LINESTRING (4.2059239 36.6360484, 4.2063997 36.6353451)",,,,,
927382637,False,,unclassified,False,229.593,"LINESTRING (4.2059239 36.6360484, 4.2058589 36.636342, 4.2055987 36.6367074, 4.205571 36.6368249, 4.2056475 36.637001, 4.2062085 36.6376013, 4.2062329 36.6377644, 4.2061955 36.6378858)",Rue Djouadi Abderahmane,,,,
927382637,False,,unclassified,True,163.72799999999998,"LINESTRING (4.2059239 36.6360484, 4.2058345 36.6356178, 4.2058325 36.6353145, 4.2058833 36.6350567, 4.205989 36.6348414, 4.205989 36.6347044, 4.2059161 36.6346194)",Rue Djouadi Abderahmane,,,,
345601976,False,,residential,False,159.666,"LINESTRING (4.2018026 36.6404852, 4.2016423 36.6405973, 4.2014841 36.6408255, 4.2013117 36.6411043, 4.2012324 36.6412009, 4.2010093 36.6413592, 4.2008672 36.6416777)",,,,,
927382637,False,,unclassified,False,129.397,"LINESTRING (4.2018026 36.6404852, 4.2019398 36.640649, 4.2019772 36.6407522, 4.2019644 36.6408612, 4.2016482 36.6412286, 4.2015892 36.6413709, 4.2015673 36.6415228)",Rue Djouadi Abderahmane,,,,
927382637,False,,unclassified,True,235.78199999999995,"LINESTRING (4.2018026 36.6404852, 4.2017341 36.6403798, 4.201704 36.6402045, 4.2017365 36.6401001, 4.2018422 36.6400283, 4.2021349 36.639924, 4.2024154 36.6398806, 4.202558 36.6398288, 4.2026541 36.6397546, 4.2027127 36.6396547, 4.202976 36.6391037, 4.2030297 36.6390413, 4.2031463 36.6389821)",Rue Djouadi Abderahmane,,,,
318867205,True,RN 15,primary,False,14.727,"LINESTRING (4.2045073 36.6364144, 4.2046429 36.6363389)",,,,,
335086944,True,,primary_link,False,19.062,"LINESTRING (4.2045073 36.6364144, 4.2045602 36.6364228, 4.2046216 36.6364574, 4.2046412 36.6365235)",,,,,
318867205,True,RN 15,primary,False,27.860999999999997,"LINESTRING (4.2046429 36.6363389, 4.2048215 36.636226, 4.2049036 36.6362087)",,,,,
319119433,False,,residential,False,68.227,"LINESTRING (4.2046429 36.6363389, 4.2045906 36.6362972, 4.2044878 36.6363169, 4.2042955 36.6364414, 4.2041765 36.6365059, 4.2040017 36.6365744)",,,,,
319119430,False,,residential,False,152.465,"LINESTRING (4.2005191 36.638429, 4.2003582 36.6384968, 4.2001954 36.6389303, 4.2001602 36.6390026, 4.2000881 36.6389965, 4.2000221 36.6389634, 4.2000288 36.6383891)",,,,,
344122958,True,,primary,False,337.402,"LINESTRING (4.2005191 36.638429, 4.2005519 36.6383802, 4.2005752 36.6383385, 4.2006181 36.6382632, 4.2006718 36.63819, 4.20079 36.638006, 4.2008783 36.6377143, 4.2008837 36.6376691, 4.2008676 36.6375895, 4.2008488 36.6374905, 4.2008327 36.6373657, 4.2008327 36.6372882, 4.2008569 36.637215, 4.2008864 36.6371504, 4.2009212 36.6371074, 4.200991 36.6370708, 4.2011009 36.637017, 4.201201 36.6369963, 4.2013075 36.6369804, 4.2013887 36.6369705, 4.201989 36.6368869, 4.2027373 36.6367986, 4.2028964 36.6368301)",RN 15,,,,
102378467,False,,secondary,True,1307.728,"LINESTRING (4.2002453 36.6394146, 4.2001405 36.6393903, 4.2001208 36.6393835, 4.2001036 36.6393734, 4.2000818 36.6393581, 4.1997864 36.6391485, 4.1994414 36.6388593, 4.1993536 36.6387823, 4.1992882 36.6387212, 4.1992443 36.6386613, 4.1992192 36.6385879, 4.1991892 36.6383961, 4.1991833 36.6383341, 4.1991833 36.63829, 4.1991913 36.638205, 4.1992007 36.6381302, 4.199194 36.6380447, 4.1991726 36.6379812, 4.1991538 36.6379389, 4.1991209 36.6378703, 4.199084 36.6378262, 4.1990264 36.6377756, 4.1989392 36.6377186, 4.1987997 36.6376519, 4.1986696 36.6376121, 4.198432 36.6375481, 4.1982499 36.6374786, 4.1980807 36.6373936, 4.1979212 36.6372866, 4.1977556 36.6371627, 4.1977027 36.6371111, 4.197675 36.6370737, 4.1976511 36.6370169, 4.1976343 36.6369567, 4.1976276 36.6368996, 4.1976021 36.6367802, 4.1975787 36.6366747, 4.1975559 36.6366069, 4.1975129 36.6365364, 4.1974647 36.636467, 4.1971794 36.6361491, 4.1969229 36.6359069, 4.1968109 36.6358052, 4.196774 36.6357584, 4.1967492 36.635712, 4.1967391 36.6356648, 4.1967357 36.6356281, 4.1967398 36.6355566, 4.1967526 36.6355121, 4.1968156 36.6352311, 4.196831 36.6351477, 4.1968296 36.6350912, 4.1968176 36.6350304, 4.1967914 36.6349846, 4.1967438 36.6349367, 4.1966754 36.6348861, 4.1965453 36.6348194, 4.1963875 36.6347478, 4.1962771 36.6346989, 4.1960468 36.634628, 4.1958649 36.6345481, 4.1957258 36.6344692, 4.1956481 36.6344072, 4.1955462 36.6343168, 4.1954041 36.6341716, 4.1952699 36.6340457, 4.1951747 36.6339477, 4.1951342 36.6338993, 4.1950741 36.6338046, 4.1950256 36.6336649, 4.1949221 36.6334318, 4.1948512 36.6332913, 4.1948046 36.6332105, 4.1947594 36.6331619, 4.1946316 36.6330685, 4.1944854 36.6329813, 4.194396 36.6329151, 4.1943399 36.632864, 4.1942829 36.6328026, 4.1942507 36.6327585, 4.1942286 36.6327155, 4.1942134 36.6326765, 4.1942018 36.6326423, 4.1941984 36.6326143, 4.1942004 36.6325684, 4.1942162 36.6325201, 4.1942407 36.6324882, 4.1942745 36.6324733, 4.1943105 36.6324662, 4.194361 36.6324779, 4.1943971 36.6324952, 4.1944428 36.6325312, 4.1944787 36.6325661, 4.194617 36.632701, 4.1947371 36.6327966, 4.1948166 36.6328522, 4.1949013 36.6328893, 4.1950741 36.6329501, 4.1952083 36.6329888, 4.1953477 36.6330243, 4.1957219 36.6330943, 4.1961269 36.6331621, 4.1962719 36.6331729, 4.1964546 36.633167, 4.1965836 36.6331546, 4.1967464 36.6331348, 4.1970161 36.6330868, 4.1972757 36.6330475)",,,,,
344122958,True,,primary,False,113.03500000000001,"LINESTRING (4.2002453 36.6394146, 4.2003354 36.6391962, 4.2004065 36.6390036, 4.2004172 36.638924, 4.2004347 36.6387948, 4.2004374 36.6387571, 4.2004414 36.6387238, 4.200444 36.6386141, 4.2004923 36.6384935, 4.2005191 36.638429)",RN 15,,,,
334345940,False,RN 15,primary,True,36.42,"LINESTRING (4.2070009 36.6334556, 4.2070037 36.633494, 4.2068595 36.6337589)",,,,,
343284148,False,,tertiary,False,39.916000000000004,"LINESTRING (4.2070009 36.6334556, 4.2070814 36.6333684, 4.2071189 36.6332393, 4.2070783 36.633126)",,,,,
344122954,False,,residential,False,99.562,"LINESTRING (4.2022718 36.6369362, 4.2023269 36.6372172, 4.2025254 36.637807)",,,,,
344122960,True,,primary,False,152.202,"LINESTRING (4.2022718 36.6369362, 4.2016576 36.6370664, 4.2013264 36.637145, 4.2012338 36.6371741, 4.2011762 36.637201, 4.201144 36.6372386, 4.2011265 36.6372989, 4.2011332 36.6373602, 4.2012177 36.6376314)",RN 15,,,,
344122954,False,,residential,True,99.562,"LINESTRING (4.2025254 36.637807, 4.2023269 36.6372172, 4.2022718 36.6369362)",,,,,
"[344122955, 927297972]",False,,residential,"[False, True]",214.56299999999996,"LINESTRING (4.2010235 36.6385764, 4.2010717 36.6385775, 4.2011977 36.6385021, 4.2017313 36.6381339, 4.2017778 36.6381168, 4.2018333 36.6381178, 4.2019071 36.6381437, 4.2019419 36.6381964, 4.2019473 36.6382491, 4.2018641 36.6383503, 4.2016872 36.6385128, 4.2014269 36.6387893, 4.2013345 36.6388722, 4.201317 36.6389486, 4.2012956 36.6390112)",,,,,
344122955,False,,residential,True,120.476,"LINESTRING (4.2010235 36.6385764, 4.2009858 36.6385667, 4.2009724 36.6385322, 4.2010083 36.6384797, 4.2011521 36.6383751, 4.2012809 36.6381901, 4.2013533 36.6379124, 4.2013211 36.6377876, 4.2012177 36.6376314)",,,,,
344122956,False,,residential,False,68.574,"LINESTRING (4.2010235 36.6385764, 4.2010181 36.6385931, 4.20096 36.6387373, 4.2010676 36.6391768)",Rue Djouadi Abdellah,,,,
344122956,False,,residential,True,68.57400000000001,"LINESTRING (4.2010676 36.6391768, 4.20096 36.6387373, 4.2010181 36.6385931, 4.2010235 36.6385764)",Rue Djouadi Abdellah,,,,
344122957,False,,residential,False,56.616,"LINESTRING (4.2004452 36.6391912, 4.2005472 36.6391821, 4.2006868 36.6392328, 4.2010059 36.6393964)",,,,,
344122960,True,,primary,False,172.701,"LINESTRING (4.2004452 36.6391912, 4.2002857 36.6395039, 4.2001944 36.6396277, 4.2000817 36.6397353, 4.1999859 36.639805, 4.1998939 36.6398687, 4.1997875 36.6399385, 4.1996587 36.640003, 4.1995212 36.6400602, 4.199363 36.640113, 4.1992208 36.6401356, 4.1990731 36.6401502)",RN 15,,,,
344122957,False,,residential,True,56.616,"LINESTRING (4.2010059 36.6393964, 4.2006868 36.6392328, 4.2005472 36.6391821, 4.2004452 36.6391912)",,,,,
344122961,False,,residential,False,174.10899999999998,"LINESTRING (4.2031463 36.6389821, 4.2029076 36.6390316, 4.2025857 36.6391349, 4.2024275 36.6391328, 4.2023117 36.6391292, 4.2021453 36.6391302, 4.2020332 36.6391113, 4.2017154 36.6389175, 4.2016202 36.6388616, 4.2015504 36.6388745, 4.2014297 36.6390166)",,,,,
927382637,False,,unclassified,False,235.78199999999995,"LINESTRING (4.2031463 36.6389821, 4.2030297 36.6390413, 4.202976 36.6391037, 4.2027127 36.6396547, 4.2026541 36.6397546, 4.202558 36.6398288, 4.2024154 36.6398806, 4.2021349 36.639924, 4.2018422 36.6400283, 4.2017365 36.6401001, 4.201704 36.6402045, 4.2017341 36.6403798, 4.2018026 36.6404852)",Rue Djouadi Abderahmane,,,,
927382637,False,,unclassified,True,330.739,"LINESTRING (4.2031463 36.6389821, 4.2032443 36.6389832, 4.2038424 36.6390236, 4.2040515 36.6389863, 4.2042734 36.6388996, 4.2049889 36.6385669, 4.2051113 36.6385319, 4.2052799 36.6385128, 4.2055337 36.6385473, 4.2057266 36.6385343, 4.2058593 36.6384848, 4.2059239 36.6384234, 4.2061955 36.6378858)",Rue Djouadi Abderahmane,,,,
344122961,False,,residential,True,174.10899999999998,"LINESTRING (4.2014297 36.6390166, 4.2015504 36.6388745, 4.2016202 36.6388616, 4.2017154 36.6389175, 4.2020332 36.6391113, 4.2021453 36.6391302, 4.2023117 36.6391292, 4.2024275 36.6391328, 4.2025857 36.6391349, 4.2029076 36.6390316, 4.2031463 36.6389821)",,,,,
344122962,True,,residential,False,15.125,"LINESTRING (4.2009059 36.6359615, 4.2009226 36.635948, 4.2009435 36.635939, 4.2009667 36.6359354, 4.2009902 36.6359374, 4.201012 36.6359448, 4.2010301 36.6359571, 4.2010444 36.6359759)",,,,roundabout,
344122964,False,,residential,False,127.885,"LINESTRING (4.2009059 36.6359615, 4.2008195 36.6359302, 4.2006613 36.6359022, 4.2004762 36.6359, 4.200208 36.635984, 4.1998727 36.6361325, 4.1995887 36.6362516)",,,,,
344122962,True,,residential,False,14.713999999999999,"LINESTRING (4.2010444 36.6359759, 4.20105 36.6359975, 4.2010461 36.6360193, 4.2010332 36.6360388, 4.2010128 36.6360536, 4.2009874 36.6360619, 4.2009599 36.6360629)",,,,roundabout,
344122963,False,,residential,True,311.333,"LINESTRING (4.2010444 36.6359759, 4.2011575 36.6359452, 4.2015384 36.6359431, 4.20171 36.6359366, 4.2018549 36.6359624, 4.2022223 36.6359785, 4.20239 36.6360077, 4.2025744 36.635978, 4.2033218 36.6357911, 4.2038566 36.635696, 4.204344 36.6356418, 4.2044623 36.6356446)",,,,,
344122962,True,,residential,False,14.703,"LINESTRING (4.2009599 36.6360629, 4.2009337 36.6360564, 4.2009118 36.636043, 4.2008968 36.6360246, 4.2008905 36.6360031, 4.2008937 36.6359812, 4.2009059 36.6359615)",,,,roundabout,
