osmid,highway,oneway,reversed,length,ref,lanes,geometry
203973383,residential,False,True,64.617,,,"LINESTRING (-0.2616726 35.5634514, -0.2615762 35.5628756)"
297050518,secondary,False,False,33.045,CW 30,,"LINESTRING (-0.2616726 35.5634514, -0.2613081 35.5634314)"
297050518,secondary,False,True,4.905,CW 30,,"LINESTRING (-0.2616726 35.5634514, -0.2617268 35.5634528)"
203973338,residential,False,True,55.358,,,"LINESTRING (-0.260921 35.5634101, -0.2608777 35.5629135)"
203973458,residential,False,False,77.67,,,"LINESTRING (-0.260921 35.5634101, -0.2609647 35.5641077)"
297050518,secondary,False,False,51.574,CW 30,,"LINESTRING (-0.260921 35.5634101, -0.2603532 35.5634523)"
297050518,secondary,False,True,35.095,CW 30,,"LINESTRING (-0.260921 35.5634101, -0.2613081 35.5634314)"
73319219,unclassified,False,False,75.499,,,"LINESTRING (-0.2564081 35.5637452, -0.2564764 35.5644219)"
297049498,secondary,False,True,98.767,,2,"LINESTRING (-0.2564081 35.5637452, -0.2563194 35.5628599)"
297050518,secondary,False,False,12.696,CW 30,,"LINESTRING (-0.2564081 35.5637452, -0.256268 35.5637521)"
297050518,secondary,False,True,24.415,CW 30,,"LINESTRING (-0.2564081 35.5637452, -0.2566769 35.5637252)"
73305400,tertiary,False,True,50.632,,,"LINESTRING (-0.2583805 35.5620555, -0.2583316 35.5616019)"
203973417,residential,False,False,36.515,,,"LINESTRING (-0.2583805 35.5620555, -0.2579781 35.5620816)"
384888737,tertiary,False,False,27.262,,,"LINESTRING (-0.2583805 35.5620555, -0.2586813 35.5620402)"
203973434,residential,False,True,69.758,,,"LINESTRING (-0.2586813 35.5620402, -0.2594498 35.5619879)"
384888737,tertiary,False,False,72.277,,,"LINESTRING (-0.2586813 35.5620402, -0.2587653 35.5626866)"
384888737,tertiary,False,True,27.262,,,"LINESTRING (-0.2586813 35.5620402, -0.2583805 35.5620555)"
203973422,residential,False,False,72.556,,,"LINESTRING (-0.2589908 35.564262, -0.2581927 35.5643274)"
203973422,residential,False,True,55.45,,,"LINESTRING (-0.2589908 35.564262, -0.2590424 35.5647589)"
384888737,tertiary,False,False,69.845,,,"LINESTRING (-0.2589908 35.564262, -0.2597597 35.5642043)"
384888737,tertiary,False,True,78.523,,,"LINESTRING (-0.2589908 35.564262, -0.2588791 35.5635617)"
203973426,residential,False,False,59.061,,,"LINESTRING (-0.2597597 35.5642043, -0.2604095 35.5641522)"
384888737,tertiary,False,False,55.749,,,"LINESTRING (-0.2597597 35.5642043, -0.2598128 35.5647038)"
384888737,tertiary,False,True,69.845,,,"LINESTRING (-0.2597597 35.5642043, -0.2589908 35.564262)"
297050518,secondary,False,False,67.759,CW 30,,"LINESTRING (-0.2588791 35.5635617, -0.2581331 35.5636171)"
297050518,secondary,False,True,133.892,CW 30,,"LINESTRING (-0.2588791 35.5635617, -0.2603532 35.5634523)"
384888737,tertiary,False,False,78.523,,,"LINESTRING (-0.2588791 35.5635617, -0.2589908 35.564262)"
384888737,tertiary,False,True,97.85,,,"LINESTRING (-0.2588791 35.5635617, -0.2587653 35.5626866)"
203973379,residential,False,False,46.659,,,"LINESTRING (-0.2601966 35.5579463, -0.2596829 35.5579841)"
785796620,residential,False,False,114.09100000000001,,,"LINESTRING (-0.2601966 35.5579463, -0.2602467 35.5586506, -0.260288 35.5589694)"
203973379,residential,False,False,41.115,,,"LINESTRING (-0.2596829 35.5579841, -0.2592301 35.5580161)"
203973379,residential,False,True,46.659,,,"LINESTRING (-0.2596829 35.5579841, -0.2601966 35.5579463)"
203973410,residential,False,False,110.773,,,"LINESTRING (-0.2596829 35.5579841, -0.2597779 35.5589773)"
203973379,residential,False,False,115.845,,,"LINESTRING (-0.2592301 35.5580161, -0.2579558 35.5581195)"
203973379,residential,False,True,41.115,,,"LINESTRING (-0.2592301 35.5580161, -0.2596829 35.5579841)"
203973409,residential,False,False,111.096,,,"LINESTRING (-0.2592301 35.5580161, -0.2593344 35.5590116)"
203973401,residential,False,False,46.152,,,"LINESTRING (-0.260288 35.5589694, -0.2597779 35.5589773)"
785796620,residential,False,False,108.497,,,"LINESTRING (-0.260288 35.5589694, -0.260371 35.5599428)"
785796620,residential,False,True,114.09100000000001,,,"LINESTRING (-0.260288 35.5589694, -0.2602467 35.5586506, -0.2601966 35.5579463)"
203973401,residential,False,False,40.3,,,"LINESTRING (-0.2597779 35.5589773, -0.2593344 35.5590116)"
203973401,residential,False,True,46.152,,,"LINESTRING (-0.2597779 35.5589773, -0.260288 35.5589694)"
203973410,residential,False,False,109.111,,,"LINESTRING (-0.2597779 35.5589773, -0.2598715 35.5599556)"
203973410,residential,False,True,110.773,,,"LINESTRING (-0.2597779 35.5589773, -0.2596829 35.5579841)"
203973401,residential,False,True,40.3,,,"LINESTRING (-0.2593344 35.5590116, -0.2597779 35.5589773)"
203973409,residential,False,True,111.096,,,"LINESTRING (-0.2593344 35.5590116, -0.2592301 35.5580161)"
"[203973416, 203973409]",residential,False,False,109.521,,,"LINESTRING (-0.2593344 35.5590116, -0.2594195 35.5598248, -0.2594296 35.5599934)"
203973410,residential,False,False,40.194,,,"LINESTRING (-0.2598715 35.5599556, -0.2594296 35.5599934)"
203973410,residential,False,True,109.111,,,"LINESTRING (-0.2598715 35.5599556, -0.2597779 35.5589773)"
785796619,residential,False,False,45.206,,,"LINESTRING (-0.2598715 35.5599556, -0.260371 35.5599428)"
73305400,tertiary,False,False,14.064,,,"LINESTRING (-0.2581546 35.5599621, -0.2581682 35.5600881)"
