osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,junction,bridge,lanes
92831096,True,primary,False,22.678,"LINESTRING (5.3745417 35.3816347, 5.374615 35.3818297)",,,,,,
92830969,True,primary,False,35.082,"LINESTRING (5.3745417 35.3816347, 5.3747164 35.3817729, 5.3747917 35.3818065, 5.3748476 35.3818182)",RN 78,شارع معجوج العمري,,,,
92831114,True,primary,False,8.405,"LINESTRING (5.3746297 35.381968, 5.374608 35.381986, 5.3745817 35.3819991, 5.3745522 35.3820067)",,,30,roundabout,,
92831114,True,primary,False,22.488,"LINESTRING (5.3745522 35.3820067, 5.3745109 35.3820073, 5.3744715 35.381997, 5.3744384 35.3819769, 5.3744149 35.3819491, 5.3744037 35.3819167, 5.374406 35.381883)",,,30,roundabout,,
"[92831105, 290154238, 290154239]",True,primary,False,261.12,"LINESTRING (5.3745522 35.3820067, 5.37439 35.3820776, 5.3741018 35.3822616, 5.3738629 35.382489, 5.3733939 35.3829353, 5.3732964 35.3830428, 5.3731941 35.3832106, 5.3730603 35.383494, 5.3729657 35.3838742)",,,,,yes,
92831110,True,primary,False,9.861,"LINESTRING (5.3727419 35.3838685, 5.372737 35.3838392, 5.3727433 35.3838101, 5.3727601 35.3837839)",,,,roundabout,,
255366391,False,secondary,False,107.00500000000001,"LINESTRING (5.3727419 35.3838685, 5.3724691 35.3838713, 5.3715737 35.3837508)",,Rue Colonel Mohamed Châbani,,,,
92831110,True,primary,False,9.864,"LINESTRING (5.3727601 35.3837839, 5.3727859 35.3837631, 5.3728182 35.3837497, 5.372854 35.3837449)",,,,roundabout,,
289047363,False,residential,False,209.87899999999996,"LINESTRING (5.3727601 35.3837839, 5.3722424 35.3834139, 5.3715289 35.3830684, 5.3711802 35.3826267, 5.3711013 35.3825203)",,,,,,
92831105,True,primary,False,66.527,"LINESTRING (5.3729657 35.3838742, 5.3729214 35.3840071, 5.3728266 35.3842062, 5.3726842 35.3844242)",,,,,,
92831110,True,primary,False,15.467,"LINESTRING (5.3729657 35.3838742, 5.3729494 35.3838987, 5.3729252 35.3839183, 5.3728952 35.3839315, 5.3728617 35.3839371, 5.3728278 35.3839346)",,,,roundabout,,
256836936,False,primary,True,38.832,"LINESTRING (5.3705389 35.3877715, 5.3708819 35.3879807)",RN 78,شارع أول نوفمبر,40,,,2
288616085,True,primary,False,10.63,"LINESTRING (5.3705389 35.3877715, 5.3705192 35.3877892, 5.3704946 35.3878023, 5.3704668 35.3878098, 5.3704376 35.3878114)",,,,roundabout,,
255366389,True,primary,False,55.335,"LINESTRING (5.3692241 35.3891321, 5.3687072 35.3888674)","RN 78, RN 28",Rue de l'indépendance,,,,
255366389,True,primary,False,66.715,"LINESTRING (5.3687072 35.3888674, 5.3680941 35.3885355)","RN 78, RN 28",Rue de l'indépendance,,,,
290154236,False,residential,False,77.155,"LINESTRING (5.3664842 35.3831242, 5.3665629 35.3824333)",,,,,,
290154236,False,residential,True,42.995,"LINESTRING (5.3664842 35.3831242, 5.3663959 35.3835041)",,,,,,
255366391,False,secondary,True,202.343,"LINESTRING (5.3664842 35.3831242, 5.3680349 35.3832042, 5.3687023 35.3833023)",,Rue Colonel Mohamed Châbani,,,,
290154236,False,residential,False,28.21,"LINESTRING (5.3665629 35.3824333, 5.3665629 35.3821796)",,,,,,
290154236,False,residential,True,77.155,"LINESTRING (5.3665629 35.3824333, 5.3664842 35.3831242)",,,,,,
290154236,False,residential,True,28.21,"LINESTRING (5.3665629 35.3821796, 5.3665629 35.3824333)",,,,,,
289047360,False,residential,False,666.651,"LINESTRING (5.3665629 35.3821796, 5.3667492 35.381905, 5.3671891 35.3814502, 5.3672642 35.3811265, 5.3669852 35.3805229, 5.3679508 35.3805229, 5.36838 35.3805842, 5.3690774 35.3811877, 5.3693885 35.3812402, 5.369764 35.3813452, 5.3701181 35.3815289, 5.3704077 35.3817826, 5.3705949 35.3823387, 5.370332 35.3825599)",,,,,,
261322315,False,tertiary,True,96.429,"LINESTRING (5.3704376 35.3878114, 5.3707585 35.3886382)",,Rue sekkak sassi,,,,
288616085,True,primary,False,14.317,"LINESTRING (5.3704376 35.3878114, 5.3703992 35.3878039, 5.3703662 35.3877861, 5.3703426 35.3877604, 5.3703311 35.3877296)",,,,roundabout,,
289038263,False,residential,False,21.125,"LINESTRING (5.3656641 35.389043, 5.3657551 35.3888681)",,,,,,
255366388,True,primary,False,47.314,"LINESTRING (5.3700526 35.3880431, 5.3697775 35.3884047)",,,,,,
288616153,False,residential,False,152.309,"LINESTRING (5.3700526 35.3880431, 5.3686328 35.3873107)",,,,,,
288616153,False,residential,False,30.344,"LINESTRING (5.3686328 35.3873107, 5.3683412 35.3871767)",,,,,,
288616153,False,residential,True,152.309,"LINESTRING (5.3686328 35.3873107, 5.3700526 35.3880431)",,,,,,
289038256,False,residential,False,42.061,"LINESTRING (5.3686328 35.3873107, 5.368375 35.3876252)",,,,,,
288616153,False,residential,True,140.864,"LINESTRING (5.3660171 35.3859139, 5.3673068 35.3866205)",,,,,,
288616154,False,residential,False,38.065,"LINESTRING (5.3660171 35.3859139, 5.365883 35.3862383)",,,,,,
1203854867,False,residential,False,44.187,"LINESTRING (5.3660171 35.3859139, 5.3660877 35.3857404, 5.3661467 35.3856497, 5.3662344 35.3855636)",,,,,,
288616154,False,residential,True,103.497,"LINESTRING (5.3654102 35.3870855, 5.365883 35.3862383)",,,,,,
255366389,True,primary,False,116.398,"LINESTRING (5.3664804 35.3876639, 5.3654102 35.3870855)","RN 78, RN 28",Rue de l'indépendance,,,,
288616155,False,residential,False,29.056,"LINESTRING (5.3664804 35.3876639, 5.3666543 35.3874444)",,,,,,
288616153,False,residential,False,140.864,"LINESTRING (5.3673068 35.3866205, 5.3660171 35.3859139)",,,,,,
288616155,False,residential,False,47.948,"LINESTRING (5.3673068 35.3866205, 5.3675938 35.3862583)",,,,,,
288616155,False,residential,True,37.774,"LINESTRING (5.3673068 35.3866205, 5.3670808 35.3869059)",,,,,,
288616153,False,residential,True,112.33099999999999,"LINESTRING (5.3673068 35.3866205, 5.3682992 35.387153, 5.3683412 35.3871767)",,,,,,
288616155,False,residential,True,47.948,"LINESTRING (5.3675938 35.3862583, 5.3673068 35.3866205)",,,,,,
288616155,False,residential,False,40.419,"LINESTRING (5.3675938 35.3862583, 5.3677371 35.3861094, 5.3678409 35.3859571)",,,,,,
358650454,True,primary,False,113.03899999999999,"LINESTRING (5.3675938 35.3862583, 5.3680954 35.3865243, 5.3686397 35.3868118)","RN 28, RN 78",Rue 1er Novembre,,,,
255366388,True,primary,False,30.773,"LINESTRING (5.3697775 35.3884047, 5.3695986 35.3886399)",,,,,,
288616156,False,residential,False,153.874,"LINESTRING (5.3697775 35.3884047, 5.368375 35.3876252)",,Rue Ghanem Mohamed Salah,,,,
288616155,False,residential,False,37.774,"LINESTRING (5.3670808 35.3869059, 5.3673068 35.3866205)",,,,,,
288616155,False,residential,True,29.752,"LINESTRING (5.3670808 35.3869059, 5.3669028 35.3871307)",,,,,,
288616156,False,residential,False,131.534,"LINESTRING (5.3670808 35.3869059, 5.365883 35.3862383)",,Rue Ghanem Mohamed Salah,,,,
288616156,False,residential,True,113.296,"LINESTRING (5.3670808 35.3869059, 5.368124 35.387467)",,Rue Ghanem Mohamed Salah,,,,
255366388,True,primary,False,43.623,"LINESTRING (5.3703311 35.3877296, 5.3702643 35.3877648, 5.3700526 35.3880431)",,,,,,
288616085,True,primary,False,6.191000000000001,"LINESTRING (5.3703311 35.3877296, 5.3703306 35.387711, 5.3703346 35.3876927, 5.3703429 35.3876755)",,,,roundabout,,
288616085,True,primary,False,10.683,"LINESTRING (5.3703429 35.3876755, 5.3703596 35.3876557, 5.370382 35.3876401, 5.3704085 35.3876296, 5.3704374 35.387625)",,,,roundabout,,
92831116,True,primary,False,34.467,"LINESTRING (5.3704374 35.387625, 5.3705148 35.3875542, 5.3706381 35.387364)",RN 78,,,,,
288616085,True,primary,False,14.863,"LINESTRING (5.3704374 35.387625, 5.3704781 35.3876288, 5.3705146 35.3876441, 5.3705421 35.3876688, 5.3705572 35.3876999)",,,,roundabout,,
288616085,True,primary,False,8.332,"LINESTRING (5.3705572 35.3876999, 5.3705591 35.3877248, 5.3705529 35.3877493, 5.3705389 35.3877715)",,,,roundabout,,
261322315,False,tertiary,False,96.429,"LINESTRING (5.3707585 35.3886382, 5.3704376 35.3878114)",,Rue sekkak sassi,,,,
289036067,False,residential,False,71.33000000000001,"LINESTRING (5.3707585 35.3886382, 5.3710062 35.3887715, 5.3710897 35.388781, 5.3711883 35.3887818, 5.3712339 35.3887764, 5.3712721 35.3887682, 5.3714872 35.3887249)",,,,,,
1203854857,False,residential,False,39.357,"LINESTRING (5.3714872 35.3887249, 5.371711 35.3884216)",,,,,,
289036067,False,residential,True,71.33,"LINESTRING (5.3714872 35.3887249, 5.3712721 35.3887682, 5.3712339 35.3887764, 5.3711883 35.3887818, 5.3710897 35.388781, 5.3710062 35.3887715, 5.3707585 35.3886382)",,,,,,
288616156,False,residential,False,28.761,"LINESTRING (5.368375 35.3876252, 5.368124 35.387467)",,Rue Ghanem Mohamed Salah,,,,
288616156,False,residential,True,153.874,"LINESTRING (5.368375 35.3876252, 5.3697775 35.3884047)",,Rue Ghanem Mohamed Salah,,,,
289038256,False,residential,False,30.951,"LINESTRING (5.368375 35.3876252, 5.3682004 35.3878644)",,,,,,
289038256,False,residential,True,42.061,"LINESTRING (5.368375 35.3876252, 5.3686328 35.3873107)",,,,,,
289038256,False,residential,True,30.951,"LINESTRING (5.3682004 35.3878644, 5.368375 35.3876252)",,,,,,
289038257,False,residential,False,30.39,"LINESTRING (5.3682004 35.3878644, 5.3679295 35.3877034)",,,,,,
289038257,False,residential,True,33.404,"LINESTRING (5.3682004 35.3878644, 5.3684984 35.3880411)",,,,,,
255366388,True,primary,False,28.84,"LINESTRING (5.3695986 35.3886399, 5.3694309 35.3888603)",,,,,,
289038257,False,residential,False,119.918,"LINESTRING (5.3695986 35.3886399, 5.3684984 35.3880411)",,,,,,
288616155,False,residential,False,29.752,"LINESTRING (5.3669028 35.3871307, 5.3670808 35.3869059)",,,,,,
288616155,False,residential,True,12.819,"LINESTRING (5.3669028 35.3871307, 5.366826 35.3872275)",,,,,,
289038257,False,residential,True,39.504,"LINESTRING (5.3669028 35.3871307, 5.3672638 35.3873297)",,,,,,
288616155,False,residential,False,28.705,"LINESTRING (5.3666543 35.3874444, 5.366826 35.3872275)",,,,,,
288616155,False,residential,True,29.056,"LINESTRING (5.3666543 35.3874444, 5.3664804 35.3876639)",,,,,,
289038258,False,residential,False,38.276,"LINESTRING (5.3666543 35.3874444, 5.3670059 35.387635)",,,,,,
289038258,False,residential,True,73.439,"LINESTRING (5.3676747 35.3880077, 5.3670059 35.387635)",,,,,,
1203854858,False,residential,False,40.969,"LINESTRING (5.3676747 35.3880077, 5.3679295 35.3877034)",,,,,,
1203854865,False,residential,False,27.868,"LINESTRING (5.3676747 35.3880077, 5.3675125 35.3882206)",,,,,,
289038257,False,residential,False,73.27,"LINESTRING (5.3679295 35.3877034, 5.3672638 35.3873297)",,,,,,
289038257,False,residential,True,30.39,"LINESTRING (5.3679295 35.3877034, 5.3682004 35.3878644)",,,,,,
358375576,True,residential,False,31.652,"LINESTRING (5.3679295 35.3877034, 5.368124 35.387467)",,,,,,
1203854858,False,residential,True,40.969,"LINESTRING (5.3679295 35.3877034, 5.3676747 35.3880077)",,,,,,
289038257,False,residential,False,33.404,"LINESTRING (5.3684984 35.3880411, 5.3682004 35.3878644)",,,,,,
289038257,False,residential,True,119.918,"LINESTRING (5.3684984 35.3880411, 5.3695986 35.3886399)",,,,,,
289038259,False,residential,False,28.793999999999997,"LINESTRING (5.3684984 35.3880411, 5.3684712 35.3880755, 5.3683249 35.388258)",,,,,,
289038259,False,residential,False,120.571,"LINESTRING (5.3683249 35.388258, 5.3694309 35.3888603)",,,,,,
1203854864,False,residential,False,37.281,"LINESTRING (5.3683249 35.388258, 5.3680941 35.3885355)",,,,,,
289038259,False,residential,True,28.793999999999997,"LINESTRING (5.3683249 35.388258, 5.3684712 35.3880755, 5.3684984 35.3880411)",,,,,,
255366388,True,primary,False,35.565,"LINESTRING (5.3694309 35.3888603, 5.3692241 35.3891321)",,,,,,
289038259,False,residential,True,120.571,"LINESTRING (5.3694309 35.3888603, 5.3683249 35.388258)",,,,,,
289038258,False,residential,False,73.439,"LINESTRING (5.3670059 35.387635, 5.3676747 35.3880077)",,,,,,
289038258,False,residential,True,38.276,"LINESTRING (5.3670059 35.387635, 5.3666543 35.3874444)",,,,,,
289038260,False,residential,False,41.219,"LINESTRING (5.3670059 35.387635, 5.3672638 35.3873297)",,,,,,
289038257,False,residential,False,39.504,"LINESTRING (5.3672638 35.3873297, 5.3669028 35.3871307)",,,,,,
289038257,False,residential,True,73.27,"LINESTRING (5.3672638 35.3873297, 5.3679295 35.3877034)",,,,,,
289038260,False,residential,True,41.219,"LINESTRING (5.3672638 35.3873297, 5.3670059 35.387635)",,,,,,
289038261,False,residential,False,93.589,"LINESTRING (5.3659324 35.386806, 5.366826 35.3872275)",,,,,,
288616155,False,residential,False,12.819,"LINESTRING (5.366826 35.3872275, 5.3669028 35.3871307)",,,,,,
288616155,False,residential,True,28.705,"LINESTRING (5.366826 35.3872275, 5.3666543 35.3874444)",,,,,,
289038261,False,residential,True,93.589,"LINESTRING (5.366826 35.3872275, 5.3659324 35.386806)",,,,,,
289038262,False,residential,True,37.545,"LINESTRING (5.366471 35.3884437, 5.3661143 35.3882721)",,,,,,
358376546,False,residential,False,72.985,"LINESTRING (5.366471 35.3884437, 5.366882 35.3878793)",,,,,,
358376547,False,residential,False,67.854,"LINESTRING (5.366471 35.3884437, 5.3662164 35.3888363, 5.3661523 35.388994)",,,,,,
255366389,True,primary,False,32.838,"LINESTRING (5.366882 35.3878793, 5.366581 35.387715)","RN 78, RN 28",Rue de l'indépendance,,,,
358376546,False,residential,True,72.985,"LINESTRING (5.366882 35.3878793, 5.366471 35.3884437)",,,,,,
289038262,False,residential,False,37.545,"LINESTRING (5.3661143 35.3882721, 5.366471 35.3884437)",,,,,,
289038263,False,residential,False,75.015,"LINESTRING (5.3661143 35.3882721, 5.366581 35.387715)",,,,,,
289038263,False,residential,True,73.84,"LINESTRING (5.3661143 35.3882721, 5.3657551 35.3888681)",,,,,,
255366389,True,primary,False,10.745,"LINESTRING (5.366581 35.387715, 5.3664804 35.3876639)","RN 78, RN 28",Rue de l'indépendance,,,,
289038263,False,residential,True,75.015,"LINESTRING (5.366581 35.387715, 5.3661143 35.3882721)",,,,,,
289038263,False,residential,False,73.84,"LINESTRING (5.3657551 35.3888681, 5.3661143 35.3882721)",,,,,,
289038263,False,residential,True,21.125,"LINESTRING (5.3657551 35.3888681, 5.3656641 35.389043)",,,,,,
289038265,False,residential,False,38.632,"LINESTRING (5.3657551 35.3888681, 5.3661523 35.388994)",,,,,,
289045081,False,residential,False,65.044,"LINESTRING (5.3753417 35.3874696, 5.3757197 35.3869724)",,,,,,
289045081,False,residential,True,52.649,"LINESTRING (5.3753417 35.3874696, 5.374824 35.387255)",,,,,,
289045091,False,residential,False,29.532,"LINESTRING (5.3753417 35.3874696, 5.375189 35.3877042)",,,,,,
289045083,False,residential,False,41.797,"LINESTRING (5.3709905 35.3869966, 5.3714059 35.3871597)",,,,,,
92831105,True,primary,False,87.859,"LINESTRING (5.3709905 35.3869966, 5.3705845 35.3876045, 5.3705572 35.3876999)",,,,,,
289045083,False,residential,False,90.718,"LINESTRING (5.3738228 35.3881454, 5.3733767 35.3888757)",,,,,,
289045083,False,residential,True,20.613,"LINESTRING (5.3738228 35.3881454, 5.3736226 35.3880575)",,,,,,
358450695,False,residential,True,77.46000000000001,"LINESTRING (5.3738228 35.3881454, 5.3738863 35.3881651, 5.3741 35.3882315, 5.3743661 35.3878318)",,,,,,
289045083,False,residential,False,20.613,"LINESTRING (5.3736226 35.3880575, 5.3738228 35.3881454)",,,,,,
289045083,False,residential,True,71.282,"LINESTRING (5.3736226 35.3880575, 5.3729219 35.3877666)",,,,,,
289045084,False,residential,False,52.279,"LINESTRING (5.3736226 35.3880575, 5.3739111 35.3876504)",,,,,,
289045081,False,residential,False,51.701,"LINESTRING (5.3743156 35.3870443, 5.374824 35.387255)",,,,,,
289045081,False,residential,True,51.706,"LINESTRING (5.3743156 35.3870443, 5.3738114 35.3868269)",,,,,,
289045084,False,residential,True,76.725,"LINESTRING (5.3743156 35.3870443, 5.3739111 35.3876504)",,,,,,
358450639,False,residential,True,67.676,"LINESTRING (5.3743156 35.3870443, 5.3746867 35.3865162)",,,,,,
289045084,False,residential,False,76.725,"LINESTRING (5.3739111 35.3876504, 5.3743156 35.3870443)",,,,,,
289045084,False,residential,True,52.279,"LINESTRING (5.3739111 35.3876504, 5.3736226 35.3880575)",,,,,,
289045085,False,residential,False,50.914,"LINESTRING (5.3739111 35.3876504, 5.3734182 35.3874309)",,,,,,
289045092,False,residential,True,45.915,"LINESTRING (5.3739111 35.3876504, 5.3741424 35.3877426, 5.3743661 35.3878318)",,,,,,
92831105,True,primary,False,63.113,"LINESTRING (5.3713234 35.3864981, 5.3709905 35.3869966)",,,,,,
289045085,False,residential,True,138.191,"LINESTRING (5.3713234 35.3864981, 5.3726612 35.3870939)",,,,,,
289045086,False,residential,False,67.933,"LINESTRING (5.3741628 35.3862873, 5.3738114 35.3868269)",,,,,,
289045089,False,residential,False,54.409,"LINESTRING (5.3741628 35.3862873, 5.3736371 35.3860512)",,,,,,
289045089,False,residential,True,53.884,"LINESTRING (5.3741628 35.3862873, 5.3746867 35.3865162)",,,,,,
289045085,False,residential,False,52.759,"LINESTRING (5.3734182 35.3874309, 5.372906 35.3872056)",,,,,,
289045085,False,residential,True,50.914,"LINESTRING (5.3734182 35.3874309, 5.3739111 35.3876504)",,,,,,
289045086,False,residential,True,76.035,"LINESTRING (5.3734182 35.3874309, 5.3738114 35.3868269)",,,,,,
289045085,False,residential,False,25.431,"LINESTRING (5.372906 35.3872056, 5.3726612 35.3870939)",,,,,,
289045085,False,residential,True,52.759,"LINESTRING (5.372906 35.3872056, 5.3734182 35.3874309)",,,,,,
289045087,False,residential,False,45.311,"LINESTRING (5.372906 35.3872056, 5.3730005 35.387063, 5.3731436 35.3868471)",,Rue Aïssat Idir,,,,
289045088,False,residential,False,30.288,"LINESTRING (5.3731436 35.3868471, 5.3732943 35.386604)",,,,,,
358451179,False,residential,False,163.711,"LINESTRING (5.3731436 35.3868471, 5.3715321 35.3861826)",,,,,,
289045087,False,residential,True,45.311,"LINESTRING (5.3731436 35.3868471, 5.3730005 35.387063, 5.372906 35.3872056)",,Rue Aïssat Idir,,,,
358451179,False,residential,False,9.903,"LINESTRING (5.3715321 35.3861826, 5.3714336 35.3861441)",,,,,,
358451179,False,residential,True,163.711,"LINESTRING (5.3715321 35.3861826, 5.3731436 35.3868471)",,,,,,
92831105,True,primary,False,39.858000000000004,"LINESTRING (5.3715321 35.3861826, 5.3714047 35.3863764, 5.3713234 35.3864981)",,,,,,
289045088,False,residential,True,68.878,"LINESTRING (5.3736371 35.3860512, 5.3732943 35.386604)",,,,,,
289045089,False,residential,True,54.409,"LINESTRING (5.3736371 35.3860512, 5.3741628 35.3862873)",,,,,,
289045089,False,residential,False,123.827,"LINESTRING (5.3736371 35.3860512, 5.3731221 35.385815, 5.3727669 35.3863766)",,,,,,
289093303,False,residential,True,220.14600000000002,"LINESTRING (5.3736371 35.3860512, 5.3737746 35.385696, 5.3729378 35.3850575, 5.3728036 35.3845852, 5.3726842 35.3844242)",,,,,,
289045081,False,residential,True,65.044,"LINESTRING (5.3757197 35.3869724, 5.3753417 35.3874696)",,,,,,
289045089,False,residential,False,57.151,"LINESTRING (5.3757197 35.3869724, 5.3751665 35.3867259)",,,,,,
289045091,False,residential,False,75.586,"LINESTRING (5.3747699 35.3882361, 5.375544 35.3884887)",,,,,,
289045091,False,residential,True,24.858,"LINESTRING (5.3747699 35.3882361, 5.3749396 35.3880605)",,,,,,
289045097,False,residential,False,97.273,"LINESTRING (5.3747699 35.3882361, 5.3747127 35.3882698, 5.374205 35.3889745)",,,,,,
289045091,False,residential,False,24.858,"LINESTRING (5.3749396 35.3880605, 5.3747699 35.3882361)",,,,,,
289045091,False,residential,True,45.616,"LINESTRING (5.3749396 35.3880605, 5.375189 35.3877042)",,,,,,
289045092,False,residential,False,51.102,"LINESTRING (5.3749396 35.3880605, 5.3744332 35.3878586)",,,,,,
289045091,False,residential,False,45.616,"LINESTRING (5.375189 35.3877042, 5.3749396 35.3880605)",,,,,,
289045091,False,residential,True,29.532,"LINESTRING (5.375189 35.3877042, 5.3753417 35.3874696)",,,,,,
668410501,False,residential,True,24.579,"LINESTRING (5.3754396 35.3886927, 5.375544 35.3884887)",,,,,,
289045097,False,residential,True,97.273,"LINESTRING (5.374205 35.3889745, 5.3747127 35.3882698, 5.3747699 35.3882361)",,,,,,
1203854863,False,residential,False,92.711,"LINESTRING (5.3719386 35.385389, 5.3710297 35.3850068)",,,,,,
1203854863,False,residential,True,9.346,"LINESTRING (5.3719386 35.385389, 5.372029 35.3854294)",,,,,,
92831116,True,primary,False,181.82999999999998,"LINESTRING (5.3719386 35.385389, 5.372724 35.3841961, 5.3728162 35.3840609, 5.3728278 35.3839346)",RN 78,,,,,
289046642,False,residential,False,31.505,"LINESTRING (5.3706009 35.3848353, 5.3704274 35.3850808)",,,,,,
1203854863,False,residential,False,38.868,"LINESTRING (5.3706009 35.3848353, 5.3708262 35.3845379)",,,,,,
1203854863,False,residential,True,43.299,"LINESTRING (5.3706009 35.3848353, 5.3710297 35.3850068)",,,,,,
289046637,False,residential,False,40.864,"LINESTRING (5.3708262 35.3845379, 5.3704535 35.3843312)",,,,,,
1203854863,False,residential,True,38.868,"LINESTRING (5.3708262 35.3845379, 5.3706009 35.3848353)",,,,,,
289046637,False,residential,True,73.392,"LINESTRING (5.3694581 35.3837828, 5.3695121 35.3838125, 5.369742 35.383934, 5.3701295 35.3841515)",,,,,,
289046638,False,residential,False,53.301,"LINESTRING (5.3694581 35.3837828, 5.3691931 35.3836352, 5.3689853 35.3834985)",,,,,,
1203854868,False,residential,False,84.15899999999999,"LINESTRING (5.3694581 35.3837828, 5.3691121 35.3842314, 5.3689718 35.3844274)",,,,,,
289046641,False,residential,False,76.323,"LINESTRING (5.3689718 35.3844274, 5.369714 35.3847514)",,,,,,
1203854870,False,residential,False,80.841,"LINESTRING (5.3689718 35.3844274, 5.3681921 35.3840746)",,,,,,
289046641,False,residential,True,55.93,"LINESTRING (5.3689718 35.3844274, 5.3688872 35.3845431, 5.3686713 35.3848666)",,,,,,
1203854868,False,residential,True,84.15899999999999,"LINESTRING (5.3689718 35.3844274, 5.3691121 35.3842314, 5.3694581 35.3837828)",,,,,,
1203854869,False,residential,False,31.624,"LINESTRING (5.3681921 35.3840746, 5.3679296 35.3842619)",,,,,,
1203854870,False,residential,True,80.841,"LINESTRING (5.3681921 35.3840746, 5.3689718 35.3844274)",,,,,,
289046639,False,residential,True,96.306,"LINESTRING (5.3681921 35.3840746, 5.368427 35.383901, 5.3689853 35.3834985)",,,,,,
1203854856,False,residential,False,25.964,"LINESTRING (5.3689853 35.3834985, 5.3692328 35.383381)",,,,,,
289046638,False,residential,True,53.301,"LINESTRING (5.3689853 35.3834985, 5.3691931 35.3836352, 5.3694581 35.3837828)",,,,,,
289046639,False,residential,False,96.306,"LINESTRING (5.3689853 35.3834985, 5.368427 35.383901, 5.3681921 35.3840746)",,,,,,
92831116,True,primary,False,106.727,"LINESTRING (5.3708828 35.3869924, 5.3714336 35.3861441)",RN 78,,,,,
289046640,False,residential,False,182.547,"LINESTRING (5.3708828 35.3869924, 5.3691559 35.386148)",,,,,,
289046640,False,residential,False,75.871,"LINESTRING (5.3668977 35.3850434, 5.3661832 35.3846881)",,,,,,
1203854869,False,residential,False,43.41,"LINESTRING (5.3668977 35.3850434, 5.3665437 35.3853063)",,,,,,
1203854869,False,residential,True,46.307,"LINESTRING (5.3668977 35.3850434, 5.3672683 35.3847568)",,,,,,
289046640,False,residential,True,125.696,"LINESTRING (5.3668977 35.3850434, 5.3680084 35.385602, 5.3680734 35.3856421)",,,,,,
289046641,False,residential,True,61.34,"LINESTRING (5.3704274 35.3850808, 5.3698393 35.384808)",,,,,,
289046642,False,residential,False,60.423,"LINESTRING (5.3704274 35.3850808, 5.3701194 35.3855627)",,,,,,
289046642,False,residential,True,31.505,"LINESTRING (5.3704274 35.3850808, 5.3706009 35.3848353)",,,,,,
289046642,False,residential,True,60.423,"LINESTRING (5.3701194 35.3855627, 5.3704274 35.3850808)",,,,,,
289046643,False,residential,False,41.533,"LINESTRING (5.3701194 35.3855627, 5.3697246 35.3853732)",,,,,,
289046643,False,residential,True,45.237,"LINESTRING (5.3701194 35.3855627, 5.370545 35.3857751)",,,,,,
92831116,True,primary,False,95.633,"LINESTRING (5.3714336 35.3861441, 5.3719386 35.385389)",RN 78,,,,,
358451179,False,residential,True,9.903,"LINESTRING (5.3714336 35.3861441, 5.3715321 35.3861826)",,,,,,
289046643,False,residential,False,90.443,"LINESTRING (5.3714336 35.3861441, 5.3708748 35.3859252, 5.370545 35.3857751)",,,,,,
1203854869,False,residential,True,27.916,"LINESTRING (5.3676988 35.3844281, 5.3679296 35.3842619)",,,,,,
