osmid,highway,oneway,reversed,length,geometry,name,lanes,junction,ref,maxspeed
91442326,residential,False,True,33.917,"LINESTRING (-1.4351825 35.0660938, -1.4350712 35.0658027)",,,,,
91442326,residential,False,True,53.24,"LINESTRING (-1.4340055 35.0658689, -1.4334579 35.0660373)",,,,,
91442326,residential,False,False,130.797,"LINESTRING (-1.4340055 35.0658689, -1.4341074 35.0657481, -1.4345527 35.0652728, -1.4346331 35.065219, -1.4347056 35.065196, -1.4347753 35.0651993, -1.4348289 35.0652476, -1.4348638 35.0653068, -1.4349009 35.0653955)",,,,,
91442326,residential,False,False,28.332,"LINESTRING (-1.4331858 35.0659136, -1.4333787 35.0660035, -1.4334579 35.0660373)",,,,,
"[95532732, 696308462, 95532695]",residential,False,"[False, True]",123.26100000000001,"LINESTRING (-1.4331858 35.0659136, -1.4335254 35.065488, -1.4338405 35.0651071, -1.4338607 35.0650588, -1.4338596 35.0650168, -1.4338414 35.0649721)",,,,,
"[95532728, 91442319]",residential,False,True,158.788,"LINESTRING (-1.4366934 35.0659565, -1.436052 35.0656812, -1.4359541 35.0656394, -1.4358616 35.0656329, -1.4350712 35.0658027)",,,,,
91442210,residential,False,False,8.56,"LINESTRING (-1.4334579 35.0660373, -1.4335397 35.0660753)",,,,,
91442326,residential,False,False,53.24,"LINESTRING (-1.4334579 35.0660373, -1.4340055 35.0658689)",,,,,
91442326,residential,False,True,28.332,"LINESTRING (-1.4334579 35.0660373, -1.4333787 35.0660035, -1.4331858 35.0659136)",,,,,
91442326,residential,False,False,33.917,"LINESTRING (-1.4350712 35.0658027, -1.4351825 35.0660938)",,,,,
91442326,residential,False,True,47.858,"LINESTRING (-1.4350712 35.0658027, -1.4349009 35.0653955)",,,,,
"[95532728, 91442319]",residential,False,False,158.788,"LINESTRING (-1.4350712 35.0658027, -1.4358616 35.0656329, -1.4359541 35.0656394, -1.436052 35.0656812, -1.4366934 35.0659565)",,,,,
91907813,residential,False,False,98.813,"LINESTRING (-1.4368125 35.0585081, -1.4364357 35.0576747)",,,,,
91908139,residential,False,True,41.473,"LINESTRING (-1.4368125 35.0585081, -1.4372475 35.0583971)",,,,,
696278783,residential,False,False,6.024,"LINESTRING (-1.4368125 35.0585081, -1.4368334 35.0585595)",,,,,
91907774,residential,False,True,71.185,"LINESTRING (-1.4368059 35.0574288, -1.4370786 35.0580288)",,,,,
91907783,tertiary,False,False,28.159,"LINESTRING (-1.4368059 35.0574288, -1.4370953 35.0573393)",,,,,
91907783,tertiary,False,True,24.041,"LINESTRING (-1.4368059 35.0574288, -1.4366294 35.057461, -1.4365476 35.0574739)",,,,,
91907783,tertiary,False,False,58.344,"LINESTRING (-1.4345742 35.0580301, -1.435187 35.0578762)",,,,,
157528286,tertiary,False,False,65.084,"LINESTRING (-1.4345742 35.0580301, -1.4338961 35.0582158)",,,,,
696797318,residential,False,False,56.032,"LINESTRING (-1.4345742 35.0580301, -1.4347672 35.0585086)",,,,,
696797325,residential,False,True,85.559,"LINESTRING (-1.4345742 35.0580301, -1.4342849 35.057298)",,,,,
91907783,tertiary,False,False,30.533,"LINESTRING (-1.435187 35.0578762, -1.4355016 35.0577809)",,,,,
91907783,tertiary,False,True,58.344,"LINESTRING (-1.435187 35.0578762, -1.4345742 35.0580301)",,,,,
91907776,residential,False,True,54.467999999999996,"LINESTRING (-1.435187 35.0578762, -1.4352795 35.0580969, -1.4353426 35.0582473, -1.4353587 35.0583439)",,,,,
91907783,tertiary,False,False,24.931,"LINESTRING (-1.4362864 35.0575414, -1.4365476 35.0574739)",,,,,
91907808,residential,False,False,20.109,"LINESTRING (-1.4362864 35.0575414, -1.4364357 35.0576747)",,,,,
91907783,tertiary,False,True,76.312,"LINESTRING (-1.4362864 35.0575414, -1.4362135 35.0575544, -1.4355016 35.0577809)",,,,,
696618403,residential,False,True,61.393,"LINESTRING (-1.4353587 35.0583439, -1.4360229 35.05844)",,,,,
