osmid,name,highway,maxspeed,oneway,reversed,length,ref,lanes,geometry
33487731,شارع هواري بومدين,secondary,40,False,False,34.637,,,"LINESTRING (3.2499398 36.7906671, 3.2495522 36.7906932)"
942717452,,primary,,False,False,33.056,RN 24,,"LINESTRING (3.2499398 36.7906671, 3.2499815 36.7909625)"
942717452,,primary,,False,True,29.656,RN 24,,"LINESTRING (3.2499398 36.7906671, 3.2499095 36.7904015)"
95457146,,tertiary,,True,False,35.967,,,"LINESTRING (3.2503601 36.7906022, 3.2503942 36.7909245)"
786074814,,tertiary,40,False,False,85.665,,4,"LINESTRING (3.2503601 36.7906022, 3.2513168 36.7905214)"
942717452,,primary,,False,False,29.656,RN 24,,"LINESTRING (3.2499095 36.7904015, 3.2499398 36.7906671)"
942717452,,primary,,False,True,27.733,RN 24,,"LINESTRING (3.2499095 36.7904015, 3.2498861 36.7901528)"
95457146,,tertiary,,True,False,64.801,,,"LINESTRING (3.2499095 36.7904015, 3.2503388 36.7903657, 3.2503601 36.7906022)"
69408957,,residential,,False,True,39.803,,2,"LINESTRING (3.2503942 36.7909245, 3.2504528 36.7911227, 3.250645 36.7911122)"
95457146,,tertiary,,True,False,37.001999999999995,,,"LINESTRING (3.2503942 36.7909245, 3.2503401 36.7909321, 3.2499815 36.7909625)"
942717452,,primary,,False,True,33.056,RN 24,,"LINESTRING (3.2499815 36.7909625, 3.2499398 36.7906671)"
942717452,,primary,,False,False,58.357,RN 24,,"LINESTRING (3.2499815 36.7909625, 3.2499881 36.7910397, 3.2500262 36.7914861)"
69408927,,residential,,False,False,94.092,,,"LINESTRING (3.2450076 36.7870917, 3.245102 36.7879345)"
69408929,,residential,,False,True,53.486,,,"LINESTRING (3.2450076 36.7870917, 3.2449527 36.7866127)"
69408950,,residential,40,False,False,38.495,,2,"LINESTRING (3.2450076 36.7870917, 3.2445772 36.7871239)"
69408950,,residential,40,False,True,37.341,,2,"LINESTRING (3.2450076 36.7870917, 3.2454251 36.7870605)"
69408927,,residential,,False,False,92.237,,,"LINESTRING (3.245102 36.7879345, 3.2451985 36.7887604)"
69408927,,residential,,False,True,94.092,,,"LINESTRING (3.245102 36.7879345, 3.2450076 36.7870917)"
69408954,,residential,,False,False,37.357,,,"LINESTRING (3.245102 36.7879345, 3.2446842 36.7879647)"
69408954,,residential,,False,True,38.509,,,"LINESTRING (3.245102 36.7879345, 3.2455327 36.7879035)"
69408927,,residential,,False,False,100.486,,,"LINESTRING (3.2451985 36.7887604, 3.245299 36.7896605)"
69408927,,residential,,False,True,92.237,,,"LINESTRING (3.2451985 36.7887604, 3.245102 36.7879345)"
69408958,,residential,,False,False,38.948,,,"LINESTRING (3.2451985 36.7887604, 3.2456339 36.7887272)"
69408958,,residential,,False,True,38.748,,,"LINESTRING (3.2451985 36.7887604, 3.2447665 36.7888021)"
69408928,,residential,,False,False,53.243,,,"LINESTRING (3.2453602 36.7865845, 3.2454251 36.7870605)"
69408929,,residential,,False,False,36.424,,,"LINESTRING (3.2453602 36.7865845, 3.2449527 36.7866127)"
69408929,,residential,,False,True,41.036,,,"LINESTRING (3.2453602 36.7865845, 3.2458193 36.7865528)"
69408928,,residential,,False,False,94.226,,,"LINESTRING (3.2454251 36.7870605, 3.2455327 36.7879035)"
69408928,,residential,,False,True,53.243,,,"LINESTRING (3.2454251 36.7870605, 3.2453602 36.7865845)"
69408950,,residential,40,False,False,37.341,,2,"LINESTRING (3.2454251 36.7870605, 3.2450076 36.7870917)"
69408950,,residential,40,False,True,41.51,,2,"LINESTRING (3.2454251 36.7870605, 3.2458892 36.7870257)"
69408928,,residential,,False,False,92.034,,,"LINESTRING (3.2455327 36.7879035, 3.2456339 36.7887272)"
69408928,,residential,,False,True,94.226,,,"LINESTRING (3.2455327 36.7879035, 3.2454251 36.7870605)"
69408954,,residential,,False,False,38.509,,,"LINESTRING (3.2455327 36.7879035, 3.245102 36.7879345)"
69408954,,residential,,False,True,41.121,,,"LINESTRING (3.2455327 36.7879035, 3.2459926 36.7878703)"
69408928,,residential,,False,False,100.916,,,"LINESTRING (3.2456339 36.7887272, 3.2457313 36.7896314)"
69408928,,residential,,False,True,92.034,,,"LINESTRING (3.2456339 36.7887272, 3.2455327 36.7879035)"
69408958,,residential,,False,False,42.857,,,"LINESTRING (3.2456339 36.7887272, 3.2461132 36.7886924)"
69408958,,residential,,False,True,38.948,,,"LINESTRING (3.2456339 36.7887272, 3.2451985 36.7887604)"
69408929,,residential,,False,False,41.036,,,"LINESTRING (3.2458193 36.7865528, 3.2453602 36.7865845)"
69408959,,residential,,False,True,52.951,,,"LINESTRING (3.2458193 36.7865528, 3.2458892 36.7870257)"
69408929,,residential,,False,False,53.486,,,"LINESTRING (3.2449527 36.7866127, 3.2450076 36.7870917)"
69408929,,residential,,False,True,36.424,,,"LINESTRING (3.2449527 36.7866127, 3.2453602 36.7865845)"
1171580899,,residential,,False,True,32.36,,,"LINESTRING (3.2449527 36.7866127, 3.2448441 36.786628, 3.2445919 36.7866452)"
69408938,,residential,,False,False,93.403,,,"LINESTRING (3.2447665 36.7888021, 3.2446842 36.7879647)"
69408938,,residential,,False,True,99.676,,,"LINESTRING (3.2447665 36.7888021, 3.2448668 36.7896949)"
69408958,,residential,,False,False,38.748,,,"LINESTRING (3.2447665 36.7888021, 3.2451985 36.7887604)"
69408938,,residential,,False,False,93.977,,,"LINESTRING (3.2446842 36.7879647, 3.2445772 36.7871239)"
69408938,,residential,,False,True,93.403,,,"LINESTRING (3.2446842 36.7879647, 3.2447665 36.7888021)"
69408954,,residential,,False,True,37.357,,,"LINESTRING (3.2446842 36.7879647, 3.245102 36.7879345)"
69408938,,residential,,False,True,93.977,,,"LINESTRING (3.2445772 36.7871239, 3.2446842 36.7879647)"
69408950,,residential,40,False,True,38.495,,2,"LINESTRING (3.2445772 36.7871239, 3.2450076 36.7870917)"
69408939,,residential,,False,False,95.116,,,"LINESTRING (3.2471397 36.7869296, 3.2472817 36.7877774)"
69408950,,residential,40,False,False,37.385,,2,"LINESTRING (3.2471397 36.7869296, 3.2467225 36.786967)"
69408950,,residential,40,False,True,38.818,,2,"LINESTRING (3.2471397 36.7869296, 3.2475736 36.7868962)"
69408939,,residential,,False,False,91.666,,,"LINESTRING (3.2472817 36.7877774, 3.2474227 36.788594)"
69408939,,residential,,False,True,95.116,,,"LINESTRING (3.2472817 36.7877774, 3.2471397 36.7869296)"
69408954,,residential,,False,False,36.507,,,"LINESTRING (3.2472817 36.7877774, 3.2468734 36.7878069)"
69408954,,residential,,False,True,35.156,,,"LINESTRING (3.2472817 36.7877774, 3.2476749 36.7877491)"
69408939,,residential,,False,True,91.666,,,"LINESTRING (3.2474227 36.788594, 3.2472817 36.7877774)"
69408958,,residential,,False,False,38.227,,,"LINESTRING (3.2474227 36.788594, 3.2478501 36.7885619)"
69408958,,residential,,False,True,27.235,,,"LINESTRING (3.2474227 36.788594, 3.2471182 36.7886169)"
69408940,,residential,,False,False,95.266,,,"LINESTRING (3.2475736 36.7868962, 3.2476749 36.7877491)"
69408950,,residential,40,False,False,38.818,,2,"LINESTRING (3.2475736 36.7868962, 3.2471397 36.7869296)"
69408950,,residential,40,False,True,38.202,,2,"LINESTRING (3.2475736 36.7868962, 3.2480011 36.7868677)"
69408940,,residential,,False,False,91.716,,,"LINESTRING (3.2476749 36.7877491, 3.2478501 36.7885619)"
69408940,,residential,,False,True,95.266,,,"LINESTRING (3.2476749 36.7877491, 3.2475736 36.7868962)"
69408954,,residential,,False,False,35.156,,,"LINESTRING (3.2476749 36.7877491, 3.2472817 36.7877774)"
69408954,,residential,,False,True,36.436,,,"LINESTRING (3.2476749 36.7877491, 3.2480824 36.7877197)"
69408940,,residential,,False,True,91.716,,,"LINESTRING (3.2478501 36.7885619, 3.2476749 36.7877491)"
69408958,,residential,,False,True,38.227,,,"LINESTRING (3.2478501 36.7885619, 3.2474227 36.788594)"
69408958,,residential,,False,False,32.503,,,"LINESTRING (3.2478501 36.7885619, 3.2480918 36.7885438, 3.2482135 36.7885346)"
69408941,,residential,,False,False,91.362,,,"LINESTRING (3.2482135 36.7885346, 3.2480824 36.7877197)"
69408958,,residential,,False,False,134.254,,,"LINESTRING (3.2482135 36.7885346, 3.2485061 36.7885132, 3.2497149 36.7884251)"
69408958,,residential,,False,True,32.503,,,"LINESTRING (3.2482135 36.7885346, 3.2480918 36.7885438, 3.2478501 36.7885619)"
69408941,,residential,,False,False,20.163,,,"LINESTRING (3.2480824 36.7877197, 3.2480739 36.7875385)"
69408941,,residential,,False,True,91.362,,,"LINESTRING (3.2480824 36.7877197, 3.2482135 36.7885346)"
69408954,,residential,,False,False,36.436,,,"LINESTRING (3.2480824 36.7877197, 3.2476749 36.7877491)"
69408941,,residential,,False,True,74.871,,,"LINESTRING (3.2480011 36.7868677, 3.2480739 36.7875385)"
69408950,,residential,40,False,False,38.202,,2,"LINESTRING (3.2480011 36.7868677, 3.2475736 36.7868962)"
69408950,,residential,40,False,True,41.805,,2,"LINESTRING (3.2480011 36.7868677, 3.2484685 36.7868327)"
69408942,,residential,,False,True,60.455,,,"LINESTRING (3.2484685 36.7868327, 3.2485113 36.7873753)"
69408950,,residential,40,False,False,41.805,,2,"LINESTRING (3.2484685 36.7868327, 3.2480011 36.7868677)"
69408950,,residential,40,False,True,96.194,,2,"LINESTRING (3.2484685 36.7868327, 3.249544 36.7867522)"
69408948,,residential,,False,False,94.355,,,"LINESTRING (3.2467225 36.786967, 3.2468734 36.7878069)"
69408948,,residential,,False,True,49.818,,,"LINESTRING (3.2467225 36.786967, 3.246678 36.7865204)"
