osmid,highway,maxspeed,oneway,reversed,length,geometry,junction
318104829,secondary,50,False,False,13.246,"LINESTRING (0.8848851 36.125204, 0.8850309 36.1251861)",
318104829,secondary,50,False,True,187.571,"LINESTRING (0.8848851 36.125204, 0.8846397 36.1251705, 0.8838817 36.1249605, 0.882896 36.1246973)",
563847234,residential,,False,True,64.67599999999999,"LINESTRING (0.8848851 36.125204, 0.8848243 36.1254008, 0.8847718 36.125688, 0.8847252 36.1257681)",
318104829,secondary,50,False,False,45.16,"LINESTRING (0.8756148 36.1227547, 0.8761016 36.1228563)",
318104829,secondary,50,False,True,29.589,"LINESTRING (0.8756148 36.1227547, 0.8752967 36.1226855)",
565080063,residential,,False,True,54.911,"LINESTRING (0.8756148 36.1227547, 0.8754681 36.1232341)",
313431968,tertiary,,False,False,190.37100000000004,"LINESTRING (0.8750695 36.1275332, 0.8751603 36.1275454, 0.8752711 36.1275332, 0.8759465 36.1273297, 0.8761783 36.1272767, 0.8763749 36.1272401, 0.8765261 36.127232, 0.8766596 36.1272395, 0.8769097 36.1273045, 0.8770764 36.1273997)",
313431968,tertiary,,False,True,197.69200000000004,"LINESTRING (0.8750695 36.1275332, 0.874999 36.1274559, 0.874999 36.1273582, 0.8752611 36.1265033, 0.8752611 36.1263649, 0.8751703 36.1261572, 0.8750242 36.1259578, 0.8749269 36.1258765)",
313436827,secondary,50,False,False,20.67,"LINESTRING (0.8770764 36.1273997, 0.8773051 36.1273789)",
313436827,secondary,50,False,True,9.691,"LINESTRING (0.8770764 36.1273997, 0.876973 36.1274246)",
313431968,tertiary,,False,True,190.371,"LINESTRING (0.8770764 36.1273997, 0.8769097 36.1273045, 0.8766596 36.1272395, 0.8765261 36.127232, 0.8763749 36.1272401, 0.8761783 36.1272767, 0.8759465 36.1273297, 0.8752711 36.1275332, 0.8751603 36.1275454, 0.8750695 36.1275332)",
313433382,secondary,,True,False,19.271,"LINESTRING (0.8754051 36.1296557, 0.8753718 36.1296451, 0.8753443 36.1296267, 0.8753254 36.1296022, 0.8753169 36.1295741, 0.8753198 36.1295453, 0.8753337 36.1295187)",roundabout
313433382,secondary,,True,False,13.817,"LINESTRING (0.8755381 36.1295443, 0.8755412 36.1295753, 0.8755311 36.1296053, 0.8755092 36.1296308, 0.8754779 36.1296488)",roundabout
313433382,secondary,,True,False,3.22,"LINESTRING (0.8753337 36.1295187, 0.8753573 36.1294969)",roundabout
313433382,secondary,,True,False,20.234,"LINESTRING (0.8753573 36.1294969, 0.8753881 36.1294823, 0.875423 36.1294761, 0.8754612 36.1294798, 0.8754957 36.1294936, 0.8755224 36.129516, 0.8755381 36.1295443)",roundabout
