osmid,highway,oneway,reversed,length,geometry,bridge,maxspeed
255587559,tertiary,False,False,146.359,"LINESTRING (5.053841 36.3266264, 5.0539664 36.3264127, 5.054118 36.3260558, 5.0541815 36.3256427, 5.0544036 36.3254191)",,
375816897,tertiary,False,True,19.122,"LINESTRING (5.054972 36.323568, 5.054827 36.3236942)",,
255587560,residential,False,False,111.09299999999999,"LINESTRING (5.054972 36.323568, 5.0558088 36.3229003, 5.0558565 36.322868)",,
375816897,tertiary,False,False,116.925,"LINESTRING (5.054972 36.323568, 5.0549305 36.3233259, 5.0548699 36.3232185, 5.0546362 36.3230828, 5.0543023 36.3229215, 5.0541413 36.3228604)",,
255587560,residential,False,False,299.544,"LINESTRING (5.0558565 36.322868, 5.0565608 36.3223913, 5.0566124 36.3217785, 5.0566941 36.321595, 5.0567155 36.3210791, 5.0568144 36.3206394, 5.0569293 36.3204844)",,
255587560,residential,False,True,111.09299999999999,"LINESTRING (5.0558565 36.322868, 5.0558088 36.3229003, 5.054972 36.323568)",,
255587561,residential,False,False,151.92900000000003,"LINESTRING (5.0558565 36.322868, 5.0557014 36.3223844, 5.0557311 36.3222551, 5.0555553 36.3220382, 5.0552974 36.3218512, 5.0551425 36.3216991)",,
255587561,residential,False,True,157.153,"LINESTRING (5.0541544 36.3209891, 5.054395 36.3208506, 5.0546314 36.3208471, 5.0548419 36.3210064, 5.0549408 36.3212211, 5.0549279 36.3213803, 5.0550224 36.3215361, 5.0551212 36.3216781, 5.0551425 36.3216991)",,
375816897,tertiary,False,False,19.122,"LINESTRING (5.054827 36.3236942, 5.054972 36.323568)",,
"[293424737, 255587562]",residential,False,False,142.863,"LINESTRING (5.054827 36.3236942, 5.0549577 36.3238198, 5.0550651 36.3240345, 5.0552155 36.3242145, 5.0553573 36.324488, 5.0553845 36.3246558, 5.0556366 36.3246169)",,
375816897,tertiary,False,True,170.18800000000002,"LINESTRING (5.054827 36.3236942, 5.054701 36.3238483, 5.0546077 36.3244025, 5.054631 36.3248064, 5.0545546 36.3251838)",,
293427492,unclassified,False,True,136.82799999999997,"LINESTRING (5.0514202 36.3231561, 5.0512968 36.3230221, 5.0512271 36.3229184, 5.0512325 36.3228492, 5.0513577 36.3226698, 5.0516045 36.3223586, 5.0517904 36.3220972)",,
375816300,residential,False,False,147.07500000000002,"LINESTRING (5.0514202 36.3231561, 5.0513397 36.3233419, 5.0512378 36.3235364, 5.0510983 36.3236704, 5.0509696 36.3237741, 5.050755 36.3238217, 5.0504224 36.323839, 5.0502421 36.3238443)",,
375816300,residential,False,True,105.702,"LINESTRING (5.0514202 36.3231561, 5.0515382 36.3230437, 5.0516455 36.3230178, 5.0518655 36.3230178, 5.0520425 36.3229745, 5.0523965 36.3228967, 5.0525092 36.3228881)",,
293427500,tertiary,False,True,272.729,"LINESTRING (5.0527774 36.3243317, 5.0526057 36.3244267, 5.0525057 36.3245197, 5.0523965 36.3246558, 5.0522785 36.3248589, 5.0522141 36.3250318, 5.0522088 36.3251874, 5.0522356 36.325706, 5.0522034 36.3258616, 5.0521551 36.3259783, 5.0520961 36.3261209, 5.0520068 36.3263349, 5.0518995 36.3264689, 5.0518137 36.3265466)",,
"[293423400, 375814385, 375814387]",tertiary,False,True,303.49799999999993,"LINESTRING (5.0527774 36.3243317, 5.0527471 36.3244159, 5.0527846 36.3245024, 5.0529027 36.3246364, 5.0529456 36.3247574, 5.0529115 36.3249411, 5.0529778 36.3252847, 5.0529491 36.3255072, 5.0529598 36.3256758, 5.053026 36.3257557, 5.0531368 36.3258054, 5.0531905 36.3258141, 5.0534694 36.3258054, 5.0535982 36.3257665, 5.053861 36.3255937, 5.0540541 36.3254856, 5.0541614 36.3254424, 5.0544036 36.3254191)",yes,
375816300,residential,False,False,182.24,"LINESTRING (5.0527774 36.3243317, 5.0529652 36.3240983, 5.0530134 36.3239643, 5.0530349 36.3238476, 5.0530046 36.323625, 5.0529652 36.3233246, 5.0528203 36.3231345, 5.0526272 36.3229529, 5.0525092 36.3228881)",,
375816300,residential,False,False,105.702,"LINESTRING (5.0525092 36.3228881, 5.0523965 36.3228967, 5.0520425 36.3229745, 5.0518655 36.3230178, 5.0516455 36.3230178, 5.0515382 36.3230437, 5.0514202 36.3231561)",,
375816300,residential,False,True,182.24,"LINESTRING (5.0525092 36.3228881, 5.0526272 36.3229529, 5.0528203 36.3231345, 5.0529652 36.3233246, 5.0530046 36.323625, 5.0530349 36.3238476, 5.0530134 36.3239643, 5.0529652 36.3240983, 5.0527774 36.3243317)",,
487211530,unclassified,False,False,136.788,"LINESTRING (5.0525092 36.3228881, 5.052627 36.3226529, 5.0526503 36.3223407, 5.052697 36.3219418, 5.0527904 36.3216897)",,
255587559,tertiary,False,True,146.35899999999998,"LINESTRING (5.0544036 36.3254191, 5.0541815 36.3256427, 5.054118 36.3260558, 5.0539664 36.3264127, 5.053841 36.3266264)",,
"[293423400, 375814385, 375814387]",tertiary,False,False,303.49799999999993,"LINESTRING (5.0544036 36.3254191, 5.0541614 36.3254424, 5.0540541 36.3254856, 5.053861 36.3255937, 5.0535982 36.3257665, 5.0534694 36.3258054, 5.0531905 36.3258141, 5.0531368 36.3258054, 5.053026 36.3257557, 5.0529598 36.3256758, 5.0529491 36.3255072, 5.0529778 36.3252847, 5.0529115 36.3249411, 5.0529456 36.3247574, 5.0529027 36.3246364, 5.0527846 36.3245024, 5.0527471 36.3244159, 5.0527774 36.3243317)",yes,
375816897,tertiary,False,False,30.118,"LINESTRING (5.0544036 36.3254191, 5.0545378 36.3252667, 5.0545546 36.3251838)",,
293424751,residential,False,False,43.802,"LINESTRING (5.0564038 36.3253733, 5.0559156 36.3253516)",,
